 	trajectory	start	end
1	28	302.250	350.550
2	72	291.600	379.650
3	245	294.900	348.600
4	338	286.800	365.250
5	356	280.200	355.200
6	457	293.550	364.650
7	539	385.200	418.950
8	540	279.600	352.650
9	610	303.600	351.000
10	619	281.250	337.200
11	830	283.950	343.800
12	854	312.300	349.800
13	874	387.450	415.350
14	1067	270.750	295.500
15	1122	273.300	344.550
16	1153	274.950	339.300
17	1341	305.250	345.150
18	1351	280.350	344.850
19	1372	310.650	366.900
20	1600	271.650	331.500
21	1662	276.300	326.100
22	1707	314.250	351.000
23	1918	333.600	372.750
24	2020	326.400	371.100
25	2095	270.300	321.150
26	2132	276.300	403.950
27	2152	324.150	381.000
28	2178	365.850	393.450
29	2505	337.200	387.450
30	2598	309.450	400.500
31	2621	288.750	331.950
32	2626	278.850	327.900
33	2640	300.000	407.850
34	2791	315.900	450.750
35	2917	361.050	403.050
36	2933	314.550	372.600
37	2958	274.500	364.050
38	3009	320.550	370.200
39	3031	318.900	368.250
40	3056	301.500	366.450
41	3150	308.550	373.050
42	3169	310.500	376.200
43	3172	303.150	366.600
44	3187	302.400	341.700
45	3221	290.700	392.400
46	3251	303.000	413.550
47	3304	302.100	331.350
48	3318	275.700	329.850
49	3319	279.000	343.350
50	3333	270.600	297.600
51	3383	339.150	438.300
52	3535	288.600	380.700
53	3550	285.600	332.250
54	3614	285.300	373.350
55	3624	295.950	350.550
56	3663	280.050	322.050
57	3665	273.750	347.550
58	3702	314.700	352.200
59	3705	325.350	354.750
60	3760	271.050	300.600
61	3770	273.150	384.150
62	3941	270.900	290.700
63	4265	274.650	338.250
64	4321	270.300	318.150
65	4411	311.100	358.200
66	4455	293.250	364.500
67	4565	293.700	355.500
68	4629	316.950	402.450
69	4654	282.900	361.500
70	4659	303.150	352.500
71	4913	310.200	338.250
72	5134	351.150	368.100
73	5332	277.650	325.500
74	5969	310.050	337.950
75	6143	291.750	338.700
76	6315	295.800	344.550
77	6553	308.100	332.550
78	6958	330.900	360.150
79	7123	341.400	367.950
80	7214	330.450	351.750
81	7340	352.650	394.950
82	7570	363.450	396.150
83	7688	428.100	461.700
84	7702	365.850	386.250
85	7810	379.800	436.950
86	8621	404.850	410.850
87	8915	415.800	446.400
88	9079	418.650	450.150
89	9314	447.600	466.050
90	9316	441.450	492.150
91	9388	452.250	463.350
92	9409	444.750	485.250
93	9410	444.450	472.200
94	9593	454.800	479.550
95	10083	495.750	517.950
