 	trajectory	start	end
1	62	272.100	336.450
2	174	277.800	356.100
3	236	308.100	376.200
4	331	274.200	295.500
5	507	291.000	329.700
6	809	315.150	335.850
7	1119	276.450	332.400
8	1192	319.350	355.500
9	1245	276.000	337.200
10	1282	275.100	300.300
11	1349	271.350	290.250
12	1422	271.500	377.400
13	1619	274.950	315.000
14	1681	337.350	385.350
15	1788	276.900	328.350
16	1824	276.750	285.000
17	1835	316.650	345.300
18	1866	276.150	369.000
19	1990	363.750	408.750
20	2055	308.550	371.550
21	2106	297.900	329.850
22	2208	275.700	332.400
23	2235	294.150	343.500
24	2252	277.800	337.500
25	2255	280.500	344.550
26	2288	270.900	352.200
27	2433	270.300	374.100
28	2439	272.850	357.300
29	2455	346.200	448.500
30	2464	281.250	289.800
31	2568	270.900	293.400
32	2595	275.250	378.900
33	2838	272.850	318.750
34	2891	307.200	411.450
35	2964	288.150	389.700
36	3010	290.250	383.700
37	3017	273.750	346.350
38	3021	270.150	295.650
39	3031	271.800	372.600
40	3052	272.100	344.550
41	3077	270.600	302.100
42	3106	288.900	354.150
43	3111	306.150	338.550
44	3189	270.750	289.050
45	3200	401.400	482.250
46	3247	270.900	310.200
47	3269	277.650	346.050
48	3272	345.900	420.150
49	3308	271.500	353.250
50	3324	357.000	445.800
51	3355	271.050	340.950
52	3362	277.650	332.850
53	3411	272.850	310.800
54	3429	280.800	351.600
55	3529	270.300	322.350
56	3546	276.000	325.050
57	3593	272.550	353.850
58	3803	313.050	341.400
59	4000	289.200	342.750
60	4006	277.800	337.800
61	4115	281.850	348.600
62	4206	279.300	338.550
63	4230	271.200	296.850
64	4382	279.900	411.150
65	4672	271.500	292.800
66	4779	328.500	424.800
67	4839	270.300	289.800
68	4991	273.150	295.650
69	5113	288.900	322.800
70	5329	344.400	355.200
71	5544	356.100	418.800
72	5566	280.800	298.350
73	5682	295.650	318.300
74	5725	309.450	344.250
75	5751	281.100	292.650
76	5753	295.200	340.500
77	5796	280.650	296.250
78	5918	275.700	294.600
79	6002	296.250	321.600
80	6515	285.300	299.850
81	6703	289.800	321.000
82	6880	294.450	349.800
83	6946	342.750	355.200
84	7002	295.800	310.950
85	7020	314.100	381.150
86	7087	297.750	330.150
87	7100	308.850	353.550
88	7268	303.000	324.750
89	7314	304.050	337.500
90	7349	310.050	345.000
91	7506	307.650	338.400
92	7764	313.800	333.450
93	7896	333.900	349.200
94	7986	325.500	393.450
95	8283	328.200	389.400
96	8332	359.100	376.500
97	8340	331.800	346.200
98	8349	339.000	352.350
99	8563	355.200	394.800
100	8590	339.000	386.700
101	8646	344.550	365.100
102	8671	350.700	439.200
103	8746	349.500	358.950
104	8755	363.900	381.600
105	8763	342.300	382.950
106	8863	351.900	404.250
107	8871	357.150	405.000
108	8890	348.750	416.850
109	8901	360.300	497.850
110	8915	360.600	382.500
111	9043	365.100	384.600
112	9154	364.050	378.600
113	9181	351.900	393.450
114	9183	351.900	369.000
115	9185	356.850	369.150
116	9370	371.250	398.700
117	9383	359.700	384.000
118	9430	360.300	390.900
119	9454	387.300	429.300
120	9509	393.450	410.100
121	9520	408.600	487.200
122	9588	363.600	403.500
123	9617	363.150	379.200
124	9709	371.850	404.850
125	9915	372.300	384.750
126	9943	378.450	411.750
127	9981	377.700	390.600
128	9982	377.550	414.150
129	10218	411.900	446.100
130	10259	390.900	397.500
131	10288	391.350	413.850
132	10304	384.000	402.600
133	10362	385.350	402.300
134	10533	396.450	428.850
135	10611	414.300	480.600
136	10614	438.300	460.050
137	10670	434.400	478.050
138	10756	409.050	524.850
139	10835	405.300	433.050
140	10893	403.500	419.250
141	10906	419.100	424.350
142	10939	412.200	425.700
143	10994	413.850	441.300
144	11068	436.350	453.000
145	11163	426.450	464.550
146	11284	429.600	447.600
147	11305	453.900	477.000
148	11411	431.250	441.600
149	11419	428.850	448.650
150	11435	441.900	463.950
151	11513	433.950	461.850
152	11568	429.150	445.950
153	11620	441.000	466.050
154	11649	444.450	452.100
155	11760	442.500	478.650
156	11799	466.800	518.100
157	11839	457.050	475.500
158	11843	439.200	463.800
159	12072	450.600	468.450
160	12172	462.750	488.400
161	12228	460.350	507.600
162	12259	480.000	490.500
163	12322	468.150	503.700
164	12552	482.400	495.450
165	12635	488.250	508.350
