time_ms	x_um	y_um	
0	0.03714285714285714	0.1066857142857142
0.1500000000000057	0.02014285714285718	0.1906857142857142
0.2999999999999972	-0.01885714285714282	0.1126857142857142
0.4500000000000028	0.01814285714285718	-0.06431428571428575
0.6000000000000085	-0.08985714285714283	0.02468571428571424
0.75	-0.1498571428571429	-0.007314285714285759
0.9000000000000057	-0.1778571428571428	-0.006314285714285758
1.049999999999997	0.02114285714285719	-0.07931428571428575
1.200000000000003	0.01814285714285718	-0.03631428571428576
1.350000000000009	0.09014285714285719	-0.06931428571428576
1.650000000000006	-0.04485714285714285	-0.1053142857142858
1.799999999999997	-0.09585714285714284	0.2256857142857143
1.950000000000003	-0.04085714285714284	0.1356857142857142
2.100000000000009	0.02114285714285719	0.1906857142857142
2.25	0.06014285714285716	0.04768571428571423
2.400000000000006	0.009142857142857175	0.2226857142857143
2.549999999999997	-0.01885714285714282	-0.04931428571428575
2.700000000000003	-0.03585714285714284	0.1016857142857143
2.850000000000009	-0.1378571428571428	0.3286857142857142
3	-0.1108571428571428	0.2436857142857143
3.150000000000006	-0.00785714285714284	0.2476857142857142
3.450000000000003	-0.05485714285714283	-0.3423142857142857
3.600000000000009	0.02414285714285719	-0.1373142857142857
3.75	0.05814285714285716	-0.1353142857142857
3.900000000000006	0.06914285714285717	-0.02431428571428576
4.049999999999997	0.07714285714285718	0.1586857142857143
4.200000000000003	-0.01285714285714284	0.3366857142857143
4.350000000000009	0.02314285714285719	0.07368571428571423
4.5	0.05014285714285716	0.06868571428571425
4.650000000000006	-0.07785714285714285	-0.1043142857142858
4.799999999999997	-0.1818571428571428	-0.2583142857142858
4.950000000000003	-0.03485714285714284	-0.4073142857142857
5.100000000000009	0.1041428571428571	-0.2063142857142858
5.25	0.1011428571428571	-0.1443142857142858
5.400000000000006	0.04114285714285715	-0.2573142857142858
5.549999999999997	0.008142857142857174	-0.03131428571428575
5.700000000000003	-0.02585714285714283	-0.1953142857142858
5.850000000000009	-0.06185714285714283	-0.2123142857142858
6	0.08014285714285718	-0.2103142857142858
6.150000000000006	0.02214285714285719	-0.1583142857142857
6.299999999999997	0.03414285714285714	-0.2353142857142858
6.450000000000003	-0.04785714285714285	-0.2043142857142858
6.600000000000009	-0.03085714285714283	0.08168571428571424
6.75	0.05214285714285716	0.1766857142857143
6.900000000000006	0.06514285714285717	-0.02531428571428576
7.049999999999997	-0.03585714285714284	0.002685714285714236
7.200000000000003	0.00414285714285717	0.02768571428571424
7.350000000000009	0.01214285714285718	-0.000314285714285753
7.5	0.03214285714285714	0.04468571428571423
7.650000000000006	0.09714285714285714	0.1056857142857142
7.799999999999997	0.03614285714285714	0.3326857142857143
7.950000000000003	-0.02685714285714283	0.1276857142857142
8.100000000000009	0.09314285714285714	-0.2013142857142858
8.25	0.1021428571428571	-0.05931428571428576
8.400000000000006	0.06014285714285716	0.1336857142857142
8.549999999999997	-0.00785714285714284	0.1916857142857142
8.700000000000003	-0.01585714285714285	0.07868571428571423
8.850000000000009	-0.006857142857142839	-0.04831428571428576
9	-0.1718571428571428	-0.2393142857142858
9.150000000000006	-0.03085714285714283	-0.1673142857142857
9.450000000000003	-0.1238571428571428	-0.03931428571428576
9.600000000000009	-0.03985714285714284	0.04068571428571426
9.75	0.04814285714285715	0.01468571428571425
9.900000000000006	0.1101428571428572	-0.03431428571428576
10.05	0.07714285714285718	-0.2313142857142858
10.35000000000001	0.02314285714285719	0.07768571428571423
10.5	0.04814285714285715	0.002685714285714236
10.65000000000001	0.07014285714285717	0.02368571428571424
10.8	0.05214285714285716	0.1756857142857143
10.95	-0.05385714285714283	0.2726857142857143
11.10000000000001	-0.1148571428571428	0.2316857142857143
11.25	0.04314285714285715	0.1946857142857142
11.40000000000001	0.08714285714285719	0.2156857142857143
11.55	0.1091428571428572	0.2326857142857143
11.7	0.0001428571428571668	0.2756857142857143
11.85000000000001	-0.08585714285714283	0.3846857142857142
12	-0.04185714285714284	0.1936857142857142
12.15000000000001	0.05514285714285716	0.1726857142857143
12.3	0.06114285714285717	0.2226857142857143
12.45	0.07514285714285718	0.03268571428571425
12.60000000000001	0.02514285714285719	-0.01731428571428575
12.75	-0.006857142857142839	0.2136857142857143
12.90000000000001	0.005142857142857171	0.2906857142857143
13.05	0.05514285714285716	0.2846857142857143
13.2	0.1021428571428571	0.04368571428571423
13.35000000000001	0.08914285714285719	0.07468571428571423
13.5	0.03614285714285714	-0.003314285714285756
13.65000000000001	0.01714285714285718	0.02968571428571425
13.95	-0.01385714285714285	-0.003314285714285756
14.10000000000001	0.04414285714285715	0.09768571428571425
14.25	0.006142857142857172	0.09468571428571425
14.40000000000001	-0.04085714285714284	0.03568571428571425
14.55	-0.03485714285714284	0.03668571428571425
14.7	-0.05485714285714283	-0.09331428571428575
14.85000000000001	-0.1568571428571428	-0.2553142857142858
15	-0.04085714285714284	-0.1493142857142858
15.15000000000001	-0.05985714285714283	-0.1243142857142858
15.3	-0.01085714285714284	-0.07431428571428575
15.45	0.04114285714285715	0.07368571428571423
15.60000000000001	0.01514285714285718	0.01268571428571424
15.75	-0.07785714285714285	-0.1903142857142858
15.90000000000001	-0.03185714285714283	0.05368571428571424
16.05	0.01014285714285718	0.06568571428571425
16.2	-0.08885714285714283	0.1666857142857143
16.35000000000001	-0.02785714285714283	0.2316857142857143
16.5	-0.06685714285714284	0.3466857142857143
16.65000000000001	0.05414285714285716	-0.03931428571428576
16.8	-0.01485714285714285	-0.2433142857142858
17.10000000000001	-0.06385714285714283	0.07968571428571423
17.25	0.04614285714285715	-0.1303142857142858
17.40000000000001	0.03414285714285714	-0.3143142857142858
17.55	-0.01085714285714284	-0.09731428571428576
17.7	0.005142857142857171	-0.3543142857142857
17.85000000000001	0.1031428571428571	-0.4323142857142858
18	0.08114285714285718	-0.1063142857142858
18.15000000000001	0.1431428571428572	0.04768571428571423
18.3	0.09714285714285714	-0.02631428571428576
18.60000000000001	0.009142857142857175	0.02768571428571424
18.75	-0.03685714285714284	0.1326857142857142
18.90000000000001	-0.02885714285714283	0.2256857142857143
19.05	0.02614285714285719	-0.005314285714285757
19.2	0.05214285714285716	0.08768571428571424
19.35000000000001	-0.002857142857142836	0.1156857142857142
19.5	0.007142857142857173	0.2386857142857143
19.65000000000001	0.0001428571428571668	-0.01631428571428575
19.8	0.1031428571428571	-0.1813142857142858
19.95	0.09714285714285714	-0.3583142857142858
