 	slice	peaks
1	1	23090
2	2	23086
3	3	23078
4	4	23104
5	5	23110
6	6	23104
7	7	23091
8	8	23089
9	9	23055
10	10	23081
11	11	23083
12	12	23081
13	13	23102
14	14	23084
15	15	23084
16	16	23065
17	17	23056
18	18	23082
19	19	23071
20	20	23074
21	21	23058
22	22	23041
23	23	23072
24	24	23065
25	25	23093
26	26	23076
27	27	23120
28	28	23126
29	29	23173
30	30	23193
31	31	23196
32	32	23201
33	33	23220
34	34	23213
35	35	23247
36	36	23254
37	37	23208
38	38	23221
39	39	23269
40	40	22880
41	41	22848
42	42	23073
43	43	22988
44	44	23180
45	45	23288
46	46	23259
47	47	23207
48	48	23259
49	49	23246
50	50	23287
51	51	23334
52	52	23358
53	53	23347
54	54	23365
55	55	23364
56	56	23386
57	57	23340
58	58	23379
59	59	23385
60	60	23369
61	61	23378
62	62	23364
63	63	23379
64	64	23386
65	65	23383
66	66	23357
67	67	23361
68	68	23340
69	69	23328
70	70	23369
71	71	23355
72	72	23345
73	73	23285
74	74	23287
75	75	23306
76	76	23300
77	77	23320
78	78	23341
79	79	23363
80	80	23374
81	81	23331
82	82	23299
83	83	23298
84	84	23304
85	85	23303
86	86	23294
87	87	23295
88	88	23180
89	89	22939
90	90	22908
91	91	22859
92	92	22845
93	93	22819
94	94	22812
95	95	22835
96	96	22813
97	97	22815
98	98	22832
99	99	22844
100	100	22823
101	101	22810
102	102	22787
103	103	22790
104	104	22825
105	105	22807
106	106	22813
107	107	22803
108	108	22775
109	109	22778
110	110	22804
111	111	22798
112	112	22761
113	113	22807
114	114	22765
115	115	22756
116	116	22800
117	117	22790
118	118	22791
119	119	22793
120	120	22787
121	121	22774
122	122	22766
123	123	22786
124	124	22763
125	125	22716
126	126	22768
127	127	22737
128	128	22764
129	129	22750
130	130	22748
131	131	22723
132	132	22718
133	133	22726
134	134	22744
135	135	22738
136	136	22735
137	137	22726
138	138	22735
139	139	22751
140	140	22736
141	141	22736
142	142	22748
143	143	22723
144	144	22738
145	145	22722
146	146	22728
147	147	22718
148	148	22734
149	149	22752
150	150	22753
151	151	22708
152	152	22716
153	153	22706
154	154	22698
155	155	22728
156	156	22737
157	157	22693
158	158	22707
159	159	22698
160	160	22677
161	161	22707
162	162	22704
163	163	22710
164	164	22722
165	165	22702
166	166	22684
167	167	22665
168	168	22700
169	169	22713
170	170	22684
171	171	22695
172	172	22700
173	173	22673
174	174	22652
175	175	22668
176	176	22705
177	177	22688
178	178	22677
179	179	22644
180	180	22659
181	181	22664
182	182	22667
183	183	22648
184	184	22663
185	185	22662
186	186	22663
187	187	22669
188	188	22658
189	189	22649
190	190	22582
191	191	22613
192	192	22588
193	193	22586
194	194	22584
195	195	22600
196	196	22576
197	197	22634
198	198	22624
199	199	22649
200	200	22660
201	201	22642
202	202	22667
203	203	22667
204	204	22654
205	205	22632
206	206	22634
207	207	22626
208	208	22629
209	209	22666
210	210	22639
211	211	22659
212	212	22655
213	213	22670
214	214	22666
215	215	22631
216	216	22640
217	217	22647
218	218	22615
219	219	22634
220	220	22647
221	221	22674
222	222	22645
223	223	22591
224	224	22614
225	225	22586
226	226	22629
227	227	22608
228	228	22624
229	229	22626
230	230	22637
231	231	22620
232	232	22595
233	233	22593
234	234	22595
235	235	22604
236	236	22589
237	237	22591
238	238	22571
239	239	22579
240	240	22617
241	241	22633
242	242	22624
243	243	22620
244	244	22584
245	245	22615
246	246	22612
247	247	22632
248	248	22589
249	249	22585
250	250	22614
251	251	22588
252	252	22618
253	253	22601
254	254	22595
255	255	22587
256	256	22588
257	257	22606
258	258	22570
259	259	22576
260	260	22588
261	261	22575
262	262	22599
263	263	22605
264	264	22570
265	265	22572
266	266	22580
267	267	22578
268	268	22565
269	269	22556
270	270	22591
271	271	22595
272	272	22572
273	273	22570
274	274	22598
275	275	22542
276	276	22565
277	277	22568
278	278	22559
279	279	22595
280	280	22574
281	281	22580
282	282	22549
283	283	22541
284	284	22563
285	285	22549
286	286	22549
287	287	22564
288	288	22534
289	289	22533
290	290	22534
291	291	22486
292	292	22518
293	293	22557
294	294	22542
295	295	22509
296	296	22567
297	297	22557
298	298	22551
299	299	22491
300	300	22537
301	301	22503
302	302	22508
303	303	22511
304	304	22496
305	305	22513
306	306	22525
307	307	22513
308	308	22483
309	309	22508
310	310	22550
311	311	22471
312	312	22530
313	313	22510
314	314	22496
315	315	22520
316	316	22504
317	317	22511
318	318	22480
319	319	22502
320	320	22526
321	321	22512
322	322	22487
323	323	22503
324	324	22499
325	325	22515
326	326	22498
327	327	22497
328	328	22476
329	329	22488
330	330	22512
331	331	22496
332	332	22498
333	333	22483
334	334	22478
335	335	22437
336	336	22457
337	337	22455
338	338	22466
339	339	22502
340	340	22480
341	341	22481
342	342	22447
343	343	22445
344	344	22466
345	345	22458
346	346	22480
347	347	22472
348	348	22474
349	349	22457
350	350	22431
351	351	22461
352	352	22467
353	353	22448
354	354	22459
355	355	22465
356	356	22445
357	357	22428
358	358	22451
359	359	22427
360	360	22454
361	361	22466
362	362	22451
363	363	22471
364	364	22485
365	365	22454
366	366	22452
367	367	22447
368	368	22443
369	369	22445
370	370	22466
371	371	22454
372	372	22460
373	373	22463
374	374	22445
375	375	22448
376	376	22413
377	377	22461
378	378	22433
379	379	22460
380	380	22457
381	381	22411
382	382	22413
383	383	22431
384	384	22422
385	385	22401
386	386	22403
387	387	22424
388	388	22408
389	389	22413
390	390	22439
391	391	22401
392	392	22430
393	393	22419
394	394	22404
395	395	22432
396	396	22396
397	397	22412
398	398	22387
399	399	22390
400	400	22385
401	401	22372
402	402	22386
403	403	22362
404	404	22397
405	405	22407
406	406	22371
407	407	22397
408	408	22381
409	409	22392
410	410	22403
411	411	22415
412	412	22425
413	413	22414
414	414	22413
415	415	22355
416	416	22356
417	417	22364
418	418	22395
419	419	22383
420	420	22412
421	421	22402
422	422	22362
423	423	22378
424	424	22402
425	425	22384
426	426	22376
427	427	22387
428	428	22403
429	429	22396
430	430	22379
431	431	22367
432	432	22389
433	433	22391
434	434	22354
435	435	22392
436	436	22370
437	437	22355
438	438	22346
439	439	22372
440	440	22370
441	441	22356
442	442	22356
443	443	22370
444	444	22377
445	445	22369
446	446	22384
447	447	22357
448	448	22367
449	449	22342
450	450	22353
451	451	22361
452	452	22310
453	453	22341
454	454	22359
455	455	22358
456	456	22339
457	457	22335
458	458	22343
459	459	22308
460	460	22320
461	461	22305
462	462	22326
463	463	22335
464	464	22363
465	465	22345
466	466	22346
467	467	22328
468	468	22338
469	469	22338
470	470	22375
471	471	22345
472	472	22357
473	473	22326
474	474	22349
475	475	22331
476	476	22327
477	477	22347
478	478	22339
479	479	22344
480	480	22355
481	481	22361
482	482	22356
483	483	22345
484	484	22368
485	485	22347
486	486	22317
487	487	22324
488	488	22323
489	489	22328
490	490	22351
491	491	22290
492	492	22323
493	493	22294
494	494	22320
495	495	22330
496	496	22312
497	497	22323
498	498	22334
499	499	22339
500	500	22331
501	501	22325
502	502	22287
503	503	22306
504	504	22292
505	505	22292
