 	slice	peaks
1	200	8516
2	201	8538
3	202	8529
4	203	8532
5	204	8519
6	205	8514
7	206	8507
8	207	8510
9	208	8509
10	209	8506
11	210	8501
12	211	8490
13	212	8484
14	213	8480
15	214	8471
16	215	8470
17	216	8468
18	217	8450
19	218	8450
20	219	8448
21	220	8439
22	221	8433
23	222	8432
24	223	8419
25	224	8423
26	225	8415
27	226	8412
28	227	8406
29	228	8401
30	229	8395
31	230	8397
32	231	8388
33	232	8392
34	233	8389
35	234	8384
36	235	8380
37	236	8377
38	237	8378
39	238	8368
40	239	8363
41	240	8364
42	241	8351
43	242	8351
44	243	8336
45	244	8330
46	245	8333
47	246	8338
48	247	8325
49	248	8324
50	249	8317
51	250	8312
52	251	8314
53	252	8306
54	253	8300
55	254	8296
56	255	8294
57	256	8307
58	257	8288
59	258	8285
60	259	8278
61	260	8277
62	261	8274
63	262	8269
64	263	8269
65	264	8266
66	265	8266
67	266	8259
68	267	8254
69	268	8251
70	269	8241
71	270	8245
72	271	8237
73	272	8236
74	273	8223
75	274	8227
76	275	8224
77	276	8222
78	277	8218
79	278	8213
80	279	8208
81	280	8211
82	281	8209
83	282	8208
84	283	8206
85	284	8205
86	285	8205
87	286	8211
88	287	8199
89	288	8204
90	289	8201
91	290	8191
92	291	8197
93	292	8197
94	293	8197
95	294	8192
96	295	8184
97	296	8185
98	297	8189
99	298	8187
100	299	8172
101	300	8170
102	301	8171
103	302	8162
104	303	8175
105	304	8167
106	305	8165
107	306	8164
108	307	8158
109	308	8157
110	309	8148
111	310	8152
112	311	8153
113	312	8153
114	313	8145
115	314	8142
116	315	8136
117	316	8137
118	317	8140
119	318	8131
120	319	8133
121	320	8133
122	321	8127
123	322	8125
124	323	8122
125	324	8108
126	325	8111
127	326	8113
128	327	8117
129	328	8113
130	329	8101
131	330	8096
132	331	8097
133	332	8097
134	333	8099
135	334	8097
136	335	8095
137	336	8093
138	337	8099
139	338	8081
140	339	8086
141	340	8069
142	341	8071
143	342	8064
144	343	8061
145	344	8060
146	345	8065
147	346	8057
148	347	8056
149	348	8052
150	349	8047
151	350	8047
152	351	8045
153	352	8047
154	353	8049
155	354	8051
156	355	8046
157	356	8049
158	357	8037
159	358	8033
160	359	8039
161	360	8041
162	361	8030
163	362	8028
164	363	8029
165	364	8028
166	365	8029
167	366	8032
168	367	8023
169	368	8018
170	369	8006
171	370	8013
172	371	8007
173	372	8011
174	373	8011
175	374	8007
176	375	8005
177	376	7997
178	377	7998
179	378	8000
180	379	7998
181	380	7988
182	381	7988
183	382	7986
184	383	7995
185	384	7980
186	385	7984
