 	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory
1	21.883	50.930	1053.307	45.784	1	1	200	0
2	22.062	49.533	1053.342	45.764	1	1	201	0
3	21.797	50.645	1053.326	45.772	1	1	202	0
4	21.650	49.417	1053.305	45.615	1	1	203	0
5	21.790	51.019	1053.297	45.777	1	1	204	0
6	22.067	50.289	1053.311	45.877	1	1	205	0
7	21.856	50.190	1053.340	45.718	1	1	206	0
8	21.696	50.798	1053.343	45.932	1	1	207	0
9	21.799	50.310	1053.349	46.013	1	1	208	0
10	21.734	52.248	1053.312	45.957	1	1	209	0
11	22.126	50.153	1053.343	45.832	1	1	210	0
12	21.964	50.301	1053.402	45.916	1	1	211	0
13	21.871	50.224	1053.326	46.010	1	1	212	0
14	21.901	51.745	1053.357	45.899	1	1	213	0
15	21.919	51.135	1053.381	45.715	1	1	214	0
16	21.714	52.087	1053.331	45.904	1	1	215	0
17	22.126	50.463	1053.357	45.916	1	1	216	0
18	22.032	52.315	1053.371	46.060	1	1	217	0
19	21.978	50.508	1053.341	46.020	1	1	218	0
20	21.896	50.985	1053.322	46.106	1	1	219	0
21	21.808	51.515	1053.367	46.148	1	1	220	0
22	22.021	50.172	1053.364	45.983	1	1	221	0
23	21.828	51.200	1053.371	45.963	1	1	222	0
24	22.054	51.194	1053.397	46.002	1	1	223	0
25	21.978	50.838	1053.431	45.858	1	1	224	0
26	21.890	50.727	1053.401	45.811	1	1	225	0
27	21.874	51.804	1053.407	45.767	1	1	226	0
28	22.044	51.112	1053.405	45.929	1	1	227	0
29	21.840	52.708	1053.420	46.053	1	1	228	0
30	21.575	52.703	1053.413	45.928	1	1	229	0
31	21.859	52.396	1053.412	45.981	1	1	230	0
32	21.800	52.218	1053.389	45.966	1	1	231	0
33	21.854	50.836	1053.367	46.008	1	1	232	0
34	21.691	52.274	1053.372	45.991	1	1	233	0
35	21.765	53.446	1053.380	45.981	1	1	234	0
36	21.705	51.680	1053.353	46.007	1	1	235	0
37	21.754	51.775	1053.376	45.992	1	1	236	0
38	21.690	51.958	1053.397	46.012	1	1	237	0
39	21.421	51.988	1053.368	46.008	1	1	238	0
40	21.715	51.285	1053.343	46.005	1	1	239	0
41	21.671	51.149	1053.368	46.031	1	1	240	0
42	21.884	51.086	1053.377	46.008	1	1	241	0
43	21.865	51.391	1053.396	46.042	1	1	242	0
44	21.728	50.548	1053.369	46.029	1	1	243	0
45	21.518	52.182	1053.332	46.011	1	1	244	0
46	21.816	52.567	1053.360	46.015	1	1	245	0
47	21.646	52.296	1053.329	46.001	1	1	246	0
48	21.602	52.170	1053.352	46.002	1	1	247	0
49	21.476	51.079	1053.353	45.996	1	1	248	0
50	21.511	51.767	1053.370	45.994	1	1	249	0
51	21.519	52.178	1053.355	46.013	1	1	250	0
52	21.677	51.898	1053.356	45.998	1	1	251	0
53	21.678	51.417	1053.367	46.024	1	1	252	0
54	21.401	51.191	1053.381	46.028	1	1	253	0
55	21.608	50.998	1053.314	46.030	1	1	254	0
56	21.818	51.753	1053.345	46.050	1	1	255	0
57	21.813	51.629	1053.333	46.011	1	1	256	0
58	21.461	52.786	1053.301	46.031	1	1	257	0
59	21.761	51.562	1053.328	46.030	1	1	258	0
60	21.652	50.974	1053.329	46.020	1	1	259	0
61	21.744	52.011	1053.332	46.025	1	1	260	0
62	21.705	51.994	1053.329	46.029	1	1	261	0
63	21.812	51.482	1053.332	46.031	1	1	262	0
64	21.893	49.740	1053.348	46.043	1	1	263	0
65	21.612	52.883	1053.307	46.027	1	1	264	0
66	21.835	51.461	1053.328	46.017	1	1	265	0
67	21.592	51.923	1053.330	46.041	1	1	266	0
68	21.716	50.959	1053.327	46.032	1	1	267	0
69	21.842	51.882	1053.311	46.043	1	1	268	0
70	21.816	51.607	1053.278	46.028	1	1	269	0
71	21.808	51.194	1053.332	46.002	1	1	270	0
72	21.667	51.971	1053.281	45.999	1	1	271	0
73	21.598	51.082	1053.318	45.995	1	1	272	0
74	21.609	51.632	1053.318	46.040	1	1	273	0
75	21.728	51.183	1053.307	46.009	1	1	274	0
76	21.714	51.443	1053.280	46.016	1	1	275	0
