 	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory
1	21.534	58.791	2878.973	59.583	1	1	200	0
2	21.258	58.714	2878.987	59.588	1	1	201	0
3	21.168	57.819	2878.987	59.577	1	1	202	0
4	21.337	57.905	2878.988	59.421	1	1	203	0
5	21.249	58.903	2878.969	59.622	1	1	204	0
6	21.341	57.866	2878.964	59.692	1	1	205	0
7	21.001	58.957	2878.985	59.532	1	1	206	0
8	20.893	58.968	2878.985	59.726	1	1	207	0
9	21.316	57.252	2878.998	59.836	1	1	208	0
10	21.092	57.892	2879.025	59.747	1	1	209	0
11	21.159	58.816	2879.039	59.609	1	1	210	0
12	21.409	57.649	2879.009	59.687	1	1	211	0
13	21.380	58.190	2879.017	59.786	1	1	212	0
14	21.301	59.132	2879.031	59.678	1	1	213	0
15	21.278	58.702	2879.033	59.508	1	1	214	0
16	21.323	59.596	2879.021	59.676	1	1	215	0
17	21.268	58.905	2879.049	59.725	1	1	216	0
18	21.241	58.952	2879.043	59.814	1	1	217	0
19	21.317	58.675	2879.041	59.849	1	1	218	0
20	21.228	58.732	2879.028	59.940	1	1	219	0
21	21.230	60.630	2879.049	59.976	1	1	220	0
22	21.410	57.160	2879.042	59.806	1	1	221	0
23	21.120	58.628	2879.022	59.794	1	1	222	0
24	21.084	59.384	2879.045	59.837	1	1	223	0
25	21.208	59.376	2879.036	59.689	1	1	224	0
26	21.392	58.426	2879.047	59.630	1	1	225	0
27	21.124	59.121	2879.044	59.576	1	1	226	0
28	21.312	59.360	2879.061	59.766	1	1	227	0
29	21.586	58.014	2879.039	59.860	1	1	228	0
30	21.302	59.440	2879.043	59.728	1	1	229	0
31	21.411	59.062	2879.059	59.791	1	1	230	0
32	21.230	58.879	2879.056	59.802	1	1	231	0
33	21.169	58.239	2879.073	59.831	1	1	232	0
34	21.199	59.125	2879.065	59.789	1	1	233	0
35	21.221	58.632	2879.076	59.792	1	1	234	0
36	21.446	58.633	2879.038	59.799	1	1	235	0
37	21.370	59.224	2879.023	59.819	1	1	236	0
38	21.124	59.074	2879.020	59.809	1	1	237	0
39	21.106	57.938	2879.016	59.831	1	1	238	0
40	21.052	58.359	2879.028	59.807	1	1	239	0
41	21.083	59.075	2879.011	59.813	1	1	240	0
42	21.098	58.317	2878.997	59.812	1	1	241	0
43	21.060	59.568	2878.999	59.818	1	1	242	0
44	20.976	58.477	2879.001	59.821	1	1	243	0
45	21.062	57.643	2879.007	59.794	1	1	244	0
46	20.941	58.111	2879.023	59.800	1	1	245	0
47	21.308	58.587	2878.993	59.815	1	1	246	0
48	21.077	59.121	2878.991	59.816	1	1	247	0
49	21.056	58.168	2878.972	59.812	1	1	248	0
50	21.157	58.491	2878.985	59.826	1	1	249	0
51	21.086	58.892	2878.980	59.789	1	1	250	0
52	21.159	57.843	2878.947	59.822	1	1	251	0
53	21.072	58.522	2878.972	59.801	1	1	252	0
54	20.973	59.138	2878.957	59.795	1	1	253	0
55	20.927	59.654	2878.953	59.819	1	1	254	0
56	21.245	58.128	2878.958	59.806	1	1	255	0
57	21.134	57.716	2878.985	59.804	1	1	256	0
58	21.211	59.030	2878.956	59.807	1	1	257	0
59	20.891	59.298	2878.970	59.815	1	1	258	0
60	21.143	58.760	2878.938	59.842	1	1	259	0
61	21.191	58.863	2878.996	59.814	1	1	260	0
62	21.160	59.265	2878.952	59.813	1	1	261	0
63	21.052	58.994	2878.951	59.854	1	1	262	0
64	20.971	58.991	2878.969	59.839	1	1	263	0
65	21.045	58.893	2878.956	59.817	1	1	264	0
66	21.398	58.043	2878.975	59.835	1	1	265	0
67	20.928	59.163	2878.961	59.834	1	1	266	0
68	21.116	57.697	2878.960	59.831	1	1	267	0
69	21.193	58.848	2878.953	59.835	1	1	268	0
70	21.117	59.601	2878.951	59.836	1	1	269	0
71	21.097	58.966	2878.934	59.832	1	1	270	0
72	21.213	58.218	2878.928	59.822	1	1	271	0
73	21.066	58.567	2878.923	59.806	1	1	272	0
74	21.094	58.989	2878.958	59.825	1	1	273	0
75	20.840	59.218	2878.944	59.861	1	1	274	0
76	21.264	57.344	2878.929	59.812	1	1	275	0
77	20.950	58.997	2878.946	59.835	1	1	276	0
78	20.894	59.275	2878.934	59.846	1	1	277	0
79	21.072	57.883	2878.945	59.810	1	1	278	0
80	21.003	56.511	2878.922	59.847	1	1	279	0
81	21.054	58.343	2878.932	59.830	1	1	280	0
82	20.961	60.341	2878.935	59.843	1	1	281	0
83	21.130	59.340	2878.962	59.851	1	1	282	0
84	21.186	58.427	2878.943	59.853	1	1	283	0
85	20.897	59.252	2878.940	59.831	1	1	284	0
86	21.057	57.521	2878.950	59.841	1	1	285	0
87	21.126	59.536	2878.957	59.835	1	1	286	0
88	20.970	59.156	2878.948	59.853	1	1	287	0
89	21.075	59.769	2878.986	59.839	1	1	288	0
90	21.136	58.973	2878.964	59.835	1	1	289	0
91	21.056	58.011	2878.965	59.835	1	1	290	0
92	20.759	58.736	2878.968	59.826	1	1	291	0
93	21.106	58.254	2878.989	59.815	1	1	292	0
94	21.088	58.716	2878.970	59.851	1	1	293	0
95	21.178	57.690	2878.962	59.851	1	1	294	0
96	20.739	59.051	2878.995	59.819	1	1	295	0
97	21.161	58.300	2879.009	59.833	1	1	296	0
98	21.274	57.421	2879.006	59.839	1	1	297	0
99	21.018	58.778	2879.002	59.850	1	1	298	0
100	21.052	59.150	2879.014	59.855	1	1	299	0
101	20.880	57.468	2879.017	59.863	1	1	300	0
102	21.234	57.571	2878.984	59.857	1	1	301	0
103	21.144	57.482	2879.019	59.862	1	1	302	0
104	21.184	58.758	2879.019	59.874	1	1	303	0
105	20.974	59.120	2878.988	59.890	1	1	304	0
106	21.123	58.756	2879.021	59.880	1	1	305	0
107	21.091	58.533	2879.025	59.865	1	1	306	0
108	21.201	57.671	2878.997	59.874	1	1	307	0
109	20.913	59.603	2879.032	59.867	1	1	308	0
110	21.038	58.308	2878.998	59.877	1	1	309	0
