 	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory
1	21.163	45.758	3167.369	50.579	1	1	200	0
2	21.232	44.430	3167.399	50.583	1	1	201	0
3	20.988	44.263	3167.383	50.595	1	1	202	0
4	21.215	42.782	3167.409	50.409	1	1	203	0
5	21.250	44.291	3167.384	50.607	1	1	204	0
6	21.048	45.248	3167.404	50.686	1	1	205	0
7	20.947	45.052	3167.404	50.512	1	1	206	0
8	20.800	46.493	3167.420	50.721	1	1	207	0
9	20.958	45.024	3167.413	50.785	1	1	208	0
10	21.005	46.005	3167.411	50.757	1	1	209	0
11	21.110	45.230	3167.391	50.617	1	1	210	0
12	21.217	45.043	3167.419	50.662	1	1	211	0
13	21.159	45.603	3167.425	50.778	1	1	212	0
14	21.393	44.633	3167.433	50.688	1	1	213	0
15	21.575	44.617	3167.436	50.534	1	1	214	0
16	21.187	46.234	3167.421	50.659	1	1	215	0
17	21.066	46.066	3167.410	50.693	1	1	216	0
18	21.159	45.760	3167.435	50.827	1	1	217	0
19	20.944	45.847	3167.434	50.806	1	1	218	0
20	21.185	46.186	3167.397	50.916	1	1	219	0
21	21.219	45.760	3167.405	50.934	1	1	220	0
22	21.089	45.350	3167.435	50.797	1	1	221	0
23	21.060	45.422	3167.442	50.782	1	1	222	0
24	21.071	45.172	3167.400	50.805	1	1	223	0
25	21.092	46.346	3167.440	50.672	1	1	224	0
26	21.055	45.031	3167.415	50.652	1	1	225	0
27	21.102	45.607	3167.416	50.603	1	1	226	0
28	20.847	46.441	3167.427	50.765	1	1	227	0
29	20.983	46.171	3167.419	50.866	1	1	228	0
30	21.200	45.444	3167.432	50.758	1	1	229	0
31	21.239	46.088	3167.416	50.766	1	1	230	0
32	20.972	45.625	3167.409	50.788	1	1	231	0
33	21.085	45.223	3167.449	50.806	1	1	232	0
34	20.781	46.166	3167.485	50.781	1	1	233	0
35	20.936	46.157	3167.467	50.764	1	1	234	0
36	21.118	45.688	3167.436	50.763	1	1	235	0
37	21.207	46.111	3167.431	50.787	1	1	236	0
38	20.698	47.442	3167.418	50.804	1	1	237	0
39	20.819	44.268	3167.416	50.808	1	1	238	0
40	20.717	45.542	3167.409	50.789	1	1	239	0
41	20.996	45.911	3167.390	50.798	1	1	240	0
42	20.923	45.844	3167.405	50.800	1	1	241	0
43	20.863	46.095	3167.403	50.801	1	1	242	0
44	20.987	45.186	3167.396	50.797	1	1	243	0
45	20.608	46.235	3167.376	50.786	1	1	244	0
46	20.959	45.568	3167.395	50.775	1	1	245	0
47	21.077	45.443	3167.397	50.793	1	1	246	0
48	20.811	45.286	3167.388	50.797	1	1	247	0
49	20.726	46.272	3167.416	50.791	1	1	248	0
50	20.907	44.851	3167.387	50.796	1	1	249	0
51	20.968	44.535	3167.382	50.798	1	1	250	0
52	20.971	45.471	3167.378	50.805	1	1	251	0
53	20.681	45.344	3167.384	50.807	1	1	252	0
54	20.931	45.234	3167.369	50.798	1	1	253	0
55	20.683	44.693	3167.392	50.792	1	1	254	0
56	21.032	46.273	3167.380	50.766	1	1	255	0
57	20.995	45.438	3167.341	50.787	1	1	256	0
58	21.052	44.773	3167.385	50.791	1	1	257	0
59	20.834	46.382	3167.383	50.795	1	1	258	0
60	20.826	45.966	3167.374	50.784	1	1	259	0
61	20.877	45.562	3167.354	50.793	1	1	260	0
62	21.013	45.457	3167.369	50.819	1	1	261	0
63	20.934	45.277	3167.372	50.818	1	1	262	0
64	20.876	45.571	3167.363	50.797	1	1	263	0
65	20.934	45.281	3167.365	50.806	1	1	264	0
66	20.969	45.162	3167.346	50.804	1	1	265	0
67	21.026	45.202	3167.379	50.824	1	1	266	0
68	20.788	45.781	3167.364	50.822	1	1	267	0
69	20.988	45.180	3167.374	50.794	1	1	268	0
70	20.945	46.147	3167.372	50.816	1	1	269	0
71	20.924	46.158	3167.380	50.822	1	1	270	0
72	20.893	45.756	3167.381	50.816	1	1	271	0
73	20.936	45.104	3167.394	50.791	1	1	272	0
74	20.824	45.180	3167.364	50.813	1	1	273	0
75	21.088	45.194	3167.360	50.828	1	1	274	0
76	21.022	46.192	3167.397	50.781	1	1	275	0
77	20.898	43.970	3167.384	50.804	1	1	276	0
78	20.845	44.380	3167.391	50.788	1	1	277	0
79	20.778	44.747	3167.378	50.798	1	1	278	0
80	20.716	45.229	3167.380	50.792	1	1	279	0
81	20.645	45.306	3167.375	50.827	1	1	280	0
82	21.024	45.526	3167.320	50.803	1	1	281	0
83	20.924	45.033	3167.345	50.822	1	1	282	0
84	20.784	45.493	3167.348	50.825	1	1	283	0
85	20.873	45.276	3167.361	50.785	1	1	284	0
86	20.924	44.238	3167.353	50.817	1	1	285	0
87	20.881	44.894	3167.357	50.812	1	1	286	0
88	20.739	46.003	3167.353	50.826	1	1	287	0
89	20.887	45.645	3167.378	50.813	1	1	288	0
90	20.899	45.711	3167.379	50.809	1	1	289	0
91	20.614	46.345	3167.388	50.828	1	1	290	0
92	20.703	46.284	3167.380	50.830	1	1	291	0
93	20.806	45.643	3167.393	50.823	1	1	292	0
94	21.099	45.748	3167.387	50.824	1	1	293	0
95	20.600	45.658	3167.407	50.806	1	1	294	0
96	20.648	44.812	3167.417	50.811	1	1	295	0
97	20.608	45.753	3167.412	50.827	1	1	296	0
98	20.899	45.872	3167.407	50.831	1	1	297	0
99	20.617	46.323	3167.373	50.829	1	1	298	0
100	20.701	45.030	3167.409	50.833	1	1	299	0
101	20.825	45.181	3167.418	50.851	1	1	300	0
102	20.751	46.235	3167.408	50.846	1	1	301	0
103	20.899	45.398	3167.413	50.835	1	1	302	0
104	20.772	47.506	3167.411	50.839	1	1	303	0
105	20.655	45.872	3167.428	50.859	1	1	304	0
106	21.212	45.346	3167.414	50.845	1	1	305	0
107	20.847	45.961	3167.409	50.846	1	1	306	0
108	20.956	44.947	3167.401	50.871	1	1	307	0
109	21.052	44.516	3167.400	50.864	1	1	308	0
110	20.992	45.470	3167.406	50.847	1	1	309	0
111	21.052	44.835	3167.405	50.863	1	1	310	0
112	20.987	45.825	3167.426	50.840	1	1	311	0
113	20.675	46.671	3167.416	50.839	1	1	312	0
114	20.880	46.500	3167.399	50.855	1	1	313	0
115	21.038	44.944	3167.412	50.868	1	1	314	0
116	20.986	44.875	3167.420	50.839	1	1	315	0
117	20.990	45.487	3167.422	50.840	1	1	316	0
118	20.793	45.748	3167.410	50.823	1	1	317	0
119	20.943	44.414	3167.412	50.840	1	1	318	0
120	20.776	45.881	3167.400	50.846	1	1	319	0
121	20.987	45.986	3167.400	50.839	1	1	320	0
122	20.952	46.259	3167.396	50.839	1	1	321	0
