 	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory
1	20.848	30.013	1350.183	35.005	1	1	200	0
2	20.725	29.697	1350.226	35.009	1	1	201	0
3	20.839	29.283	1350.198	35.020	1	1	202	0
4	20.650	30.283	1350.213	34.846	1	1	203	0
5	20.619	30.523	1350.216	35.049	1	1	204	0
6	20.705	30.972	1350.198	35.086	1	1	205	0
7	20.801	29.421	1350.262	34.972	1	1	206	0
8	20.758	29.441	1350.225	35.122	1	1	207	0
9	20.467	30.915	1350.227	35.211	1	1	208	0
10	20.697	30.392	1350.220	35.150	1	1	209	0
11	20.674	30.576	1350.277	35.069	1	1	210	0
12	20.685	30.174	1350.240	35.095	1	1	211	0
13	20.674	30.735	1350.226	35.221	1	1	212	0
14	20.502	30.801	1350.252	35.092	1	1	213	0
15	20.737	30.087	1350.267	34.925	1	1	214	0
16	20.641	30.513	1350.236	35.117	1	1	215	0
17	20.826	30.668	1350.302	35.128	1	1	216	0
18	20.855	29.168	1350.276	35.230	1	1	217	0
19	20.773	30.601	1350.291	35.234	1	1	218	0
20	20.835	29.964	1350.270	35.324	1	1	219	0
21	20.818	30.896	1350.258	35.344	1	1	220	0
22	20.467	30.122	1350.319	35.200	1	1	221	0
23	20.964	30.070	1350.326	35.126	1	1	222	0
24	20.723	30.195	1350.328	35.200	1	1	223	0
25	20.874	30.136	1350.337	35.114	1	1	224	0
26	20.687	30.478	1350.300	35.020	1	1	225	0
27	21.028	30.198	1350.274	35.017	1	1	226	0
28	20.867	30.821	1350.274	35.139	1	1	227	0
29	20.903	29.909	1350.283	35.240	1	1	228	0
30	20.613	30.733	1350.281	35.111	1	1	229	0
31	20.968	30.197	1350.284	35.171	1	1	230	0
32	20.954	29.828	1350.311	35.189	1	1	231	0
33	20.725	29.701	1350.224	35.197	1	1	232	0
34	20.546	30.776	1350.233	35.193	1	1	233	0
35	20.725	30.177	1350.268	35.201	1	1	234	0
36	20.876	30.432	1350.239	35.203	1	1	235	0
37	20.672	31.069	1350.256	35.199	1	1	236	0
38	20.510	30.901	1350.249	35.217	1	1	237	0
39	20.123	30.737	1350.268	35.223	1	1	238	0
40	20.378	31.296	1350.290	35.190	1	1	239	0
41	20.746	30.337	1350.269	35.203	1	1	240	0
42	20.401	31.277	1350.209	35.216	1	1	241	0
43	20.490	31.535	1350.208	35.211	1	1	242	0
44	20.411	29.925	1350.245	35.223	1	1	243	0
45	20.753	30.438	1350.240	35.199	1	1	244	0
46	20.414	31.488	1350.257	35.209	1	1	245	0
47	20.737	30.086	1350.228	35.218	1	1	246	0
48	20.481	30.649	1350.245	35.215	1	1	247	0
49	20.334	30.840	1350.277	35.206	1	1	248	0
50	20.374	30.531	1350.212	35.204	1	1	249	0
51	20.589	30.920	1350.224	35.184	1	1	250	0
52	20.702	30.040	1350.213	35.186	1	1	251	0
53	20.612	31.061	1350.244	35.209	1	1	252	0
54	20.262	30.923	1350.229	35.217	1	1	253	0
55	20.511	30.253	1350.216	35.233	1	1	254	0
56	20.446	31.241	1350.231	35.184	1	1	255	0
57	20.469	30.586	1350.244	35.229	1	1	256	0
58	20.550	31.541	1350.215	35.223	1	1	257	0
59	20.640	30.362	1350.235	35.190	1	1	258	0
60	20.610	29.639	1350.220	35.220	1	1	259	0
61	20.640	30.681	1350.220	35.216	1	1	260	0
62	20.531	30.579	1350.215	35.215	1	1	261	0
63	20.566	30.624	1350.238	35.230	1	1	262	0
