 	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory
1	22.393	37.233	1703.288	43.312	1	1	200	0
2	22.531	36.158	1703.277	43.314	1	1	201	0
3	21.986	37.552	1703.285	43.355	1	1	202	0
4	22.306	37.275	1703.276	43.133	1	1	203	0
5	22.650	36.190	1703.270	43.341	1	1	204	0
6	22.160	38.742	1703.324	43.400	1	1	205	0
7	22.365	37.290	1703.293	43.257	1	1	206	0
8	21.986	37.719	1703.308	43.481	1	1	207	0
9	22.239	37.172	1703.308	43.563	1	1	208	0
10	22.283	38.276	1703.324	43.503	1	1	209	0
11	22.154	38.787	1703.296	43.372	1	1	210	0
12	22.412	37.418	1703.321	43.403	1	1	211	0
13	22.130	39.312	1703.340	43.505	1	1	212	0
14	22.177	39.090	1703.306	43.430	1	1	213	0
15	22.581	38.321	1703.323	43.277	1	1	214	0
16	22.663	38.006	1703.317	43.397	1	1	215	0
17	22.365	39.061	1703.320	43.454	1	1	216	0
18	22.319	38.628	1703.367	43.557	1	1	217	0
19	22.007	38.192	1703.324	43.527	1	1	218	0
20	22.123	38.723	1703.385	43.569	1	1	219	0
21	22.316	39.760	1703.367	43.621	1	1	220	0
22	22.109	39.313	1703.370	43.504	1	1	221	0
23	22.293	38.827	1703.349	43.475	1	1	222	0
24	22.145	38.393	1703.348	43.506	1	1	223	0
25	22.354	38.035	1703.387	43.447	1	1	224	0
26	22.459	37.525	1703.340	43.397	1	1	225	0
27	22.460	37.353	1703.363	43.284	1	1	226	0
28	22.125	39.027	1703.342	43.486	1	1	227	0
29	22.172	39.292	1703.345	43.553	1	1	228	0
30	22.310	38.376	1703.342	43.458	1	1	229	0
31	22.248	38.707	1703.364	43.473	1	1	230	0
32	22.345	39.062	1703.335	43.485	1	1	231	0
33	22.113	38.319	1703.326	43.538	1	1	232	0
34	22.209	37.738	1703.319	43.493	1	1	233	0
35	22.108	38.525	1703.330	43.484	1	1	234	0
36	22.037	38.764	1703.377	43.522	1	1	235	0
37	22.352	37.572	1703.339	43.499	1	1	236	0
38	22.223	37.623	1703.316	43.513	1	1	237	0
39	21.842	37.732	1703.361	43.549	1	1	238	0
40	22.217	37.033	1703.341	43.546	1	1	239	0
41	22.027	39.793	1703.327	43.506	1	1	240	0
42	22.079	38.589	1703.299	43.515	1	1	241	0
43	22.103	38.554	1703.319	43.555	1	1	242	0
44	21.885	37.710	1703.299	43.545	1	1	243	0
45	21.832	38.444	1703.306	43.535	1	1	244	0
46	22.138	38.447	1703.289	43.527	1	1	245	0
47	22.158	37.972	1703.312	43.497	1	1	246	0
48	21.997	38.907	1703.310	43.541	1	1	247	0
49	21.998	38.104	1703.280	43.479	1	1	248	0
50	22	38.247	1703.306	43.542	1	1	249	0
51	22.072	37.849	1703.288	43.486	1	1	250	0
52	22.118	38.119	1703.291	43.524	1	1	251	0
53	22.005	38.377	1703.285	43.541	1	1	252	0
54	21.812	37.331	1703.300	43.509	1	1	253	0
55	22.100	37.945	1703.328	43.551	1	1	254	0
56	22.207	38.383	1703.325	43.567	1	1	255	0
57	22.289	37.911	1703.315	43.490	1	1	256	0
58	22.385	38.426	1703.282	43.550	1	1	257	0
59	22.297	38.798	1703.270	43.522	1	1	258	0
60	22.068	37.399	1703.308	43.510	1	1	259	0
61	22.054	39.096	1703.285	43.534	1	1	260	0
62	22.166	38.696	1703.278	43.563	1	1	261	0
63	22.059	37.623	1703.267	43.590	1	1	262	0
64	22.269	38.060	1703.288	43.546	1	1	263	0
65	22.073	38.787	1703.278	43.557	1	1	264	0
66	22.107	37.564	1703.297	43.566	1	1	265	0
67	22.178	37.334	1703.265	43.549	1	1	266	0
68	22.272	38.194	1703.295	43.528	1	1	267	0
69	22.307	37.281	1703.289	43.520	1	1	268	0
70	22.312	38.674	1703.260	43.534	1	1	269	0
71	22.008	38.500	1703.291	43.557	1	1	270	0
72	22.302	38.602	1703.274	43.544	1	1	271	0
73	22.016	38.273	1703.272	43.570	1	1	272	0
74	22.228	37.103	1703.247	43.533	1	1	273	0
75	21.959	37.764	1703.246	43.562	1	1	274	0
76	21.946	38.829	1703.249	43.494	1	1	275	0
77	22.237	37.030	1703.280	43.536	1	1	276	0
78	21.987	38.189	1703.254	43.509	1	1	277	0
79	21.944	37.886	1703.240	43.513	1	1	278	0
80	21.723	38.660	1703.266	43.521	1	1	279	0
81	22.102	37.450	1703.278	43.492	1	1	280	0
82	22.208	38.537	1703.275	43.520	1	1	281	0
83	22.511	37.441	1703.268	43.546	1	1	282	0
84	21.975	39.083	1703.323	43.493	1	1	283	0
85	22.136	37.501	1703.279	43.517	1	1	284	0
86	22.105	36.943	1703.276	43.548	1	1	285	0
87	21.900	38.711	1703.280	43.502	1	1	286	0
88	21.828	38.635	1703.301	43.503	1	1	287	0
89	22.096	38.136	1703.275	43.528	1	1	288	0
90	22.024	38.055	1703.300	43.548	1	1	289	0
91	22.008	37.385	1703.291	43.519	1	1	290	0
92	21.947	37.867	1703.291	43.506	1	1	291	0
93	22.205	37.598	1703.271	43.519	1	1	292	0
94	22.084	38.062	1703.287	43.557	1	1	293	0
95	21.989	36.417	1703.269	43.512	1	1	294	0
96	21.969	37.692	1703.294	43.517	1	1	295	0
97	22.290	37.575	1703.248	43.522	1	1	296	0
98	22.417	38.173	1703.326	43.560	1	1	297	0
99	22.359	37.517	1703.300	43.543	1	1	298	0
100	21.889	37.211	1703.312	43.538	1	1	299	0
101	21.982	38.551	1703.279	43.501	1	1	300	0
102	21.999	37.938	1703.350	43.527	1	1	301	0
103	21.862	37.891	1703.296	43.547	1	1	302	0
104	22.110	38.343	1703.312	43.508	1	1	303	0
105	22.014	38.775	1703.337	43.530	1	1	304	0
106	22.238	37.975	1703.269	43.577	1	1	305	0
107	22.110	38.017	1703.301	43.576	1	1	306	0
108	22.116	38.615	1703.268	43.497	1	1	307	0
109	22.230	38.200	1703.309	43.543	1	1	308	0
110	22.215	38.639	1703.296	43.565	1	1	309	0
111	22.274	37.860	1703.334	43.563	1	1	310	0
112	22.140	37.791	1703.298	43.543	1	1	311	0
113	21.991	38.795	1703.286	43.524	1	1	312	0
114	22.098	37.644	1703.299	43.524	1	1	313	0
115	21.945	39.306	1703.313	43.577	1	1	314	0
116	22.186	38.069	1703.286	43.544	1	1	315	0
117	22.178	39.251	1703.356	43.541	1	1	316	0
118	21.878	39.359	1703.281	43.521	1	1	317	0
119	21.941	39.031	1703.285	43.504	1	1	318	0
120	22.165	37.752	1703.311	43.533	1	1	319	0
121	22.113	37.522	1703.250	43.543	1	1	320	0
122	22.194	38.006	1703.289	43.519	1	1	321	0
123	22.124	38.875	1703.284	43.510	1	1	322	0
124	22.073	37.668	1703.275	43.584	1	1	323	0
125	22.067	36.929	1703.288	43.498	1	1	324	0
126	22.102	36.649	1703.260	43.517	1	1	325	0
127	21.991	38.954	1703.236	43.500	1	1	326	0
128	21.829	39.111	1703.279	43.554	1	1	327	0
129	21.920	38.715	1703.249	43.529	1	1	328	0
130	22.216	37.834	1703.267	43.530	1	1	329	0
131	22.092	37.528	1703.257	43.546	1	1	330	0
132	21.806	39.119	1703.265	43.525	1	1	331	0
133	22.011	37.521	1703.283	43.536	1	1	332	0
134	22.196	37.034	1703.298	43.567	1	1	333	0
135	22.271	36.768	1703.293	43.561	1	1	334	0
136	21.831	37.171	1703.253	43.545	1	1	335	0
137	21.990	37.205	1703.256	43.538	1	1	336	0
138	22.134	37.518	1703.250	43.534	1	1	337	0
139	22.253	38.499	1703.273	43.529	1	1	338	0
140	22.016	37.166	1703.269	43.528	1	1	339	0
141	21.711	37.632	1703.263	43.511	1	1	340	0
142	21.852	37.331	1703.240	43.505	1	1	341	0
143	21.883	38.043	1703.240	43.489	1	1	342	0
144	22.069	37.069	1703.234	43.473	1	1	343	0
145	21.798	36.315	1703.199	43.522	1	1	344	0
146	21.950	36.877	1703.236	43.532	1	1	345	0
147	21.850	36.705	1703.222	43.530	1	1	346	0
148	21.910	37.832	1703.262	43.515	1	1	347	0
149	21.950	38.001	1703.262	43.505	1	1	348	0
150	22.025	36.613	1703.221	43.498	1	1	349	0
151	21.773	38.906	1703.236	43.513	1	1	350	0
152	22.043	37.113	1703.272	43.521	1	1	351	0
153	21.738	37.745	1703.235	43.516	1	1	352	0
154	22.202	36.828	1703.203	43.514	1	1	353	0
155	22.145	37.905	1703.224	43.596	1	1	354	0
156	22.121	37.937	1703.250	43.509	1	1	355	0
157	21.930	37.995	1703.259	43.511	1	1	356	0
158	22.329	36.950	1703.238	43.498	1	1	357	0
159	22.120	37.943	1703.218	43.502	1	1	358	0
160	22.380	37.826	1703.268	43.525	1	1	359	0
161	22.172	37.543	1703.258	43.473	1	1	360	0
162	21.852	37.808	1703.243	43.510	1	1	361	0
163	22.065	38.057	1703.247	43.492	1	1	362	0
164	22.228	37.736	1703.235	43.543	1	1	363	0
