 	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory
1	22.134	39.565	712.081	70.771	1	1	200	0
2	21.968	39.652	712.073	70.728	1	1	201	0
3	21.731	39.687	712.067	70.738	1	1	202	0
4	21.868	39.121	712.082	70.552	1	1	203	0
5	21.892	39.862	712.026	70.781	1	1	204	0
6	21.967	39.114	712.046	70.851	1	1	205	0
7	21.909	38.514	712.079	70.706	1	1	206	0
8	21.435	40.558	712.057	70.895	1	1	207	0
9	21.684	39.250	712.128	71.000	1	1	208	0
10	21.871	39.228	712.078	70.942	1	1	209	0
11	21.875	41.105	712.076	70.850	1	1	210	0
12	22.223	39.031	712.097	70.895	1	1	211	0
13	22.037	40.798	712.073	70.996	1	1	212	0
14	21.798	40.431	712.097	70.892	1	1	213	0
15	22.090	38.052	712.081	70.715	1	1	214	0
16	22.153	39.252	712.053	70.879	1	1	215	0
17	22.042	41.079	712.110	70.912	1	1	216	0
18	21.794	41.262	712.107	71.014	1	1	217	0
19	21.646	40.505	712.086	71.007	1	1	218	0
20	21.799	40.269	712.050	71.092	1	1	219	0
21	22.002	40.111	712.092	71.097	1	1	220	0
22	22.017	40.157	712.113	70.978	1	1	221	0
23	21.806	41.005	712.084	70.963	1	1	222	0
24	22.022	40.756	712.104	70.988	1	1	223	0
25	22.070	38.790	712.126	70.865	1	1	224	0
26	21.893	40.426	712.186	70.814	1	1	225	0
27	22.224	38.865	712.159	70.753	1	1	226	0
28	21.739	40.734	712.069	70.956	1	1	227	0
29	21.903	40.412	712.114	71.033	1	1	228	0
30	22.026	41.363	712.132	70.926	1	1	229	0
31	21.802	40.722	712.195	70.964	1	1	230	0
32	21.996	40.163	712.129	70.984	1	1	231	0
33	21.465	41.275	712.118	71.004	1	1	232	0
34	21.819	39.154	712.123	70.966	1	1	233	0
35	21.853	40.796	712.098	70.969	1	1	234	0
36	21.853	40.160	712.096	70.972	1	1	235	0
37	21.736	39.962	712.114	70.982	1	1	236	0
38	21.581	41.014	712.091	70.982	1	1	237	0
39	21.555	39.780	712.119	71.006	1	1	238	0
40	21.761	39.605	712.088	70.994	1	1	239	0
41	21.589	41.105	712.072	71.015	1	1	240	0
42	21.673	40.613	712.105	70.979	1	1	241	0
43	21.591	41.566	712.096	71.020	1	1	242	0
44	21.623	39.245	712.082	71.011	1	1	243	0
45	21.708	40.495	712.106	71.015	1	1	244	0
46	21.700	41.516	712.127	71.005	1	1	245	0
47	21.862	39.774	712.090	71.007	1	1	246	0
48	21.626	39.704	712.086	71.016	1	1	247	0
49	21.523	38.913	712.114	71.001	1	1	248	0
50	21.548	41.264	712.115	70.987	1	1	249	0
51	21.698	40.256	712.150	71.013	1	1	250	0
52	21.841	41.373	712.116	70.997	1	1	251	0
53	21.742	40.071	712.086	71.013	1	1	252	0
54	21.657	40.096	712.080	70.987	1	1	253	0
55	21.475	41.838	712.129	71.007	1	1	254	0
56	21.885	40.068	712.098	70.999	1	1	255	0
57	21.633	41.403	712.120	71.020	1	1	256	0
58	21.673	41.247	712.090	71.038	1	1	257	0
59	21.517	39.914	712.071	71.023	1	1	258	0
60	21.609	41.267	712.065	71.003	1	1	259	0
61	21.522	41.149	712.076	71.024	1	1	260	0
62	21.698	40.418	712.098	71.009	1	1	261	0
63	21.883	39.292	712.077	71.019	1	1	262	0
64	21.778	40.907	712.073	71.023	1	1	263	0
65	21.774	40.457	712.087	71.019	1	1	264	0
66	21.906	40.705	712.075	71.018	1	1	265	0
67	21.463	41.611	712.078	71.007	1	1	266	0
68	21.481	41.155	712.074	71.005	1	1	267	0
69	21.450	40.920	712.085	71.017	1	1	268	0
70	21.700	41.195	712.066	71.007	1	1	269	0
71	21.651	41.579	712.044	70.986	1	1	270	0
72	21.713	40.299	712.084	71.019	1	1	271	0
73	21.659	41.353	712.050	70.977	1	1	272	0
74	21.487	40.471	712.050	71.004	1	1	273	0
75	21.619	40.554	712.067	70.998	1	1	274	0
76	21.509	40.938	712.070	70.983	1	1	275	0
77	21.870	40.666	712.058	71.013	1	1	276	0
78	21.649	40.000	712.072	71.000	1	1	277	0
79	21.350	40.739	712.045	70.984	1	1	278	0
80	21.404	39.683	712.074	71.015	1	1	279	0
81	21.456	40.709	712.104	70.991	1	1	280	0
82	21.421	41.620	712.079	71.008	1	1	281	0
83	21.530	41.570	712.084	71.001	1	1	282	0
84	21.620	40.866	712.047	71.018	1	1	283	0
85	21.528	40.631	712.091	70.990	1	1	284	0
86	21.659	39.126	712.048	70.973	1	1	285	0
87	21.516	40.243	712.062	70.998	1	1	286	0
88	21.637	40.573	712.062	71.012	1	1	287	0
89	21.684	40.051	712.106	70.986	1	1	288	0
90	21.364	40.792	712.054	71.021	1	1	289	0
91	21.371	40.897	712.067	71.003	1	1	290	0
92	21.692	39.504	712.080	70.993	1	1	291	0
93	21.396	41.978	712.051	70.998	1	1	292	0
94	21.652	41.250	712.075	71.008	1	1	293	0
95	21.325	41.733	712.072	71.006	1	1	294	0
96	21.399	40.682	712.048	71.024	1	1	295	0
97	21.513	40.744	712.008	71.035	1	1	296	0
98	21.734	40.136	712.050	70.986	1	1	297	0
99	21.643	39.728	712.056	71.020	1	1	298	0
100	21.276	40.682	712.016	71.033	1	1	299	0
101	21.424	40.484	712.031	71.022	1	1	300	0
102	21.557	40.722	712.070	71.023	1	1	301	0
