 	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory
1	22.650	32.234	548.098	90.648	1	1	200	0
2	22.598	31.330	548.082	90.672	1	1	201	0
3	22.447	31.905	548.080	90.666	1	1	202	0
4	22.395	31.487	548.048	90.442	1	1	203	0
5	22.462	31.911	548.059	90.711	1	1	204	0
6	22.785	32.416	548.062	90.783	1	1	205	0
7	22.335	32.136	548.062	90.617	1	1	206	0
8	22.222	31.871	548.048	90.838	1	1	207	0
9	22.602	31.607	548.066	90.924	1	1	208	0
10	22.675	31.998	548.049	90.878	1	1	209	0
11	22.358	32.775	548.063	90.748	1	1	210	0
12	22.671	32.509	548.141	90.838	1	1	211	0
13	22.704	31.771	548.077	90.951	1	1	212	0
14	22.669	32.364	548.060	90.837	1	1	213	0
15	22.575	31.695	548.080	90.596	1	1	214	0
16	22.676	31.353	548.066	90.829	1	1	215	0
17	22.623	33.834	548.070	90.878	1	1	216	0
18	22.531	32.168	548.102	90.992	1	1	217	0
19	22.381	33.655	548.052	90.969	1	1	218	0
20	22.416	33.060	548.069	91.056	1	1	219	0
21	22.604	33.189	548.097	91.067	1	1	220	0
22	22.506	32.674	548.099	90.943	1	1	221	0
23	22.627	32.533	548.103	90.881	1	1	222	0
24	22.535	32.290	548.103	90.972	1	1	223	0
25	22.780	31.814	548.070	90.762	1	1	224	0
26	22.775	32.012	548.077	90.753	1	1	225	0
27	22.540	31.978	548.125	90.683	1	1	226	0
28	22.659	31.960	548.129	90.920	1	1	227	0
29	22.642	32.250	548.091	90.990	1	1	228	0
30	22.449	32.968	548.091	90.841	1	1	229	0
31	22.561	31.291	548.113	90.921	1	1	230	0
32	22.660	33.232	548.113	90.885	1	1	231	0
33	22.312	31.964	548.100	90.966	1	1	232	0
34	22.387	31.536	548.082	90.920	1	1	233	0
35	22.527	32.198	548.072	90.898	1	1	234	0
36	22.368	32.800	548.101	90.942	1	1	235	0
37	22.482	32.868	548.055	90.948	1	1	236	0
38	22.282	32.038	548.070	90.931	1	1	237	0
39	22.256	31.919	548.093	90.961	1	1	238	0
40	22.094	33.185	548.090	90.940	1	1	239	0
41	22.455	31.961	548.097	90.981	1	1	240	0
42	22.496	31.640	548.094	90.965	1	1	241	0
43	22.505	32.049	548.063	90.967	1	1	242	0
44	22.375	32.429	548.061	90.979	1	1	243	0
45	22.404	32.522	548.110	90.927	1	1	244	0
46	22.393	32.282	548.084	90.957	1	1	245	0
47	22.571	32.807	548.093	90.961	1	1	246	0
48	22.335	32.417	548.119	90.977	1	1	247	0
49	22.146	32.144	548.083	90.950	1	1	248	0
50	22.308	32.791	548.141	90.951	1	1	249	0
51	22.339	33.025	548.088	90.980	1	1	250	0
52	22.627	32.215	548.091	90.949	1	1	251	0
53	22.254	33.050	548.127	90.962	1	1	252	0
54	22.215	32.560	548.118	90.942	1	1	253	0
55	21.905	32.911	548.071	90.983	1	1	254	0
56	22.200	32.356	548.106	90.964	1	1	255	0
57	22.168	32.609	548.086	90.967	1	1	256	0
58	22.408	33.282	548.094	90.976	1	1	257	0
59	22.410	31.991	548.101	90.934	1	1	258	0
60	22.061	33.758	548.086	90.956	1	1	259	0
61	22.359	32.708	548.049	90.986	1	1	260	0
62	22.157	33.971	548.088	90.974	1	1	261	0
63	22.217	32.703	548.138	90.968	1	1	262	0
64	22.495	32.925	548.087	90.962	1	1	263	0
65	22.381	32.535	548.081	90.974	1	1	264	0
66	22.380	32.543	548.065	90.965	1	1	265	0
67	22.478	32.422	548.059	90.975	1	1	266	0
68	22.338	33.189	548.046	90.977	1	1	267	0
69	22.250	34.037	548.048	90.964	1	1	268	0
70	22.465	32.198	548.074	90.982	1	1	269	0
71	22.545	32.848	548.029	90.980	1	1	270	0
72	22.519	31.939	548.048	90.948	1	1	271	0
73	22.375	33.062	548.069	90.955	1	1	272	0
74	22.426	32.505	548.084	90.966	1	1	273	0
75	22.288	32.465	548.012	90.979	1	1	274	0
76	22.340	33.335	548.100	90.966	1	1	275	0
77	22.304	33.302	548.049	90.976	1	1	276	0
78	22.405	31.713	548.048	90.960	1	1	277	0
79	22.292	32.752	548.088	90.963	1	1	278	0
80	22.389	31.362	548.062	90.959	1	1	279	0
81	22.487	32.348	548.100	90.942	1	1	280	0
82	22.355	32.263	548.055	90.952	1	1	281	0
83	22.510	32.490	548.063	90.999	1	1	282	0
84	22.297	33.353	548.035	90.961	1	1	283	0
85	22.261	32.198	548.068	90.964	1	1	284	0
86	22.220	32.358	548.058	90.993	1	1	285	0
87	22.520	31.776	548.079	90.948	1	1	286	0
88	22.128	33.239	548.054	90.984	1	1	287	0
89	22.261	33.630	548.031	90.990	1	1	288	0
90	22.161	32.979	548.049	90.945	1	1	289	0
91	22.189	32.287	548.041	90.965	1	1	290	0
92	22.369	32.315	548.077	90.972	1	1	291	0
93	22.197	33.177	548.069	90.990	1	1	292	0
94	22.226	33.907	548.058	90.962	1	1	293	0
95	22.099	32.353	548.042	90.978	1	1	294	0
96	22.066	32.608	548.052	90.976	1	1	295	0
97	22.129	33.075	548.036	90.980	1	1	296	0
98	22.203	33.129	548.039	90.976	1	1	297	0
99	22.204	32.644	548.046	90.989	1	1	298	0
100	22.141	32.662	548.064	90.991	1	1	299	0
101	22.095	33.494	548.063	90.966	1	1	300	0
102	22.432	31.665	548.044	90.967	1	1	301	0
103	22.230	33.083	548.056	90.990	1	1	302	0
104	22.304	32.183	548.033	90.979	1	1	303	0
105	22.212	32.268	548.045	90.982	1	1	304	0
106	22.397	32.411	548.063	90.991	1	1	305	0
107	22.249	33.093	548.027	91.015	1	1	306	0
108	22.340	32.379	548.069	90.981	1	1	307	0
109	22.331	32.926	548.084	91.017	1	1	308	0
110	22.234	33.207	548.045	91.001	1	1	309	0
111	22.448	31.534	548.085	91.024	1	1	310	0
112	22.159	32.837	548.092	91.016	1	1	311	0
113	22.399	31.757	548.075	90.991	1	1	312	0
114	22.307	32.322	548.032	91.012	1	1	313	0
115	22.369	31.994	548.063	91.008	1	1	314	0
116	22.261	33.478	548.084	90.987	1	1	315	0
117	22.360	31.743	548.053	91.012	1	1	316	0
118	22.489	32.650	548.065	90.968	1	1	317	0
119	22.272	32.589	548.069	90.988	1	1	318	0
120	22.225	32.959	548.024	90.954	1	1	319	0
121	22.089	33.220	548.059	90.967	1	1	320	0
122	22.270	32.286	548.026	90.996	1	1	321	0
123	22.418	32.092	548.050	90.977	1	1	322	0
124	22.189	33.082	548.032	90.957	1	1	323	0
125	22.246	32.480	548.025	90.958	1	1	324	0
126	22.274	32.255	548.020	90.944	1	1	325	0
127	22.271	32.441	548.034	90.963	1	1	326	0
128	22.151	32.900	548.035	90.946	1	1	327	0
129	22.322	32.361	548.055	90.992	1	1	328	0
130	22.303	32.511	548.057	90.923	1	1	329	0
131	22.236	32.237	548.040	90.965	1	1	330	0
132	22.324	32.190	548.043	90.971	1	1	331	0
133	22.325	33.137	548.064	90.935	1	1	332	0
134	22.030	33.206	548.058	90.934	1	1	333	0
135	22.183	32.966	548.034	90.931	1	1	334	0
136	22.076	32.215	548.041	90.982	1	1	335	0
137	22.174	33.678	548.075	90.954	1	1	336	0
138	22.292	33.713	548.017	90.987	1	1	337	0
139	22.194	33.041	548.043	90.966	1	1	338	0
140	22.483	31.267	548.031	90.927	1	1	339	0
141	21.804	32.262	548.046	90.944	1	1	340	0
142	22.028	32.105	548.021	90.940	1	1	341	0
143	21.982	32.467	548.022	90.940	1	1	342	0
144	22.000	32.960	547.984	90.943	1	1	343	0
145	22.202	31.229	548.031	90.946	1	1	344	0
146	22.148	31.971	547.995	90.929	1	1	345	0
147	21.856	32.651	548.039	90.948	1	1	346	0
148	22.270	31.494	548.001	90.919	1	1	347	0
149	22.330	32.615	548.036	90.934	1	1	348	0
150	22.156	32.864	548.015	90.921	1	1	349	0
151	22.226	31.834	548.053	90.938	1	1	350	0
152	22.076	32.374	548.010	90.930	1	1	351	0
153	22.125	32.629	548.016	90.932	1	1	352	0
154	22.077	32.843	548.028	90.955	1	1	353	0
155	22.412	32.295	548.045	90.948	1	1	354	0
156	22.540	31.614	548.028	90.940	1	1	355	0
157	22.293	32.430	547.971	90.916	1	1	356	0
158	22.277	32.234	548.022	90.949	1	1	357	0
159	22.300	32.696	548.056	90.936	1	1	358	0
160	22.248	32.465	548.031	90.933	1	1	359	0
161	22.209	32.604	548.029	90.955	1	1	360	0
162	22.391	32.935	547.997	90.955	1	1	361	0
163	22.135	33.186	547.996	90.944	1	1	362	0
164	22.384	32.677	548.036	90.961	1	1	363	0
165	22.428	33.126	547.977	90.946	1	1	364	0
166	22.390	32.788	547.998	90.933	1	1	365	0
167	22.289	32.777	548.035	90.951	1	1	366	0
168	22.448	32.814	548.038	90.956	1	1	367	0
169	22.508	31.864	547.993	90.971	1	1	368	0
170	22.393	33.244	548.039	90.951	1	1	369	0
171	22.201	33.309	548.032	90.934	1	1	370	0
172	22.228	31.505	548.042	90.950	1	1	371	0
173	22.321	32.689	548.043	90.934	1	1	372	0
174	22.306	32.012	548.033	90.921	1	1	373	0
175	22.525	32.846	548.018	90.941	1	1	374	0
176	22.100	32.817	548.064	90.947	1	1	375	0
177	22.183	32.328	548.043	90.955	1	1	376	0
178	22.245	32.324	547.999	90.933	1	1	377	0
179	22.420	32.073	548.042	90.949	1	1	378	0
180	22.366	32.654	548.048	90.929	1	1	379	0
181	22.259	32.694	548.037	90.933	1	1	380	0
182	22.060	32.332	548.018	90.939	1	1	381	0
183	22.221	32.035	548.018	90.945	1	1	382	0
184	22.428	33.602	548.064	90.923	1	1	383	0
185	22.256	32.399	547.976	90.931	1	1	384	0
186	22.316	32.247	547.979	90.940	1	1	385	0
187	22.098	32.042	548.001	90.941	1	1	386	0
188	22.358	31.922	548.026	90.908	1	1	387	0
189	22.486	32.355	548.017	90.934	1	1	388	0
190	22.442	32.696	548.003	90.956	1	1	389	0
191	22.315	32.579	548.042	90.929	1	1	390	0
192	22.271	31.964	548.022	90.941	1	1	391	0
193	22.355	32.100	548.057	90.957	1	1	392	0
194	21.986	32.866	548.023	90.931	1	1	393	0
195	22.397	32.572	547.977	90.956	1	1	394	0
196	22.242	32.827	548.011	90.950	1	1	395	0
197	22.306	33.122	548.022	90.942	1	1	396	0
198	22.178	33.646	548.006	90.978	1	1	397	0
199	22.296	33.363	548.013	90.940	1	1	398	0
200	22.383	32.526	548.054	90.972	1	1	399	0
201	22.520	31.931	548.006	90.968	1	1	400	0
202	22.297	32.239	548.010	90.963	1	1	401	0
203	22.463	31.901	548.024	90.944	1	1	402	0
204	22.542	32.716	548.060	90.921	1	1	403	0
205	22.356	32.892	548.037	90.925	1	1	404	0
206	22.435	31.322	548.024	90.944	1	1	405	0
207	22.473	31.978	548.007	90.929	1	1	406	0
208	22.330	32.933	548.043	90.923	1	1	407	0
209	22.455	32.122	547.984	90.939	1	1	408	0
210	22.429	32.479	547.967	90.966	1	1	409	0
211	22.314	32.268	547.991	90.963	1	1	410	0
212	22.393	32.127	547.976	90.958	1	1	411	0
213	22.303	32.513	547.997	90.947	1	1	412	0
214	22.268	32.626	547.989	90.956	1	1	413	0
215	22.300	32.376	547.982	90.968	1	1	414	0
216	22.359	32.549	547.978	90.962	1	1	415	0
217	22.167	32.295	547.963	90.975	1	1	416	0
218	22.259	31.582	547.959	90.948	1	1	417	0
219	22.610	31.710	548.004	90.953	1	1	418	0
220	22.434	33.562	548.006	90.938	1	1	419	0
221	22.339	32.705	547.989	90.957	1	1	420	0
222	22.198	33.963	547.966	90.946	1	1	421	0
223	22.202	32.181	547.969	90.966	1	1	422	0
224	22.242	31.077	547.983	90.959	1	1	423	0
225	22.353	31.803	548.008	90.956	1	1	424	0
226	22.370	32.464	547.984	90.969	1	1	425	0
227	22.389	32.477	547.957	90.947	1	1	426	0
228	22.240	32.044	547.989	90.953	1	1	427	0
229	22.240	31.570	547.980	90.956	1	1	428	0
230	22.273	32.105	547.970	90.946	1	1	429	0
231	22.402	33.014	548.006	90.976	1	1	430	0
232	22.485	31.730	547.956	90.962	1	1	431	0
233	22.146	31.825	547.972	90.982	1	1	432	0
234	22.288	31.514	547.972	90.957	1	1	433	0
235	22.324	32.661	547.998	90.983	1	1	434	0
236	22.250	32.767	547.956	90.944	1	1	435	0
237	22.417	32.254	547.982	90.947	1	1	436	0
238	22.185	31.836	548.004	90.962	1	1	437	0
239	22.338	32.076	547.949	90.932	1	1	438	0
240	22.220	33.000	547.987	90.978	1	1	439	0
241	22.418	32.564	547.968	90.974	1	1	440	0
242	22.196	33.503	547.956	90.960	1	1	441	0
243	22.420	32.551	547.937	90.944	1	1	442	0
244	22.351	33.247	547.965	90.956	1	1	443	0
245	22.433	32.136	547.951	90.924	1	1	444	0
246	22.591	32.970	547.974	90.920	1	1	445	0
247	22.428	31.851	548.003	90.959	1	1	446	0
248	22.398	32.562	547.961	90.960	1	1	447	0
249	22.464	32.370	548.001	90.930	1	1	448	0
250	22.256	33.038	547.963	90.946	1	1	449	0
251	22.353	32.916	547.967	90.911	1	1	450	0
252	22.430	31.841	547.981	90.922	1	1	451	0
253	22.525	32.210	548.001	90.911	1	1	452	0
254	22.541	32.884	547.981	90.926	1	1	453	0
255	22.303	33.143	547.964	90.924	1	1	454	0
256	22.255	32.247	547.984	90.906	1	1	455	0
257	22.549	32.498	548.001	90.916	1	1	456	0
258	22.371	32.620	548.000	90.926	1	1	457	0
259	22.304	32.982	547.997	90.901	1	1	458	0
260	22.397	32.576	548.037	90.910	1	1	459	0
261	22.267	32.630	548.008	90.936	1	1	460	0
