 	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory
1	26.756	67.562	2065.625	111.416	1	1	200	0
2	26.683	67.973	2065.637	111.412	1	1	201	0
3	26.523	65.871	2065.655	111.404	1	1	202	0
4	26.694	65.315	2065.636	111.220	1	1	203	0
5	26.927	66.070	2065.629	111.427	1	1	204	0
6	26.847	66.553	2065.631	111.530	1	1	205	0
7	26.743	66.856	2065.641	111.347	1	1	206	0
8	26.704	66.405	2065.625	111.579	1	1	207	0
9	26.546	67.116	2065.616	111.687	1	1	208	0
10	26.741	66.716	2065.646	111.616	1	1	209	0
11	26.814	66.797	2065.657	111.472	1	1	210	0
12	26.768	66.830	2065.640	111.550	1	1	211	0
13	26.516	67.194	2065.630	111.674	1	1	212	0
14	26.805	67.359	2065.647	111.556	1	1	213	0
15	26.926	67.661	2065.635	111.362	1	1	214	0
16	26.847	66.533	2065.631	111.555	1	1	215	0
17	26.738	68.056	2065.655	111.608	1	1	216	0
18	26.673	67.716	2065.643	111.715	1	1	217	0
19	26.758	67.364	2065.653	111.704	1	1	218	0
20	26.349	68.322	2065.649	111.820	1	1	219	0
21	26.516	68.133	2065.665	111.849	1	1	220	0
22	26.967	66.057	2065.660	111.681	1	1	221	0
23	26.579	68.772	2065.656	111.648	1	1	222	0
24	26.611	67.242	2065.684	111.692	1	1	223	0
25	26.818	66.924	2065.696	111.509	1	1	224	0
26	26.644	67.166	2065.700	111.476	1	1	225	0
27	26.668	67.286	2065.689	111.426	1	1	226	0
28	26.751	66.787	2065.673	111.632	1	1	227	0
29	26.777	68.968	2065.673	111.720	1	1	228	0
30	26.903	68.313	2065.685	111.596	1	1	229	0
31	26.866	67.807	2065.674	111.631	1	1	230	0
32	26.802	66.867	2065.672	111.649	1	1	231	0
33	26.601	67.316	2065.648	111.706	1	1	232	0
34	26.698	66.406	2065.643	111.676	1	1	233	0
35	26.564	66.975	2065.627	111.659	1	1	234	0
36	26.601	68.124	2065.613	111.674	1	1	235	0
37	26.554	67.215	2065.635	111.664	1	1	236	0
38	26.524	68.247	2065.624	111.656	1	1	237	0
39	26.323	66.380	2065.611	111.652	1	1	238	0
40	26.817	66.753	2065.625	111.675	1	1	239	0
41	26.523	67.292	2065.652	111.678	1	1	240	0
42	26.577	67.195	2065.625	111.657	1	1	241	0
43	26.497	68.452	2065.630	111.675	1	1	242	0
44	26.185	66.589	2065.636	111.682	1	1	243	0
45	26.364	67.420	2065.624	111.675	1	1	244	0
46	26.510	67.554	2065.623	111.681	1	1	245	0
47	26.481	67.149	2065.629	111.680	1	1	246	0
48	26.476	67.509	2065.609	111.682	1	1	247	0
49	26.236	65.874	2065.635	111.681	1	1	248	0
50	26.508	66.934	2065.621	111.692	1	1	249	0
51	26.549	67.258	2065.599	111.680	1	1	250	0
52	26.477	66.784	2065.600	111.679	1	1	251	0
53	26.513	68.255	2065.591	111.686	1	1	252	0
54	26.445	65.998	2065.601	111.675	1	1	253	0
55	26.109	67.828	2065.576	111.700	1	1	254	0
56	26.543	69.213	2065.608	111.690	1	1	255	0
57	26.456	68.465	2065.572	111.684	1	1	256	0
58	26.691	67.743	2065.581	111.683	1	1	257	0
59	26.524	68.407	2065.588	111.677	1	1	258	0
60	26.453	68.237	2065.580	111.659	1	1	259	0
61	26.470	68.354	2065.562	111.677	1	1	260	0
62	26.777	67.229	2065.589	111.684	1	1	261	0
63	26.305	68.526	2065.574	111.681	1	1	262	0
64	26.624	66.995	2065.560	111.679	1	1	263	0
65	26.461	68.584	2065.574	111.662	1	1	264	0
66	26.549	68.377	2065.569	111.655	1	1	265	0
67	26.447	67.743	2065.562	111.673	1	1	266	0
68	26.555	67.698	2065.555	111.665	1	1	267	0
69	26.431	68.348	2065.560	111.663	1	1	268	0
70	26.640	66.557	2065.544	111.671	1	1	269	0
71	26.587	67.989	2065.572	111.650	1	1	270	0
72	26.594	67.709	2065.571	111.663	1	1	271	0
73	26.628	66.646	2065.582	111.646	1	1	272	0
74	26.539	68.533	2065.570	111.675	1	1	273	0
75	26.586	66.813	2065.582	111.680	1	1	274	0
76	26.532	67.545	2065.601	111.692	1	1	275	0
77	26.495	66.724	2065.600	111.693	1	1	276	0
78	26.438	66.765	2065.580	111.673	1	1	277	0
79	26.489	65.817	2065.584	111.679	1	1	278	0
80	26.166	66.660	2065.608	111.681	1	1	279	0
81	26.119	68.542	2065.604	111.684	1	1	280	0
82	26.477	67.573	2065.613	111.682	1	1	281	0
83	26.247	68.257	2065.603	111.681	1	1	282	0
84	26.410	67.703	2065.622	111.689	1	1	283	0
85	26.223	67.412	2065.610	111.692	1	1	284	0
86	26.410	66.108	2065.596	111.702	1	1	285	0
87	26.472	67.059	2065.592	111.685	1	1	286	0
88	26.502	66.979	2065.624	111.693	1	1	287	0
89	26.507	66.781	2065.613	111.691	1	1	288	0
90	26.358	68.425	2065.606	111.709	1	1	289	0
91	26.069	66.704	2065.587	111.698	1	1	290	0
92	26.411	67.535	2065.595	111.697	1	1	291	0
93	26.355	68.127	2065.616	111.708	1	1	292	0
94	26.560	67.805	2065.596	111.717	1	1	293	0
95	26.350	67.158	2065.607	111.734	1	1	294	0
96	26.321	66.801	2065.567	111.755	1	1	295	0
97	26.287	68.661	2065.579	111.754	1	1	296	0
98	26.441	67.456	2065.591	111.755	1	1	297	0
99	26.482	67.612	2065.617	111.741	1	1	298	0
100	26.239	67.434	2065.654	111.743	1	1	299	0
101	26.217	67.287	2065.640	111.721	1	1	300	0
102	26.322	67.900	2065.666	111.719	1	1	301	0
103	26.412	67.037	2065.657	111.722	1	1	302	0
104	26.565	67.281	2065.669	111.717	1	1	303	0
105	26.450	68.337	2065.634	111.740	1	1	304	0
106	26.401	68.079	2065.662	111.722	1	1	305	0
107	26.574	66.092	2065.645	111.732	1	1	306	0
108	26.179	68.542	2065.649	111.731	1	1	307	0
109	26.706	66.657	2065.650	111.728	1	1	308	0
110	26.641	65.885	2065.643	111.753	1	1	309	0
111	26.668	66.632	2065.639	111.739	1	1	310	0
112	26.566	67.753	2065.610	111.737	1	1	311	0
113	26.191	69.082	2065.627	111.744	1	1	312	0
114	26.376	68.917	2065.612	111.728	1	1	313	0
115	26.344	68.215	2065.608	111.738	1	1	314	0
116	26.801	67.992	2065.630	111.728	1	1	315	0
117	26.574	68.491	2065.608	111.733	1	1	316	0
118	26.224	67.873	2065.627	111.706	1	1	317	0
119	26.219	68.071	2065.631	111.714	1	1	318	0
120	26.481	67.458	2065.635	111.708	1	1	319	0
121	26.523	67.456	2065.617	111.709	1	1	320	0
122	26.551	66.440	2065.636	111.702	1	1	321	0
123	26.646	66.647	2065.638	111.704	1	1	322	0
124	26.500	68.109	2065.617	111.704	1	1	323	0
