 	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory
1	20.115	25.548	2007.372	45.273	1	1	200	0
2	20.175	24.916	2007.305	45.296	1	1	201	0
3	19.956	24.716	2007.323	45.263	1	1	202	0
4	19.917	24.699	2007.349	45.109	1	1	203	0
5	19.841	26.096	2007.337	45.243	1	1	204	0
6	19.852	25.537	2007.338	45.385	1	1	205	0
7	19.924	25.763	2007.297	45.210	1	1	206	0
8	19.741	26.087	2007.341	45.427	1	1	207	0
9	19.861	25.793	2007.335	45.517	1	1	208	0
10	19.942	25.948	2007.348	45.424	1	1	209	0
11	20.045	25.618	2007.351	45.309	1	1	210	0
12	20.059	25.353	2007.355	45.359	1	1	211	0
13	20.051	25.895	2007.364	45.456	1	1	212	0
14	20.272	24.806	2007.369	45.359	1	1	213	0
15	20.247	25.156	2007.376	45.204	1	1	214	0
16	20.034	25.068	2007.395	45.339	1	1	215	0
17	20.162	24.553	2007.384	45.469	1	1	216	0
18	20.032	25.570	2007.387	45.493	1	1	217	0
19	20.020	25.980	2007.383	45.466	1	1	218	0
20	19.804	26.405	2007.411	45.586	1	1	219	0
21	20.064	26.438	2007.445	45.596	1	1	220	0
22	20.269	25.796	2007.421	45.497	1	1	221	0
23	20.042	26.126	2007.394	45.388	1	1	222	0
24	19.912	26.667	2007.419	45.494	1	1	223	0
25	19.750	26.965	2007.398	45.341	1	1	224	0
26	19.973	25.863	2007.411	45.351	1	1	225	0
27	20.120	24.715	2007.413	45.268	1	1	226	0
28	20.088	25.766	2007.385	45.425	1	1	227	0
29	19.850	26.041	2007.443	45.503	1	1	228	0
30	20.241	25.527	2007.368	45.441	1	1	229	0
31	19.871	26.194	2007.409	45.479	1	1	230	0
32	19.911	26.196	2007.416	45.462	1	1	231	0
33	19.796	25.504	2007.392	45.476	1	1	232	0
34	20.042	25.018	2007.404	45.530	1	1	233	0
35	20.214	24.789	2007.377	45.503	1	1	234	0
36	20.129	25.130	2007.356	45.463	1	1	235	0
37	19.910	26.204	2007.369	45.475	1	1	236	0
38	19.812	25.379	2007.353	45.490	1	1	237	0
39	19.871	25.231	2007.367	45.494	1	1	238	0
40	19.854	25.368	2007.343	45.513	1	1	239	0
41	19.824	25.443	2007.344	45.463	1	1	240	0
42	20.034	25.079	2007.362	45.495	1	1	241	0
43	20.123	24.225	2007.382	45.519	1	1	242	0
44	19.679	25.298	2007.346	45.453	1	1	243	0
45	19.617	25.303	2007.352	45.477	1	1	244	0
46	19.745	24.939	2007.336	45.460	1	1	245	0
47	19.910	25.730	2007.347	45.494	1	1	246	0
48	19.817	25.655	2007.289	45.507	1	1	247	0
49	19.659	25.131	2007.296	45.443	1	1	248	0
50	19.850	25.552	2007.319	45.469	1	1	249	0
51	19.746	27.004	2007.319	45.471	1	1	250	0
52	19.682	26.072	2007.326	45.491	1	1	251	0
53	19.700	25.936	2007.364	45.515	1	1	252	0
54	19.567	26.011	2007.315	45.479	1	1	253	0
55	19.648	25.695	2007.279	45.451	1	1	254	0
56	19.776	25.976	2007.336	45.468	1	1	255	0
57	19.832	25.857	2007.339	45.530	1	1	256	0
58	19.914	24.734	2007.321	45.471	1	1	257	0
59	19.876	25.675	2007.329	45.527	1	1	258	0
60	20.061	25.660	2007.332	45.482	1	1	259	0
61	19.798	25.965	2007.369	45.507	1	1	260	0
62	19.532	26.444	2007.286	45.502	1	1	261	0
63	19.718	25.634	2007.344	45.508	1	1	262	0
64	19.996	25.527	2007.268	45.495	1	1	263	0
65	19.638	26.250	2007.271	45.492	1	1	264	0
66	19.741	26.245	2007.289	45.449	1	1	265	0
67	19.768	25.399	2007.321	45.520	1	1	266	0
68	19.596	24.995	2007.318	45.517	1	1	267	0
69	19.780	26.259	2007.329	45.504	1	1	268	0
70	19.821	25.458	2007.285	45.486	1	1	269	0
71	19.944	26.258	2007.339	45.543	1	1	270	0
72	19.627	25.865	2007.313	45.518	1	1	271	0
73	19.859	25.807	2007.293	45.531	1	1	272	0
74	19.846	25.899	2007.305	45.446	1	1	273	0
75	19.773	25.998	2007.269	45.555	1	1	274	0
76	19.691	26.638	2007.247	45.481	1	1	275	0
77	19.570	25.668	2007.267	45.493	1	1	276	0
78	19.670	26.165	2007.306	45.501	1	1	277	0
79	19.518	25.602	2007.277	45.510	1	1	278	0
80	19.724	25.420	2007.252	45.502	1	1	279	0
81	19.589	26.000	2007.281	45.483	1	1	280	0
82	19.601	26.704	2007.309	45.498	1	1	281	0
83	19.962	25.798	2007.306	45.506	1	1	282	0
84	19.762	26.083	2007.315	45.463	1	1	283	0
85	19.763	25.276	2007.311	45.480	1	1	284	0
86	19.852	25.857	2007.339	45.503	1	1	285	0
87	19.592	26.612	2007.318	45.505	1	1	286	0
88	19.696	25.646	2007.285	45.528	1	1	287	0
89	19.822	25.129	2007.276	45.446	1	1	288	0
90	19.924	24.980	2007.363	45.505	1	1	289	0
91	19.845	24.639	2007.324	45.500	1	1	290	0
92	19.717	25.001	2007.355	45.519	1	1	291	0
93	19.792	26.645	2007.302	45.520	1	1	292	0
94	19.966	25.608	2007.358	45.475	1	1	293	0
95	19.934	24.415	2007.264	45.446	1	1	294	0
96	19.625	25.241	2007.297	45.496	1	1	295	0
97	19.545	26.666	2007.330	45.497	1	1	296	0
98	19.889	25.727	2007.370	45.523	1	1	297	0
99	19.858	25.490	2007.358	45.461	1	1	298	0
100	19.830	23.800	2007.339	45.526	1	1	299	0
101	19.790	24.596	2007.329	45.576	1	1	300	0
102	19.846	25.910	2007.341	45.535	1	1	301	0
103	19.731	26.331	2007.361	45.503	1	1	302	0
104	19.747	25.887	2007.362	45.512	1	1	303	0
105	19.893	25.226	2007.332	45.521	1	1	304	0
106	19.907	25.278	2007.346	45.533	1	1	305	0
107	19.778	26.282	2007.325	45.531	1	1	306	0
108	19.961	25.173	2007.365	45.551	1	1	307	0
109	19.890	25.084	2007.315	45.534	1	1	308	0
