 	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory
1	28.492	36.939	2553.311	66.888	1	1	200	0
2	28.453	36.385	2553.341	66.876	1	1	201	0
3	28.421	34.786	2553.311	66.842	1	1	202	0
4	28.217	35.785	2553.311	66.708	1	1	203	0
5	28.561	34.484	2553.318	66.879	1	1	204	0
6	28.295	35.926	2553.272	66.942	1	1	205	0
7	28.344	35.542	2553.310	66.837	1	1	206	0
8	28.366	35.207	2553.314	66.989	1	1	207	0
9	28.613	34.718	2553.307	67.055	1	1	208	0
10	28.510	35.207	2553.356	67.008	1	1	209	0
11	28.559	36.257	2553.354	66.905	1	1	210	0
12	28.526	35.237	2553.314	66.937	1	1	211	0
13	28.504	37.000	2553.325	67.035	1	1	212	0
14	28.394	36.589	2553.318	66.964	1	1	213	0
15	28.617	35.716	2553.300	66.795	1	1	214	0
16	28.566	36.836	2553.299	66.974	1	1	215	0
17	28.434	37.389	2553.339	66.972	1	1	216	0
18	28.340	35.575	2553.365	67.054	1	1	217	0
19	28.360	36.249	2553.369	67.059	1	1	218	0
20	28.633	35.201	2553.328	67.169	1	1	219	0
21	28.716	35.192	2553.371	67.212	1	1	220	0
22	28.590	35.059	2553.370	67.032	1	1	221	0
23	28.418	36.403	2553.373	67.010	1	1	222	0
24	28.628	35.878	2553.373	67.027	1	1	223	0
25	28.670	34.614	2553.415	66.919	1	1	224	0
26	28.597	35.488	2553.395	66.900	1	1	225	0
27	28.679	35.323	2553.380	66.852	1	1	226	0
28	28.442	36.080	2553.396	66.991	1	1	227	0
29	28.705	35.117	2553.379	67.077	1	1	228	0
30	28.443	36.687	2553.399	66.975	1	1	229	0
31	28.342	35.717	2553.378	67.019	1	1	230	0
32	28.511	34.269	2553.369	67.018	1	1	231	0
33	28.344	36.821	2553.343	67.049	1	1	232	0
34	28.510	34.248	2553.327	67.043	1	1	233	0
35	28.547	36.348	2553.337	67.033	1	1	234	0
36	28.278	36.212	2553.309	67.035	1	1	235	0
37	28.580	35.135	2553.308	67.030	1	1	236	0
38	28.249	36.443	2553.321	67.034	1	1	237	0
39	27.854	36.500	2553.289	67.038	1	1	238	0
40	28.357	35.441	2553.308	67.025	1	1	239	0
41	28.465	36.031	2553.299	67.057	1	1	240	0
42	28.279	36.689	2553.311	67.025	1	1	241	0
43	28.373	36.432	2553.289	67.071	1	1	242	0
44	28.260	36.199	2553.292	67.040	1	1	243	0
45	28.276	35.594	2553.287	67.052	1	1	244	0
46	28.105	36.132	2553.309	67.028	1	1	245	0
47	28.128	36.911	2553.301	67.034	1	1	246	0
