 	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory
1	40.790	57.889	2129.349	33.414	1	1	200	0
2	40.316	58.562	2129.354	33.400	1	1	201	0
3	40.330	57.182	2129.365	33.436	1	1	202	0
4	41.349	56.225	2129.365	33.277	1	1	203	0
5	40.253	58.269	2129.349	33.468	1	1	204	0
6	40.168	58.622	2129.352	33.535	1	1	205	0
7	40.811	56.452	2129.377	33.378	1	1	206	0
8	39.393	59.589	2129.379	33.594	1	1	207	0
9	39.086	59.472	2129.371	33.710	1	1	208	0
10	39.394	59.123	2129.370	33.646	1	1	209	0
11	40.113	60.002	2129.366	33.492	1	1	210	0
12	40.227	58.486	2129.357	33.546	1	1	211	0
13	45.246	47.463	2129.342	33.733	1	1	212	0
14	39.772	59.975	2129.384	33.578	1	1	213	0
15	41.201	57.708	2129.354	33.396	1	1	214	0
16	40.068	59.415	2129.376	33.552	1	1	215	0
17	39.487	59.986	2129.387	33.635	1	1	216	0
18	39.190	60.757	2129.392	33.755	1	1	217	0
19	39.283	60.822	2129.378	33.745	1	1	218	0
20	44.608	49.579	2129.383	33.866	1	1	219	0
21	44.544	49.916	2129.421	33.900	1	1	220	0
22	45.475	47.753	2129.406	33.704	1	1	221	0
23	39.346	59.673	2129.410	33.686	1	1	222	0
24	45.453	47.610	2129.409	33.772	1	1	223	0
25	40.026	60.223	2129.421	33.538	1	1	224	0
26	40.242	58.518	2129.412	33.483	1	1	225	0
27	40.514	57.342	2129.401	33.429	1	1	226	0
28	39.672	58.386	2129.402	33.637	1	1	227	0
29	45.294	49.324	2129.428	33.779	1	1	228	0
30	39.866	59.243	2129.401	33.582	1	1	229	0
31	39.699	60.410	2129.420	33.633	1	1	230	0
32	39.226	61.086	2129.410	33.688	1	1	231	0
33	38.902	59.640	2129.357	33.731	1	1	232	0
34	38.852	58.594	2129.374	33.717	1	1	233	0
35	39	59.194	2129.403	33.705	1	1	234	0
36	44.987	49.014	2129.366	33.706	1	1	235	0
37	38.712	61.434	2129.360	33.697	1	1	236	0
38	38.965	58.646	2129.333	33.670	1	1	237	0
39	38.310	59.946	2129.358	33.692	1	1	238	0
40	38.785	60.375	2129.349	33.668	1	1	239	0
41	44.791	48.787	2129.348	33.702	1	1	240	0
42	38.958	59.353	2129.364	33.691	1	1	241	0
43	38.938	60.466	2129.353	33.690	1	1	242	0
44	38.582	59.251	2129.367	33.667	1	1	243	0
45	38.855	58.557	2129.359	33.685	1	1	244	0
46	38.856	59.987	2129.363	33.691	1	1	245	0
47	38.822	60.892	2129.342	33.704	1	1	246	0
48	38.345	61.106	2129.336	33.690	1	1	247	0
49	38.292	59.930	2129.340	33.700	1	1	248	0
50	38.639	59.934	2129.369	33.702	1	1	249	0
51	38.700	60.732	2129.345	33.712	1	1	250	0
52	44.729	48.317	2129.349	33.738	1	1	251	0
53	38.627	60.027	2129.336	33.700	1	1	252	0
54	38.211	59.925	2129.334	33.705	1	1	253	0
55	38.464	60.027	2129.353	33.712	1	1	254	0
56	38.566	60.341	2129.332	33.689	1	1	255	0
57	38.796	60.146	2129.337	33.721	1	1	256	0
58	38.672	60.313	2129.300	33.713	1	1	257	0
59	38.690	60.641	2129.307	33.693	1	1	258	0
60	44.949	47.872	2129.326	33.732	1	1	259	0
61	44.663	48.994	2129.335	33.712	1	1	260	0
62	38.911	60.680	2129.327	33.718	1	1	261	0
63	38.732	60.954	2129.308	33.691	1	1	262	0
64	38.694	60.766	2129.313	33.675	1	1	263	0
65	45.072	47.233	2129.304	33.689	1	1	264	0
66	44.749	48.631	2129.300	33.730	1	1	265	0
67	38.518	61.502	2129.284	33.690	1	1	266	0
68	38.747	61.779	2129.275	33.669	1	1	267	0
69	44.722	48.534	2129.292	33.656	1	1	268	0
70	38.687	60.660	2129.292	33.671	1	1	269	0
71	38.858	61.076	2129.288	33.677	1	1	270	0
72	38.801	59.453	2129.286	33.677	1	1	271	0
73	44.646	48.483	2129.301	33.677	1	1	272	0
74	44.535	49.510	2129.312	33.712	1	1	273	0
75	38.671	60.324	2129.329	33.715	1	1	274	0
76	44.526	48.782	2129.314	33.710	1	1	275	0
77	38.555	61.079	2129.327	33.731	1	1	276	0
