 	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory
1	24.644	46.568	481.044	83.847	1	1	200	0
2	24.211	48.200	481.030	83.831	1	1	201	0
3	24.277	46.092	481.048	83.830	1	1	202	0
4	23.976	46.911	481.033	83.684	1	1	203	0
5	24.233	47.866	481.015	83.867	1	1	204	0
6	24.467	47.475	481.023	83.924	1	1	205	0
7	24.171	47.717	481.023	83.838	1	1	206	0
8	24.226	46.805	481.032	84.015	1	1	207	0
9	24.312	45.973	481.014	84.092	1	1	208	0
10	24.173	47.058	481.039	84.012	1	1	209	0
11	24.597	47.253	481.029	83.916	1	1	210	0
12	24.424	47.170	481.045	83.955	1	1	211	0
13	24.255	47.378	481.052	84.084	1	1	212	0
14	24.434	47.410	481.032	83.963	1	1	213	0
15	24.303	48.441	481.037	83.811	1	1	214	0
16	24.278	47.834	481.004	83.954	1	1	215	0
17	24.509	47.782	481.022	84	1	1	216	0
18	24.319	47.990	481.003	84.088	1	1	217	0
19	24.493	47.110	481.006	84.077	1	1	218	0
20	24.391	46.798	480.985	84.195	1	1	219	0
21	24.045	47.271	481.011	84.233	1	1	220	0
22	24.187	47.909	481.038	84.049	1	1	221	0
23	24.423	47.017	481.056	84.017	1	1	222	0
24	24.417	46.113	481.059	84.082	1	1	223	0
25	24.239	47.821	481.055	83.919	1	1	224	0
26	24.443	46.708	481.055	83.899	1	1	225	0
27	24.312	46.775	481.103	83.875	1	1	226	0
28	24.438	47.225	481.074	84.006	1	1	227	0
29	24.362	48.132	481.061	84.122	1	1	228	0
30	24.176	48.626	481.095	83.989	1	1	229	0
31	24.314	47.553	481.077	84.037	1	1	230	0
32	24.309	47.913	481.092	84.055	1	1	231	0
33	24.232	47.555	481.055	84.091	1	1	232	0
34	24.057	47.006	481.027	84.055	1	1	233	0
35	24.450	47.132	481.056	84.057	1	1	234	0
36	24.358	46.732	481.032	84.088	1	1	235	0
37	24.214	47.218	481.037	84.077	1	1	236	0
38	24.046	47.095	481.041	84.042	1	1	237	0
39	24.057	47.006	481.034	84.087	1	1	238	0
40	24.193	46.106	481.049	84.094	1	1	239	0
41	24.155	46.407	481.032	84.097	1	1	240	0
42	24.324	47.471	481.058	84.071	1	1	241	0
43	24.090	47.706	481.053	84.093	1	1	242	0
44	23.860	46.634	481.051	84.071	1	1	243	0
45	24.189	47.413	481.044	84.068	1	1	244	0
46	24.203	47.147	481.041	84.092	1	1	245	0
47	24.116	47.508	481.060	84.090	1	1	246	0
48	24.090	47.230	481.031	84.101	1	1	247	0
49	23.816	47.619	481.051	84.079	1	1	248	0
50	24.155	46.880	481.048	84.106	1	1	249	0
51	24.054	47.988	481.045	84.081	1	1	250	0
52	24.380	47.513	481.085	84.075	1	1	251	0
53	24.212	47.075	481.058	84.083	1	1	252	0
54	23.914	48.445	481.068	84.094	1	1	253	0
55	23.902	47.745	481.031	84.111	1	1	254	0
56	24.056	47.336	481.067	84.086	1	1	255	0
57	24.252	48.038	481.047	84.094	1	1	256	0
58	24.087	47.575	481.038	84.118	1	1	257	0
59	23.916	46.514	481.007	84.087	1	1	258	0
60	24.219	47.816	480.993	84.083	1	1	259	0
61	24.346	47.785	481.016	84.128	1	1	260	0
62	23.998	47.468	480.993	84.082	1	1	261	0
63	24.086	47.422	481.010	84.083	1	1	262	0
64	24.348	47.126	481.015	84.094	1	1	263	0
65	24.191	46.600	481.019	84.100	1	1	264	0
66	23.891	48.623	481.012	84.089	1	1	265	0
67	24.300	47.188	481.026	84.080	1	1	266	0
68	24.268	47.435	481.009	84.105	1	1	267	0
69	24.136	47.031	481.003	84.088	1	1	268	0
70	24.001	48.245	481	84.103	1	1	269	0
71	24.252	46.446	481.011	84.085	1	1	270	0
72	23.974	47.656	481.018	84.079	1	1	271	0
73	24.399	46.574	480.996	84.065	1	1	272	0
74	24.056	48.133	481.005	84.098	1	1	273	0
75	23.975	47.972	481.027	84.098	1	1	274	0
76	24.109	48.034	481.023	84.085	1	1	275	0
77	23.952	46.877	480.997	84.086	1	1	276	0
78	23.865	47.394	481.008	84.060	1	1	277	0
79	24.031	46.260	481.015	84.069	1	1	278	0
80	23.994	46.387	481.012	84.087	1	1	279	0
81	24.128	46.138	481.029	84.085	1	1	280	0
82	24.105	47.906	481.029	84.092	1	1	281	0
83	24.127	48.371	481.025	84.076	1	1	282	0
84	24.133	47.050	481.006	84.092	1	1	283	0
85	24.039	46.669	480.982	84.093	1	1	284	0
86	23.790	46.864	481.004	84.068	1	1	285	0
87	23.912	47.660	480.987	84.084	1	1	286	0
88	24.044	48.226	481.024	84.091	1	1	287	0
89	24.041	47.614	480.985	84.092	1	1	288	0
90	24.056	45.901	481.003	84.094	1	1	289	0
91	23.957	47.314	481.038	84.091	1	1	290	0
92	24.276	46.578	481.012	84.094	1	1	291	0
93	24.151	47.709	481.001	84.089	1	1	292	0
94	24.216	46.092	481.013	84.128	1	1	293	0
95	24.001	46.495	480.972	84.121	1	1	294	0
96	23.875	47.474	480.977	84.113	1	1	295	0
97	24.253	46.756	480.997	84.082	1	1	296	0
98	24.198	46.703	480.976	84.089	1	1	297	0
99	23.997	47.478	480.980	84.102	1	1	298	0
100	23.978	47.151	480.953	84.122	1	1	299	0
101	24.021	45.378	480.949	84.084	1	1	300	0
102	24.334	47.559	480.963	84.094	1	1	301	0
103	24.375	47.074	480.995	84.098	1	1	302	0
104	24.280	45.431	480.982	84.100	1	1	303	0
105	24.311	46.301	480.981	84.115	1	1	304	0
106	24.046	47.092	481.009	84.113	1	1	305	0
107	24.124	46.969	481	84.117	1	1	306	0
108	24.262	46.845	481.003	84.123	1	1	307	0
109	24.008	48.192	481.046	84.124	1	1	308	0
110	24.204	46.178	480.993	84.117	1	1	309	0
111	24.049	47.556	481.030	84.158	1	1	310	0
112	24.054	46.877	481.019	84.132	1	1	311	0
113	23.994	47.823	481.034	84.125	1	1	312	0
114	24.054	47.036	481.012	84.130	1	1	313	0
115	24.073	48.163	481.007	84.137	1	1	314	0
116	24.236	47.680	480.992	84.111	1	1	315	0
117	24.046	48.052	481.012	84.131	1	1	316	0
118	23.972	47.675	480.995	84.117	1	1	317	0
119	24.272	46.927	481.011	84.120	1	1	318	0
120	24.159	47.648	481.018	84.104	1	1	319	0
121	23.993	47.189	481.014	84.109	1	1	320	0
122	24.044	48.227	480.973	84.078	1	1	321	0
123	24.156	46.075	480.995	84.054	1	1	322	0
124	24.012	46.563	480.985	84.082	1	1	323	0
125	24.046	46.773	480.971	84.090	1	1	324	0
126	23.931	47.039	480.971	84.042	1	1	325	0
127	23.949	47.373	480.963	84.115	1	1	326	0
128	24.126	48.220	480.960	84.076	1	1	327	0
129	24.046	47.411	480.965	84.083	1	1	328	0
130	24.084	45.999	480.982	84.077	1	1	329	0
131	24.052	46.572	480.993	84.076	1	1	330	0
132	24.067	46.774	480.985	84.106	1	1	331	0
133	23.872	48.297	480.999	84.075	1	1	332	0
134	24.246	46.169	480.994	84.074	1	1	333	0
135	24.018	47.629	480.964	84.073	1	1	334	0
136	23.910	46.402	480.996	84.061	1	1	335	0
137	23.968	47.864	480.973	84.071	1	1	336	0
138	24.121	46.830	480.992	84.102	1	1	337	0
139	23.931	47.995	480.978	84.074	1	1	338	0
140	24.116	47.185	480.969	84.078	1	1	339	0
141	24.077	45.897	480.983	84.096	1	1	340	0
142	23.780	46.942	480.988	84.074	1	1	341	0
143	23.989	46.425	480.957	84.084	1	1	342	0
144	23.769	48.302	480.961	84.066	1	1	343	0
145	23.867	46.426	480.998	84.088	1	1	344	0
146	23.755	47.135	480.944	84.079	1	1	345	0
147	24.086	45.509	480.938	84.057	1	1	346	0
148	23.668	47.175	480.976	84.067	1	1	347	0
149	23.986	47.088	480.955	84.076	1	1	348	0
150	23.813	47.320	480.966	84.068	1	1	349	0
151	23.901	46.314	480.978	84.060	1	1	350	0
152	24.082	46.492	480.979	84.061	1	1	351	0
153	23.970	46.411	480.942	84.067	1	1	352	0
154	23.974	47.814	480.966	84.069	1	1	353	0
155	23.982	47.598	480.943	84.034	1	1	354	0
156	24.165	47.438	480.987	84.055	1	1	355	0
157	24.173	47.060	480.957	84.052	1	1	356	0
158	24.151	47.234	480.956	84.052	1	1	357	0
159	23.914	49.080	480.946	84.053	1	1	358	0
160	24.133	48.169	480.949	84.044	1	1	359	0
161	24.130	47.711	480.976	84.073	1	1	360	0
162	24.216	47.677	480.956	84.064	1	1	361	0
163	24.265	47.299	480.971	84.049	1	1	362	0
164	24.226	47.598	480.970	84.048	1	1	363	0
165	24.271	47.572	480.945	84.055	1	1	364	0
166	24.016	48.602	480.967	84.060	1	1	365	0
167	24.163	47.615	480.987	84.078	1	1	366	0
168	24.244	47.144	480.962	84.067	1	1	367	0
169	24.232	46.921	480.948	84.061	1	1	368	0
170	24.050	47.226	480.987	84.067	1	1	369	0
171	24.026	45.979	480.965	84.065	1	1	370	0
172	23.976	47.643	480.956	84.076	1	1	371	0
173	23.929	47.846	480.947	84.050	1	1	372	0
174	24.073	47.839	480.969	84.052	1	1	373	0
175	24.017	48.120	480.955	84.053	1	1	374	0
176	24.251	45.814	480.961	84.041	1	1	375	0
177	23.920	48.078	480.989	84.072	1	1	376	0
178	24.075	46.871	480.950	84.061	1	1	377	0
179	24.254	46.267	480.943	84.056	1	1	378	0
180	24.136	47.666	480.972	84.059	1	1	379	0
181	23.992	46.877	480.943	84.063	1	1	380	0
182	23.983	46.949	480.929	84.060	1	1	381	0
183	23.891	47.353	480.947	84.061	1	1	382	0
184	24.333	46.287	480.942	84.056	1	1	383	0
185	24.142	47.620	480.942	84.031	1	1	384	0
186	23.861	47.423	480.952	84.024	1	1	385	0
187	23.870	47.035	480.963	84.050	1	1	386	0
188	23.990	46.895	480.949	84.048	1	1	387	0
189	24.152	47.066	480.966	84.047	1	1	388	0
190	24.167	46.790	480.969	84.050	1	1	389	0
191	24.061	48.249	480.957	84.021	1	1	390	0
192	23.841	46.940	480.976	84.055	1	1	391	0
193	23.805	47.386	480.954	84.063	1	1	392	0
194	24.120	47.474	480.974	84.035	1	1	393	0
195	24.300	46.550	480.953	84.063	1	1	394	0
196	24.152	47.701	480.938	84.088	1	1	395	0
197	24.029	48.503	480.963	84.061	1	1	396	0
198	24.402	46.709	480.939	84.089	1	1	397	0
199	24.169	47.730	480.958	84.084	1	1	398	0
200	24.141	47.470	480.943	84.084	1	1	399	0
201	24.028	48.667	480.949	84.058	1	1	400	0
202	24.060	47.945	480.952	84.058	1	1	401	0
203	24.163	46.026	480.952	84.072	1	1	402	0
204	24.253	46.597	480.946	84.041	1	1	403	0
205	24.131	48.028	480.945	84.063	1	1	404	0
206	24.229	46.945	480.940	84.052	1	1	405	0
207	24.192	47.866	480.923	84.058	1	1	406	0
208	24.118	47.174	480.917	84.056	1	1	407	0
209	24.075	47.986	480.931	84.074	1	1	408	0
210	23.937	47.471	480.897	84.059	1	1	409	0
211	24.205	47.923	480.894	84.064	1	1	410	0
212	23.930	47.524	480.921	84.092	1	1	411	0
213	24.172	47.225	480.927	84.079	1	1	412	0
214	24.119	47.961	480.937	84.067	1	1	413	0
215	24.234	46.264	480.883	84.057	1	1	414	0
216	24.034	48.465	480.903	84.088	1	1	415	0
217	23.921	47.437	480.921	84.077	1	1	416	0
218	24.060	46.513	480.903	84.062	1	1	417	0
219	24.226	45.851	480.934	84.085	1	1	418	0
220	24.161	46.676	480.905	84.088	1	1	419	0
221	24.106	48.059	480.915	84.071	1	1	420	0
222	23.993	48.470	480.888	84.081	1	1	421	0
223	23.765	46.904	480.907	84.099	1	1	422	0
224	24.140	46.205	480.914	84.098	1	1	423	0
225	24.217	46.079	480.926	84.095	1	1	424	0
226	24.151	46.753	480.889	84.109	1	1	425	0
227	23.987	47.713	480.897	84.063	1	1	426	0
228	23.886	47.870	480.892	84.078	1	1	427	0
229	23.741	46.771	480.923	84.076	1	1	428	0
230	24.214	46.584	480.897	84.073	1	1	429	0
231	23.991	47.846	480.906	84.094	1	1	430	0
232	24.103	47.130	480.894	84.058	1	1	431	0
233	23.824	47.238	480.913	84.083	1	1	432	0
234	24.094	46.722	480.907	84.078	1	1	433	0
235	24.276	46.731	480.905	84.068	1	1	434	0
236	24.210	46.615	480.939	84.095	1	1	435	0
237	24.050	46.745	480.871	84.072	1	1	436	0
238	23.845	48.188	480.916	84.076	1	1	437	0
239	23.892	47.027	480.901	84.064	1	1	438	0
240	24.108	47.407	480.888	84.076	1	1	439	0
241	24.128	47.096	480.899	84.080	1	1	440	0
242	24.394	46.767	480.892	84.101	1	1	441	0
243	23.914	47.492	480.874	84.084	1	1	442	0
244	24.248	47.271	480.869	84.065	1	1	443	0
245	23.859	48.393	480.887	84.057	1	1	444	0
246	24.335	46.749	480.918	84.050	1	1	445	0
247	24.061	48.097	480.901	84.050	1	1	446	0
248	24.343	47.964	480.914	84.055	1	1	447	0
249	24.235	47.691	480.935	84.081	1	1	448	0
250	24.188	47.582	480.914	84.034	1	1	449	0
251	24.124	47.917	480.930	84.044	1	1	450	0
252	24.103	47.448	480.892	84.027	1	1	451	0
253	23.974	47.656	480.932	84.041	1	1	452	0
254	24.016	47.648	480.905	84.037	1	1	453	0
255	24.270	46.625	480.926	84.053	1	1	454	0
256	24.071	48.650	480.911	84.034	1	1	455	0
257	23.929	48.328	480.907	84.034	1	1	456	0
258	24.284	46.032	480.909	84.034	1	1	457	0
259	24.102	46.815	480.947	84.035	1	1	458	0
260	24.322	47.174	480.933	84.032	1	1	459	0
261	24.175	47.361	480.931	84.034	1	1	460	0
262	24.371	47.264	480.914	84.022	1	1	461	0
263	23.979	46.501	480.921	84.050	1	1	462	0
264	24.179	47.490	480.900	84.026	1	1	463	0
265	24.153	47.855	480.904	84.032	1	1	464	0
