 	trajectory	start	end
1	9	75.450	94.500
2	47	94.200	123.000
3	51	110.850	122.850
4	82	78.900	121.500
5	88	137.400	161.850
6	114	76.650	90.750
7	115	94.500	154.500
8	130	85.050	98.700
9	213	110.250	124.200
10	214	162.450	176.700
11	220	101.400	110.850
12	228	93.300	120.450
13	262	93.000	127.950
14	291	95.400	102.750
15	376	102.000	110.700
16	399	79.950	138.750
17	403	107.250	139.650
18	457	79.500	106.200
19	480	100.950	132.450
20	487	78.000	101.550
21	488	79.050	93.900
22	507	82.650	97.500
23	512	93.000	110.700
24	533	125.400	135.300
25	576	79.500	123.450
26	587	79.200	115.950
27	612	77.250	104.700
28	635	82.650	127.050
29	641	81.750	118.650
30	647	81.900	107.550
31	693	117.450	160.800
32	707	79.050	111.300
33	761	131.400	148.050
34	762	75.900	110.100
35	830	147.300	167.250
36	843	77.400	96.900
37	917	84.150	125.100
38	942	159.150	184.950
39	953	222.450	268.800
40	957	81.150	125.100
41	1002	76.950	88.650
42	1009	79.200	138.150
43	1057	158.550	177.300
44	1063	231.000	252.450
45	1114	137.400	170.850
46	1118	79.350	132.900
47	1122	111.600	128.850
48	1172	126.000	154.800
49	1194	79.350	133.950
50	1199	77.250	121.050
51	1223	77.550	147.600
52	1239	92.100	111.900
53	1245	78.750	166.350
54	1260	78.300	140.850
55	1291	85.500	130.200
56	1345	83.250	163.650
57	1478	84.150	181.500
58	1481	77.100	154.950
59	1501	182.700	192.150
60	1506	101.400	120.450
61	1515	77.250	146.850
62	1518	77.250	101.850
63	1657	180.600	213.300
64	1695	147.900	166.050
