 	trajectory	start	end
1	35	51.450	68.550
2	75	55.950	77.250
3	143	50.250	62.850
4	187	52.800	62.400
5	246	54.600	64.350
6	301	58.350	75.150
7	366	58.950	70.050
8	374	52.350	64.200
9	399	51.750	57.000
10	414	51.600	112.050
11	435	53.250	73.500
12	471	55.200	73.500
13	542	53.100	74.250
14	547	52.500	60.000
15	560	53.400	69.300
16	580	54.300	63.150
17	603	58.050	93.450
18	619	54.750	70.950
19	633	55.050	66.450
20	715	51.750	68.550
21	719	60.900	100.950
22	723	87.150	143.850
23	768	50.100	82.050
24	801	64.650	119.400
25	805	55.800	62.700
26	846	54.450	58.350
27	855	54.300	75.150
28	871	58.800	86.550
29	909	57.150	96.750
30	911	51.000	75.450
31	916	54.300	129.900
32	917	50.850	79.200
33	921	58.500	86.850
34	1016	54.450	72.300
35	1050	55.350	70.350
36	1079	52.950	74.400
37	1112	55.500	80.700
38	1120	54.900	72.900
39	1151	53.400	66.600
40	1168	56.700	99.600
41	1198	55.950	74.550
42	1256	57.000	82.800
43	1335	55.500	70.350
44	1372	61.500	76.200
45	1438	101.100	115.050
