 	no	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory	x_corr[um]	y_corr[um]	Time	st dev x	st dev y
45	8166	39.463	37.554	3134.135	490.869	0.809	0.730	380	11	0.059	-0.020	57.000	0.133	0.146
46	8167	38.832	35.071	3134.183	490.909	0.840	0.774	381	11	0.131	0.062	57.150	0.132	0.154
47	8168	39.147	36.056	3134.255	490.787	0.767	0.747	382	11	0.258	-0.126	57.300	0.136	0.152
48	8169	39.468	40.416	3134.125	490.838	0.692	0.689	383	11	0.022	-0.055	57.450	0.138	0.152
49	8170	39.118	38.578	3134.110	490.862	0.778	0.717	384	11	0.027	-0.013	57.600	0.139	0.154
50	8171	39.212	36.710	3134.148	490.868	0.742	0.717	385	11	0.074	0.006	57.750	0.137	0.100
51	8172	39.750	40.438	3134.202	490.936	0.723	0.654	386	11	0.169	0.129	57.900	0.138	0.111
52	8173	39.150	37.010	3134.185	490.854	0.747	0.753	387	11	0.148	-0.025	58.050	0.137	0.111
53	8174	39.378	35.725	3134.189	490.774	0.752	0.743	388	11	0.159	-0.148	58.200	0.136	0.112
54	8175	39.220	37.092	3134.192	490.833	0.768	0.739	389	11	0.161	-0.060	58.350	0.137	0.108
55	8176	39.468	38.661	3134.170	490.812	0.739	0.703	390	11	0.117	-0.074	58.500	0.135	0.102
56	8177	39.004	15.601	3134.098	490.888	0.734	1.100	391	11	-0.002	0.052	58.650	0.135	0.094
57	8178	39.374	38.626	3134.187	490.855	0.672	0.727	392	11	0.156	-0.009	58.800	0.063	0.079
58	8179	38.764	36.496	3134.150	490.835	0.772	0.761	393	11	0.084	-0.033	58.950	0.063	0.076
59	8180	39.452	39.185	3134.117	490.758	0.699	0.714	394	11	0.046	-0.155	59.100	0.063	0.079
60	8181	39.495	38.475	3134.159	490.672	0.742	0.751	395	11	0.097	-0.276	59.250	0.063	0.093
61	8182	39.259	35.384	3134.148	490.710	0.754	0.759	396	11	0.081	-0.199	59.400	0.063	0.096
62	8183	39.268	27.946	3134.585	490.663	0.475	0.766	397	11	0.769	-0.300	59.550	0.162	0.110
63	8184	38.894	33.003	3134.192	490.748	0.830	0.797	399	11	0.157	-0.163	59.850	0.161	0.110
64	8185	39.093	36.753	3134.184	490.657	0.761	0.766	400	11	0.155	-0.300	60.000	0.160	0.121
65	8186	39.390	37.900	3134.125	490.628	0.744	0.750	401	11	0.037	-0.346	60.150	0.161	0.133
66	8187	38.919	39.533	3134.172	490.754	0.699	0.749	402	11	0.134	-0.113	60.300	0.161	0.127
67	8188	40.338	38.840	3134.184	490.761	0.705	0.717	403	11	0.151	-0.115	60.450	0.159	0.127
68	8189	39.236	40.670	3134.108	490.752	0.700	0.718	404	11	0.037	-0.137	60.600	0.158	0.126
69	8190	39.181	39.308	3134.109	490.765	0.725	0.710	405	11	0.045	-0.105	60.750	0.157	0.124
70	8191	39.068	39.924	3134.117	490.753	0.746	0.688	406	11	0.051	-0.122	60.900	0.158	0.121
71	8192	39.327	39.203	3134.126	490.808	0.773	0.746	407	11	0.062	-0.030	61.050	0.159	0.108
72	8193	39.003	38.651	3134.128	490.719	0.704	0.765	408	11	0.068	-0.180	61.200	0.159	0.105
73	8194	39.631	38.787	3134.107	490.700	0.736	0.698	409	11	0.051	-0.215	61.350	0.160	0.106
74	8195	39.624	40.798	3134.125	490.791	0.703	0.690	410	11	0.080	-0.071	61.500	0.160	0.106
75	8196	39.335	38.947	3134.104	490.760	0.712	0.709	411	11	0.028	-0.106	61.650	0.161	0.105
76	8197	39.406	39.877	3134.125	490.696	0.724	0.722	412	11	0.079	-0.199	61.800	0.159	0.094
77	8198	39.641	37.307	3134.180	490.631	0.756	0.771	413	11	0.177	-0.320	61.950	0.160	0.094
78	8199	39.342	38.637	3134.107	490.789	0.770	0.734	414	11	0.065	-0.061	62.100	0.160	0.092
79	8200	40.177	39.113	3134.179	490.800	0.721	0.685	415	11	0.157	-0.048	62.250	0.159	0.096
80	8201	41.981	77.802	3133.819	490.518	0.719	0.726	416	11	-0.396	-0.489	62.400	0.197	0.118
81	8202	45.461	203.064	3133.380	490.586	0.741	0.802	417	11	-1.092	-0.409	62.550	0.332	0.129
82	8203	43.649	206.010	3133.366	490.618	0.741	0.794	418	11	-1.143	-0.333	62.700	0.382	0.130
83	8204	43.174	206.093	3133.352	490.725	0.745	0.791	419	11	-1.130	-0.189	62.850	0.448	0.130
84	8205	43.424	205.319	3133.382	490.739	0.732	0.772	420	11	-1.079	-0.152	63.000	0.491	0.128
85	8206	43.131	209.101	3133.385	490.746	0.740	0.792	421	11	-1.087	-0.144	63.150	0.527	0.123
86	8207	43.617	214.335	3133.383	490.743	0.741	0.783	422	11	-1.099	-0.139	63.300	0.553	0.122
87	8208	43.324	210.570	3133.382	490.825	0.737	0.780	423	11	-1.091	-0.011	63.450	0.570	0.127
88	8209	43.922	215.469	3133.369	490.846	0.734	0.776	424	11	-1.112	0.041	63.600	0.585	0.136
89	8210	43.900	213.824	3133.363	490.883	0.720	0.779	425	11	-1.100	0.076	63.750	0.593	0.145
90	8211	43.481	214.446	3133.367	490.891	0.737	0.777	426	11	-1.106	0.077	63.900	0.596	0.154
91	8212	43.495	215.678	3133.346	490.851	0.737	0.780	427	11	-1.143	0.028	64.050	0.593	0.157
92	8213	43.385	207.452	3133.371	490.854	0.727	0.770	428	11	-1.084	0.038	64.200	0.581	0.162
93	8214	40.287	38.235	3132.859	490.844	1.212	0.792	429	11	-1.907	0.014	64.350	0.620	0.164
94	66180	40.681	137.503	2294.839	805.405	0.542	0.538	334	115	0.058	0.098	50.100	0.000	0.000
95	66181	40.731	125.016	2294.834	805.459	0.546	0.594	335	115	0.047	0.142	50.250	0.008	0.031
96	66182	40.983	133.621	2294.814	805.401	0.535	0.596	336	115	-0.006	0.078	50.400	0.034	0.033
97	66183	41.200	124.393	2294.819	805.442	0.530	0.622	337	115	0.025	0.151	50.550	0.028	0.035
98	66184	40.951	134.500	2294.852	805.346	0.531	0.552	338	115	0.067	-0.027	50.700	0.029	0.071
99	66185	41.210	134.894	2294.831	805.322	0.533	0.567	339	115	0.025	-0.048	50.850	0.027	0.085
100	66186	40.951	134.783	2294.840	805.415	0.543	0.574	340	115	0.049	0.089	51.000	0.025	0.078
101	66187	40.768	132.149	2294.868	805.281	0.541	0.565	341	115	0.112	-0.145	51.150	0.035	0.104
102	66188	41.431	140.946	2294.837	805.271	0.526	0.539	342	115	0.045	-0.117	51.300	0.033	0.111
103	66189	41.080	142.739	2294.841	805.268	0.531	0.536	343	115	0.049	-0.133	51.450	0.031	0.116
104	66190	41.105	141.707	2294.869	805.249	0.533	0.540	344	115	0.085	-0.168	51.600	0.031	0.122
105	66191	41.106	145.029	2294.855	805.255	0.531	0.532	345	115	0.072	-0.161	51.750	0.030	0.125
106	66192	40.878	137.152	2294.849	805.356	0.532	0.576	346	115	0.067	0.011	51.900	0.030	0.120
107	66193	40.852	133.201	2294.864	805.372	0.548	0.596	347	115	0.103	0.025	52.050	0.031	0.116
108	66194	40.718	135.320	2294.871	805.369	0.542	0.573	348	115	0.095	0.031	52.200	0.032	0.112
109	66195	41.305	141.798	2294.856	805.263	0.528	0.542	349	115	0.038	-0.146	52.350	0.031	0.113
110	66196	40.899	142.600	2294.878	805.265	0.528	0.534	350	115	0.067	-0.145	52.500	0.030	0.114
111	66197	41.134	142.240	2294.885	805.224	0.533	0.537	351	115	0.099	-0.201	52.650	0.031	0.118
112	66198	40.993	148.572	2294.903	805.243	0.528	0.531	352	115	0.107	-0.174	52.800	0.032	0.119
113	66199	40.960	145.477	2294.889	805.244	0.530	0.546	353	115	0.110	-0.191	52.950	0.033	0.120
114	66200	41.075	143.096	2294.847	805.252	0.517	0.556	354	115	0.019	-0.188	53.100	0.034	0.118
115	66201	40.992	140.096	2294.834	805.159	0.526	0.550	355	115	-0.013	-0.329	53.250	0.038	0.122
116	66202	40.887	146.776	2294.836	805.233	0.529	0.548	356	115	0.016	-0.219	53.400	0.036	0.118
117	66203	40.904	138.350	2294.825	805.319	0.528	0.567	357	115	-0.025	-0.065	53.550	0.041	0.102
118	66204	41.265	138.433	2294.823	805.345	0.525	0.550	358	115	-0.033	-0.028	53.700	0.045	0.102
119	66205	40.992	143.643	2294.848	805.189	0.532	0.537	359	115	0.028	-0.283	53.850	0.045	0.108
120	66206	40.919	141.216	2294.838	805.252	0.540	0.555	360	115	0.024	-0.196	54.000	0.046	0.096
121	66207	41.130	142.594	2294.850	805.221	0.544	0.543	361	115	0.042	-0.225	54.150	0.044	0.098
122	66208	41.196	142.813	2294.831	805.222	0.544	0.552	362	115	0.017	-0.245	54.300	0.044	0.100
123	66209	41.173	142.273	2294.820	805.245	0.533	0.545	363	115	1.000E-4	-0.208	54.450	0.046	0.101
124	66210	41.164	146.340	2294.812	805.284	0.541	0.535	364	115	-0.026	-0.146	54.600	0.047	0.101
125	66211	41.047	142.554	2294.877	805.277	0.526	0.540	365	115	0.090	-0.143	54.750	0.048	0.101
126	66212	41.114	148.282	2294.842	805.249	0.519	0.544	366	115	0.033	-0.185	54.900	0.048	0.093
127	66213	40.890	139.139	2294.830	805.324	0.541	0.557	367	115	0.019	-0.078	55.050	0.046	0.084
128	66214	42.130	146.541	2294.814	805.300	0.520	0.551	368	115	-0.003	-0.099	55.200	0.044	0.072
129	66215	41.060	138.814	2294.843	805.237	0.532	0.553	369	115	0.052	-0.205	55.350	0.044	0.072
130	66216	40.934	144.995	2294.832	805.282	0.539	0.543	370	115	0.020	-0.112	55.500	0.044	0.074
131	66217	41.109	149.459	2294.800	805.279	0.514	0.531	371	115	-0.016	-0.088	55.650	0.041	0.076
132	66218	41.005	149.308	2294.825	805.265	0.525	0.531	372	115	0.014	-0.130	55.800	0.036	0.076
133	66219	40.672	144.037	2294.816	805.177	0.540	0.548	373	115	-0.006	-0.256	55.950	0.030	0.079
134	66220	41.303	149.558	2294.823	805.231	0.528	0.532	374	115	0.007	-0.195	56.100	0.030	0.079
135	66221	41.099	142.158	2294.811	805.183	0.539	0.553	375	115	-0.010	-0.284	56.250	0.029	0.075
136	66222	41.009	140.802	2294.806	805.242	0.538	0.555	376	115	0.011	-0.185	56.400	0.029	0.074
137	66223	40.913	141.634	2294.842	805.256	0.539	0.537	377	115	0.043	-0.171	56.550	0.029	0.070
138	66224	41.131	149.940	2294.814	805.296	0.526	0.528	378	115	0.013	-0.104	56.700	0.026	0.063
139	66225	41.267	138.161	2294.848	805.274	0.536	0.550	379	115	0.061	-0.125	56.850	0.028	0.059
140	66226	41.326	148.493	2294.839	805.276	0.547	0.532	380	115	0.060	-0.135	57.000	0.030	0.059
141	66227	41.110	141.636	2294.823	805.280	0.532	0.551	381	115	0.030	-0.111	57.150	0.029	0.059
142	66228	41.149	142.737	2294.819	805.305	0.540	0.539	382	115	0.036	-0.064	57.300	0.029	0.059
143	66229	40.920	145.060	2294.848	805.356	0.543	0.546	383	115	0.054	0.008	57.450	0.030	0.067
144	66230	40.784	134.614	2294.833	805.384	0.545	0.567	384	115	0.059	0.056	57.600	0.028	0.080
145	66231	40.917	137.530	2294.855	805.295	0.539	0.547	385	115	0.080	-0.077	57.750	0.027	0.081
146	66232	41.035	148.217	2294.831	805.276	0.528	0.544	386	115	0.051	-0.093	57.900	0.028	0.080
147	66233	40.596	137.270	2294.855	805.232	0.546	0.569	387	115	0.095	-0.186	58.050	0.031	0.081
148	66234	41.056	142.248	2294.835	805.237	0.522	0.559	388	115	0.068	-0.173	58.200	0.031	0.081
149	66235	40.816	141.388	2294.840	805.251	0.532	0.552	389	115	0.073	-0.157	58.350	0.032	0.079
150	66236	41.147	153.147	2294.824	805.270	0.512	0.527	390	115	0.038	-0.107	58.500	0.032	0.079
151	66237	41.055	142.009	2294.835	805.198	0.527	0.552	391	115	0.053	-0.218	58.650	0.029	0.081
152	66238	41.063	140.649	2294.823	805.253	0.542	0.546	392	115	0.049	-0.139	58.800	0.028	0.081
153	66239	41.051	145.146	2294.823	805.227	0.534	0.536	393	115	0.036	-0.172	58.950	0.026	0.077
154	66240	41.193	142.583	2294.802	805.275	0.532	0.535	394	115	0.017	-0.095	59.100	0.026	0.076
155	66241	41.206	141.678	2294.806	805.252	0.538	0.545	395	115	0.007	-0.114	59.250	0.024	0.066
156	66242	41.063	149.221	2294.809	805.243	0.517	0.532	396	115	0.014	-0.113	59.400	0.024	0.064
157	66243	41.228	143.239	2294.817	805.292	0.533	0.533	397	115	0.015	-0.060	59.550	0.025	0.064
158	66244	40.737	129.390	2294.843	805.367	0.543	0.583	398	115	0.059	0.051	59.700	0.024	0.073
159	66245	41.166	142.564	2294.815	805.239	0.531	0.538	399	115	0.029	-0.144	59.850	0.024	0.074
160	66246	41.318	145.876	2294.787	805.273	0.527	0.547	400	115	-0.005	-0.080	60.000	0.026	0.073
161	66247	40.541	142.785	2294.821	805.201	0.548	0.542	401	115	0.026	-0.196	60.150	0.026	0.076
162	66248	40.516	136.077	2294.825	805.241	0.551	0.547	402	115	0.054	-0.100	60.300	0.026	0.076
163	66249	40.955	139.448	2294.837	805.330	0.543	0.547	403	115	0.071	0.029	60.450	0.027	0.078
164	66250	40.855	142.881	2294.804	805.196	0.521	0.550	404	115	0.025	-0.193	60.600	0.027	0.070
165	66251	40.853	142.979	2294.798	805.234	0.537	0.534	405	115	0.022	-0.121	60.750	0.026	0.069
166	66252	40.808	141.970	2294.792	805.227	0.529	0.554	406	115	0.006	-0.130	60.900	0.027	0.069
167	66253	41.233	147.412	2294.825	805.245	0.538	0.541	407	115	0.056	-0.097	61.050	0.024	0.068
168	66254	41.199	144.522	2294.801	805.222	0.524	0.539	408	115	0.020	-0.142	61.200	0.022	0.067
169	66255	41.153	143.790	2294.784	805.263	0.532	0.533	409	115	0.009	-0.081	61.350	0.021	0.066
170	66256	41.032	144.420	2294.792	805.245	0.534	0.522	410	115	0.022	-0.111	61.500	0.021	0.066
171	66257	41.123	137.925	2294.791	805.227	0.538	0.554	411	115	0.002	-0.126	61.650	0.021	0.061
172	66258	41.143	136.141	2294.802	805.322	0.541	0.583	412	115	0.037	0.037	61.800	0.021	0.069
173	66259	41.078	141.213	2294.783	805.234	0.538	0.548	413	115	0.017	-0.121	61.950	0.020	0.067
174	66260	41.293	135.368	2294.778	805.268	0.553	0.542	414	115	0.014	-0.061	62.100	0.021	0.067
175	66261	40.981	141.646	2294.785	805.276	0.536	0.555	415	115	0.001	-0.053	62.250	0.021	0.068
176	66262	40.902	141.244	2294.785	805.284	0.533	0.559	416	115	0.024	-0.030	62.400	0.021	0.069
177	66263	41.174	140.573	2294.784	805.242	0.539	0.538	417	115	0.030	-0.126	62.550	0.021	0.069
178	66264	41.132	144.663	2294.794	805.305	0.548	0.540	418	115	0.017	-7.000E-4	62.700	0.019	0.064
179	66265	41.335	137.204	2294.774	805.388	0.528	0.582	419	115	0.020	0.106	62.850	0.019	0.077
180	66266	41.192	141.759	2294.815	805.266	0.537	0.546	420	115	0.089	-0.075	63.000	0.023	0.077
181	66267	40.681	144.959	2294.781	805.259	0.535	0.544	421	115	0.022	-0.089	63.150	0.023	0.072
182	66268	41.165	144.974	2294.799	805.230	0.531	0.544	422	115	0.042	-0.126	63.300	0.022	0.072
183	66269	40.953	144.505	2294.772	805.197	0.541	0.536	423	115	0.008	-0.182	63.450	0.020	0.072
184	66270	40.874	142.687	2294.808	805.243	0.535	0.535	424	115	0.066	-0.090	63.600	0.022	0.067
185	66271	40.959	145.791	2294.805	805.256	0.541	0.547	425	115	0.083	-0.094	63.750	0.026	0.067
186	66272	41.249	141.155	2294.818	805.178	0.544	0.538	426	115	0.090	-0.231	63.900	0.028	0.074
187	66273	41.773	141.768	2294.816	805.166	0.542	0.548	427	115	0.084	-0.235	64.050	0.030	0.081
188	66274	40.768	148.894	2294.818	805.218	0.526	0.533	428	115	0.106	-0.146	64.200	0.034	0.082
189	66275	40.871	142.731	2294.820	805.181	0.545	0.540	429	115	0.106	-0.213	64.350	0.036	0.086
190	66276	40.886	144.277	2294.822	805.160	0.544	0.557	430	115	0.106	-0.243	64.500	0.038	0.092
191	66277	41.203	146.672	2294.794	805.217	0.531	0.540	431	115	0.031	-0.121	64.650	0.037	0.092
192	66278	41.426	147.799	2294.820	805.218	0.535	0.530	432	115	0.109	-0.132	64.800	0.039	0.086
193	66279	41.137	141.306	2294.850	805.221	0.541	0.531	433	115	0.162	-0.114	64.950	0.045	0.086
194	66280	41.062	140.872	2294.843	805.217	0.547	0.537	434	115	0.126	-0.122	65.100	0.046	0.085
195	66281	41.077	140.106	2294.878	805.269	0.542	0.539	435	115	0.199	-0.047	65.250	0.052	0.085
196	66282	40.764	143.480	2294.853	805.233	0.528	0.565	436	115	0.160	-0.092	65.400	0.054	0.083
197	66283	40.956	142.877	2294.850	805.170	0.524	0.549	437	115	0.155	-0.190	65.550	0.055	0.084
198	66284	41.295	140.947	2294.894	805.243	0.541	0.546	438	115	0.215	-0.083	65.700	0.059	0.080
199	66285	41.242	138.310	2294.872	805.302	0.518	0.548	439	115	0.222	0.031	65.850	0.062	0.070
200	66286	40.508	139.040	2294.889	805.199	0.535	0.544	440	115	0.221	-0.155	66.000	0.066	0.068
201	66287	41.061	145.298	2294.910	805.185	0.535	0.528	441	115	0.245	-0.165	66.150	0.068	0.068
202	66288	41.629	149.692	2294.897	805.213	0.527	0.524	442	115	0.234	-0.125	66.300	0.069	0.068
203	84222	35.601	43.118	2568.429	98.513	0.686	0.767	334	136	0.067	-0.053	50.100	0.000	0.000
204	84223	34.950	38.016	2568.396	98.517	0.760	0.845	335	136	0.012	-0.089	50.250	0.039	0.026
205	84224	35.402	42.627	2568.433	98.406	0.684	0.712	336	136	0.049	-0.238	50.400	0.028	0.098
206	84225	35.285	41.716	2568.428	98.440	0.711	0.751	337	136	0.064	-0.176	50.550	0.025	0.084
207	84226	35.546	45.196	2568.470	98.522	0.687	0.720	338	136	0.121	-0.069	50.700	0.039	0.079
208	84227	35.232	43.300	2568.458	98.360	0.682	0.710	339	136	0.094	-0.311	50.850	0.037	0.104
209	84228	35.167	41.503	2568.479	98.317	0.713	0.779	340	136	0.137	-0.392	51.000	0.043	0.130
210	84229	35.388	43.362	2568.420	98.361	0.689	0.724	341	136	0.060	-0.341	51.150	0.040	0.132
211	84230	34.996	42.578	2568.483	98.419	0.732	0.711	342	136	0.143	-0.204	51.300	0.044	0.123
212	84231	35.589	44.099	2568.473	98.351	0.666	0.721	343	136	0.126	-0.324	51.450	0.044	0.122
213	84232	35.185	39.140	2568.472	98.476	0.760	0.738	344	136	0.114	-0.129	51.600	0.042	0.119
214	84233	35.366	40.704	2568.482	98.549	0.734	0.772	345	136	0.141	-0.014	51.750	0.043	0.127
215	84234	35.042	41.143	2568.407	98.578	0.734	0.769	346	136	0.024	0.043	51.900	0.045	0.138
216	84235	35.208	43.425	2568.394	98.556	0.685	0.780	347	136	0.016	-0.004	52.050	0.048	0.141
217	84236	35.300	43.009	2568.408	98.579	0.710	0.737	348	136	0.019	0.043	52.200	0.049	0.146
218	84237	35.356	43.246	2568.448	98.402	0.695	0.740	349	136	0.051	-0.247	52.350	0.048	0.143
219	84238	35.208	42.598	2568.447	98.482	0.733	0.738	350	136	0.043	-0.122	52.500	0.047	0.138
220	84239	35.033	42.974	2568.439	98.494	0.743	0.740	351	136	0.050	-0.093	52.650	0.046	0.135
221	84240	35.160	39.564	2568.510	98.724	0.787	0.778	352	136	0.143	0.272	52.800	0.047	0.163
222	84241	35.186	39.745	2568.467	98.723	0.724	0.763	353	136	0.100	0.251	52.950	0.046	0.180
223	84242	35.152	40.704	2568.465	98.595	0.707	0.811	354	136	0.073	0.037	53.100	0.046	0.183
224	84243	35.110	43.713	2568.420	98.490	0.712	0.745	355	136	-0.010	-0.123	53.250	0.048	0.183
225	84244	35.313	42.049	2568.431	98.357	0.731	0.755	356	136	0.033	-0.345	53.400	0.049	0.188
226	84245	35.517	39.323	2568.426	98.511	0.742	0.751	357	136	0.002	-0.082	53.550	0.052	0.188
227	84246	35.360	43.213	2568.420	98.569	0.691	0.764	358	136	-0.013	0.006	53.700	0.054	0.189
228	84247	35.083	40.351	2568.393	98.558	0.756	0.782	359	136	-0.035	-0.016	53.850	0.058	0.184
229	84248	35.279	43.190	2568.391	98.433	0.687	0.775	360	136	-0.026	-0.230	54.000	0.058	0.173
230	84249	35.294	43.074	2568.398	98.401	0.712	0.725	361	136	-0.016	-0.261	54.150	0.060	0.168
231	84250	35.542	41.038	2568.441	98.450	0.738	0.743	362	136	0.058	-0.203	54.300	0.056	0.168
232	84251	35.737	39.443	2568.382	98.436	0.693	0.797	363	136	-0.036	-0.227	54.450	0.055	0.161
233	84252	35.384	44.549	2568.368	98.356	0.664	0.723	364	136	-0.071	-0.354	54.600	0.057	0.173
234	84253	35.062	42.867	2568.368	98.426	0.691	0.811	365	136	-0.060	-0.228	54.750	0.054	0.175
235	84254	35.264	43.159	2568.336	98.383	0.716	0.706	366	136	-0.112	-0.295	54.900	0.061	0.177
236	84255	35.092	41.753	2568.386	98.467	0.745	0.745	367	136	-0.026	-0.173	55.050	0.061	0.176
237	84256	35.192	40.696	2568.361	98.521	0.692	0.823	368	136	-0.063	-0.069	55.200	0.063	0.172
238	84257	35.356	44.288	2568.379	98.497	0.689	0.702	369	136	-0.026	-0.112	55.350	0.063	0.170
239	84258	35.205	40.154	2568.358	98.581	0.700	0.804	370	136	-0.074	0.043	55.500	0.064	0.174
240	84259	35.207	40.828	2568.357	98.488	0.702	0.782	371	136	-0.060	-0.078	55.650	0.064	0.174
241	84260	35.168	39.479	2568.317	98.583	0.723	0.813	372	136	-0.133	0.055	55.800	0.058	0.154
242	84261	35.166	41.590	2568.323	98.593	0.688	0.778	373	136	-0.130	0.086	55.950	0.055	0.137
243	84262	35.250	41.612	2568.334	98.588	0.702	0.751	374	136	-0.111	0.053	56.100	0.051	0.138
244	84263	35.228	41.183	2568.374	98.661	0.688	0.785	375	136	-0.045	0.157	56.250	0.050	0.152
245	84264	35.411	42.511	2568.400	98.429	0.695	0.754	376	136	0.026	-0.209	56.400	0.050	0.144
246	84265	34.946	42.919	2568.348	98.374	0.729	0.777	377	136	-0.082	-0.306	56.550	0.049	0.150
247	84266	35.669	43.080	2568.453	98.439	0.641	0.763	378	136	0.100	-0.198	56.700	0.059	0.148
248	84267	35.157	44.929	2568.437	98.515	0.687	0.723	379	136	0.068	-0.063	56.850	0.064	0.147
249	84268	35.122	42.538	2568.392	98.485	0.721	0.768	380	136	0.010	-0.125	57.000	0.065	0.145
250	84269	35.240	40.886	2568.425	98.500	0.715	0.780	381	136	0.058	-0.083	57.150	0.069	0.142
251	84270	34.883	41.202	2568.472	98.553	0.748	0.768	382	136	0.146	0.009	57.300	0.077	0.143
252	84271	35.573	38.935	2568.436	98.602	0.708	0.780	383	136	0.060	0.077	57.450	0.080	0.146
