 	trajectory	start	end
1	28	51.600	71.700
2	118	51.000	67.050
3	123	55.800	73.200
4	156	52.500	59.250
5	168	53.850	79.050
6	189	53.100	76.350
7	262	56.550	88.050
8	305	53.700	108.600
9	315	51.450	62.550
10	316	53.400	73.050
11	321	54.300	90.150
12	356	51.300	59.400
13	416	52.350	72.150
14	440	76.950	124.650
15	441	52.650	75.900
16	470	54.750	100.500
17	489	50.400	65.100
18	490	55.200	87.450
19	526	60.750	96.450
20	591	61.050	67.200
21	616	60.600	71.100
22	620	51.450	74.850
23	636	53.850	63.900
24	652	57.150	93.000
25	658	69.750	81.150
26	713	70.350	95.700
27	715	62.850	126.300
28	750	52.200	64.200
29	769	52.800	91.800
30	789	56.400	91.200
31	816	50.700	64.350
32	823	53.550	78.750
33	835	66.900	94.500
34	887	64.050	71.400
35	1018	56.400	78.600
36	1046	55.950	76.200
37	1049	75.450	92.250
38	1107	119.250	152.850
39	1138	91.800	106.950
40	1181	127.500	132.300
41	1239	211.800	218.100
