 	trajectory	start	end
1	11	54.600	62.250
2	115	52.650	64.650
3	136	65.700	110.250
4	193	54.450	90.000
5	205	64.800	109.950
6	219	56.400	84.900
7	240	54.900	73.050
8	253	50.100	58.800
9	259	53.100	68.850
10	262	51.000	67.350
11	272	61.500	101.400
12	300	51.000	57.600
13	316	57.300	88.800
14	376	51.150	66.600
15	463	53.400	66.600
16	464	57.450	92.400
17	495	79.050	97.350
18	517	57.600	96.150
19	587	51.900	58.200
20	598	63.900	89.250
21	651	58.050	124.050
22	656	85.950	200.250
23	656	200.250	55.500
24	674	82.050	57.600
25	797	103.650	53.550
26	801	65.700	54.300
27	813	70.050	52.050
28	815	67.650	53.550
29	848	88.350	93.300
30	883	121.200	60.750
31	900	69.300	63.750
32	902	90.450	69.150
33	928	83.100	50.700
34	953	66.900	54.300
35	960	77.700	53.100
36	970	63.300	50.400
37	997	57.750	51.000
38	1065	60.450	52.350
39	1183	66.450	69.450
40	1298	88.500	73.950
41	1313	97.500	91.050
42	1333	103.950	92.850
43	1348	103.650	103.500
44	1357	118.800	114.150
45	1367	125.850	132.750
46	1386	145.500	62.100
