 	no	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory	x_corr[um]	y_corr[um]	Time	st dev x	st dev y
54	14368	39.376	95.456	1039.140	2067.955	0.615	0.557	387	29	0.021	-0.094	58.050	0.031	0.072
55	14369	39.566	101.472	1039.140	2067.967	0.597	0.551	388	29	0.025	-0.070	58.200	0.030	0.070
56	14370	39.056	98.675	1039.160	2068.030	0.608	0.580	389	29	0.054	0.025	58.350	0.030	0.074
57	14371	39.331	95.827	1039.162	2067.963	0.595	0.570	390	29	0.049	-0.063	58.500	0.030	0.074
58	14372	39.093	94.155	1039.160	2068.079	0.608	0.589	391	29	0.042	0.127	58.650	0.030	0.090
59	14373	39.572	93.985	1039.143	2068.084	0.613	0.570	392	29	0.030	0.126	58.800	0.029	0.088
60	14374	39.537	93.831	1039.136	2068.074	0.609	0.568	393	29	0.007	0.119	58.950	0.027	0.096
61	14375	39.464	100.422	1039.156	2068.034	0.593	0.576	394	29	0.053	0.055	59.100	0.026	0.095
62	14376	39.460	93.842	1039.128	2068.030	0.609	0.572	395	29	-0.008	0.066	59.250	0.027	0.095
63	14377	39.626	98.790	1039.120	2067.965	0.591	0.559	396	29	-0.019	-0.022	59.400	0.027	0.087
64	14378	39.501	101.329	1039.142	2067.917	0.604	0.560	397	29	0.004	-0.125	59.550	0.026	0.090
65	14379	40.995	99.725	1039.138	2067.964	0.602	0.577	398	29	4.000E-4	-0.058	59.700	0.024	0.087
66	14380	39.324	101.043	1039.128	2067.910	0.589	0.562	399	29	-4.000E-4	-0.135	59.850	0.025	0.090
67	14381	39.267	97.640	1039.132	2067.925	0.607	0.581	400	29	0.016	-0.102	60.000	0.025	0.090
68	14382	39.513	98.770	1039.147	2067.948	0.598	0.561	401	29	0.017	-0.065	60.150	0.024	0.090
69	14383	39.240	105.461	1039.131	2067.859	0.574	0.566	402	29	0.013	-0.176	60.300	0.024	0.092
70	14384	39.475	97.526	1039.152	2067.880	0.596	0.575	403	29	0.044	-0.155	60.450	0.023	0.095
71	14385	39.143	95.634	1039.128	2067.829	0.614	0.573	404	29	0.013	-0.244	60.600	0.022	0.105
72	14386	39.488	100.561	1039.143	2067.914	0.583	0.556	405	29	0.044	-0.097	60.750	0.023	0.104
73	14387	39.655	95.988	1039.144	2067.884	0.610	0.555	406	29	0.039	-0.143	60.900	0.022	0.106
74	14388	39.522	100.483	1039.116	2067.879	0.602	0.565	407	29	-0.009	-0.147	61.050	0.023	0.108
75	14389	39.735	101.426	1039.126	2067.815	0.578	0.538	408	29	0.009	-0.257	61.200	0.023	0.117
76	14390	39.580	98.478	1039.137	2067.871	0.596	0.561	409	29	0.044	-0.172	61.350	0.022	0.118
77	14391	39.426	101.105	1039.130	2067.880	0.602	0.557	410	29	0.033	-0.159	61.500	0.021	0.119
78	14392	39.689	95.593	1039.149	2067.904	0.596	0.560	411	29	0.044	-0.107	61.650	0.021	0.109
79	14393	39.238	102.022	1039.137	2067.899	0.592	0.563	412	29	0.043	-0.105	61.800	0.022	0.097
80	14394	39.346	97.361	1039.121	2067.809	0.601	0.575	413	29	0.027	-0.266	61.950	0.022	0.088
81	14395	39.590	94.837	1039.099	2067.852	0.590	0.570	414	29	-0.003	-0.191	62.100	0.021	0.079
82	14396	39.610	103.649	1039.141	2067.908	0.589	0.555	415	29	0.041	-0.106	62.250	0.021	0.065
83	14397	39.711	93.615	1039.115	2067.958	0.597	0.573	416	29	0.022	-0.016	62.400	0.018	0.065
84	14398	39.161	96.382	1039.129	2068.008	0.591	0.573	417	29	0.051	0.035	62.550	0.019	0.076
85	14399	39.541	97.627	1039.121	2067.995	0.618	0.543	418	29	0.010	0.039	62.700	0.018	0.084
86	14400	39.575	98.179	1039.143	2067.912	0.599	0.571	419	29	0.080	-0.120	62.850	0.021	0.084
87	14401	39.810	99.791	1039.086	2067.950	0.581	0.563	420	29	-0.008	-0.045	63.000	0.023	0.086
88	14402	39.795	101.486	1039.129	2067.862	0.579	0.567	421	29	0.048	-0.189	63.150	0.023	0.086
89	14403	39.376	95.674	1039.135	2067.928	0.592	0.578	422	29	0.049	-0.074	63.300	0.023	0.086
90	14404	39.732	100.390	1039.121	2067.923	0.579	0.559	423	29	0.036	-0.085	63.450	0.023	0.086
91	14405	39.306	102.091	1039.104	2067.867	0.591	0.543	424	29	0.009	-0.156	63.600	0.023	0.082
92	14406	39.317	102.744	1039.104	2067.848	0.601	0.550	425	29	0.031	-0.211	63.750	0.023	0.084
93	14407	39.720	101.733	1039.107	2067.946	0.585	0.563	426	29	0.022	-0.066	63.900	0.023	0.085
94	14408	39.345	97.700	1039.163	2068.011	0.594	0.572	427	29	0.109	0.053	64.050	0.027	0.093
95	14409	39.602	100.249	1039.147	2067.989	0.566	0.550	428	29	0.102	0.024	64.200	0.030	0.091
96	14410	39.524	97.297	1039.128	2068.016	0.578	0.569	429	29	0.068	0.059	64.350	0.031	0.095
97	14411	39.315	96.705	1039.133	2067.962	0.595	0.572	430	29	0.073	-0.025	64.500	0.032	0.094
98	14412	39.643	96.692	1039.110	2067.934	0.592	0.566	431	29	0.006	-0.039	64.650	0.033	0.094
99	14413	39.371	100.014	1039.134	2067.895	0.582	0.560	432	29	0.081	-0.113	64.800	0.034	0.095
100	14414	39.441	97.869	1039.120	2068.005	0.593	0.566	433	29	0.064	0.076	64.950	0.034	0.089
101	14415	39.471	102.008	1039.138	2067.974	0.575	0.560	434	29	0.068	0.025	65.100	0.033	0.085
102	14416	39.350	100.751	1039.119	2067.931	0.585	0.546	435	29	0.054	-0.052	65.250	0.032	0.084
103	14417	39.744	102.172	1039.129	2067.885	0.570	0.550	436	29	0.071	-0.113	65.400	0.032	0.085
104	14418	39.465	99.826	1039.122	2067.918	0.586	0.561	437	29	0.059	-0.058	65.550	0.032	0.082
105	14419	39.107	98.134	1039.133	2067.940	0.591	0.571	438	29	0.067	-0.033	65.700	0.031	0.080
106	14420	39.192	94.210	1039.127	2067.943	0.610	0.567	439	29	0.100	-0.008	65.850	0.032	0.079
107	14421	39.533	98.736	1039.117	2068.018	0.592	0.580	440	29	0.056	0.091	66.000	0.028	0.085
108	14422	39.500	105.698	1039.124	2067.895	0.583	0.559	441	29	0.057	-0.094	66.150	0.028	0.079
109	14423	39.198	104.217	1039.100	2067.892	0.589	0.550	442	29	0.028	-0.103	66.300	0.029	0.080
110	14424	39.273	101.883	1039.111	2067.964	0.601	0.576	443	29	0.068	-0.007	66.450	0.029	0.080
111	14425	39.485	97.611	1039.093	2067.988	0.595	0.576	444	29	0.042	0.028	66.600	0.026	0.076
112	14426	39.793	93.468	1039.119	2067.986	0.579	0.559	445	29	0.103	0.041	66.750	0.027	0.064
113	14427	39.632	92.847	1039.132	2068.007	0.598	0.579	446	29	0.127	0.064	66.900	0.028	0.065
114	14428	39.304	94.268	1039.115	2068.061	0.592	0.568	447	29	0.079	0.176	67.050	0.027	0.076
115	14429	39.599	97.083	1039.095	2067.989	0.578	0.559	448	29	0.056	0.042	67.200	0.026	0.077
116	14430	39.585	97.917	1039.101	2068.074	0.594	0.565	449	29	0.085	0.186	67.350	0.026	0.087
117	14431	39.639	89.990	1039.080	2068.105	0.602	0.588	450	29	0.043	0.237	67.500	0.027	0.101
118	14432	39.356	98.033	1039.112	2068.076	0.569	0.578	451	29	0.088	0.207	67.650	0.023	0.108
119	14433	39.319	100.639	1039.108	2067.982	0.576	0.569	452	29	0.085	0.042	67.800	0.023	0.103
120	14434	39.264	97.202	1039.103	2067.921	0.590	0.575	453	29	0.087	-0.067	67.950	0.024	0.105
121	14435	39.760	102.112	1039.098	2067.917	0.576	0.551	454	29	0.074	-0.059	68.100	0.024	0.107
122	14436	39.881	95.327	1039.123	2067.998	0.597	0.565	455	29	0.132	0.089	68.250	0.027	0.106
123	14437	39.403	99.501	1039.064	2068.000	0.587	0.553	456	29	0.033	0.075	68.400	0.028	0.101
124	14438	39.677	97.854	1039.066	2067.939	0.580	0.560	457	29	0.021	-0.026	68.550	0.031	0.099
125	14439	39.320	97.189	1039.124	2068.045	0.595	0.588	458	29	0.113	0.164	68.700	0.032	0.101
126	14440	39.279	95.596	1039.098	2067.951	0.587	0.562	459	29	0.078	0.008	68.850	0.031	0.100
127	14441	39.225	98.924	1039.083	2067.840	0.600	0.558	460	29	0.050	-0.177	69.000	0.032	0.112
128	14442	39.485	97.201	1039.098	2068.025	0.588	0.574	461	29	0.091	0.139	69.150	0.032	0.110
129	14443	39.653	98.957	1039.123	2068.008	0.593	0.555	462	29	0.113	0.108	69.300	0.031	0.104
130	14444	39.320	101.139	1039.097	2068.020	0.590	0.566	463	29	0.066	0.129	69.450	0.031	0.104
131	14445	39.327	95.147	1039.089	2067.918	0.594	0.567	464	29	0.061	-0.040	69.600	0.030	0.106
132	14446	39.481	103.229	1039.089	2067.874	0.589	0.569	465	29	0.047	-0.084	69.750	0.030	0.111
133	14447	39.564	99.774	1039.097	2067.926	0.587	0.555	466	29	0.065	-0.028	69.900	0.028	0.113
134	14448	39.572	101.309	1039.071	2067.931	0.579	0.550	467	29	0.005	-0.016	70.050	0.032	0.110
135	14449	39.439	97.769	1039.078	2067.919	0.599	0.558	468	29	0.028	-0.046	70.200	0.033	0.112
136	14450	39.544	98.078	1039.111	2067.939	0.585	0.558	469	29	0.102	-0.015	70.350	0.034	0.108
137	14451	39.336	99.871	1039.099	2067.894	0.575	0.567	470	29	0.060	-0.078	70.500	0.033	0.099
138	14452	39.276	97.199	1039.123	2067.972	0.588	0.581	471	29	0.106	0.045	70.650	0.034	0.088
139	14453	39.489	91.875	1039.128	2068.024	0.604	0.578	472	29	0.117	0.129	70.800	0.035	0.092
140	14454	39.498	97.279	1039.094	2067.953	0.603	0.560	473	29	0.050	0.012	70.950	0.036	0.090
141	14455	39.343	99.362	1039.122	2068.020	0.565	0.564	474	29	0.110	0.136	71.100	0.036	0.092
142	14456	39.051	99.411	1039.120	2068.034	0.586	0.572	475	29	0.118	0.133	71.250	0.036	0.094
143	14457	39.598	99.102	1039.109	2067.943	0.574	0.541	476	29	0.107	-0.019	71.400	0.035	0.094
144	14458	39.618	100.635	1039.059	2067.942	0.575	0.554	477	29	0.020	-0.003	71.550	0.035	0.094
145	14459	39.041	99.459	1039.067	2067.952	0.576	0.560	478	29	0.024	0.010	71.700	0.036	0.088
146	14460	39.382	98.252	1039.100	2067.928	0.568	0.565	479	29	0.086	-0.051	71.850	0.036	0.089
147	14461	39.057	97.930	1039.074	2067.918	0.591	0.564	480	29	0.034	-0.068	72.000	0.037	0.080
148	14462	39.487	97.394	1039.130	2068.031	0.580	0.576	481	29	0.127	0.144	72.150	0.038	0.080
149	14463	39.506	97.311	1039.092	2068.094	0.588	0.565	482	29	0.059	0.238	72.300	0.037	0.092
150	14464	39.476	95.993	1039.090	2068.008	0.592	0.562	483	29	0.071	0.083	72.450	0.037	0.090
151	14465	38.985	94.648	1039.090	2067.961	0.611	0.567	484	29	0.076	-0.003	72.600	0.037	0.089
152	14466	39.423	98.766	1039.092	2067.929	0.582	0.554	485	29	0.091	-0.070	72.750	0.037	0.088
153	14467	39.410	98.138	1039.083	2067.949	0.587	0.568	486	29	0.061	-0.039	72.900	0.037	0.088
154	14468	38.956	104.683	1039.083	2067.904	0.584	0.574	487	29	0.068	-0.083	73.050	0.034	0.091
155	14469	38.988	99.089	1039.079	2067.877	0.588	0.567	488	29	0.051	-0.129	73.200	0.032	0.096
156	14470	39.353	100.886	1039.092	2067.869	0.594	0.544	489	29	0.070	-0.139	73.350	0.032	0.102
157	14471	39.213	103.528	1039.081	2067.875	0.579	0.556	490	29	0.038	-0.142	73.500	0.033	0.106
158	14472	39.629	100.226	1039.091	2067.910	0.570	0.563	491	29	0.068	-0.096	73.650	0.032	0.108
159	14473	39.248	103.028	1039.098	2067.909	0.563	0.552	492	29	0.070	-0.090	73.800	0.030	0.106
160	14474	39.385	95.492	1039.106	2067.992	0.584	0.553	493	29	0.085	0.039	73.950	0.030	0.106
161	14475	39.273	100.204	1039.097	2067.931	0.577	0.554	494	29	0.038	-0.048	74.100	0.029	0.101
162	14476	39.254	99.248	1039.117	2067.912	0.569	0.556	495	29	0.105	-0.074	74.250	0.028	0.096
163	14477	39.588	102.131	1039.082	2067.756	0.587	0.538	496	29	0.045	-0.340	74.400	0.027	0.118
164	14478	39.521	104.566	1039.090	2067.831	0.568	0.555	497	29	0.057	-0.211	74.550	0.025	0.124
165	14479	39.199	98.090	1039.098	2067.884	0.598	0.568	498	29	0.068	-0.121	74.700	0.023	0.124
166	14480	39.249	99.379	1039.113	2067.948	0.561	0.573	499	29	0.066	-0.041	74.850	0.023	0.124
167	14481	39.518	96.442	1039.120	2068.061	0.595	0.559	500	29	0.086	0.156	75.000	0.022	0.133
168	14482	39.268	100.500	1039.107	2067.967	0.596	0.563	501	29	0.069	0.005	75.150	0.017	0.126
169	14483	39.709	101.164	1039.098	2067.875	0.586	0.567	502	29	0.031	-0.117	75.300	0.019	0.105
170	14484	39.526	99.748	1039.108	2067.944	0.581	0.563	503	29	0.057	-0.009	75.450	0.019	0.100
171	14485	39.743	104.163	1039.106	2067.925	0.569	0.543	504	29	0.074	-0.024	75.600	0.019	0.099
172	14486	39.353	98.761	1039.104	2067.945	0.587	0.578	505	29	0.027	0.011	75.750	0.020	0.101
173	14487	39.478	101.970	1039.133	2068.031	0.564	0.560	506	29	0.099	0.164	75.900	0.021	0.114
174	14488	39.493	94.014	1039.104	2068.074	0.605	0.568	507	29	0.058	0.188	76.050	0.021	0.127
175	14489	39.448	97.701	1039.129	2068.054	0.599	0.583	508	29	0.096	0.161	76.200	0.022	0.134
176	14490	39.339	95.773	1039.121	2067.931	0.577	0.574	509	29	0.101	-0.038	76.350	0.024	0.132
177	14491	39.557	97.015	1039.077	2067.864	0.604	0.565	510	29	0.053	-0.121	76.500	0.023	0.131
178	14492	39.566	101.286	1039.097	2067.884	0.584	0.549	511	29	0.071	-0.101	76.650	0.023	0.132
179	14493	39.358	99.503	1039.095	2067.966	0.589	0.563	512	29	0.080	0.036	76.800	0.023	0.132
180	14494	39.259	101.795	1039.094	2067.875	0.572	0.544	513	29	0.066	-0.091	76.950	0.023	0.131
181	14495	39.027	93.720	1039.082	2067.930	0.597	0.562	514	29	0.056	0.012	77.100	0.022	0.132
182	14496	39.379	94.820	1039.113	2067.962	0.585	0.566	515	29	0.087	0.047	77.250	0.020	0.132
183	14497	39.623	102.765	1039.119	2067.890	0.563	0.548	516	29	0.098	-0.040	77.400	0.021	0.109
184	14498	39.152	102.479	1039.111	2067.888	0.595	0.555	517	29	0.109	-0.059	77.550	0.022	0.099
185	14499	39.361	97.533	1039.076	2067.865	0.592	0.541	518	29	0.045	-0.094	77.700	0.023	0.098
186	14500	39.837	105.077	1039.089	2067.880	0.574	0.539	519	29	0.062	-0.053	77.850	0.023	0.098
187	14501	39.203	98.304	1039.088	2067.850	0.591	0.545	520	29	0.085	-0.106	78.000	0.023	0.094
188	14502	39.101	101.270	1039.074	2067.848	0.579	0.570	521	29	0.020	-0.114	78.150	0.026	0.096
189	14503	39.400	100.669	1039.089	2067.856	0.588	0.569	522	29	0.074	-0.100	78.300	0.024	0.095
190	14504	39.362	99.838	1039.101	2067.839	0.579	0.563	523	29	0.094	-0.160	78.450	0.025	0.100
191	14505	39.287	101.346	1039.091	2067.779	0.605	0.554	524	29	0.066	-0.231	78.600	0.025	0.111
192	14506	39.293	98.165	1039.096	2067.860	0.586	0.561	525	29	0.064	-0.142	78.750	0.022	0.113
193	14507	39.339	102.810	1039.118	2067.818	0.593	0.555	526	29	0.109	-0.185	78.900	0.023	0.106
194	14508	39.487	105.351	1039.088	2067.820	0.593	0.543	527	29	0.051	-0.140	79.050	0.023	0.090
195	14509	39.308	99.389	1039.084	2067.808	0.583	0.550	528	29	0.016	-0.163	79.200	0.026	0.072
196	14510	39.524	100.611	1039.109	2067.884	0.595	0.551	529	29	0.077	-0.064	79.350	0.025	0.071
197	14511	39.564	104.624	1039.133	2067.795	0.578	0.549	530	29	0.081	-0.225	79.500	0.025	0.077
198	14512	39.497	107.278	1039.116	2067.833	0.590	0.563	531	29	0.075	-0.155	79.650	0.025	0.078
199	14513	39.585	100.242	1039.110	2067.852	0.592	0.567	532	29	0.046	-0.131	79.800	0.026	0.071
200	14514	39.328	99.530	1039.134	2067.790	0.598	0.555	533	29	0.098	-0.233	79.950	0.026	0.076
201	14515	39.278	105.146	1039.130	2067.888	0.598	0.563	534	29	0.069	-0.074	80.100	0.026	0.071
202	14516	39.126	102.002	1039.136	2067.878	0.603	0.554	535	29	0.098	-0.095	80.250	0.027	0.059
203	14517	38.802	96.150	1039.158	2067.884	0.617	0.563	536	29	0.125	-0.101	80.400	0.029	0.056
204	14518	39.285	100.111	1039.114	2067.844	0.576	0.566	537	29	0.027	-0.154	80.550	0.029	0.053
205	14519	39.151	99.915	1039.136	2067.884	0.572	0.570	538	29	0.084	-0.079	80.700	0.029	0.054
206	14520	39.734	96.400	1039.142	2067.990	0.587	0.554	539	29	0.085	0.089	80.850	0.029	0.072
207	14521	39.035	99.547	1039.124	2068.019	0.588	0.557	540	29	0.047	0.134	81.000	0.029	0.093
208	14522	39.301	101.547	1039.140	2067.922	0.588	0.565	541	29	0.081	-0.014	81.150	0.027	0.096
209	14523	39.497	98.609	1039.134	2067.876	0.587	0.549	542	29	0.069	-0.109	81.300	0.027	0.096
210	14524	39.406	102.511	1039.135	2067.961	0.593	0.565	543	29	0.059	0.036	81.450	0.026	0.100
211	14525	39.752	100.644	1039.141	2068.007	0.583	0.570	544	29	0.057	0.119	81.600	0.027	0.107
212	14526	39.558	99.878	1039.107	2067.942	0.599	0.561	545	29	0.020	-0.015	81.750	0.029	0.107
213	14527	39.602	96.799	1039.143	2067.931	0.605	0.565	546	29	0.084	-0.027	81.900	0.028	0.104
214	14528	40.395	96.151	1039.126	2068.011	0.592	0.564	547	29	0.055	0.090	82.050	0.027	0.109
215	14529	39.198	98.654	1039.153	2068.043	0.594	0.583	548	29	0.081	0.149	82.200	0.025	0.115
216	14530	39.229	97.763	1039.121	2067.898	0.580	0.555	549	29	0.059	-0.096	82.350	0.025	0.116
217	14531	39.373	97.680	1039.133	2067.946	0.591	0.553	550	29	0.066	-0.017	82.500	0.025	0.108
218	14532	39.542	98.894	1039.174	2067.993	0.581	0.563	551	29	0.123	0.051	82.650	0.027	0.106
219	14533	39.331	94.009	1039.126	2068.000	0.616	0.566	552	29	0.057	0.058	82.800	0.027	0.104
220	14534	39.271	99.054	1039.163	2068.046	0.587	0.557	553	29	0.112	0.136	82.950	0.028	0.095
221	14535	39.284	99.350	1039.153	2068.015	0.584	0.548	554	29	0.093	0.076	83.100	0.028	0.095
222	14536	39.327	96.130	1039.170	2067.981	0.581	0.573	555	29	0.115	-0.013	83.250	0.029	0.092
223	14537	39.230	96.323	1039.158	2068.013	0.604	0.554	556	29	0.089	0.047	83.400	0.027	0.088
224	14538	39.845	91.106	1039.209	2068.084	0.589	0.566	557	29	0.173	0.177	83.550	0.033	0.084
225	14539	39.019	101.063	1039.162	2067.972	0.587	0.555	558	29	0.092	0.009	83.700	0.033	0.079
226	14540	39.326	98.808	1039.137	2068.016	0.592	0.563	559	29	0.057	0.078	83.850	0.033	0.079
227	14541	39.136	95.261	1039.150	2068.017	0.599	0.582	560	29	0.068	0.058	84.000	0.033	0.076
228	14542	39.588	92.044	1039.154	2068.028	0.598	0.574	561	29	0.059	0.082	84.150	0.033	0.076
229	14543	39.402	93.965	1039.161	2067.904	0.602	0.561	562	29	0.081	-0.116	84.300	0.033	0.076
230	14544	39.691	97.625	1039.181	2067.976	0.578	0.567	563	29	0.105	-0.017	84.450	0.033	0.078
231	14545	39.233	100.212	1039.175	2068.004	0.587	0.572	564	29	0.110	0.050	84.600	0.033	0.076
232	14546	39.567	98.797	1039.157	2067.997	0.594	0.576	565	29	0.049	0.026	84.750	0.030	0.074
233	14547	39.444	98.143	1039.161	2067.926	0.596	0.565	566	29	0.079	-0.077	84.900	0.031	0.078
234	14548	39.766	99.575	1039.145	2067.894	0.610	0.557	567	29	0.052	-0.130	85.050	0.031	0.085
235	14549	39.285	100.721	1039.157	2067.863	0.583	0.573	568	29	0.068	-0.208	85.200	0.031	0.095
236	14550	39.269	96.760	1039.144	2067.970	0.601	0.563	569	29	0.034	-0.018	85.350	0.033	0.092
237	14551	39.732	91.880	1039.187	2068.011	0.609	0.570	570	29	0.117	0.060	85.500	0.033	0.092
238	14552	39.078	97.535	1039.169	2068.058	0.596	0.579	571	29	0.069	0.133	85.650	0.032	0.096
239	14553	39.478	102.513	1039.141	2067.915	0.606	0.557	572	29	0.045	-0.075	85.800	0.033	0.098
240	14554	39.332	97.431	1039.177	2067.894	0.587	0.567	573	29	0.080	-0.126	85.950	0.032	0.098
241	14555	39.351	100.316	1039.160	2067.878	0.594	0.558	574	29	0.054	-0.148	86.100	0.033	0.102
242	14556	39.047	96.498	1039.161	2067.948	0.608	0.572	575	29	0.065	-0.017	86.250	0.032	0.102
243	14557	39.320	102.027	1039.170	2067.902	0.607	0.564	576	29	0.070	-0.108	86.400	0.032	0.103
244	14558	39.255	98.927	1039.136	2067.841	0.588	0.563	577	29	0.018	-0.214	86.550	0.025	0.101
245	14559	39.084	107.088	1039.158	2067.891	0.573	0.546	578	29	0.067	-0.124	86.700	0.024	0.102
246	14560	39.048	100.059	1039.117	2067.911	0.591	0.559	579	29	-0.010	-0.095	86.850	0.030	0.098
247	14561	39.533	100.488	1039.177	2067.966	0.574	0.562	580	29	0.104	-0.015	87.000	0.031	0.095
248	14562	39.220	91.674	1039.158	2068.020	0.620	0.578	581	29	0.071	0.081	87.150	0.031	0.095
