 	trajectory	start	end
1	16	51.600	76.950
2	43	51.000	68.550
3	142	60.000	114.300
4	185	50.250	70.800
5	198	52.050	66.300
6	216	51.150	66.000
7	218	57.900	78.150
8	237	63.300	90.600
9	240	54.900	65.400
10	270	52.650	67.350
11	285	60.000	99.600
12	289	61.950	96.600
13	316	52.650	68.550
14	322	57.750	112.650
15	333	51.000	56.250
16	334	51.750	58.800
17	361	52.950	68.250
18	377	83.700	178.350
19	415	51.600	58.200
20	432	52.050	62.700
21	437	75.000	139.200
22	446	56.100	77.550
23	447	62.400	75.450
24	448	52.800	59.400
25	455	53.550	73.050
26	456	52.500	69.750
27	499	52.050	73.800
28	517	57.600	84.900
29	541	52.950	66.600
30	544	51.750	63.450
31	554	54.300	65.550
32	569	53.550	68.400
33	578	54.150	72.600
34	587	52.800	63.900
35	599	54.750	79.500
36	603	62.250	98.400
37	658	52.200	73.500
38	660	55.350	68.850
39	664	53.400	75.150
40	665	51.150	61.050
41	720	52.800	77.550
42	725	54.600	82.500
43	733	56.700	83.700
44	757	51.900	61.200
45	759	53.700	68.100
46	897	59.850	71.850
47	942	64.200	73.500
48	954	51.750	65.400
49	965	56.550	71.700
50	995	65.400	92.100
51	1080	82.650	100.200
52	1087	80.850	94.050
53	1179	141.000	151.500
