 	no	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory	x_corr[um]	y_corr[um]	Time	st dev x	st dev y
47	23711	38.682	142.549	1313.131	1880.041	0.585	0.539	380	28	0.075	-0.076	57.000	0.020	0.076
48	23712	39.028	146.507	1313.145	1880.086	0.575	0.547	381	28	0.092	0.014	57.150	0.021	0.075
49	23713	38.341	143.375	1313.137	1880.083	0.587	0.555	382	28	0.092	0.017	57.300	0.022	0.079
50	23714	38.625	140.060	1313.142	1880.034	0.587	0.539	383	28	0.071	-0.072	57.450	0.022	0.076
51	23715	38.529	143.298	1313.136	1880.105	0.575	0.557	384	28	0.091	0.045	57.600	0.022	0.080
52	23716	38.842	140.430	1313.137	1880.079	0.592	0.557	385	28	0.078	0.013	57.750	0.021	0.083
53	23717	38.778	146.802	1313.120	1880.088	0.568	0.543	386	28	0.060	0.042	57.900	0.020	0.084
54	23718	38.827	140.607	1313.124	1880.099	0.594	0.560	387	28	0.073	0.036	58.050	0.020	0.087
55	23719	38.673	146.109	1313.155	1879.992	0.563	0.547	388	28	0.127	-0.130	58.200	0.024	0.086
56	23720	38.868	143.843	1313.142	1880.069	0.566	0.553	389	28	0.103	-0.013	58.350	0.025	0.087
57	23721	38.788	139.696	1313.113	1880.113	0.599	0.553	390	28	0.048	0.077	58.500	0.026	0.092
58	23722	38.892	143.632	1313.118	1880.074	0.583	0.546	391	28	0.053	0.019	58.650	0.025	0.092
59	23723	38.550	143.435	1313.136	1880.107	0.576	0.554	392	28	0.097	0.063	58.800	0.026	0.096
60	23724	38.964	142.598	1313.103	1879.966	0.574	0.543	393	28	0.031	-0.154	58.950	0.027	0.099
61	23725	38.796	146.043	1313.104	1880.009	0.562	0.552	394	28	0.047	-0.085	59.100	0.027	0.091
62	23726	38.813	150.328	1313.114	1879.945	0.562	0.546	395	28	0.047	-0.170	59.250	0.024	0.089
63	23727	38.876	147.510	1313.118	1879.994	0.565	0.536	396	28	0.055	-0.075	59.400	0.024	0.084
64	23728	38.932	145.510	1313.107	1879.950	0.559	0.550	397	28	0.026	-0.172	59.550	0.026	0.083
65	23729	39.154	146.930	1313.110	1880.012	0.558	0.537	398	28	0.033	-0.081	59.700	0.027	0.081
66	23730	38.745	146.929	1313.134	1880.025	0.567	0.539	399	28	0.087	-0.051	59.850	0.027	0.079
67	23731	38.579	144.795	1313.130	1880.045	0.577	0.554	400	28	0.091	-0.010	60.000	0.027	0.079
68	23732	38.888	143.527	1313.107	1880.060	0.578	0.549	401	28	0.031	0.014	60.150	0.028	0.079
69	23733	38.912	147.098	1313.110	1880.061	0.563	0.544	402	28	0.057	0.047	60.300	0.028	0.080
70	23734	38.710	145.748	1313.084	1880.051	0.570	0.546	403	28	0.013	0.019	60.450	0.030	0.081
71	23735	38.735	144.856	1313.121	1880.028	0.562	0.549	404	28	0.080	-0.026	60.600	0.030	0.079
72	23736	38.819	145.138	1313.118	1880.044	0.562	0.531	405	28	0.082	0.011	60.750	0.030	0.079
73	23737	38.641	145.760	1313.145	1880.043	0.565	0.548	406	28	0.118	0.011	60.900	0.032	0.078
74	23738	38.839	145.660	1313.137	1879.975	0.570	0.556	407	28	0.102	-0.094	61.050	0.033	0.077
75	23739	39.109	147.639	1313.123	1879.980	0.565	0.534	408	28	0.082	-0.093	61.200	0.030	0.075
76	23740	38.930	145.607	1313.122	1879.974	0.571	0.550	409	28	0.097	-0.107	61.350	0.030	0.076
77	23741	38.764	149.324	1313.108	1879.934	0.558	0.552	410	28	0.075	-0.173	61.500	0.030	0.076
78	23742	39.021	148.087	1313.084	1879.877	0.582	0.536	411	28	0.018	-0.250	61.650	0.032	0.085
79	23743	38.684	147.274	1313.118	1879.899	0.564	0.545	412	28	0.090	-0.205	61.800	0.031	0.085
80	23744	38.957	145.595	1313.084	1879.911	0.573	0.548	413	28	0.046	-0.202	61.950	0.030	0.088
81	23745	38.826	149.608	1313.099	1879.989	0.568	0.545	414	28	0.074	-0.072	62.100	0.030	0.088
82	23746	38.914	145.629	1313.106	1879.999	0.570	0.542	415	28	0.062	-0.060	62.250	0.030	0.085
83	23747	38.721	147.368	1313.110	1880.005	0.571	0.545	416	28	0.091	-0.041	62.400	0.030	0.086
84	23748	38.725	144.160	1313.084	1879.986	0.569	0.543	417	28	0.057	-0.100	62.550	0.029	0.083
85	23749	38.634	147.395	1313.098	1879.945	0.559	0.548	418	28	0.050	-0.141	62.700	0.028	0.084
86	23750	39.001	144.697	1313.092	1879.953	0.568	0.539	419	28	0.076	-0.155	62.850	0.028	0.086
87	23751	38.837	148.288	1313.101	1879.953	0.560	0.545	420	28	0.094	-0.141	63.000	0.028	0.085
88	23752	38.974	149.598	1313.116	1879.968	0.559	0.548	421	28	0.105	-0.119	63.150	0.027	0.082
89	23753	38.867	146.499	1313.096	1880.000	0.578	0.542	422	28	0.064	-0.059	63.300	0.027	0.075
90	23754	39.074	146.507	1313.103	1879.992	0.569	0.560	423	28	0.085	-0.075	63.450	0.023	0.070
91	23755	39.061	148.164	1313.093	1879.932	0.565	0.551	424	28	0.069	-0.152	63.600	0.023	0.069
92	23756	38.618	147.505	1313.091	1879.966	0.585	0.537	425	28	0.087	-0.122	63.750	0.023	0.062
93	23757	39.036	145.822	1313.107	1879.990	0.567	0.541	426	28	0.100	-0.096	63.900	0.022	0.055
94	23758	38.870	146.583	1313.100	1880.006	0.566	0.536	427	28	0.086	-0.055	64.050	0.021	0.057
95	23759	38.776	150.938	1313.086	1879.945	0.557	0.546	428	28	0.082	-0.147	64.200	0.021	0.056
96	23760	38.833	145.414	1313.105	1879.913	0.565	0.552	429	28	0.109	-0.206	64.350	0.022	0.059
97	23761	39.131	144.689	1313.107	1879.967	0.562	0.556	430	28	0.109	-0.117	64.500	0.023	0.058
98	23762	38.874	144.556	1313.098	1880.003	0.578	0.541	431	28	0.065	-0.028	64.650	0.019	0.054
99	23763	38.925	149.195	1313.082	1879.903	0.566	0.545	432	28	0.075	-0.200	64.800	0.019	0.054
100	23764	39.020	150.586	1313.104	1879.874	0.557	0.542	433	28	0.116	-0.233	64.950	0.019	0.057
101	23765	38.890	150.120	1313.088	1879.890	0.561	0.537	434	28	0.065	-0.209	65.100	0.019	0.060
102	23766	38.741	150.241	1313.096	1879.946	0.561	0.554	435	28	0.095	-0.128	65.250	0.019	0.058
103	23767	38.656	147.066	1313.109	1879.936	0.575	0.539	436	28	0.117	-0.131	65.400	0.020	0.054
104	23768	38.754	149.011	1313.092	1879.939	0.568	0.549	437	28	0.089	-0.124	65.550	0.019	0.054
105	23769	38.758	153.063	1313.097	1879.838	0.562	0.542	438	28	0.087	-0.296	65.700	0.017	0.065
106	23770	38.939	148.949	1313.094	1879.923	0.557	0.544	439	28	0.124	-0.140	65.850	0.018	0.065
107	23771	39.011	148.210	1313.092	1880.023	0.564	0.542	440	28	0.093	-0.001	66.000	0.018	0.072
108	23772	38.962	145.996	1313.060	1879.999	0.575	0.549	441	28	0.032	-0.027	66.150	0.022	0.076
109	23773	38.499	146.166	1313.092	1879.922	0.564	0.549	442	28	0.093	-0.155	66.300	0.022	0.074
110	23774	38.966	142.020	1313.058	1879.983	0.571	0.552	443	28	0.061	-0.077	66.450	0.022	0.074
111	23775	38.358	142.717	1313.061	1879.984	0.565	0.538	444	28	0.068	-0.079	66.600	0.022	0.075
112	23776	38.707	142.104	1313.054	1879.988	0.568	0.546	445	28	0.076	-0.056	66.750	0.023	0.076
113	23777	38.893	142.138	1313.052	1880.001	0.560	0.541	446	28	0.077	-0.046	66.900	0.022	0.078
114	23778	39.061	141.583	1313.047	1879.997	0.572	0.541	447	28	0.048	-0.026	67.050	0.024	0.080
115	23779	38.621	144.157	1313.064	1879.921	0.566	0.549	448	28	0.084	-0.167	67.200	0.024	0.080
116	23780	38.880	149.845	1313.037	1879.968	0.556	0.542	449	28	0.060	-0.083	67.350	0.024	0.078
117	23781	38.977	147.638	1313.031	1880.034	0.556	0.550	450	28	0.042	0.023	67.500	0.024	0.084
118	23782	38.682	138.785	1313.045	1880.128	0.579	0.546	451	28	0.058	0.190	67.650	0.025	0.106
119	23783	39.012	141.171	1313.067	1880.024	0.571	0.558	452	28	0.097	0.009	67.800	0.025	0.106
120	23784	38.452	142.345	1313.038	1879.960	0.564	0.558	453	28	0.060	-0.104	67.950	0.024	0.101
121	23785	38.606	143.078	1313.051	1880.019	0.566	0.550	454	28	0.077	0.004	68.100	0.024	0.098
122	23786	38.929	140.399	1313.050	1880.053	0.578	0.547	455	28	0.093	0.077	68.250	0.024	0.102
123	23787	38.756	147.972	1313.046	1880.003	0.549	0.545	456	28	0.082	-0.020	68.400	0.022	0.101
124	23788	39.014	149.380	1313.038	1879.937	0.556	0.531	457	28	0.054	-0.129	68.550	0.022	0.101
125	23789	38.869	151.758	1313.050	1879.876	0.554	0.547	458	28	0.072	-0.207	68.700	0.022	0.092
126	23790	39.012	149.233	1313.034	1879.946	0.552	0.540	459	28	0.053	-0.100	68.850	0.018	0.090
127	23791	39.001	146.470	1313.039	1879.982	0.557	0.544	460	28	0.058	-0.050	69.000	0.018	0.089
128	23792	38.694	141.886	1313.049	1879.991	0.561	0.540	461	28	0.090	-0.015	69.150	0.016	0.089
129	23793	38.793	152.146	1313.050	1879.980	0.544	0.529	462	28	0.074	-0.037	69.300	0.015	0.086
130	23794	38.774	148.413	1313.058	1879.982	0.557	0.545	463	28	0.081	-0.032	69.450	0.016	0.086
131	23795	38.486	144.225	1313.057	1879.941	0.569	0.542	464	28	0.088	-0.103	69.600	0.016	0.086
132	23796	38.648	145.114	1313.035	1879.900	0.566	0.546	465	28	0.038	-0.142	69.750	0.018	0.089
133	23797	38.809	148.959	1313.039	1879.866	0.562	0.550	466	28	0.050	-0.224	69.900	0.018	0.097
134	23798	39.017	148.940	1313.042	1879.908	0.555	0.531	467	28	0.036	-0.153	70.050	0.019	0.099
135	23799	39.147	144.988	1313.035	1879.954	0.566	0.541	468	28	0.037	-0.090	70.200	0.020	0.097
136	23800	38.786	145.343	1313.046	1879.972	0.560	0.546	469	28	0.076	-0.062	70.350	0.020	0.096
137	23801	38.790	146.345	1313.053	1879.929	0.565	0.547	470	28	0.064	-0.122	70.500	0.019	0.096
138	23802	38.797	148.251	1313.034	1879.861	0.570	0.544	471	28	0.041	-0.233	70.650	0.020	0.082
139	23803	38.447	149.190	1313.036	1879.927	0.556	0.550	472	28	0.047	-0.127	70.800	0.019	0.079
140	23804	38.442	142.724	1313.045	1879.921	0.566	0.550	473	28	0.049	-0.139	70.950	0.019	0.080
141	23805	39.154	148.630	1313.050	1879.892	0.560	0.531	474	28	0.072	-0.169	71.100	0.019	0.078
142	23806	38.807	143.989	1313.069	1879.950	0.564	0.551	475	28	0.114	-0.101	71.250	0.021	0.065
143	23807	39.824	142.260	1313.046	1879.971	0.570	0.538	476	28	0.084	-0.074	71.400	0.021	0.062
144	23808	38.703	143.853	1313.042	1879.996	0.557	0.541	477	28	0.071	-0.017	71.550	0.021	0.066
145	23809	38.669	143.318	1313.041	1880.032	0.568	0.541	478	28	0.060	0.038	71.700	0.021	0.069
146	23810	38.983	142.997	1313.028	1880.048	0.554	0.549	479	28	0.048	0.041	71.850	0.021	0.076
147	23811	39.044	150.362	1313.022	1880.010	0.553	0.531	480	28	0.029	-0.021	72.000	0.023	0.077
148	23812	38.616	153.278	1313.017	1879.951	0.561	0.554	481	28	0.024	-0.084	72.150	0.023	0.075
149	23813	38.664	142.902	1312.997	1879.957	0.560	0.553	482	28	-0.015	-0.081	72.300	0.028	0.074
150	23814	38.655	146.337	1312.942	1879.979	0.562	0.548	483	28	-0.089	-0.063	72.450	0.042	0.073
151	23815	38.686	145.122	1312.950	1880.005	0.556	0.539	484	28	-0.070	-0.033	72.600	0.048	0.074
152	23816	38.917	145.665	1312.928	1879.933	0.551	0.546	485	28	-0.094	-0.163	72.750	0.056	0.075
153	23817	38.787	147.303	1312.944	1879.911	0.552	0.536	486	28	-0.084	-0.200	72.900	0.062	0.073
154	23818	38.657	142.301	1312.916	1879.978	0.560	0.548	487	28	-0.122	-0.065	73.050	0.070	0.072
155	23819	38.516	149.384	1312.990	1879.955	0.551	0.541	488	28	-0.014	-0.104	73.200	0.070	0.072
156	23820	38.750	143.399	1312.927	1879.943	0.561	0.543	489	28	-0.116	-0.121	73.350	0.074	0.072
157	23821	38.417	144.968	1312.925	1879.906	0.558	0.553	490	28	-0.134	-0.193	73.500	0.079	0.075
158	23822	38.853	146.846	1312.929	1879.889	0.552	0.529	491	28	-0.114	-0.229	73.650	0.082	0.075
159	23823	39.143	150.607	1312.913	1879.898	0.551	0.546	492	28	-0.149	-0.208	73.800	0.086	0.079
160	23824	38.758	145.975	1312.883	1879.967	0.556	0.542	493	28	-0.194	-0.101	73.950	0.092	0.078
161	23825	38.838	142.659	1312.821	1879.981	0.581	0.555	494	28	-0.326	-0.068	74.100	0.109	0.077
162	23826	38.710	139.183	1312.751	1879.967	0.577	0.555	495	28	-0.403	-0.086	74.250	0.127	0.077
163	23827	38.540	136.497	1312.783	1879.912	0.595	0.560	497	28	-0.357	-0.182	74.550	0.135	0.079
164	23828	38.618	138.218	1312.771	1879.831	0.574	0.546	498	28	-0.377	-0.306	74.700	0.142	0.089
165	23829	38.728	144.794	1312.756	1879.885	0.559	0.559	499	28	-0.428	-0.242	74.850	0.150	0.087
166	23830	38.893	140.472	1312.777	1879.949	0.569	0.551	501	28	-0.381	-0.124	75.150	0.151	0.077
167	23831	38.736	146.543	1312.790	1879.866	0.558	0.554	502	28	-0.384	-0.232	75.300	0.150	0.076
168	23832	38.861	142.493	1312.792	1879.886	0.575	0.540	503	28	-0.371	-0.202	75.450	0.147	0.075
169	23833	38.783	139.255	1312.773	1879.878	0.566	0.554	504	28	-0.382	-0.199	75.600	0.144	0.074
170	23834	38.972	142.048	1312.771	1879.999	0.566	0.548	507	28	-0.397	-0.032	76.050	0.144	0.076
171	23835	38.710	141.147	1312.774	1879.927	0.575	0.548	509	28	-0.377	-0.144	76.350	0.141	0.071
172	23836	38.649	135.469	1312.782	1879.947	0.576	0.563	511	28	-0.355	-0.100	76.650	0.137	0.072
173	73659	39.447	76.008	1650.987	1837.933	0.576	0.556	334	118	0.080	0.088	50.100	0.000	0.000
174	73660	39.569	72.861	1650.984	1837.823	0.603	0.549	335	118	0.073	-0.131	50.250	0.005	0.155
175	73661	39.699	76.748	1651.016	1837.853	0.577	0.550	336	118	0.103	-0.054	50.400	0.016	0.111
176	73662	39.593	73.216	1651.009	1837.834	0.610	0.550	337	118	0.115	-0.077	50.550	0.020	0.093
177	73663	39.471	76.195	1651.004	1837.819	0.572	0.556	338	118	0.096	-0.125	50.700	0.017	0.089
178	73664	39.472	73.402	1651.013	1837.863	0.613	0.575	339	118	0.102	-0.037	50.850	0.016	0.080
179	73665	39.558	75.026	1650.993	1837.776	0.602	0.547	340	118	0.080	-0.189	51.000	0.015	0.089
180	73666	39.542	74.290	1650.992	1837.786	0.574	0.555	341	118	0.096	-0.192	51.150	0.014	0.092
181	73667	39.503	74.951	1650.998	1837.845	0.593	0.554	342	118	0.088	-0.054	51.300	0.013	0.087
182	73668	39.183	78.875	1651.022	1837.838	0.582	0.545	343	118	0.125	-0.076	51.450	0.016	0.082
183	73669	39.683	77.633	1650.982	1837.860	0.578	0.544	344	118	0.051	-0.046	51.600	0.020	0.078
184	73670	39.691	75.462	1651.019	1837.853	0.587	0.570	345	118	0.121	-0.059	51.750	0.021	0.075
185	73671	39.581	77.616	1651.022	1837.773	0.572	0.548	346	118	0.129	-0.177	51.900	0.023	0.077
186	73672	39.532	73.093	1651.013	1837.808	0.600	0.572	347	118	0.127	-0.132	52.050	0.023	0.075
187	73673	39.632	74.676	1651.000	1837.880	0.597	0.547	348	118	0.087	-0.006	52.200	0.022	0.075
188	73674	39.654	72.399	1651.008	1837.900	0.603	0.554	349	118	0.067	0.018	52.350	0.023	0.077
189	73675	39.686	76.696	1651.027	1837.853	0.586	0.543	350	118	0.091	-0.059	52.500	0.022	0.075
190	73676	39.711	74.031	1650.985	1837.919	0.572	0.557	351	118	0.044	0.056	52.650	0.025	0.079
191	73677	39.892	71.042	1650.979	1837.897	0.562	0.555	352	118	0.015	0.018	52.800	0.030	0.079
192	73678	39.401	71.492	1651.044	1837.836	0.626	0.554	353	118	0.144	-0.099	52.950	0.032	0.078
193	73679	39.487	71.154	1651.008	1837.836	0.586	0.575	354	118	0.062	-0.109	53.100	0.032	0.069
194	73680	39.529	75.804	1651.012	1837.847	0.590	0.560	355	118	0.058	-0.083	53.250	0.033	0.068
195	73681	39.565	74.656	1650.990	1837.888	0.583	0.538	356	118	0.048	-0.026	53.400	0.034	0.069
196	73682	39.785	72.772	1651.033	1837.839	0.578	0.564	357	118	0.094	-0.088	53.550	0.034	0.069
197	73683	39.285	73.920	1651.002	1837.886	0.574	0.559	358	118	0.039	-0.018	53.700	0.035	0.069
198	73684	39.343	71.314	1650.974	1837.865	0.603	0.591	359	118	0.015	-0.056	53.850	0.038	0.068
199	73685	39.739	72.771	1651.034	1837.872	0.572	0.558	360	118	0.123	-0.059	54.000	0.039	0.062
200	73686	39.622	70.186	1650.983	1837.893	0.596	0.563	361	118	0.041	-0.005	54.150	0.040	0.055
201	73687	39.704	74.063	1651.001	1837.895	0.597	0.549	362	118	0.074	-0.023	54.300	0.040	0.056
202	73688	39.612	71.769	1651.007	1837.921	0.606	0.542	363	118	0.085	0.018	54.450	0.038	0.058
203	73689	39.615	73.840	1650.985	1837.882	0.588	0.573	364	118	0.037	-0.044	54.600	0.039	0.058
204	73690	39.278	75.254	1650.990	1837.846	0.575	0.554	365	118	0.056	-0.087	54.750	0.038	0.058
205	73691	39.827	71.337	1650.964	1837.853	0.602	0.555	366	118	0.014	-0.074	54.900	0.037	0.050
206	73692	39.306	69.491	1651.028	1837.900	0.596	0.582	367	118	0.122	-0.012	55.050	0.037	0.046
207	73693	39.488	73.962	1651.001	1837.853	0.589	0.545	368	118	0.082	-0.069	55.200	0.037	0.046
208	73694	39.540	76.669	1650.974	1837.815	0.577	0.535	369	118	0.047	-0.135	55.350	0.037	0.048
209	73695	39.546	72.787	1650.992	1837.875	0.613	0.558	370	118	0.062	-0.018	55.500	0.036	0.049
210	73696	39.895	79.141	1650.998	1837.824	0.580	0.535	371	118	0.087	-0.071	55.650	0.036	0.043
211	73697	39.833	76.301	1651.015	1837.810	0.561	0.555	372	118	0.104	-0.113	55.800	0.036	0.041
212	73698	39.555	73.700	1650.994	1837.848	0.580	0.551	373	118	0.065	-0.037	55.950	0.031	0.040
213	73699	39.131	71.287	1650.998	1837.836	0.601	0.557	374	118	0.072	-0.082	56.100	0.031	0.039
214	73700	39.642	72.822	1650.969	1837.820	0.598	0.559	375	118	0.028	-0.120	56.250	0.032	0.041
215	73701	39.261	73.795	1650.971	1837.798	0.574	0.585	376	118	0.060	-0.150	56.400	0.032	0.046
216	73702	39.645	74.764	1650.993	1837.830	0.581	0.545	377	118	0.071	-0.108	56.550	0.031	0.046
217	73703	39.460	71.563	1650.965	1837.860	0.581	0.550	378	118	0.040	-0.056	56.700	0.031	0.045
218	73704	39.122	74.597	1651.027	1837.870	0.582	0.562	379	118	0.133	-0.026	56.850	0.032	0.046
219	73705	39.787	78.246	1651.000	1837.906	0.574	0.550	380	118	0.104	0.018	57.000	0.031	0.050
220	73706	39.682	75.841	1651.010	1837.829	0.581	0.534	381	118	0.115	-0.088	57.150	0.032	0.048
221	73707	39.596	74.092	1650.981	1837.842	0.599	0.564	382	118	0.081	-0.060	57.300	0.032	0.047
222	73708	39.186	73.978	1650.988	1837.863	0.588	0.530	383	118	0.064	-0.036	57.450	0.032	0.044
223	73709	39.190	73.399	1650.978	1837.862	0.601	0.574	384	118	0.077	-0.034	57.600	0.031	0.044
224	73710	39.586	71.738	1651.020	1837.801	0.580	0.557	385	118	0.130	-0.123	57.750	0.033	0.046
225	73711	39.278	72.287	1651.034	1837.851	0.570	0.558	386	118	0.161	-0.028	57.900	0.034	0.046
226	73712	39.384	75.543	1650.976	1837.865	0.565	0.561	387	118	0.074	-0.029	58.050	0.033	0.046
227	73713	39.844	76.182	1650.980	1837.868	0.569	0.538	388	118	0.085	-0.019	58.200	0.033	0.047
228	73714	39.311	74.659	1651.016	1837.840	0.585	0.546	389	118	0.140	-0.070	58.350	0.034	0.044
229	73715	39.561	72.960	1651.004	1837.823	0.589	0.548	390	118	0.112	-0.077	58.500	0.034	0.043
230	73716	39.090	77.462	1651.024	1837.854	0.590	0.550	391	118	0.141	-0.023	58.650	0.036	0.044
231	73717	39.590	77.593	1651.012	1837.835	0.567	0.558	392	118	0.137	-0.063	58.800	0.037	0.042
232	73718	39.200	73.532	1650.960	1837.837	0.569	0.572	393	118	0.041	-0.051	58.950	0.039	0.042
233	73719	39.785	73.272	1650.975	1837.831	0.589	0.568	394	118	0.080	-0.060	59.100	0.038	0.042
234	73720	39.610	70.433	1650.941	1837.757	0.582	0.578	395	118	0.009	-0.161	59.250	0.040	0.046
235	73721	39.507	74.009	1650.953	1837.816	0.587	0.567	396	118	0.030	-0.051	59.400	0.042	0.040
236	73722	39.573	73.769	1650.993	1837.873	0.571	0.567	397	118	0.082	0.014	59.550	0.042	0.042
237	73723	39.034	72.164	1650.971	1837.781	0.601	0.558	398	118	0.049	-0.141	59.700	0.041	0.046
238	73724	39.544	77.240	1650.950	1837.808	0.557	0.538	399	118	0.031	-0.089	59.850	0.042	0.046
239	73725	38.907	73.978	1650.978	1837.863	0.581	0.558	400	118	0.086	0.009	60.000	0.042	0.046
240	73726	39.767	77.143	1650.961	1837.909	0.565	0.553	401	118	0.036	0.082	60.150	0.043	0.055
241	73727	39.564	73.406	1650.938	1837.817	0.563	0.557	402	118	0.020	-0.034	60.300	0.045	0.055
242	73728	39.476	71.808	1650.958	1837.848	0.611	0.570	403	118	0.050	0.003	60.450	0.046	0.056
243	73729	39.462	75.539	1650.933	1837.818	0.577	0.561	404	118	0.017	-0.052	60.600	0.048	0.056
244	73730	39.314	75.657	1651.012	1837.780	0.567	0.567	406	118	0.144	-0.100	60.900	0.049	0.054
245	73731	39.528	74.809	1651.005	1837.808	0.570	0.565	407	118	0.129	-0.052	61.050	0.046	0.054
246	73732	39.254	73.525	1650.984	1837.803	0.587	0.572	408	118	0.098	-0.067	61.200	0.046	0.054
247	73733	39.604	69.609	1650.980	1837.775	0.580	0.591	409	118	0.109	-0.116	61.350	0.047	0.056
