 	trajectory	start	end
1	35	57.300	77.250
2	47	52.500	62.850
3	58	51.750	98.400
4	125	52.950	66.600
5	178	66.750	77.550
6	227	60.300	82.500
7	305	68.700	96.000
8	322	53.400	76.500
9	389	72.000	87.450
10	435	51.600	73.650
11	470	52.950	63.900
12	535	52.650	63.900
13	564	50.400	67.500
14	582	51.150	72.450
15	596	50.250	59.100
16	606	179.700	237.900
17	608	50.100	68.100
18	642	54.450	92.700
19	644	52.950	69.000
20	724	51.600	63.600
21	725	73.200	116.550
22	743	54.150	91.650
23	771	52.350	62.250
24	785	55.500	70.500
25	820	52.800	72.450
26	844	71.400	107.250
27	968	50.250	111.300
28	970	50.250	74.550
29	1016	59.550	64.050
30	1069	51.450	73.050
31	1102	52.950	69.900
32	1137	52.650	78.900
33	1153	119.250	149.550
34	1172	61.200	78.000
35	1173	72.000	103.200
36	1179	62.100	75.300
37	1244	117.750	155.100
38	1262	112.500	120.150
39	1271	132.600	151.500
40	1327	211.350	234.750
