trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle_deg	msd_y	L_um	F_pN_abs	F_pN		
320	169.05	171.75	-0.384	0.01	0.918	0.052	2.7	1.303	0.482	1.815	9.661898544373616e-15	14.87949744106546	3.131587564436489	3.131587564436489
370	127.95	128.7	-0.311	0.017	-0.502	-0.778	0.75	0.8169999999999999	1.09	-103.512	4.746714229092338e-16	15.65122290880912	17.87426443622124	-17.87426443622124
377	194.4	195.75	-0.24	-0.281	0.073	0.147	1.35	0.53	0.393	53.832	1.791895661540646e-14	14.55038945044321	2.024664934800469	2.024664934800469
384	175.8	177	-0.23	-0.195	-0.994	-0.694	1.2	0.913	0.761	-146.835	4.225015320956211e-14	13.84193555364338	1.014331404270732	-1.014331404270732
426	181.5	182.85	-0.976	1.138	-0.571	0.521	1.35	0.738	0.546	-56.697	1.422159567394723e-15	15.46124554553798	9.88853442152689	9.88853442152689
445	137.85	139.2	-0.077	0.264	0.6840000000000001	0.504	1.35	0.798	0.591	17.515	3.219167798888884e-14	14.10927985682248	1.278226120484036	1.278226120484036
459	151.5	153	-0.59	-0.078	-1.516	0.127	1.5	0.948	0.632	167.497	5.387929396614596e-15	15.10875428004939	4.561393957136923	-4.561393957136923
472	140.85	143.4	-0.549	-0.097	-1.634	0.403	2.55	1.195	0.469	155.242	8.301257366988064e-14	12.90769168698585	0.539699780489071	-0.539699780489071
499	132.75	135.15	-0.008999999999999999	-0.027	0.858	0.133	2.4	0.882	0.367	10.445	3.991560387136712e-14	13.90188968775217	1.065636400926848	1.065636400926848
539	161.25	162.6	-0.286	0.002	-1.616	-0.102	1.35	1.334	0.988	-175.539	7.468731831026521e-15	14.98841923971521	3.710239387793312	-3.710239387793312
539	165.45	167.55	-1.681	-0.161	-3.043	-0.219	2.1	1.363	0.649	-177.551	7.468731831026521e-15	14.98841923971521	3.710239387793312	-3.710239387793312
564	142.8	144.15	0.137	0.126	-0.423	0.221	1.35	0.5679999999999999	0.421	170.355	1.802628082003333e-14	14.5466283099182	2.015685766423124	-2.015685766423124
589	134.4	135.6	-0.161	0.405	-0.62	0.074	1.2	0.5659999999999999	0.472	-144.181	9.50402192018275e-15	14.88689030585034	3.166368816880099	-3.166368816880099
589	135.75	136.65	-0.571	0.15	-1.209	0.27	0.9	0.649	0.721	169.316	9.50402192018275e-15	14.88689030585034	3.166368816880099	-3.166368816880099
590	127.8	129.15	-0.234	-0.03	0.29	-0.119	1.35	0.531	0.394	-9.625	2.220198373031617e-14	14.40685319353042	1.720922404803739	1.720922404803739
590	136.95	140.1	0.852	-0.075	1.712	-1.444	3.15	1.617	0.513	-57.859	2.220198373031617e-14	14.40685319353042	1.720922404803739	1.720922404803739
595	166.65	169.2	-0.433	0.05	-1.743	0.003	2.55	1.311	0.514	-177.934	1.330745838664941e-14	14.72262931977168	2.512067115496001	-2.512067115496001
607	182.7	184.05	-0.199	0.284	0.499	0.016	1.35	0.748	0.554	-21.022	1.360076154543127e-14	14.71094818576023	2.473591955617697	2.473591955617697
607	186.6	188.85	0.898	0.13	2.001	0.031	2.25	1.107	0.492	-5.163	1.360076154543127e-14	14.71094818576023	2.473591955617697	2.473591955617697
607	193.8	195.15	2.02	0.3	2.44	0.164	1.35	0.442	0.327	-17.998	1.360076154543127e-14	14.71094818576023	2.473591955617697	2.473591955617697
607	199.65	201	3.281	0.059	3.749	0.148	1.35	0.476	0.353	10.712	1.360076154543127e-14	14.71094818576023	2.473591955617697	2.473591955617697
607	202.35	206.1	3.909	0.21	5.411	0.264	3.75	1.503	0.401	2.086	1.360076154543127e-14	14.71094818576023	2.473591955617697	2.473591955617697
618	255	256.05	-0.099	-0.005	0.021	-0.105	1.05	0.156	0.148	-39.601	1.230959891275897e-14	14.76328872511716	2.653376493560327	2.653376493560327
635	122.55	123.9	-2.186	0.091	-3.17	0.156	1.35	0.986	0.73	176.21	1.311289794275941e-14	14.73044321885047	2.538317369921642	-2.538317369921642
635	127.2	128.25	-3.436	0.08500000000000001	-3.945	0.096	1.05	0.509	0.485	178.856	1.311289794275941e-14	14.73044321885047	2.538317369921642	-2.538317369921642
635	129.15	130.95	-4.399	0.06	-5.603	0.276	1.8	1.223	0.68	169.814	1.311289794275941e-14	14.73044321885047	2.538317369921642	-2.538317369921642
635	131.7	134.7	-5.863	0.16	-7.651	0.439	3	1.81	0.603	171.149	1.311289794275941e-14	14.73044321885047	2.538317369921642	-2.538317369921642
643	148.95	150	0.608	-0.005	1.16	0.041	1.05	0.554	0.528	4.778	1.688099339151226e-14	14.58727486102154	2.116072082651264	2.116072082651264
643	150.6	153.3	1.374	0.07000000000000001	2.68	-0.284	2.7	1.353	0.501	-15.153	1.688099339151226e-14	14.58727486102154	2.116072082651264	2.116072082651264
661	190.35	193.95	-0.335	-0.003	0.987	0.101	3.6	1.326	0.368	4.508	2.141161137706107e-14	14.43242152870191	1.769675027515745	1.769675027515745
678	121.95	122.7	-0.699	0.029	-1.054	-0.06	0.75	0.366	0.488	-165.948	2.202573666790424e-14	14.41252257933954	1.731552755676736	-1.731552755676736
678	127.35	129	-1.193	0.08599999999999999	-2.265	-0.064	1.65	1.082	0.656	-172.02	2.202573666790424e-14	14.41252257933954	1.731552755676736	-1.731552755676736
683	204.6	205.95	-0.014	0.09	-0.609	0.076	1.35	0.595	0.441	-178.643	4.310169957351289e-14	13.82033390809573	0.9967838781878408	-0.9967838781878408
720	166.2	167.55	-0.43	0.348	-1.415	0.079	1.35	1.021	0.756	-164.763	4.889627437478956e-14	13.67670088570139	0.8912643321282631	-0.8912643321282631
720	168.9	170.55	-1.839	0.222	-2.745	0.143	1.65	0.909	0.551	-175.036	4.889627437478956e-14	13.67670088570139	0.8912643321282631	-0.8912643321282631
739	183.3	190.05	-0.554	-0.057	-4.31	0.1	6.75	3.759	0.5570000000000001	177.601	3.49069701998411e-14	14.03460567326228	1.194651172499022	-1.194651172499022
739	191.85	201.45	-4.457	0.008999999999999999	-1.071	-0.108	9.6	3.388	0.353	-1.973	3.49069701998411e-14	14.03460567326228	1.194651172499022	1.194651172499022
769	130.8	132.9	-0.247	0.028	-1.586	0.052	2.1	1.339	0.638	178.979	3.286024468543521e-14	14.09069418317837	1.256596835816673	-1.256596835816673
797	139.8	140.7	-0.099	0.206	-0.458	0.18	0.9	0.36	0.4	-175.784	1.896379370958329e-14	14.51416728263956	1.940665285831151	-1.940665285831151
798	181.2	183.75	-0.261	-0.208	0.361	-0.211	2.55	0.622	0.244	-0.245	4.491660451489468e-15	15.16855704625147	5.099305350079006	5.099305350079006
810	143.55	144.75	-0.712	0.178	-0.426	0.067	1.2	0.307	0.256	-21.328	1.234658313294889e-14	14.76175496997384	2.647827888218401	2.647827888218401
880	128.25	129.6	-0.033	0.175	-0.52	0.32	1.35	0.508	0.376	163.413	1.564701398493571e-14	14.63242903071743	2.236855004928037	-2.236855004928037
884	150.9	153.45	-1.382	0.262	-6.552	0.006	2.55	5.176	2.03	-177.169	3.26678440528924e-14	14.09602892780723	1.26274684470237	-1.26274684470237
898	165	168.75	-0.228	0.166	-0.455	0.23	3.75	0.236	0.063	164.214	1.592985948545953e-14	14.62194533431832	2.207887439395901	-2.207887439395901
904	136.5	137.4	-0.305	-0.013	-0.014	0.293	0.9	0.422	0.469	46.439	2.594649150695003e-14	14.2903110299991	1.522884876462485	1.522884876462485
927	157.35	159	-0.29	0.101	-0.146	0.089	1.65	0.145	0.08799999999999999	-5.117	1.217528162667874e-14	14.76887717516102	2.673744541244789	2.673744541244789
930	123.15	126.45	-0.19	0.22	0.477	0.079	3.3	0.6820000000000001	0.207	-11.943	1.040031870938128e-14	14.84568503153506	2.979695311027921	2.979695311027921
930	127.8	129	0.588	0.073	0.795	0.102	1.2	0.209	0.174	8.023	1.040031870938128e-14	14.84568503153506	2.979695311027921	2.979695311027921
930	135.15	136.95	1.049	0.164	1.805	0.128	1.8	0.757	0.42	-2.686	1.040031870938128e-14	14.84568503153506	2.979695311027921	2.979695311027921
930	140.25	142.05	2.359	0.26	2.868	-0.12	1.8	0.635	0.353	-36.763	1.040031870938128e-14	14.84568503153506	2.979695311027921	2.979695311027921
935	182.55	183.75	-0.613	-0.047	-0.119	0.155	1.2	0.534	0.445	22.294	1.324271823822221e-14	14.72522352986517	2.520736000538521	2.520736000538521
942	136.95	137.85	-0.5610000000000001	0.093	-1.038	-0.133	0.9	0.528	0.586	-154.692	4.608224770125727e-14	13.74575804691932	0.9397019815218337	-0.9397019815218337
942	138.3	139.05	-1.131	0.135	-1.509	0.183	0.75	0.381	0.508	172.742	4.608224770125727e-14	13.74575804691932	0.9397019815218337	-0.9397019815218337
942	139.5	141.6	-1.454	-0.11	-2.933	-0.175	2.1	1.48	0.705	-177.477	4.608224770125727e-14	13.74575804691932	0.9397019815218337	-0.9397019815218337
946	122.4	124.35	-0.057	0.083	-0.641	0.099	1.95	0.584	0.3	178.382	1.343641964085341e-14	14.7174789085018	2.494990820406998	-2.494990820406998
946	127.8	128.7	-0.958	-0.099	-1.492	-0.044	0.9	0.537	0.596	174.156	1.343641964085341e-14	14.7174789085018	2.494990820406998	-2.494990820406998
1023	124.5	125.4	-0.275	-0.11	-0.007	0.098	0.9	0.339	0.377	37.824	1.04402910263268e-14	14.84388879340482	2.971942224424575	2.971942224424575
1028	120.45	121.65	-1.95	0.444	-2.784	-0.244	1.2	1.081	0.901	-140.471	4.681202643549149e-14	13.72772889887602	0.9266665459495641	-0.9266665459495641
1041	159.3	160.2	-0.221	0.622	0.22	-0.141	0.9	0.881	0.979	-59.967	2.423622921184159e-14	14.34266241559783	1.607252780678641	1.607252780678641
1042	130.5	134.1	1.837	-0.127	0.494	0.164	3.6	1.374	0.382	167.766	4.081602531996162e-14	13.87863446598869	1.045266481170793	-1.045266481170793
1042	226.8	236.25	-1.216	0.097	-6.149	0.227	9.449999999999999	4.935	0.522	178.493	4.081602531996162e-14	13.87863446598869	1.045266481170793	-1.045266481170793
1042	274.2	275.1	-5.9	0.06900000000000001	-6.945	0.108	0.9	1.046	1.162	177.876	4.081602531996162e-14	13.87863446598869	1.045266481170793	-1.045266481170793
1064	145.8	146.55	-1.31	-0.041	-1.75	-0.103	0.75	0.444	0.592	-172.039	3.479012697395263e-14	14.0377762435003	1.198025372503384	-1.198025372503384
1069	125.25	126.75	-1.034	0.284	-2.448	-0.22	1.5	1.501	1.001	-160.38	3.259889239993783e-14	14.09794347484162	1.264965351642652	-1.264965351642652
1069	127.8	129	-2.558	0.256	-3.238	-0.114	1.2	0.774	0.645	-151.45	3.259889239993783e-14	14.09794347484162	1.264965351642652	-1.264965351642652
1097	136.05	136.95	-0.239	-0.07099999999999999	-0.352	0.109	0.9	0.212	0.236	122.151	2.74014451465735e-14	14.24680715032767	1.457858741272505	-1.457858741272505
1101	187.95	190.2	-0.274	0.062	0.8100000000000001	0.104	2.25	1.085	0.482	2.21	1.593381389266135e-14	14.62179934645296	2.207488122683267	2.207488122683267
1101	190.65	194.25	0.336	0.07099999999999999	2.321	0.078	3.6	1.985	0.551	0.202	1.593381389266135e-14	14.62179934645296	2.207488122683267	2.207488122683267
1101	195.45	197.55	2.542	0.274	3.258	0.492	2.1	0.749	0.356	16.949	1.593381389266135e-14	14.62179934645296	2.207488122683267	2.207488122683267
1112	135.9	136.8	-0.118	0.334	0.384	-0.067	0.9	0.643	0.714	-38.646	2.370258738567502e-14	14.3592887119616	1.635560153377361	1.635560153377361
1133	159.6	163.35	-0.079	0.054	0.8110000000000001	0.714	3.75	1.108	0.296	36.577	1.792307286212995e-14	14.55024502161374	2.024319000417512	2.024319000417512
1150	123.3	124.8	-0.599	-0.315	-1.017	-0.13	1.5	0.457	0.305	156.157	2.987841669140278e-14	14.17468387561811	1.359112864677207	-1.359112864677207
1150	129.45	130.5	-1.593	-0.456	-2.031	-0.39	1.05	0.443	0.422	171.422	2.987841669140278e-14	14.17468387561811	1.359112864677207	-1.359112864677207
1158	241.05	243	-1.111	0.272	-2.204	0.894	1.95	1.258	0.645	150.341	6.414050742479339e-14	13.32043416543354	0.6938506561614878	-0.6938506561614878
1162	125.7	127.35	-0.278	0.207	0.06	0.18	1.65	0.339	0.206	-4.593	4.397208610073324e-14	13.79839377679448	0.9794408778394459	0.9794408778394459
1209	135.75	136.5	-0.154	0.335	-0.607	-0.387	0.75	0.853	1.137	-122.096	5.770525671759464e-14	13.4676306433926	0.7661869469504432	-0.7661869469504432
1248	146.4	147.45	-0.141	0.122	-0.411	-0.305	1.05	0.505	0.481	-122.313	1.952682638888889e-14	14.49499601123362	1.898352913805371	-1.898352913805371
1262	152.4	153.45	-0.232	-0.271	0.28	0.392	1.05	0.837	0.797	52.291	5.460669281030124e-14	13.54006362199368	0.8062246127618506	0.8062246127618506
1264	147	148.95	-0.414	0.233	-1.118	0.473	1.95	0.744	0.381	161.194	5.245853776197015e-14	13.59095552692623	0.8363535417621661	-0.8363535417621661
1280	199.05	199.8	0.535	0.006	-0.008999999999999999	0.341	0.75	0.639	0.852	148.339	2.666119790581981e-14	14.26882847568636	1.490227080507443	-1.490227080507443
1288	172.95	178.05	3.938	0.677	5.649	0.737	5.1	1.712	0.336	2.003	6.269711314292399e-15	15.0551380713587	4.148995064249588	4.148995064249588
1288	182.85	190.95	6.671	0.776	10.859	0.679	8.1	4.189	0.517	-1.338	6.269711314292399e-15	15.0551380713587	4.148995064249588	4.148995064249588
1288	208.95	213	11.502	0.722	13.066	0.781	4.05	1.565	0.386	2.134	6.269711314292399e-15	15.0551380713587	4.148995064249588	4.148995064249588
1316	122.25	123.45	-1.012	-0.211	-1.555	0.181	1.2	0.67	0.5580000000000001	144.146	6.576432949278068e-14	13.28390350038595	0.6775561714079784	-0.6775561714079784
1339	168.6	169.5	-0.065	0.09	-0.999	0.094	0.9	0.9340000000000001	1.038	179.699	8.929051856720065e-14	12.77494739688875	0.5014049238049475	-0.5014049238049475
1352	213	214.05	-0.709	-0.261	-0.342	0.038	1.05	0.473	0.451	39.17	2.137546814243445e-14	14.43359977969328	1.771972692363273	1.771972692363273
1409	124.95	126	-0.257	0.15	-0.877	-0.448	1.05	0.861	0.82	-136.058	6.374080901123282e-14	13.32946149297113	0.6979723647378687	-0.6979723647378687
1518	120.6	122.55	-0.543	0.131	0.291	-0.022	1.95	0.848	0.435	-10.432	1.233243326388888e-14	14.76234151822462	2.64994772658363	2.64994772658363
1518	149.55	154.65	1.375	0.052	3.391	0.27	5.1	2.028	0.398	6.174	1.233243326388888e-14	14.76234151822462	2.64994772658363	2.64994772658363
1572	146.4	148.65	-0.158	0.027	-0.453	1.327	2.25	1.334	0.593	102.78	5.12379211443402e-15	15.12575141679896	4.705185138588696	-4.705185138588696
1582	265.95	267	0.004	0.02	-0.485	0.07000000000000001	1.05	0.492	0.468	174.122	1.353521298001554e-14	14.7135486439741	2.482078998905475	-2.482078998905475
1667	120.15	121.95	-2.923	-0.133	-3.809	-0.143	1.8	0.886	0.492	-179.354	4.762263097029028e-14	13.70780315837562	0.9125853820754783	-0.9125853820754783
1668	131.1	134.85	-0.923	0.445	0.322	0.327	3.75	1.251	0.334	-5.445	2.71229389782003e-14	14.25506566026278	1.469869280455693	1.469869280455693
1668	144.3	145.35	0.642	0.201	0.875	0.222	1.05	0.234	0.223	5.093	2.71229389782003e-14	14.25506566026278	1.469869280455693	1.469869280455693
1721	126.3	127.95	-0.9399999999999999	0.314	-0.672	0.265	1.65	0.272	0.165	-10.217	6.08004968641878e-15	15.06630227281566	4.230069545958869	4.230069545958869
1784	176.25	177.45	0.004	0.006	-0.441	-0.016	1.2	0.446	0.371	-177.11	1.030718179210441e-14	14.84988342873008	2.997937517464975	-2.997937517464975
1800	132.15	133.2	-0.219	0.059	0.054	0.133	1.05	0.283	0.269	15.157	1.854766449464923e-14	14.52849005269644	1.9732291563133	1.9732291563133
1931	138.6	139.5	0.06900000000000001	-0.007	-0.571	0.021	0.9	0.641	0.712	177.491	3.818004870523416e-14	13.94720727425415	1.10714851999369	-1.10714851999369
1939	207.15	207.9	-0.18	-0.08400000000000001	-0.271	-0.375	0.75	0.305	0.406	-107.382	2.43752892041638e-14	14.33835341606258	1.600039528877249	-1.600039528877249
1947	146.85	151.65	-0.07199999999999999	0.008999999999999999	-0.84	-0.188	4.8	0.793	0.165	-165.681	2.675541140388102e-14	14.26601303899286	1.486027254292504	-1.486027254292504
1956	124.8	130.2	-0.034	0.167	-2.902	0.025	5.4	2.871	0.532	-177.174	1.888478973832181e-14	14.51687629364689	1.946760871301049	-1.946760871301049
1961	152.25	153.9	-0.14	-0.077	-0.369	0.367	1.65	0.5	0.303	117.241	1.683416614925736e-15	15.42562317862766	9.004686112628823	-9.004686112628823
2159	248.7	250.5	-0.159	0.078	0.886	-0.114	1.8	1.062	0.59	-10.4	4.710227148071618e-14	13.72058232557073	0.9215774099904591	0.9215774099904591
2164	194.1	194.85	-0.147	-0.114	0.305	-0.036	0.75	0.459	0.612	9.787000000000001	5.447479621301774e-14	13.54317184158849	0.8080156552138974	0.8080156552138974
2237	216.75	220.65	-4.062	0.006	-2.056	0.014	3.9	2.006	0.514	0.222	9.621198788758836e-15	14.88139751232842	3.140471069380071	3.140471069380071
2237	225.15	226.65	-1.127	0.016	-0.179	-0.028	1.5	0.949	0.633	-2.651	9.621198788758836e-15	14.88139751232842	3.140471069380071	3.140471069380071
2237	234.3	236.55	0.5649999999999999	-0.03	1.705	-0.015	2.25	1.14	0.507	0.767	9.621198788758836e-15	14.88139751232842	3.140471069380071	3.140471069380071
2237	243.3	247.05	3.586	0.053	5.3	-0.02	3.75	1.716	0.457	-2.418	9.621198788758836e-15	14.88139751232842	3.140471069380071	3.140471069380071
2262	269.7	270.45	-0.639	0.24	0.266	0.146	0.75	0.91	1.213	-5.988	1.884096962201908e-14	14.51838091503777	1.950159145480482	1.950159145480482
2300	273.3	274.8	-1.671	-0.002	-0.882	-0.058	1.5	0.791	0.527	-4.031	8.949661772815736e-15	14.91334706224796	3.295785049697232	3.295785049697232
2300	276.45	279.75	-0.599	-0.135	0.709	-0.083	3.3	1.309	0.397	2.276	8.949661772815736e-15	14.91334706224796	3.295785049697232	3.295785049697232
242	188.4	189.15	-0.186	0.019	0.145	0.264	0.75	0.412	0.549	36.54	2.250578312298742e-14	14.39712293090662	1.702910318971892	1.702910318971892
325	122.25	123.15	-0.34	0.109	0.007	-0.034	0.9	0.375	0.417	-22.319	1.52438669650119e-14	14.64751738579142	2.279578410083777	2.279578410083777
330	138	141.3	-0.22	-0.011	0.07099999999999999	0.571	3.3	0.651	0.197	63.46	2.959922437384138e-14	14.18269978962546	1.369568915641535	1.369568915641535
338	126.3	127.05	-0.351	-0.177	-1.083	0.227	0.75	0.836	1.115	151.084	4.624426446208497e-14	13.74174791754247	0.9367779318700185	-0.9367779318700185
338	132.45	133.65	-1.285	-0.214	-1.883	0.542	1.2	0.964	0.803	128.353	4.624426446208497e-14	13.74174791754247	0.9367779318700185	-0.9367779318700185
341	133.95	135.15	0.0009	0.276	-0.953	-0.038	1.2	1.004	0.837	-161.776	1.983354249772962e-14	14.48464913264675	1.876102436280424	-1.876102436280424
356	129.75	138.9	-0.529	0.061	2.205	0.143	9.15	2.735	0.299	1.715	1.466277350324407e-14	14.66958135321559	2.344339133145472	2.344339133145472
356	142.2	144.45	2.829	0.363	3.67	0.291	2.25	0.844	0.375	-4.925	1.466277350324407e-14	14.66958135321559	2.344339133145472	2.344339133145472
356	145.05	147	3.748	0.508	4.454	0.152	1.95	0.791	0.405	-26.757	1.466277350324407e-14	14.66958135321559	2.344339133145472	2.344339133145472
384	199.65	202.95	-0.041	-0.016	1.471	-0.064	3.3	1.513	0.458	-1.798	3.142027931938059e-14	14.1308959228185	1.304115660340116	1.304115660340116
405	177.75	178.5	-0.137	0.039	0.172	-0.108	0.75	0.342	0.456	-25.337	4.512365061634346e-14	13.76957427484211	0.9573651863798727	0.9573651863798727
429	136.2	139.8	-0.348	-0.037	-1.852	-0.178	3.6	1.511	0.42	-174.651	2.337816536383494e-14	14.36946837726261	1.653272555923857	-1.653272555923857
429	139.8	142.5	-1.89	-0.035	-0.494	-0.113	2.7	1.398	0.518	-3.186	2.337816536383494e-14	14.36946837726261	1.653272555923857	1.653272555923857
431	167.25	169.05	0.115	0.095	-0.376	-0.514	1.8	0.782	0.434	-128.907	1.197832999681121e-14	14.77712423511942	2.704241271471169	-2.704241271471169
432	135.6	136.8	0.022	0.206	0.721	0.177	1.2	0.7	0.583	-2.407	2.31990141148543e-14	14.37511363592317	1.663222834349792	1.663222834349792
440	145.8	149.25	-0.241	0.049	0.8149999999999999	0.017	3.45	1.056	0.306	-1.732	1.364722188928711e-14	14.70910846666661	2.467614477952178	2.467614477952178
466	136.35	137.25	-0.302	0.127	0.066	-0.007	0.9	0.392	0.435	-19.957	8.871516234282525e-15	14.91714199840525	3.315007239769908	3.315007239769908
492	174	176.1	-1.664	2.495	-2.648	2.473	2.1	0.984	0.469	-178.718	1.144858187703058e-14	14.79963022670504	2.790221087700956	-2.790221087700956
492	177	178.35	-2.931	2.561	-3.578	2.616	1.35	0.649	0.481	175.098	1.144858187703058e-14	14.79963022670504	2.790221087700956	-2.790221087700956
495	163.05	166.8	-0.199	0.145	0.675	0.136	3.75	0.874	0.233	-0.641	4.680769563001598e-14	13.72783563645539	0.9267428869994342	0.9267428869994342
519	127.8	128.85	-0.311	0.274	0.122	0.311	1.05	0.435	0.414	4.874	1.952365831024932e-14	14.49510323491081	1.898585611302475	1.898585611302475
559	215.1	216.3	7.441	-0.113	6.179	-0.294	1.2	1.275	1.062	-171.825	4.339724958156938e-14	13.81286831765814	0.9908292005360609	-0.9908292005360609
559	217.05	221.4	6.14	-0.194	-0.127	-0.274	4.35	6.268	1.441	-179.265	4.339724958156938e-14	13.81286831765814	0.9908292005360609	-0.9908292005360609
562	250.2	251.85	-0.297	-0.063	0.251	0.02	1.65	0.554	0.336	8.612	2.803428187277529e-14	14.22815793859561	1.431287868610052	1.431287868610052
565	125.25	126.15	-0.3	-0.177	-0.533	0.357	0.9	0.583	0.648	113.564	2.785979815093765e-14	14.23328396560625	1.438516280948203	-1.438516280948203
575	145.5	151.8	-0.128	0.145	-0.607	0.029	6.3	0.493	0.078	-166.311	4.29692793718587e-14	13.82368410276179	0.9994741946085557	-0.9994741946085557
577	168.3	170.55	-0.485	0.143	-1.801	-0.161	2.25	1.351	0.6	-167.002	1.772275548234354e-14	14.55729013096273	2.041299625341873	-2.041299625341873
600	182.25	183.6	-0.207	-0.066	0.167	0.048	1.35	0.391	0.29	16.971	2.212354521262147e-14	14.40937410805823	1.725636799284676	1.725636799284676
604	133.8	134.55	-0.8120000000000001	-0.223	-0.681	-0.014	0.75	0.246	0.329	57.891	1.13679012298584e-14	14.80310093883314	2.803850928967402	2.803850928967402
607	134.7	138.3	-0.3	0.192	1.273	0.08	3.6	1.577	0.438	-4.075	2.510384435856348e-14	14.31593228837873	1.563299504066729	1.563299504066729
643	129.3	130.35	-2.038	0.288	-2.354	0.242	1.05	0.319	0.304	-171.684	2.327367713155457e-14	14.37275883350356	1.659061102161028	-1.659061102161028
669	164.25	166.2	-0.138	0.039	-0.418	0.261	1.95	0.358	0.183	141.535	4.558180466172841e-14	13.75817218651229	0.948844823490539	-0.948844823490539
685	237.45	239.85	-0.099	0.022	-1.539	0.053	2.4	1.44	0.6	178.772	1.561985297994015e-14	14.63344013068408	2.239679515406546	-2.239679515406546
690	184.95	185.85	0.238	-0.153	0.806	0.027	0.9	0.596	0.662	17.543	2.61105738785129e-14	14.28535932590018	1.515260029974712	1.515260029974712
690	187.2	189	-0.312	-0.035	0.466	0.005	1.8	0.779	0.433	2.953	2.61105738785129e-14	14.28535932590018	1.515260029974712	1.515260029974712
690	188.7	189.45	0.466	-0.03	0.68	0.236	0.75	0.342	0.455	51.198	2.61105738785129e-14	14.28535932590018	1.515260029974712	1.515260029974712
705	192.9	194.25	-0.07099999999999999	0.178	0.613	0.11	1.35	0.6870000000000001	0.509	-5.711	2.415737109375001e-14	14.34511025041511	1.611372789427719	1.611372789427719
