 	trajectory	start	end
1	12	195.900	273.300
2	28	183.450	210.300
3	32	182.400	259.650
4	36	194.250	268.350
5	41	219	259.950
6	54	192.300	255.900
7	73	228.300	252
8	79	186.600	243.600
9	90	186.450	233.850
10	92	225.150	301.500
11	104	192.900	239.550
12	106	208.650	289.650
13	113	192.600	271.350
14	115	183.150	223.050
15	126	198.450	249.900
16	130	178.200	196.350
17	163	192.300	266.850
18	190	198.600	260.550
19	201	182.700	288.450
20	259	180.300	226.050
21	284	220.500	280.200
22	291	186.750	231.900
23	309	197.550	275.250
24	318	228.750	300.150
25	322	201.150	262.800
26	339	239.700	252.450
27	352	183.150	208.950
28	375	190.500	269.550
29	379	204.600	265.650
30	383	247.050	296.700
31	405	185.550	261.150
32	410	223.500	273
33	411	190.500	268.350
34	425	185.250	208.800
35	427	196.050	272.550
36	432	210.450	300.150
37	433	194.850	264.450
38	446	192.450	255.750
39	448	174.450	273.900
40	450	186.600	254.250
41	451	244.800	279.450
42	457	217.800	266.550
43	462	213.150	297.450
44	469	185.550	226.650
45	474	177.150	215.400
46	475	183.150	207.900
47	481	196.050	268.950
48	487	200.550	210.450
49	522	188.250	210.750
50	545	201.600	251.100
51	561	176.850	255.750
52	566	208.650	266.100
53	567	192.150	228.750
54	584	198.450	263.100
55	587	180.600	226.800
56	588	188.250	221.100
57	595	207.150	280.050
58	604	174.900	195.900
59	606	194.250	239.100
60	610	227.100	274.650
61	613	205.050	219.750
62	615	183.300	213
63	616	184.800	266.700
64	620	196.200	252.600
65	621	187.800	216.300
66	622	236.700	250.500
67	623	230.550	251.550
68	626	192.750	234.600
69	635	186.300	248.400
70	643	220.050	277.050
71	647	190.800	264
72	649	183	209.850
73	655	191.550	264.600
74	656	192.450	280.050
75	658	191.100	253.200
76	662	199.800	271.650
77	664	181.350	197.550
78	668	181.800	204
79	671	202.500	266.100
80	686	198.750	269.250
81	700	198.150	272.700
82	703	193.200	288
83	708	186.450	224.700
84	709	218.700	296.100
85	712	207.750	277.650
86	717	203.400	261
87	722	200.250	290.250
88	724	237.600	255.150
89	728	185.400	310.800
90	738	193.200	276.900
91	745	188.700	205.650
92	746	220.800	258.600
93	757	188.100	207
94	760	191.250	260.850
95	767	223.950	293.550
96	769	181.950	212.700
97	776	192.900	257.850
98	777	221.400	293.100
99	788	191.250	264.900
100	789	198.450	258.900
101	791	212.850	320.850
102	798	199.500	262.200
103	802	180	250.650
104	804	196.500	286.800
105	805	182.700	229.500
106	806	202.350	294.600
107	807	261.900	285.600
108	811	191.400	274.950
109	815	193.500	257.700
110	822	182.400	215.850
111	825	185.700	213.900
112	826	184.200	207.750
113	829	195.600	267.150
114	832	198.300	271.350
115	840	206.850	278.250
116	847	194.250	219
117	848	202.950	276.750
118	850	179.250	248.100
119	857	185.550	235.800
120	859	187.800	227.700
121	863	184.200	216.600
122	868	208.650	271.650
123	869	216.150	274.050
124	872	207	261.150
125	874	177.750	212.700
126	877	211.650	285.300
127	878	188.100	269.550
128	882	195.900	299.850
129	889	198.450	300.450
130	891	202.350	284.850
131	894	226.350	281.550
132	896	192	249.900
133	905	204	253.500
134	915	226.650	313.500
135	916	181.050	199.950
136	920	240.900	283.650
137	923	212.850	256.200
138	926	230.250	268.200
139	930	253.350	292.200
140	935	180.150	226.650
141	939	186.450	266.550
142	958	186.300	211.050
143	973	195	238.950
144	974	173.850	204.900
145	978	196.200	295.500
146	979	198.450	284.550
147	982	179.550	236.700
148	983	194.700	234.450
149	990	195.600	263.550
150	992	182.250	230.100
151	997	176.850	188.400
152	999	216.150	282.450
153	1009	170.100	263.100
154	1024	194.100	357.750
155	1034	198.750	261
156	1042	198.900	258.150
157	1047	192.900	232.500
158	1054	186.300	294.900
159	1059	183.750	282.750
160	1063	214.350	234
161	1080	184.800	211.800
162	1084	183.900	223.350
163	1094	177	201.750
164	1097	184.800	246.750
165	1102	205.350	257.400
166	1112	184.350	241.050
167	1113	187.950	261.600
168	1170	195.600	269.100
169	1172	188.100	272.400
170	1192	196.050	252.300
171	1233	198.450	259.650
172	1263	208.350	285.150
173	1287	223.200	313.800
174	1293	202.950	277.800
175	1308	185.700	216
176	1310	205.500	290.550
177	1368	177.450	220.200
178	1377	173.700	185.850
179	1393	188.850	218.700
180	1394	172.200	216.300
181	1415	184.800	215.850
182	1418	199.200	276.750
183	1421	188.250	243.600
184	1435	201	300.300
185	1436	187.050	216.750
186	1442	176.700	245.850
187	1443	183.450	219
188	1444	190.500	221.250
189	1476	221.400	288.750
190	1486	186	235.350
191	1505	190.350	273.300
192	1506	182.250	240.900
193	1515	186.300	259.350
194	1518	184.500	230.550
195	1536	192.600	278.550
196	1559	202.500	248.850
197	1562	190.800	229.050
198	1584	248.250	267.900
199	1595	202.350	256.050
200	1606	211.350	285.300
201	1612	213.600	262.650
202	1618	220.950	233.400
203	1622	211.950	226.350
204	1637	217.350	232.200
205	1681	233.700	250.800
206	1689	258.300	274.650
207	1691	253.950	260.400
208	1692	242.100	276.150
209	1693	244.650	284.100
210	1695	246.900	292.350
211	1701	248.850	257.850
212	1703	250.500	261
213	1710	256.950	293.100
214	1713	255.750	269.550
215	1720	253.350	267
216	1729	258.750	267
217	1739	268.500	286.200
218	1748	275.550	284.850
219	1753	273.750	282.600
220	1757	289.500	309.300
221	1764	279.900	295.500
222	1774	286.200	342
223	1778	285.300	300
224	1783	284.850	293.100
225	1784	283.800	292.950
226	1790	286.650	296.550
227	1794	336.750	349.200
228	1804	295.950	309.900
229	1810	319.500	372
230	1819	304.500	314.250
231	1839	333.450	362.700
232	1874	366.150	377.250
233	1912	384.300	399.300
