 	trajectory	start	end
1	8	201.900	248.700
2	17	186.750	302.400
3	44	192.300	249.600
4	96	204.600	284.550
5	101	207.600	278.100
6	162	195.750	274.500
7	167	197.700	306.900
8	170	190.200	257.100
9	176	218.400	268.800
10	177	177.750	271.950
11	178	187.350	273.900
12	200	187.050	284.700
13	212	190.800	268.950
14	216	220.200	261.900
15	225	220.200	312.600
16	241	182.700	271.950
17	252	177	220.350
18	260	190.050	271.200
19	268	181.500	262.200
20	278	182.700	284.850
21	304	182.700	254.850
22	305	184.350	238.650
23	323	224.550	295.950
24	340	182.700	298.950
25	353	201.300	290.700
26	369	223.050	270.900
27	373	209.250	285.750
28	384	221.400	270.150
29	386	188.250	215.850
30	397	198.900	247.050
31	418	218.850	279.900
32	426	242.700	264.750
33	479	183.450	226.950
34	491	184.350	209.400
35	494	186	303.150
36	501	201.900	272.400
37	506	192.600	255.600
38	520	175.650	262.050
39	544	190.650	283.800
40	556	235.050	307.200
41	565	211.050	264.450
42	573	196.050	237.600
43	585	195	263.250
44	593	187.050	264.300
45	595	192.300	225.900
46	597	186.750	261
47	600	222.750	269.850
48	606	200.400	279.900
49	611	182.250	251.400
50	614	192.300	283.500
51	628	188.400	270
52	631	182.250	208.200
53	646	179.400	232.050
54	651	185.700	264.300
55	664	195.300	277.950
56	668	187.350	231.900
57	680	212.400	308.250
58	685	194.100	280.800
59	689	188.250	283.500
60	690	182.850	265.200
61	693	182.250	259.800
62	704	184.200	255.600
63	711	204.750	270
64	714	200.400	273.150
65	717	175.350	207
66	726	178.800	208.500
67	729	185.700	206.250
68	730	228.900	295.500
69	742	192.450	253.050
70	745	217.050	267.900
71	751	197.100	301.650
72	760	186.900	269.550
73	779	190.200	281.850
74	780	227.250	256.200
75	788	176.250	234.450
76	802	227.700	275.250
77	828	182.550	211.950
78	831	199.800	311.100
79	839	191.100	223.500
80	847	174.900	293.250
81	856	181.350	249.450
82	859	195.150	283.650
83	861	180.300	233.850
84	865	176.850	241.950
85	874	189.750	224.100
86	884	196.650	272.550
87	909	195.300	244.650
88	912	188.100	210.600
89	915	192.300	274.950
90	916	184.800	232.200
91	918	179.700	260.850
92	925	202.800	284.400
93	926	172.650	205.800
94	938	178.350	207.600
95	943	205.350	295.500
96	946	180	226.050
97	952	187.050	277.500
98	953	199.950	279
99	954	201.300	293.850
100	956	189.600	247.500
101	964	189.300	269.250
102	977	196.650	281.250
103	979	191.700	279.600
104	980	176.700	201.600
105	982	216	285
106	1014	189.450	250.200
107	1024	188.700	236.250
108	1027	183.750	270.750
109	1029	181.950	211.200
110	1032	194.250	273.150
111	1033	217.200	267.150
112	1036	219	237
113	1045	250.500	267.900
114	1046	231.750	271.050
115	1050	196.050	269.400
116	1053	187.200	227.100
117	1055	210.150	277.500
118	1056	197.400	237
119	1058	226.350	379.650
120	1059	181.200	203.850
121	1066	219.600	278.700
122	1071	185.700	221.850
123	1076	210.900	279.600
124	1077	248.550	300.150
125	1096	209.250	268.050
126	1117	233.700	266.100
127	1118	211.800	295.500
128	1125	224.550	255.450
129	1134	228.600	276.900
130	1138	228.450	280.050
131	1143	206.850	250.350
132	1147	348.150	380.100
133	1157	215.250	261.600
134	1159	186	205.500
135	1160	237.750	299.250
136	1165	227.400	277.050
137	1166	210	282.900
138	1169	222.150	294.300
139	1170	196.050	255.450
140	1172	225	258.450
141	1173	229.050	293.250
142	1182	238.500	271.200
143	1185	218.400	247.800
144	1187	216.600	261.750
145	1190	232.800	266.550
146	1192	179.250	233.550
147	1201	202.050	268.500
148	1213	194.400	259.200
149	1224	220.500	304.950
150	1226	187.950	216.900
151	1228	196.950	227.700
152	1235	205.500	277.950
153	1252	205.500	255
154	1270	185.700	209.550
155	1282	186.900	222.300
156	1284	186.450	226.950
157	1302	178.950	203.400
158	1310	185.250	210.450
159	1313	185.700	231.150
160	1314	181.350	223.500
161	1320	187.350	273.750
162	1323	200.850	265.200
163	1330	196.200	255.750
164	1339	185.700	209.250
165	1340	223.350	268.650
166	1344	181.350	255.300
167	1364	194.250	234.600
168	1372	208.200	278.550
169	1394	187.650	244.950
170	1459	217.200	263.850
171	1460	205.500	257.700
172	1474	177.600	201
173	1477	188.700	223.200
174	1496	217.350	277.800
175	1500	214.350	247.350
176	1504	205.650	260.250
177	1514	233.100	298.050
178	1517	219.450	261.450
179	1528	189.750	216.300
180	1530	218.400	238.950
181	1539	229.650	280.200
182	1555	222.750	285
183	1558	188.700	210.600
184	1559	200.250	209.100
185	1577	196.800	224.250
186	1581	217.650	261.450
187	1602	240.150	255.900
188	1623	241.200	274.800
189	1627	228.600	250.950
190	1632	265.050	295.650
191	1633	240.900	250.500
192	1644	237.750	270.450
193	1646	262.200	278.850
194	1660	251.850	278.100
195	1664	265.200	274.950
196	1674	291	309.600
197	1680	268.950	289.050
198	1691	284.400	302.400
199	1694	289.800	333
200	1697	293.100	313.050
201	1698	303.450	349.950
202	1714	292.800	330.300
203	1719	301.800	313.650
204	1720	293.700	307.050
205	1728	308.700	318.750
206	1734	331.200	394.050
207	1763	335.250	349.950
