 	trajectory	start	end
1	12	222.900	284.550
2	206	175.950	238.800
3	256	205.350	228.600
4	262	186.450	286.650
5	281	190.650	313.050
6	313	204.750	249.600
7	373	243.300	267.900
8	385	225.300	282.750
9	403	176.850	223.800
10	416	176.700	229.950
11	496	174.900	201.450
12	503	176.850	242.550
13	505	180.450	251.850
14	507	176.100	234.750
15	509	181.050	225.450
16	530	178.800	231.150
17	535	177.900	244.800
18	552	179.250	214.650
19	553	176.550	235.350
20	556	175.800	237.600
21	568	178.350	259.200
22	596	178.200	208.650
23	602	179.100	307.500
24	615	176.550	227.250
25	617	179.400	256.050
26	621	183.300	244.050
27	633	207.000	249.300
28	641	179.550	245.550
29	668	181.500	260.700
30	723	175.500	232.650
31	750	177.150	218.400
32	752	177.900	218.100
33	754	176.400	220.050
34	755	182.100	259.050
35	772	179.100	224.850
36	787	173.100	218.850
37	801	187.050	270.300
38	924	170.550	220.950
39	938	185.100	206.400
40	940	179.850	270.450
41	956	203.400	291.150
42	959	179.100	238.950
43	962	182.100	248.550
44	1014	188.100	294.000
45	1020	283.650	301.200
46	1021	176.700	239.850
47	1099	243.900	274.800
48	1132	258.000	309.150
49	1169	198.300	289.500
50	1171	223.350	271.800
51	1179	265.800	311.400
52	1197	193.350	299.400
53	1239	184.200	260.400
54	1254	179.400	239.550
55	1305	208.800	252.600
56	1396	198.150	254.400
57	1446	188.250	247.650
58	1761	249.600	341.100
59	1790	271.650	281.100
60	1814	270.600	318.600
61	1827	281.550	296.850
