trajectory	start     	end       	x1        	y1        	x2        	y2        	duration  	distance  	rate      	angle (deg)
106.0000  	72.1500   	73.3500   	-0.1710   	0.3060    	-1.6500   	0.2490    	1.2000    	1.4800    	1.2330    	-177.7800 
123.0000  	79.2000   	80.4000   	0.0710    	0.1370    	0.4980    	-0.0220   	1.2000    	0.4560    	0.3800    	-20.4960  
123.0000  	85.8000   	88.3500   	0.8940    	-0.0030   	1.7560    	-0.2970   	2.5500    	0.9110    	0.3570    	-18.8470  
156.0000  	63.4500   	64.9500   	0.0470    	-0.2350   	0.2250    	-0.0400   	1.5000    	0.2640    	0.1760    	47.6260   
305.0000  	120.0000  	121.6500  	0.0720    	-0.0970   	0.2150    	-0.0080   	1.6500    	0.1680    	0.1020    	31.9230   
305.0000  	123.6000  	124.5000  	0.2300    	0.0710    	0.3560    	-0.0320   	0.9000    	0.1630    	0.1810    	-39.2520  
315.0000  	74.1000   	76.2000   	-0.0120   	-0.2240   	0.2250    	-0.1440   	2.1000    	0.2500    	0.1190    	18.7300   
316.0000  	76.3500   	77.7000   	0.0220    	0.1470    	0.2900    	-0.5040   	1.3500    	0.7040    	0.5220    	-67.6410  
321.0000  	90.0000   	91.2000   	-0.0850   	-0.0120   	0.2010    	-0.1060   	1.2000    	0.3010    	0.2510    	-18.2070  
416.0000  	76.6500   	77.5500   	0.1050    	-0.0980   	0.2190    	-0.1330   	0.9000    	0.1190    	0.1320    	-16.9780  
440.0000  	135.3000  	137.2500  	1.6700    	-0.2090   	0.7570    	-0.0380   	1.9500    	0.9290    	0.4760    	169.4320  
441.0000  	77.1000   	78.3000   	0.0470    	-0.1960   	0.1360    	-0.2850   	1.2000    	0.1260    	0.1050    	-44.9710  
470.0000  	82.5000   	83.4000   	-0.3140   	-0.0340   	-0.0390   	-0.2790   	0.9000    	0.3680    	0.4090    	-41.6940  
470.0000  	87.4500   	90.3000   	0.4040    	-0.0200   	1.3200    	-0.0950   	2.8500    	0.9190    	0.3220    	-4.7230   
489.0000  	103.0500  	103.8000  	0.1350    	-0.2070   	0.2360    	-0.2050   	0.7500    	0.1010    	0.1350    	1.5250    
