trajectory	start     	end       	x1        	y1        	x2        	y2        	duration  	distance  	rate      	angle (deg)
58.0000   	189.6000  	190.6500  	-0.1670   	0.0230    	-0.5500   	0.0450    	1.0500    	0.3840    	0.3650    	176.7250  
98.0000   	195.4500  	196.5000  	-0.0570   	-0.0820   	0.3140    	0.0280    	1.0500    	0.3870    	0.3680    	16.4160   
197.0000  	205.3500  	210.7500  	-1.0240   	-0.1480   	1.6240    	-0.1980   	5.4000    	2.6480    	0.4900    	-1.0940   
197.0000  	214.5000  	217.0500  	1.8750    	-0.2690   	3.0080    	-0.1230   	2.5500    	1.1420    	0.4480    	7.3420    
197.0000  	218.5500  	220.8000  	3.2570    	-0.1190   	4.3060    	-0.0760   	2.2500    	1.0500    	0.4670    	2.3710    
197.0000  	222.4500  	223.3500  	4.4510    	0.1070    	4.7880    	-0.0020   	0.9000    	0.3540    	0.3940    	-18.0310  
197.0000  	225.6000  	229.2000  	5.1680    	0.0450    	6.7300    	0.2110    	3.6000    	1.5710    	0.4360    	6.0760    
197.0000  	229.2000  	230.5500  	6.8240    	0.1390    	7.4660    	0.2220    	1.3500    	0.6470    	0.4800    	7.3980    
213.0000  	140.5500  	141.3000  	0.1810    	0.1180    	0.5360    	0.2330    	0.7500    	0.3730    	0.4970    	17.9020   
213.0000  	148.5000  	150.4500  	1.2800    	0.1650    	1.5950    	0.0650    	1.9500    	0.3310    	0.1700    	-17.6670  
340.0000  	124.3500  	125.2500  	-0.2940   	0.4110    	-0.6530   	-0.1630   	0.9000    	0.6770    	0.7520    	-122.0290 
357.0000  	204.9000  	205.9500  	-0.1530   	0.1480    	-0.0530   	-0.0940   	1.0500    	0.2620    	0.2500    	-67.5830  
395.0000  	151.2000  	152.7000  	-0.3530   	0.0160    	-1.1030   	0.1020    	1.5000    	0.7550    	0.5030    	173.4660  
404.0000  	162.3000  	163.2000  	-0.1060   	-0.0970   	-0.5410   	0.0380    	0.9000    	0.4550    	0.5060    	162.7560  
427.0000  	122.1000  	123.6000  	-0.3200   	-0.0680   	-0.9220   	-0.0610   	1.5000    	0.6020    	0.4010    	179.3430  
453.0000  	130.6500  	131.4000  	-0.9190   	-0.1240   	-1.4540   	0.1300    	0.7500    	0.5920    	0.7900    	154.6110  
536.0000  	150.7500  	151.8000  	-0.2460   	-0.0840   	0.0520    	-0.2730   	1.0500    	0.3530    	0.3360    	-32.4460  
548.0000  	182.4000  	186.7500  	-0.8840   	0.0690    	0.4270    	-0.0010   	4.3500    	1.3130    	0.3020    	-3.0580   
548.0000  	190.6500  	194.1000  	0.4270    	0.0710    	1.3750    	-0.3370   	3.4500    	1.0320    	0.2990    	-23.2580  
548.0000  	198.7500  	200.2500  	2.3750    	-0.7640   	2.7160    	-0.3910   	1.5000    	0.5050    	0.3370    	47.5370   
560.0000  	132.4500  	133.5000  	0.0550    	0.0950    	0.3240    	0.1010    	1.0500    	0.2690    	0.2560    	1.4530    
