trajectory	start     	end       	x1        	y1        	x2        	y2        	duration  	distance  	rate      	angle (deg)
43.0000   	186.0000  	187.0500  	-0.2460   	-0.1920   	-0.3500   	-0.2730   	1.0500    	0.1320    	0.1250    	-142.1930 
143.0000  	158.5500  	160.9500  	-0.2820   	0.0170    	-1.0000   	-0.1500   	2.4000    	0.7380    	0.3070    	-166.9160 
495.0000  	139.3500  	140.2500  	0.0830    	0.3010    	-0.1980   	-0.2170   	0.9000    	0.5900    	0.6550    	-118.5230 
547.0000  	118.3500  	119.7000  	0.1170    	-0.0930   	-0.5870   	0.1710    	1.3500    	0.7520    	0.5570    	159.3970  
620.0000  	133.8000  	134.7000  	0.1260    	-0.2580   	-0.2740   	-0.1360   	0.9000    	0.4180    	0.4650    	163.0820  
673.0000  	152.4000  	153.3000  	0.1380    	0.0050    	0.0140    	-0.0230   	0.9000    	0.1260    	0.1400    	-167.4640 
810.0000  	116.5500  	117.4500  	0.0160    	-0.0290   	-0.3280   	0.2480    	0.9000    	0.4420    	0.4910    	141.0940  
1034.0000 	130.0500  	130.9500  	0.0860    	0.0930    	-0.3040   	-0.3850   	0.9000    	0.6170    	0.6860    	-129.2310 
1148.0000 	157.0500  	159.1500  	-0.0830   	0.1750    	0.2820    	0.5690    	2.1000    	0.5370    	0.2560    	47.2470   
1173.0000 	170.2500  	171.0000  	-0.0008   	0.1610    	-0.5500   	-0.0140   	0.7500    	0.5770    	0.7690    	-162.3680 
1250.0000 	121.9500  	122.7000  	-0.0190   	-0.2230   	0.0580    	-0.0890   	0.7500    	0.1550    	0.2060    	60.2480   
1432.0000 	120.9000  	121.6500  	-0.1250   	0.3400    	-0.2720   	0.1500    	0.7500    	0.2400    	0.3200    	-127.8780 
1507.0000 	141.1500  	142.5000  	-0.0370   	-0.0130   	0.4900    	0.0070    	1.3500    	0.5270    	0.3900    	2.1270    
1643.0000 	124.3500  	125.5500  	0.0300    	0.0170    	0.3620    	0.0450    	1.2000    	0.3320    	0.2770    	4.9040    
1670.0000 	112.2000  	113.1000  	0.0300    	-0.0520   	-0.2290   	-0.2890   	0.9000    	0.3510    	0.3900    	-137.6370 
1737.0000 	131.7000  	132.6000  	-0.7900   	-0.0680   	-1.2620   	-0.2200   	0.9000    	0.4960    	0.5510    	-162.1890 
1863.0000 	170.4000  	171.1500  	0.0770    	0.1540    	-0.5870   	0.6890    	0.7500    	0.8520    	1.1370    	141.1670  
1884.0000 	121.6500  	122.7000  	0.1100    	-0.1590   	-0.4100   	-0.1670   	1.0500    	0.5200    	0.4950    	-179.1060 
2125.0000 	132.0000  	135.9000  	-0.9300   	0.5160    	-2.2900   	0.2890    	3.9000    	1.3790    	0.3540    	-170.5080 
2156.0000 	165.9000  	167.4000  	-0.4700   	-0.0570   	0.0300    	0.0510    	1.5000    	0.5120    	0.3420    	12.1860   
2203.0000 	128.1000  	129.1500  	-0.0370   	-0.2470   	0.3660    	-0.3110   	1.0500    	0.4080    	0.3890    	-9.0510   
2567.0000 	169.3500  	171.1500  	-1.2130   	-0.1500   	-2.1090   	-0.5400   	1.8000    	0.9770    	0.5430    	-156.4520 
2576.0000 	140.1000  	142.2000  	0.3220    	0.0740    	0.9790    	0.0400    	2.1000    	0.6580    	0.3140    	-2.9490   
3040.0000 	244.0500  	246.3000  	-0.0660   	-0.0710   	0.6480    	-0.0510   	2.2500    	0.7140    	0.3170    	1.6170    
3598.0000 	174.1500  	175.6500  	-0.0290   	0.0320    	-0.5140   	0.1180    	1.5000    	0.4920    	0.3280    	169.9000  
4068.0000 	124.9500  	125.7000  	2.3040    	-0.0280   	0.7180    	-0.1500   	0.7500    	1.5900    	2.1200    	-175.6120 
4568.0000 	141.3000  	142.5000  	0.2080    	0.0810    	-0.7260   	-0.0930   	1.2000    	0.9500    	0.7920    	-169.4490 
4869.0000 	166.0500  	167.4000  	0.0880    	-0.1440   	-0.3600   	-0.0140   	1.3500    	0.4670    	0.3460    	163.8040  
5177.0000 	144.3000  	145.5000  	0.4270    	-0.0470   	-1.0940   	0.2260    	1.2000    	1.5460    	1.2880    	169.8170  
5211.0000 	186.0000  	188.7000  	-0.2190   	0.0960    	-1.9790   	-0.2160   	2.7000    	1.7880    	0.6620    	-169.9320 
5221.0000 	166.0500  	168.1500  	-0.0420   	-0.0810   	-0.9870   	0.2810    	2.1000    	1.0130    	0.4820    	159.0380  
5531.0000 	145.0500  	146.5500  	1.4850    	0.2050    	0.6960    	-0.0840   	1.5000    	0.8400    	0.5600    	-159.8840 
5626.0000 	154.3500  	155.1000  	0.0300    	-0.1130   	-0.4420   	0.1390    	0.7500    	0.5350    	0.7140    	151.8700  
5810.0000 	152.2500  	153.4500  	0.1730    	-0.0570   	0.6130    	0.1130    	1.2000    	0.4720    	0.3930    	21.1280   
5946.0000 	133.6500  	135.3000  	1.3140    	0.0580    	0.0800    	0.0910    	1.6500    	1.2340    	0.7480    	178.4760  
6006.0000 	162.9000  	164.5500  	0.9470    	-0.3340   	-0.5020   	0.0710    	1.6500    	1.5050    	0.9120    	164.3890  
6189.0000 	157.2000  	160.2000  	1.0100    	-0.0990   	-0.5540   	0.0360    	3.0000    	1.5690    	0.5230    	175.0770  
6368.0000 	180.1500  	180.9000  	-0.0450   	-0.2600   	0.6260    	-0.4070   	0.7500    	0.6860    	0.9150    	-12.4110  
6523.0000 	203.4000  	204.3000  	0.0540    	0.0290    	0.6660    	-0.0650   	0.9000    	0.6180    	0.6870    	-8.8040   
6523.0000 	214.6500  	215.8500  	2.9410    	0.1120    	3.6830    	-0.1970   	1.2000    	0.8040    	0.6700    	-22.5850  
