trajectory	start     	end       	x1        	y1        	x2        	y2        	duration  	distance  	rate      	angle (deg)
2.0000    	116.2500  	117.1500  	0.1740    	0.0650    	0.2990    	0.1730    	0.9000    	0.1650    	0.1830    	40.8560   
133.0000  	188.5500  	190.3500  	0.0660    	0.0460    	0.9630    	-0.0610   	1.8000    	0.9040    	0.5020    	-6.8220   
295.0000  	149.7000  	150.6000  	-0.0270   	0.0650    	-0.1680   	-0.0550   	0.9000    	0.1850    	0.2050    	-139.6860 
298.0000  	208.5000  	210.1500  	-0.0340   	-0.1350   	0.6900    	-0.0790   	1.6500    	0.7250    	0.4400    	4.4300    
637.0000  	120.0000  	120.9000  	0.0270    	-0.2580   	-0.2700   	-0.0480   	0.9000    	0.3650    	0.4050    	144.6900  
684.0000  	120.9000  	122.1000  	-0.0510   	0.0460    	0.4750    	-0.1850   	1.2000    	0.5750    	0.4790    	-23.6340  
697.0000  	123.1500  	124.0500  	-0.0180   	-0.0120   	0.2620    	-0.1410   	0.9000    	0.3080    	0.3420    	-24.7150  
791.0000  	126.6000  	128.1000  	-0.0850   	-0.0230   	0.1650    	0.0640    	1.5000    	0.2640    	0.1760    	19.3180   
822.0000  	139.0500  	139.8000  	-0.0130   	-0.1660   	0.2240    	-0.2160   	0.7500    	0.2420    	0.3230    	-11.8860  
885.0000  	133.6500  	134.4000  	0.1520    	-0.1140   	0.5070    	-0.1320   	0.7500    	0.3560    	0.4740    	-2.7780   
1030.0000 	131.2500  	132.1500  	-0.7220   	-0.0990   	-1.1540   	0.1800    	0.9000    	0.5140    	0.5710    	147.1680  
1105.0000 	136.0500  	136.8000  	-0.0800   	-0.2640   	-0.3410   	-0.0250   	0.7500    	0.3540    	0.4720    	137.4560  
1430.0000 	210.6000  	212.2500  	-0.0800   	-0.1490   	0.6300    	-0.0560   	1.6500    	0.7160    	0.4340    	7.4420    
1770.0000 	147.7500  	148.6500  	-0.0910   	-0.1870   	-0.3010   	-0.1070   	0.9000    	0.2250    	0.2500    	158.9730  
1953.0000 	132.6000  	133.6500  	0.1180    	0.1550    	0.3680    	-0.0110   	1.0500    	0.3000    	0.2850    	-33.6160  
2108.0000 	158.4000  	159.4500  	-0.0420   	0.0870    	-0.2060   	0.0360    	1.0500    	0.1730    	0.1640    	-162.6110 
2137.0000 	144.0000  	145.2000  	0.2860    	-0.3180   	0.6300    	-0.1490   	1.2000    	0.3830    	0.3190    	26.1950   
2137.0000 	147.1500  	148.9500  	0.8640    	0.2150    	1.6450    	0.2850    	1.8000    	0.7840    	0.4360    	5.1410    
2137.0000 	157.2000  	158.8500  	2.7500    	0.2850    	3.3280    	0.3850    	1.6500    	0.5860    	0.3550    	9.8630    
2137.0000 	159.7500  	160.5000  	3.5120    	0.4160    	3.7630    	0.5490    	0.7500    	0.2840    	0.3790    	27.9970   
2159.0000 	138.7500  	140.1000  	0.0420    	-0.1530   	0.9090    	-0.1250   	1.3500    	0.8680    	0.6430    	1.8370    
2204.0000 	113.4000  	114.6000  	-0.1100   	-0.1570   	-0.8480   	-0.0860   	1.2000    	0.7410    	0.6170    	174.5320  
2303.0000 	147.7500  	148.5000  	-0.0050   	-0.0250   	0.3790    	0.0660    	0.7500    	0.3950    	0.5260    	13.3220   
2312.0000 	131.2500  	132.0000  	0.0240    	-0.3200   	0.1970    	-0.1560   	0.7500    	0.2380    	0.3180    	43.4870   
2333.0000 	122.5500  	124.0500  	-0.0800   	-0.1680   	0.2720    	-0.3220   	1.5000    	0.3840    	0.2560    	-23.6810  
2349.0000 	212.5500  	213.4500  	-0.0400   	-0.1650   	0.1780    	-0.3090   	0.9000    	0.2610    	0.2900    	-33.5010  
2437.0000 	163.8000  	165.7500  	2.0320    	-0.4800   	2.8370    	-0.5200   	1.9500    	0.8060    	0.4130    	-2.8800   
2608.0000 	168.4500  	169.2000  	0.2210    	0.5450    	0.5780    	0.3740    	0.7500    	0.3950    	0.5270    	-25.5460  
2713.0000 	131.8500  	132.7500  	0.0510    	-0.0940   	-0.5140   	-0.0440   	0.9000    	0.5670    	0.6300    	174.8840  
2718.0000 	138.9000  	140.4000  	-0.0210   	-0.3510   	0.5420    	-0.0280   	1.5000    	0.6490    	0.4330    	29.8360   
2747.0000 	152.5500  	153.7500  	-1.3520   	-0.4270   	-1.0620   	-0.2160   	1.2000    	0.3580    	0.2990    	36.0590   
2752.0000 	129.1500  	129.9000  	0.0990    	-0.2070   	-0.3980   	-0.4150   	0.7500    	0.5390    	0.7190    	-157.3320 
2768.0000 	132.7500  	134.2500  	0.0370    	-0.0620   	0.1860    	0.0510    	1.5000    	0.1860    	0.1240    	37.0630   
2843.0000 	153.7500  	154.9500  	-0.0450   	-0.0730   	0.4740    	-0.0760   	1.2000    	0.5180    	0.4320    	-0.3430   
2895.0000 	119.5500  	120.4500  	0.1600    	-0.2380   	-0.1900   	0.1350    	0.9000    	0.5120    	0.5690    	133.1730  
2895.0000 	132.0000  	133.2000  	-0.2690   	-0.1250   	-1.1310   	0.0650    	1.2000    	0.8830    	0.7360    	167.5930  
2916.0000 	128.4000  	129.4500  	0.1060    	-0.3660   	-0.5550   	0.4000    	1.0500    	1.0120    	0.9640    	130.7650  
2956.0000 	125.1000  	126.0000  	0.1220    	-0.2620   	-0.4000   	-0.2560   	0.9000    	0.5220    	0.5800    	179.3610  
2985.0000 	197.1000  	200.8500  	-0.0370   	0.2480    	1.1090    	0.4490    	3.7500    	1.1630    	0.3100    	9.9220    
3084.0000 	158.1000  	158.8500  	0.1180    	0.0530    	-0.1150   	0.1860    	0.7500    	0.2680    	0.3580    	150.4750  
3147.0000 	126.4500  	127.3500  	-0.0110   	-0.0430   	0.3180    	0.0720    	0.9000    	0.3490    	0.3880    	19.2540   
3194.0000 	211.3500  	213.4500  	-0.0690   	-0.0700   	0.0910    	-0.0860   	2.1000    	0.1610    	0.0770    	-5.5480   
3267.0000 	126.6000  	127.3500  	1.8610    	-2.4090   	1.4190    	-2.4640   	0.7500    	0.4450    	0.5930    	-172.9610 
3282.0000 	132.6000  	134.7000  	0.0750    	0.0390    	0.6670    	-0.2520   	2.1000    	0.6600    	0.3140    	-26.1860  
3290.0000 	136.0500  	137.2500  	-0.0110   	0.0700    	-0.6240   	0.0020    	1.2000    	0.6170    	0.5140    	-173.6120 
3301.0000 	123.1500  	123.9000  	-0.0220   	-0.2210   	0.2450    	-0.6340   	0.7500    	0.4920    	0.6560    	-57.0890  
3425.0000 	143.7000  	145.2000  	-0.0610   	-0.1660   	-0.5630   	0.1630    	1.5000    	0.6000    	0.4000    	146.7930  
3452.0000 	193.2000  	194.1000  	0.0080    	-0.0130   	0.3470    	-0.1040   	0.9000    	0.3510    	0.3900    	-15.0240  
3480.0000 	123.7500  	124.8000  	-0.0380   	-0.1230   	0.3390    	0.0490    	1.0500    	0.4150    	0.3950    	24.5370   
3516.0000 	186.3000  	187.9500  	-1.2320   	-0.2080   	-2.5220   	-0.4270   	1.6500    	1.3080    	0.7930    	-170.3610 
3516.0000 	188.4000  	190.5000  	-2.9710   	-0.4760   	-4.1600   	-0.7230   	2.1000    	1.2140    	0.5780    	-168.2790 
3537.0000 	133.9500  	134.8500  	0.3470    	-0.1560   	-0.3150   	0.1050    	0.9000    	0.7120    	0.7910    	158.5000  
3544.0000 	134.5500  	135.4500  	-0.0480   	-0.1220   	0.1570    	0.1350    	0.9000    	0.3290    	0.3650    	51.4620   
3544.0000 	136.0500  	137.2500  	0.2190    	-0.0290   	0.5820    	-0.0810   	1.2000    	0.3670    	0.3060    	-8.1210   
3547.0000 	185.4000  	191.5500  	-1.9200   	0.1380    	0.1020    	-0.0790   	6.1500    	2.0340    	0.3310    	-6.1350   
3547.0000 	200.8500  	201.9000  	1.4910    	-0.0300   	1.9180    	-0.1980   	1.0500    	0.4590    	0.4370    	-21.4580  
3547.0000 	226.2000  	227.2500  	4.2960    	-0.1730   	4.6030    	-0.2710   	1.0500    	0.3220    	0.3070    	-17.5790  
3547.0000 	232.6500  	233.7000  	3.8340    	-0.2240   	4.1900    	-0.2440   	1.0500    	0.3570    	0.3400    	-3.2330   
3547.0000 	255.4500  	258.6000  	3.3060    	-0.1790   	4.6750    	-0.1910   	3.1500    	1.3700    	0.4350    	-0.5330   
3569.0000 	125.1000  	131.1000  	-0.4610   	-0.1960   	-2.8020   	-0.4510   	6.0000    	2.3550    	0.3920    	-173.7830 
3607.0000 	134.7000  	135.4500  	0.0130    	0.1230    	0.2670    	0.0920    	0.7500    	0.2560    	0.3420    	-7.0780   
3662.0000 	214.2000  	215.5500  	0.0290    	-0.1260   	0.6980    	-0.0100   	1.3500    	0.6790    	0.5030    	9.8610    
3736.0000 	128.5500  	129.3000  	0.0830    	0.1040    	0.2220    	0.0190    	0.7500    	0.1630    	0.2170    	-31.4040  
3800.0000 	115.2000  	117.4500  	-0.0030   	0.0390    	0.4500    	0.0720    	2.2500    	0.4540    	0.2020    	4.1390    
3819.0000 	125.1000  	128.2500  	-0.5360   	0.1600    	0.1900    	-0.0410   	3.1500    	0.7540    	0.2390    	-15.5200  
3819.0000 	134.8500  	138.0000  	-0.5710   	-0.2270   	-0.0430   	0.0330    	3.1500    	0.5880    	0.1870    	26.1870   
3819.0000 	141.7500  	143.1000  	0.2290    	-0.1990   	0.7410    	-0.2330   	1.3500    	0.5130    	0.3800    	-3.8710   
3819.0000 	144.1500  	147.7500  	-0.0620   	-0.1240   	1.2500    	-0.4160   	3.6000    	1.3440    	0.3730    	-12.5410  
3819.0000 	164.7000  	165.6000  	2.9870    	-0.0440   	3.2830    	-0.2580   	0.9000    	0.3650    	0.4060    	-35.8580  
3928.0000 	127.8000  	128.8500  	0.0300    	0.1000    	0.5120    	0.1280    	1.0500    	0.4820    	0.4590    	3.3040    
3966.0000 	132.7500  	134.5500  	-0.0430   	-0.1870   	-0.4530   	0.0490    	1.8000    	0.4730    	0.2630    	150.0910  
3984.0000 	160.9500  	163.0500  	-0.7440   	0.0440    	-1.0290   	0.1560    	2.1000    	0.3060    	0.1460    	158.5520  
4070.0000 	208.8000  	209.8500  	0.7310    	0.1100    	1.4540    	0.1770    	1.0500    	0.7260    	0.6920    	5.3310    
4070.0000 	210.7500  	212.2500  	1.6300    	0.0030    	2.2320    	0.2950    	1.5000    	0.6680    	0.4460    	25.8490   
4070.0000 	213.9000  	215.2500  	2.7650    	0.0440    	3.2720    	0.2440    	1.3500    	0.5450    	0.4040    	21.5940   
4120.0000 	147.7500  	148.5000  	-0.0740   	-0.2490   	-0.2980   	0.0070    	0.7500    	0.3400    	0.4540    	131.1520  
4206.0000 	131.7000  	132.7500  	-0.3780   	-0.2850   	-0.6540   	-0.0540   	1.0500    	0.3600    	0.3430    	140.1760  
4229.0000 	146.8500  	147.7500  	-0.0380   	-0.1930   	0.2610    	-0.1330   	0.9000    	0.3050    	0.3390    	11.3370   
4379.0000 	117.9000  	119.1000  	-0.0460   	0.0580    	0.1230    	-0.0550   	1.2000    	0.2040    	0.1700    	-33.6930  
4421.0000 	155.7000  	156.6000  	0.0380    	0.3200    	0.3300    	0.0120    	0.9000    	0.4230    	0.4700    	-46.5490  
4973.0000 	142.3500  	143.4000  	0.1260    	0.0620    	-0.6260   	-0.4970   	1.0500    	0.9370    	0.8920    	-143.3940 
4973.0000 	148.5000  	149.2500  	-1.9090   	0.0290    	-2.2880   	-0.0670   	0.7500    	0.3910    	0.5220    	-165.7640 
5002.0000 	135.1500  	136.8000  	-0.0370   	-0.4210   	-0.4780   	-0.6880   	1.6500    	0.5160    	0.3130    	-148.8050 
5173.0000 	164.4000  	167.7000  	-0.2270   	-0.0310   	1.1150    	-0.1060   	3.3000    	1.3450    	0.4070    	-3.2120   
5173.0000 	171.1500  	172.0500  	1.7070    	0.0730    	2.1330    	0.4280    	0.9000    	0.5550    	0.6160    	39.8730   
5331.0000 	142.5000  	143.2500  	-0.1440   	0.0720    	0.7940    	-0.4970   	0.7500    	1.0970    	1.4620    	-31.2500  
5350.0000 	132.7500  	133.9500  	1.6750    	0.1630    	0.9860    	0.1160    	1.2000    	0.6910    	0.5760    	-176.0780 
5350.0000 	136.3500  	137.5500  	0.6720    	0.3010    	0.1380    	0.1550    	1.2000    	0.5540    	0.4620    	-164.7840 
5350.0000 	137.7000  	138.4500  	-0.1570   	0.0290    	-0.8020   	-0.0570   	0.7500    	0.6510    	0.8670    	-172.3550 
5369.0000 	153.7500  	154.6500  	-0.0690   	0.1250    	0.2960    	0.0550    	0.9000    	0.3710    	0.4130    	-10.8480  
