trajectory	start     	end       	x1        	y1        	x2        	y2        	duration  	distance  	rate      	angle (deg)
14.0000   	226.0500  	226.9500  	-0.2610   	-0.1390   	-0.0700   	-0.0770   	0.9000    	0.2010    	0.2230    	17.9460   
14.0000   	232.5000  	233.5500  	-0.0830   	-0.2380   	0.0590    	-0.1570   	1.0500    	0.1640    	0.1560    	29.8360   
182.0000  	232.9500  	234.0000  	0.7340    	-0.0250   	0.2350    	-0.0980   	1.0500    	0.5040    	0.4800    	-171.7340 
182.0000  	277.2000  	278.1000  	-1.7860   	-0.0880   	-2.3650   	0.0510    	0.9000    	0.5950    	0.6620    	166.5310  
182.0000  	279.1500  	280.0500  	-2.5410   	-0.1620   	-2.8660   	0.0400    	0.9000    	0.3830    	0.4250    	148.1470  
182.0000  	287.5500  	289.5000  	-2.7330   	0.0980    	-3.8210   	-0.0290   	1.9500    	1.0950    	0.5620    	-173.3590 
182.0000  	292.9500  	294.3000  	-3.9960   	0.2480    	-4.7510   	0.1580    	1.3500    	0.7600    	0.5630    	-173.2180 
182.0000  	294.4500  	297.0000  	-4.8850   	0.1390    	-6.4900   	0.2940    	2.5500    	1.6120    	0.6320    	174.4950  
182.0000  	301.5000  	302.2500  	-6.8720   	0.4250    	-7.2400   	0.2600    	0.7500    	0.4030    	0.5380    	-155.8450 
182.0000  	302.5500  	304.8000  	-7.3220   	0.2530    	-8.5600   	0.1330    	2.2500    	1.2440    	0.5530    	-174.4790 
182.0000  	307.2000  	310.0500  	-8.5330   	0.3430    	-10.2880  	0.1450    	2.8500    	1.7660    	0.6200    	-173.5570 
182.0000  	311.4000  	312.6000  	-10.1480  	0.1550    	-9.3320   	0.1540    	1.2000    	0.8160    	0.6800    	-0.0300   
182.0000  	315.3000  	317.5500  	-8.7000   	0.1840    	-7.3170   	0.2090    	2.2500    	1.3830    	0.6150    	1.0670    
184.0000  	255.9000  	256.9500  	-1.1690   	-0.0370   	-1.6280   	0.3070    	1.0500    	0.5740    	0.5460    	143.1330  
256.0000  	265.0500  	266.1000  	0.6070    	-0.2160   	0.3560    	-0.1350   	1.0500    	0.2640    	0.2510    	162.2230  
272.0000  	270.9000  	273.1500  	-0.2070   	0.4980    	-0.5670   	-0.1090   	2.2500    	0.7060    	0.3140    	-120.6640 
278.0000  	253.6500  	255.7500  	-0.3040   	-0.2530   	-0.6640   	-0.1340   	2.1000    	0.3790    	0.1810    	161.6550  
279.0000  	239.5500  	240.4500  	-0.6180   	-0.3180   	-0.4340   	-0.0200   	0.9000    	0.3500    	0.3890    	58.2980   
287.0000  	219.6000  	220.9500  	-0.6130   	-0.1950   	-0.8740   	-0.0260   	1.3500    	0.3110    	0.2300    	147.0520  
291.0000  	254.8500  	256.3500  	-0.9620   	-0.1230   	-1.8900   	-0.1550   	1.5000    	0.9290    	0.6190    	-178.0180 
291.0000  	260.7000  	261.4500  	-2.5910   	-0.3310   	-2.9550   	-0.2590   	0.7500    	0.3710    	0.4950    	168.8710  
291.0000  	271.3500  	272.2500  	-3.4290   	-0.3290   	-4.1330   	-0.3190   	0.9000    	0.7040    	0.7820    	179.1890  
312.0000  	274.5000  	275.8500  	0.0590    	-0.0560   	-0.8130   	0.1610    	1.3500    	0.8990    	0.6660    	166.0110  
312.0000  	289.8000  	292.2000  	-1.2000   	0.0150    	-2.4610   	-0.0160   	2.4000    	1.2610    	0.5260    	-178.5760 
312.0000  	346.9500  	348.4500  	-2.4160   	0.0880    	-3.2960   	0.1660    	1.5000    	0.8830    	0.5890    	174.9170  
312.0000  	373.0500  	374.4000  	-3.2470   	-0.0330   	-4.1080   	0.0130    	1.3500    	0.8620    	0.6390    	176.9330  
312.0000  	382.8000  	383.7000  	-3.9280   	0.2460    	-4.5970   	0.0770    	0.9000    	0.6900    	0.7670    	-165.8700 
312.0000  	396.0000  	397.3500  	-3.8070   	-0.0220   	-4.5400   	0.0630    	1.3500    	0.7380    	0.5470    	173.4180  
359.0000  	236.5500  	240.0000  	-0.4190   	0.0700    	-1.0290   	-0.0560   	3.4500    	0.6230    	0.1800    	-168.3990 
370.0000  	246.3000  	247.2000  	-0.1640   	-0.0250   	0.3080    	-0.2480   	0.9000    	0.5220    	0.5800    	-25.2460  
401.0000  	269.2500  	271.0500  	-0.2920   	-0.0700   	0.4040    	-0.1790   	1.8000    	0.7050    	0.3910    	-8.9120   
401.0000  	280.2000  	282.3000  	0.6450    	-0.0550   	1.1700    	-0.2800   	2.1000    	0.5710    	0.2720    	-23.2230  
422.0000  	310.9500  	311.8500  	-0.4020   	0.0210    	-0.4450   	-0.1940   	0.9000    	0.2200    	0.2440    	-101.2920 
436.0000  	224.7000  	225.9000  	-0.1250   	-0.3680   	-0.2240   	-0.5350   	1.2000    	0.1940    	0.1610    	-120.7410 
485.0000  	281.5500  	283.0500  	-0.2220   	-0.0170   	-0.6410   	-0.1750   	1.5000    	0.4480    	0.2980    	-159.3710 
487.0000  	279.1500  	280.6500  	-0.1820   	0.0390    	0.0820    	-0.0330   	1.5000    	0.2740    	0.1830    	-15.3640  
525.0000  	244.5000  	245.4000  	-1.2630   	-0.2420   	-1.8390   	-0.0770   	0.9000    	0.5990    	0.6660    	164.0410  
525.0000  	250.2000  	251.5500  	-2.9540   	-0.2560   	-3.4740   	-0.2390   	1.3500    	0.5200    	0.3850    	178.0640  
525.0000  	252.0000  	254.1000  	-3.4770   	-0.1110   	-4.7280   	-0.2130   	2.1000    	1.2550    	0.5980    	-175.3250 
562.0000  	242.4000  	244.2000  	-0.1410   	0.0210    	-0.7210   	-0.0410   	1.8000    	0.5830    	0.3240    	-173.9120 
562.0000  	289.9500  	291.4500  	-1.4790   	0.0220    	-2.6730   	-0.1860   	1.5000    	1.2120    	0.8080    	-170.1030 
571.0000  	345.9000  	355.5000  	1.0990    	0.0610    	3.1850    	0.0130    	9.6000    	2.0870    	0.2170    	-1.3290   
572.0000  	343.0500  	343.8000  	-0.5190   	-0.1190   	-0.1740   	-0.2660   	0.7500    	0.3750    	0.5000    	-23.1280  
580.0000  	233.2500  	234.3000  	-0.2780   	0.1920    	-0.7280   	-0.1390   	1.0500    	0.5580    	0.5320    	-143.7110 
580.0000  	236.8500  	237.9000  	-0.8880   	0.1520    	-1.2020   	0.0270    	1.0500    	0.3380    	0.3220    	-158.2550 
591.0000  	257.4000  	259.5000  	-0.0750   	-0.0400   	-1.5520   	-0.1400   	2.1000    	1.4800    	0.7050    	-176.1330 
591.0000  	263.4000  	264.1500  	-1.7200   	0.0240    	-2.1870   	-0.0300   	0.7500    	0.4700    	0.6270    	-173.4130 
591.0000  	265.0500  	267.7500  	-2.2150   	0.0480    	-3.8900   	-0.2600   	2.7000    	1.7030    	0.6310    	-169.5980 
591.0000  	272.8500  	274.3500  	-4.6230   	-0.2920   	-5.4740   	-0.2380   	1.5000    	0.8530    	0.5680    	176.3840  
591.0000  	278.2500  	279.0000  	-5.5090   	-0.3420   	-4.9360   	-0.3870   	0.7500    	0.5750    	0.7660    	-4.4880   
591.0000  	279.7500  	280.5000  	-4.7680   	-0.4730   	-4.4480   	-0.4830   	0.7500    	0.3200    	0.4270    	-1.8100   
598.0000  	393.6000  	396.9000  	1.6240    	0.0740    	0.6520    	-0.0580   	3.3000    	0.9810    	0.2970    	-172.2660 
600.0000  	285.0000  	286.2000  	0.1430    	-0.0480   	-0.2020   	-0.1980   	1.2000    	0.3760    	0.3140    	-156.4730 
600.0000  	288.3000  	292.0500  	-0.3620   	-0.0670   	-2.1060   	-0.1950   	3.7500    	1.7490    	0.4660    	-175.7890 
600.0000  	307.2000  	310.0500  	-2.7760   	-0.4160   	-3.5350   	-0.3710   	2.8500    	0.7600    	0.2670    	176.6210  
605.0000  	246.1500  	247.0500  	-0.2510   	-0.1020   	-0.3900   	-0.2650   	0.9000    	0.2140    	0.2380    	-130.4840 
611.0000  	283.0500  	283.8000  	-0.1240   	-0.0800   	-0.0550   	-0.1180   	0.7500    	0.0780    	0.1050    	-28.4160  
611.0000  	285.6000  	286.6500  	-0.0530   	-0.0620   	0.0320    	0.0310    	1.0500    	0.1260    	0.1200    	47.4780   
611.0000  	287.8500  	289.6500  	-0.0230   	0.0210    	0.0810    	-0.1960   	1.8000    	0.2410    	0.1340    	-64.3940  
624.0000  	245.5500  	246.9000  	-0.3270   	-0.0990   	0.2750    	-0.2460   	1.3500    	0.6200    	0.4590    	-13.7230  
624.0000  	247.6500  	249.0000  	0.3120    	-0.1610   	0.7570    	-0.2400   	1.3500    	0.4520    	0.3350    	-10.1150  
627.0000  	364.9500  	365.7000  	0.1710    	0.1570    	-0.1760   	-0.2520   	0.7500    	0.5360    	0.7150    	-130.3240 
665.0000  	272.1000  	273.1500  	-0.1960   	-0.0580   	-0.4610   	-0.0900   	1.0500    	0.2670    	0.2540    	-172.9890 
665.0000  	275.5500  	276.7500  	-0.6120   	-0.0980   	-1.2650   	-0.0210   	1.2000    	0.6580    	0.5480    	173.2060  
665.0000  	280.3500  	281.4000  	-1.3700   	-0.0130   	-1.5640   	0.0130    	1.0500    	0.1960    	0.1860    	172.4240  
678.0000  	249.4500  	251.1000  	-0.2780   	-0.0980   	-0.1740   	0.0180    	1.6500    	0.1550    	0.0940    	47.9820   
680.0000  	237.4500  	238.9500  	-0.1600   	-0.0100   	0.5380    	-0.0480   	1.5000    	0.6990    	0.4660    	-3.1030   
685.0000  	290.2500  	298.5000  	-0.1000   	-0.1110   	2.8410    	0.0070    	8.2500    	2.9430    	0.3570    	2.2930    
686.0000  	231.6000  	232.9500  	0.0040    	-0.2480   	-0.3400   	-0.1570   	1.3500    	0.3560    	0.2640    	165.0680  
686.0000  	242.2500  	243.9000  	-0.5800   	0.1190    	-0.9290   	-0.0570   	1.6500    	0.3910    	0.2370    	-153.2230 
700.0000  	227.7000  	228.9000  	-0.1200   	-0.0390   	-0.4120   	-0.0770   	1.2000    	0.2940    	0.2450    	-172.5580 
700.0000  	303.9000  	305.1000  	0.3640    	-0.1620   	0.1240    	0.0240    	1.2000    	0.3030    	0.2530    	142.3500  
726.0000  	252.6000  	253.3500  	0.2720    	-0.0030   	0.5840    	-0.0730   	0.7500    	0.3200    	0.4260    	-12.6960  
746.0000  	278.7000  	279.6000  	-0.3180   	-0.1810   	-1.1580   	-0.2080   	0.9000    	0.8400    	0.9340    	-178.1770 
748.0000  	226.8000  	227.7000  	-0.1750   	0.1610    	-0.5060   	-0.3290   	0.9000    	0.5920    	0.6570    	-124.0240 
761.0000  	254.8500  	256.0500  	-0.4240   	-0.1930   	0.1150    	-0.0150   	1.2000    	0.5680    	0.4730    	18.2800   
768.0000  	380.5500  	381.7500  	-0.1100   	0.2850    	-0.2250   	0.0510    	1.2000    	0.2610    	0.2180    	-116.0970 
