trajectory	start     	end       	x1        	y1        	x2        	y2        	duration  	distance  	rate      	angle (deg)
75.0000   	80.1000   	80.8500   	0.0130    	-0.2290   	0.3270    	-0.1110   	0.7500    	0.3350    	0.4470    	20.6090   
143.0000  	64.0500   	65.7000   	0.1340    	-0.5370   	-0.2760   	-0.1120   	1.6500    	0.5900    	0.3580    	133.9930  
187.0000  	67.9500   	69.4500   	0.0250    	-0.0210   	-0.1580   	-0.1400   	1.5000    	0.2190    	0.1460    	-146.7580 
246.0000  	64.9500   	66.0000   	0.1200    	-0.1220   	-0.1680   	-0.1560   	1.0500    	0.2900    	0.2760    	-173.1820 
366.0000  	72.0000   	73.6500   	0.0690    	-0.0850   	0.2360    	-0.0210   	1.6500    	0.1790    	0.1080    	21.0110   
374.0000  	64.0500   	64.9500   	0.1420    	-0.0700   	-0.3680   	-0.6580   	0.9000    	0.7790    	0.8650    	-130.9060 
399.0000  	70.0500   	70.8000   	-0.1330   	-0.1680   	0.1470    	0.1120    	0.7500    	0.3950    	0.5270    	44.9210   
542.0000  	77.7000   	78.7500   	0.1190    	-0.0160   	-0.1750   	-0.1050   	1.0500    	0.3070    	0.2930    	-163.1770 
547.0000  	60.4500   	61.2000   	-0.0140   	-0.1830   	0.0990    	-0.1570   	0.7500    	0.1160    	0.1550    	12.9180   
560.0000  	71.2500   	74.2500   	0.0860    	-0.1690   	0.5350    	0.2550    	3.0000    	0.6180    	0.2060    	43.3930   
580.0000  	65.5500   	66.4500   	0.0290    	0.0180    	0.1570    	0.1110    	0.9000    	0.1580    	0.1750    	35.8630   
603.0000  	97.9500   	99.3000   	-0.0460   	0.0650    	-0.5750   	-0.2190   	1.3500    	0.6000    	0.4450    	-151.7930 
633.0000  	67.2000   	68.4000   	0.1380    	-0.2460   	-0.5880   	-0.1660   	1.2000    	0.7300    	0.6090    	173.7310  
715.0000  	69.4500   	70.2000   	0.0090    	-0.2580   	0.0210    	-0.2680   	0.7500    	0.0160    	0.0210    	-40.2310  
719.0000  	107.4000  	108.6000  	0.0260    	0.0120    	0.2910    	0.0310    	1.2000    	0.2660    	0.2210    	4.1150    
768.0000  	84.7500   	85.8000   	0.0720    	-0.0240   	0.1920    	-0.0970   	1.0500    	0.1400    	0.1340    	-31.2570  
791.0000  	63.6000   	64.6500   	0.0090    	-0.0880   	-0.1220   	-0.1990   	1.0500    	0.1720    	0.1640    	-139.6660 
801.0000  	142.5000  	144.4500  	0.0700    	0.0570    	0.2440    	0.0260    	1.9500    	0.1770    	0.0910    	-10.2650  
846.0000  	62.8500   	63.9000   	0.1390    	-0.0330   	-0.3150   	-0.0990   	1.0500    	0.4590    	0.4370    	-171.6110 
855.0000  	77.8500   	78.7500   	0.0490    	-0.2460   	0.1430    	-0.1160   	0.9000    	0.1600    	0.1780    	54.1010   
871.0000  	87.0000   	87.9000   	0.0580    	0.0400    	-0.0440   	-0.1610   	0.9000    	0.2250    	0.2500    	-116.9380 
909.0000  	114.9000  	122.2500  	5.5610    	0.0230    	8.5350    	-0.0640   	7.3500    	2.9750    	0.4050    	-1.6930   
911.0000  	90.0000   	91.3500   	0.0620    	-0.0770   	0.1980    	-0.2940   	1.3500    	0.2560    	0.1900    	-57.9660  
916.0000  	143.4000  	145.5000  	0.1870    	-0.1650   	0.7040    	-0.4220   	2.1000    	0.5780    	0.2750    	-26.4850  
917.0000  	79.6500   	80.4000   	0.2240    	0.0220    	-0.1920   	-0.1780   	0.7500    	0.4610    	0.6150    	-154.4000 
921.0000  	91.8000   	93.6000   	0.1450    	-0.1450   	0.3740    	-0.2250   	1.8000    	0.2430    	0.1350    	-19.3120  
1016.0000 	72.6000   	73.9500   	0.1050    	-0.3430   	0.1670    	-0.3620   	1.3500    	0.0650    	0.0480    	-16.2360  
1050.0000 	67.6500   	71.1000   	0.0090    	-0.0970   	0.2820    	-0.0450   	3.4500    	0.2780    	0.0810    	10.7220   
1112.0000 	85.2000   	85.9500   	0.0350    	-0.1350   	0.2610    	0.0110    	0.7500    	0.2690    	0.3590    	32.9020   
1120.0000 	74.1000   	75.1500   	0.0290    	-0.0550   	0.1120    	-0.0470   	1.0500    	0.0830    	0.0790    	4.9710    
1168.0000 	106.6500  	107.5500  	0.0470    	0.0050    	0.1860    	-0.0230   	0.9000    	0.1420    	0.1570    	-11.2810  
1198.0000 	80.7000   	82.3500   	0.0450    	0.0300    	0.1810    	-0.1590   	1.6500    	0.2320    	0.1410    	-54.1790  
1256.0000 	93.3000   	94.0500   	0.1630    	-0.2310   	0.3540    	0.1770    	0.7500    	0.4500    	0.6010    	64.9070   
1335.0000 	61.6500   	62.7000   	-0.8710   	0.1050    	1.1680    	-0.2080   	1.0500    	2.0630    	1.9650    	-8.7340   
1372.0000 	90.9000   	91.9500   	0.0220    	-0.1550   	0.1720    	-0.0610   	1.0500    	0.1770    	0.1690    	32.2860   
1438.0000 	111.9000  	113.5500  	0.1170    	0.0460    	0.7740    	0.1370    	1.6500    	0.6630    	0.4020    	7.8730    
