trajectory	start     	end       	x1        	y1        	x2        	y2        	duration  	distance  	rate      	angle (deg)
29.0000   	161.4000  	162.3000  	-0.0140   	-0.1780   	-0.1170   	-0.1550   	0.9000    	0.1050    	0.1170    	167.0800  
161.0000  	125.7000  	126.6000  	-0.4530   	0.0470    	-0.5020   	0.0960    	0.9000    	0.0700    	0.0770    	135.3350  
245.0000  	115.6500  	117.0000  	0.1730    	-0.0640   	-0.2880   	-0.1100   	1.3500    	0.4630    	0.3430    	-174.2700 
333.0000  	190.9500  	192.1500  	-0.0450   	0.0120    	0.2850    	-0.0570   	1.2000    	0.3370    	0.2810    	-11.8280  
333.0000  	193.9500  	194.7000  	0.4820    	-0.0140   	0.5740    	-0.0410   	0.7500    	0.0970    	0.1290    	-16.4670  
487.0000  	130.8000  	131.5500  	0.0780    	-0.0110   	-0.1860   	-0.4160   	0.7500    	0.4840    	0.6450    	-123.0940 
487.0000  	137.4000  	138.4500  	-0.4030   	-1.6510   	-1.1540   	-0.3280   	1.0500    	1.5200    	1.4480    	119.5770  
511.0000  	124.0500  	124.8000  	0.1250    	-0.3280   	-0.0980   	-0.2030   	0.7500    	0.2550    	0.3400    	150.7410  
549.0000  	134.8500  	136.0500  	-0.1380   	-0.0200   	-0.5660   	-0.1210   	1.2000    	0.4400    	0.3670    	-166.8210 
549.0000  	136.5000  	137.5500  	-0.9470   	0.5470    	-1.6260   	-1.3740   	1.0500    	2.0370    	1.9400    	-109.4540 
666.0000  	145.6500  	146.4000  	0.0510    	0.1560    	0.2610    	-0.0910   	0.7500    	0.3230    	0.4310    	-49.6010  
673.0000  	122.1000  	122.8500  	0.0030    	-0.1140   	0.1630    	-0.0560   	0.7500    	0.1700    	0.2270    	19.8040   
698.0000  	170.7000  	171.7500  	-0.1010   	-0.1410   	0.2720    	-0.0270   	1.0500    	0.3900    	0.3710    	17.1030   
767.0000  	144.6000  	145.5000  	0.0930    	-0.3760   	-1.3540   	-0.0940   	0.9000    	1.4740    	1.6370    	168.9620  
847.0000  	158.7000  	159.4500  	-0.0420   	-0.1310   	-0.2880   	-0.2520   	0.7500    	0.2750    	0.3660    	-153.8250 
847.0000  	159.9000  	160.9500  	-0.3840   	-0.1270   	-0.8900   	-0.2560   	1.0500    	0.5220    	0.4970    	-165.7070 
847.0000  	161.1000  	163.6500  	-0.8500   	-0.1810   	-1.8510   	-0.3000   	2.5500    	1.0090    	0.3960    	-173.2250 
861.0000  	107.1000  	107.8500  	0.0480    	-0.0570   	-0.0770   	-0.1470   	0.7500    	0.1540    	0.2050    	-144.1400 
925.0000  	126.6000  	127.3500  	0.0180    	0.0960    	-0.1360   	-0.1980   	0.7500    	0.3320    	0.4430    	-117.5360 
1120.0000 	125.7000  	126.4500  	-0.1550   	-0.1690   	0.1570    	-0.4120   	0.7500    	0.3950    	0.5270    	-37.9120  
1259.0000 	106.5000  	107.4000  	0.0860    	0.1420    	-0.2060   	0.0730    	0.9000    	0.3010    	0.3340    	-166.7860 
1320.0000 	121.3500  	122.1000  	0.1310    	0.1050    	-0.2590   	-0.0150   	0.7500    	0.4080    	0.5440    	-162.9910 
1340.0000 	181.0500  	181.8000  	-0.0180   	0.0380    	0.1940    	-0.2040   	0.7500    	0.3210    	0.4280    	-48.8980  
1437.0000 	138.0000  	138.7500  	-0.1890   	-0.2880   	-0.3520   	-0.2160   	0.7500    	0.1780    	0.2380    	156.2350  
1555.0000 	132.7500  	133.5000  	0.4030    	-0.2320   	-0.1920   	0.0130    	0.7500    	0.6440    	0.8580    	157.6400  
1600.0000 	145.2000  	146.1000  	-0.0720   	-0.5580   	-0.2350   	0.4430    	0.9000    	1.0140    	1.1270    	99.2600   
1621.0000 	192.9000  	194.1000  	0.0320    	0.1880    	0.0930    	0.2020    	1.2000    	0.0620    	0.0520    	12.9420   
1650.0000 	160.9500  	161.8500  	0.0270    	-0.0730   	-0.2780   	-0.0190   	0.9000    	0.3100    	0.3450    	170.0620  
1658.0000 	164.1000  	165.3000  	-0.4670   	0.0040    	-0.1790   	-0.0190   	1.2000    	0.2890    	0.2410    	-4.6610   
1707.0000 	203.1000  	203.8500  	-0.0450   	-0.0870   	0.0320    	-0.1050   	0.7500    	0.0790    	0.1050    	-13.2430  
1888.0000 	259.9500  	260.8500  	-0.0500   	-0.0090   	0.5980    	-0.8150   	0.9000    	1.0340    	1.1490    	-51.2010  
1893.0000 	298.3500  	299.4000  	0.7310    	-0.2940   	-0.4480   	-0.5940   	1.0500    	1.2170    	1.1590    	-165.7310 
