trajectory	start     	end       	x1        	y1        	x2        	y2        	duration  	distance  	rate      	angle (deg)
325.0000  	154.2000  	155.1000  	-0.0720   	-0.1170   	0.2690    	-0.1970   	0.9000    	0.3500    	0.3890    	-13.3160  
410.0000  	146.4000  	148.0500  	-0.1500   	0.0320    	0.7410    	-0.0640   	1.6500    	0.8960    	0.5430    	-6.1190   
573.0000  	176.4000  	181.2000  	-0.0420   	0.1050    	1.8050    	-0.1210   	4.8000    	1.8600    	0.3880    	-6.9900   
617.0000  	135.7500  	136.5000  	0.0700    	-0.1620   	-0.0740   	0.0840    	0.7500    	0.2850    	0.3800    	120.3210  
714.0000  	124.0500  	124.9500  	0.0640    	-0.2960   	-0.2830   	0.2010    	0.9000    	0.6060    	0.6730    	124.9810  
754.0000  	135.3000  	137.4000  	-0.2610   	-0.0390   	0.3950    	0.0320    	2.1000    	0.6600    	0.3140    	6.1350    
754.0000  	138.7500  	139.8000  	0.8320    	0.0900    	1.3280    	-0.0080   	1.0500    	0.5060    	0.4820    	-11.1890  
1001.0000 	121.3500  	122.5500  	-0.0530   	-0.0010   	0.2960    	0.0440    	1.2000    	0.3520    	0.2930    	7.3610    
1001.0000 	122.7000  	123.4500  	0.2660    	-0.3670   	0.4460    	-0.1060   	0.7500    	0.3180    	0.4230    	55.3010   
1218.0000 	192.1500  	193.8000  	-0.0500   	-0.0010   	0.6900    	-0.0350   	1.6500    	0.7400    	0.4480    	-2.6320   
1350.0000 	148.0500  	149.1000  	-1.5760   	-0.0490   	-2.3470   	0.0730    	1.0500    	0.7810    	0.7440    	171.0140  
1364.0000 	150.7500  	152.1000  	0.2610    	-0.3350   	-0.8260   	0.0670    	1.3500    	1.1580    	0.8580    	159.7100  
1427.0000 	121.3500  	122.4000  	-0.0180   	-0.2500   	0.3490    	0.0500    	1.0500    	0.4740    	0.4510    	39.3560   
1487.0000 	140.4000  	141.9000  	-0.2080   	0.0040    	-0.9840   	-0.1310   	1.5000    	0.7880    	0.5250    	-170.1190 
1487.0000 	148.2000  	149.2500  	-1.4590   	-0.4650   	-1.9060   	-0.4920   	1.0500    	0.4470    	0.4260    	-176.6200 
1518.0000 	122.5500  	123.3000  	0.0590    	-0.0420   	-0.5420   	0.1320    	0.7500    	0.6260    	0.8350    	163.8750  
1586.0000 	246.3000  	248.7000  	-1.2460   	-0.0450   	-0.3330   	0.1060    	2.4000    	0.9260    	0.3860    	9.3640    
1586.0000 	251.8500  	254.8500  	0.2670    	0.0310    	1.9890    	0.0530    	3.0000    	1.7220    	0.5740    	0.7340    
1586.0000 	263.2500  	264.6000  	3.0160    	0.1060    	3.5250    	-0.0610   	1.3500    	0.5360    	0.3970    	-18.1940  
1586.0000 	269.7000  	273.6000  	4.9440    	0.1070    	7.0060    	-0.0840   	3.9000    	2.0710    	0.5310    	-5.2810   
1586.0000 	275.1000  	277.2000  	7.3060    	-0.0330   	8.5280    	0.0380    	2.1000    	1.2240    	0.5830    	3.3120    
1586.0000 	287.1000  	294.0000  	5.7200    	0.0140    	9.1600    	-0.0370   	6.9000    	3.4400    	0.4990    	-0.8470   
1586.0000 	295.5000  	296.5500  	9.4340    	0.0950    	10.0620   	-0.1000   	1.0500    	0.6590    	0.6270    	-17.3000  
1598.0000 	135.4500  	137.1000  	-0.0130   	-0.0940   	-0.6880   	-0.3680   	1.6500    	0.7290    	0.4420    	-157.8920 
1599.0000 	167.8500  	169.0500  	-0.6780   	-0.0010   	-0.1120   	-0.0070   	1.2000    	0.5660    	0.4720    	-0.6100   
1726.0000 	125.7000  	126.4500  	0.0350    	0.0990    	-0.2100   	-0.1670   	0.7500    	0.3610    	0.4810    	-132.7210 
1857.0000 	162.4500  	163.5000  	-0.0960   	-0.1270   	-0.5630   	0.3500    	1.0500    	0.6670    	0.6360    	134.4380  
