trajectory	start     	end       	x1        	y1        	x2        	y2        	duration  	distance  	rate      	angle (deg)
211.0000  	177.4500  	180.9000  	4.8050    	0.0890    	6.4300    	-0.1530   	3.4500    	1.6430    	0.4760    	-8.4590   
669.0000  	134.8500  	136.0500  	-0.1300   	-0.0740   	-2.2620   	-0.0210   	1.2000    	2.1330    	1.7780    	178.5710  
752.0000  	124.6500  	126.3000  	0.0590    	0.2800    	-0.3980   	-0.4420   	1.6500    	0.8550    	0.5180    	-122.3710 
896.0000  	153.4500  	155.4000  	-0.4940   	0.0180    	0.2900    	-0.1380   	1.9500    	0.7990    	0.4100    	-11.2650  
1815.0000 	126.7500  	127.5000  	0.1730    	-0.1010   	0.5970    	-0.1130   	0.7500    	0.4240    	0.5660    	-1.5540   
2229.0000 	153.0000  	154.5000  	-0.2000   	0.0510    	0.2700    	0.0090    	1.5000    	0.4720    	0.3150    	-5.0970   
2296.0000 	173.2500  	177.4500  	-0.2060   	-0.0350   	1.5260    	-0.0630   	4.2000    	1.7330    	0.4130    	-0.9160   
2419.0000 	141.6000  	143.4000  	-0.3280   	-0.0830   	-0.8100   	0.0190    	1.8000    	0.4920    	0.2730    	168.0770  
2520.0000 	155.8500  	156.7500  	2.5890    	0.1990    	1.4260    	0.2350    	0.9000    	1.1640    	1.2930    	178.2190  
2647.0000 	120.4500  	121.8000  	-0.0540   	0.0630    	-3.0770   	0.3930    	1.3500    	3.0400    	2.2520    	173.7820  
2726.0000 	125.8500  	126.9000  	0.2990    	-0.0870   	-0.6990   	-0.0900   	1.0500    	0.9980    	0.9510    	-179.8150 
2726.0000 	127.6500  	129.0000  	-0.8300   	-0.1570   	-1.4560   	-0.1230   	1.3500    	0.6270    	0.4640    	176.8150  
2944.0000 	128.2500  	129.4500  	-0.1300   	-0.0110   	-0.4540   	0.0530    	1.2000    	0.3310    	0.2760    	168.8320  
3001.0000 	190.9500  	192.7500  	-0.0340   	0.1140    	-2.7410   	0.0670    	1.8000    	2.7080    	1.5040    	-179.0000 
3028.0000 	152.8500  	153.6000  	-0.0930   	-0.1710   	0.2480    	-0.2010   	0.7500    	0.3420    	0.4560    	-5.0460   
3145.0000 	134.4000  	135.7500  	0.1730    	-0.0680   	0.4640    	-0.0710   	1.3500    	0.2910    	0.2160    	-0.7580   
3732.0000 	130.3500  	131.7000  	0.2110    	-0.1640   	0.6180    	-0.2920   	1.3500    	0.4260    	0.3160    	-17.5960  
3763.0000 	121.3500  	122.5500  	-0.1260   	-0.1780   	0.2400    	0.0800    	1.2000    	0.4480    	0.3730    	35.1590   
3826.0000 	117.6000  	118.3500  	0.0030    	-0.3730   	-0.3330   	-0.1430   	0.7500    	0.4080    	0.5440    	145.5140  
4044.0000 	126.4500  	127.2000  	0.0210    	-0.0130   	0.3150    	0.1440    	0.7500    	0.3330    	0.4440    	27.9360   
4061.0000 	132.4500  	133.9500  	0.1100    	0.2240    	-0.4610   	-0.4040   	1.5000    	0.8490    	0.5660    	-132.2780 
4609.0000 	187.6500  	188.5500  	0.0190    	0.0190    	0.2620    	-0.0500   	0.9000    	0.2530    	0.2810    	-15.8680  
4885.0000 	135.1500  	136.3500  	0.4460    	0.0120    	-0.9580   	0.0600    	1.2000    	1.4060    	1.1710    	178.0210  
4991.0000 	148.0500  	148.9500  	0.5840    	0.1210    	0.0008    	0.0040    	0.9000    	0.5950    	0.6610    	-168.6560 
5078.0000 	131.8500  	133.2000  	0.1040    	0.4100    	-0.8700   	0.3250    	1.3500    	0.9780    	0.7250    	-175.0250 
5272.0000 	191.1000  	193.3500  	0.1070    	-0.2500   	1.1260    	-0.1460   	2.2500    	1.0240    	0.4550    	5.8290    
5272.0000 	194.7000  	197.8500  	1.1420    	-0.2010   	2.1120    	-0.1660   	3.1500    	0.9700    	0.3080    	2.0500    
5479.0000 	149.1000  	150.4500  	0.2300    	0.0960    	-1.3840   	0.0240    	1.3500    	1.6160    	1.1970    	-177.4250 
5578.0000 	161.4000  	163.2000  	-0.1170   	0.2060    	-0.3060   	0.2920    	1.8000    	0.2070    	0.1150    	155.5670  
5621.0000 	136.0500  	137.5500  	-0.0290   	-0.0040   	0.4620    	-0.1340   	1.5000    	0.5080    	0.3390    	-14.9030  
5776.0000 	203.4000  	204.4500  	-1.0880   	-0.0540   	-2.0270   	-0.2410   	1.0500    	0.9580    	0.9120    	-168.7290 
5881.0000 	138.3000  	139.2000  	0.1550    	-0.1380   	-0.0010   	0.5490    	0.9000    	0.7050    	0.7830    	102.8080  
5978.0000 	148.3500  	149.8500  	0.7500    	0.0740    	1.6110    	-0.5000   	1.5000    	1.0350    	0.6900    	-33.7090  
6016.0000 	133.5000  	134.7000  	4.1390    	0.3760    	1.4160    	-0.0920   	1.2000    	2.7630    	2.3030    	-170.2460 
6095.0000 	180.7500  	181.6500  	0.0030    	0.1530    	-0.5230   	0.1040    	0.9000    	0.5290    	0.5870    	-174.7220 
6098.0000 	149.4000  	150.7500  	-0.0720   	0.0900    	0.2500    	-0.1220   	1.3500    	0.3850    	0.2850    	-33.4440  
6117.0000 	161.5500  	163.2000  	-0.0990   	-0.0730   	-1.4940   	0.0920    	1.6500    	1.4050    	0.8510    	173.2780  
6159.0000 	150.0000  	151.8000  	1.6930    	0.0400    	-1.7250   	0.0100    	1.8000    	3.4180    	1.8990    	-179.4940 
6210.0000 	182.8500  	184.0500  	0.1090    	-0.1010   	0.2960    	0.0390    	1.2000    	0.2340    	0.1950    	36.8410   
6641.0000 	164.1000  	166.6500  	1.9040    	-0.0030   	0.1920    	0.0810    	2.5500    	1.7140    	0.6720    	177.2050  
6733.0000 	204.0000  	205.3500  	0.0780    	-1.6560   	-0.3280   	0.8100    	1.3500    	2.4990    	1.8510    	99.3610   
7101.0000 	184.6500  	185.8500  	-0.0690   	-0.3120   	0.1390    	-0.1140   	1.2000    	0.2870    	0.2390    	43.6300   
7309.0000 	202.8000  	203.5500  	0.0270    	0.0350    	-0.4060   	-0.0160   	0.7500    	0.4370    	0.5820    	-173.2760 
7538.0000 	210.7500  	212.1000  	-0.0460   	0.1040    	0.6400    	-0.0470   	1.3500    	0.7030    	0.5210    	-12.3590  
7864.0000 	219.0000  	220.8000  	0.1740    	-0.1150   	-0.9070   	-0.0170   	1.8000    	1.0860    	0.6030    	174.8000  
8021.0000 	218.7000  	220.0500  	1.1150    	0.2480    	-0.1500   	0.1380    	1.3500    	1.2700    	0.9410    	-175.0550 
