trajectory	start     	end       	x1        	y1        	x2        	y2        	duration  	distance  	rate      	angle (deg)
44.0000   	143.8500  	145.5000  	-0.8400   	-0.0790   	-1.6920   	-0.6360   	1.6500    	1.0180    	0.6170    	-146.8000 
242.0000  	188.4000  	189.1500  	-0.1860   	0.0190    	0.1450    	0.2640    	0.7500    	0.4120    	0.5490    	36.5400   
256.0000  	120.7500  	126.7500  	-0.2970   	-0.0370   	0.8890    	-0.2330   	6.0000    	1.2020    	0.2000    	-9.3730   
325.0000  	122.2500  	123.1500  	-0.3400   	0.1090    	0.0070    	-0.0340   	0.9000    	0.3750    	0.4170    	-22.3190  
330.0000  	138.0000  	141.3000  	-0.2200   	-0.0110   	0.0710    	0.5710    	3.3000    	0.6510    	0.1970    	63.4600   
338.0000  	126.3000  	127.0500  	-0.3510   	-0.1770   	-1.0830   	0.2270    	0.7500    	0.8360    	1.1150    	151.0840  
338.0000  	132.4500  	133.6500  	-1.2850   	-0.2140   	-1.8830   	0.5420    	1.2000    	0.9640    	0.8030    	128.3530  
341.0000  	133.9500  	135.1500  	0.0009    	0.2760    	-0.9530   	-0.0380   	1.2000    	1.0040    	0.8370    	-161.7760 
356.0000  	129.7500  	138.9000  	-0.5290   	0.0610    	2.2050    	0.1430    	9.1500    	2.7350    	0.2990    	1.7150    
356.0000  	142.2000  	144.4500  	2.8290    	0.3630    	3.6700    	0.2910    	2.2500    	0.8440    	0.3750    	-4.9250   
356.0000  	145.0500  	147.0000  	3.7480    	0.5080    	4.4540    	0.1520    	1.9500    	0.7910    	0.4050    	-26.7570  
384.0000  	199.6500  	202.9500  	-0.0410   	-0.0160   	1.4710    	-0.0640   	3.3000    	1.5130    	0.4580    	-1.7980   
405.0000  	177.7500  	178.5000  	-0.1370   	0.0390    	0.1720    	-0.1080   	0.7500    	0.3420    	0.4560    	-25.3370  
429.0000  	136.2000  	139.8000  	-0.3480   	-0.0370   	-1.8520   	-0.1780   	3.6000    	1.5110    	0.4200    	-174.6510 
429.0000  	139.8000  	142.5000  	-1.8900   	-0.0350   	-0.4940   	-0.1130   	2.7000    	1.3980    	0.5180    	-3.1860   
431.0000  	167.2500  	169.0500  	0.1150    	0.0950    	-0.3760   	-0.5140   	1.8000    	0.7820    	0.4340    	-128.9070 
432.0000  	135.6000  	136.8000  	0.0220    	0.2060    	0.7210    	0.1770    	1.2000    	0.7000    	0.5830    	-2.4070   
440.0000  	145.8000  	149.2500  	-0.2410   	0.0490    	0.8150    	0.0170    	3.4500    	1.0560    	0.3060    	-1.7320   
466.0000  	136.3500  	137.2500  	-0.3020   	0.1270    	0.0660    	-0.0070   	0.9000    	0.3920    	0.4350    	-19.9570  
492.0000  	174.0000  	176.1000  	-1.6640   	2.4950    	-2.6480   	2.4730    	2.1000    	0.9840    	0.4690    	-178.7180 
492.0000  	177.0000  	178.3500  	-2.9310   	2.5610    	-3.5780   	2.6160    	1.3500    	0.6490    	0.4810    	175.0980  
495.0000  	163.0500  	166.8000  	-0.1990   	0.1450    	0.6750    	0.1360    	3.7500    	0.8740    	0.2330    	-0.6410   
519.0000  	127.8000  	128.8500  	-0.3110   	0.2740    	0.1220    	0.3110    	1.0500    	0.4350    	0.4140    	4.8740    
559.0000  	215.1000  	216.3000  	7.4410    	-0.1130   	6.1790    	-0.2940   	1.2000    	1.2750    	1.0620    	-171.8250 
559.0000  	217.0500  	221.4000  	6.1400    	-0.1940   	-0.1270   	-0.2740   	4.3500    	6.2680    	1.4410    	-179.2650 
562.0000  	250.2000  	251.8500  	-0.2970   	-0.0630   	0.2510    	0.0200    	1.6500    	0.5540    	0.3360    	8.6120    
565.0000  	125.2500  	126.1500  	-0.3000   	-0.1770   	-0.5330   	0.3570    	0.9000    	0.5830    	0.6480    	113.5640  
575.0000  	145.5000  	151.8000  	-0.1280   	0.1450    	-0.6070   	0.0290    	6.3000    	0.4930    	0.0780    	-166.3110 
577.0000  	168.3000  	170.5500  	-0.4850   	0.1430    	-1.8010   	-0.1610   	2.2500    	1.3510    	0.6000    	-167.0020 
600.0000  	182.2500  	183.6000  	-0.2070   	-0.0660   	0.1670    	0.0480    	1.3500    	0.3910    	0.2900    	16.9710   
604.0000  	133.8000  	134.5500  	-0.8120   	-0.2230   	-0.6810   	-0.0140   	0.7500    	0.2460    	0.3290    	57.8910   
607.0000  	134.7000  	138.3000  	-0.3000   	0.1920    	1.2730    	0.0800    	3.6000    	1.5770    	0.4380    	-4.0750   
643.0000  	129.3000  	130.3500  	-2.0380   	0.2880    	-2.3540   	0.2420    	1.0500    	0.3190    	0.3040    	-171.6840 
669.0000  	164.2500  	166.2000  	-0.1380   	0.0390    	-0.4180   	0.2610    	1.9500    	0.3580    	0.1830    	141.5350  
685.0000  	237.4500  	239.8500  	-0.0990   	0.0220    	-1.5390   	0.0530    	2.4000    	1.4400    	0.6000    	178.7720  
690.0000  	184.9500  	185.8500  	0.2380    	-0.1530   	0.8060    	0.0270    	0.9000    	0.5960    	0.6620    	17.5430   
690.0000  	187.2000  	189.0000  	-0.3120   	-0.0350   	0.4660    	0.0050    	1.8000    	0.7790    	0.4330    	2.9530    
690.0000  	188.7000  	189.4500  	0.4660    	-0.0300   	0.6800    	0.2360    	0.7500    	0.3420    	0.4550    	51.1980   
705.0000  	192.9000  	194.2500  	-0.0710   	0.1780    	0.6130    	0.1100    	1.3500    	0.6870    	0.5090    	-5.7110   
722.0000  	172.8000  	174.4500  	-0.1820   	0.2040    	0.9360    	0.1740    	1.6500    	1.1180    	0.6780    	-1.4920   
726.0000  	145.3500  	149.7000  	-0.1360   	0.0650    	1.4140    	0.1710    	4.3500    	1.5540    	0.3570    	3.9090    
752.0000  	127.9500  	129.3000  	-0.3230   	0.3680    	0.1140    	0.1970    	1.3500    	0.4690    	0.3480    	-21.3770  
772.0000  	203.7000  	204.6000  	-0.1530   	0.0760    	0.1790    	0.0890    	0.9000    	0.3320    	0.3690    	2.3070    
799.0000  	158.5500  	160.2000  	-0.2060   	0.1550    	0.4310    	-0.0320   	1.6500    	0.6640    	0.4020    	-16.3350  
829.0000  	123.9000  	124.6500  	0.1110    	0.1260    	-0.4480   	-0.1760   	0.7500    	0.6350    	0.8470    	-151.6460 
904.0000  	124.8000  	134.4000  	0.0370    	0.0410    	3.7430    	-0.0750   	9.6000    	3.7080    	0.3860    	-1.7960   
904.0000  	146.2500  	149.4000  	4.4510    	0.1670    	5.8140    	0.1880    	3.1500    	1.3630    	0.4330    	0.9080    
904.0000  	161.7000  	163.3500  	5.8500    	0.1890    	6.3510    	0.1710    	1.6500    	0.5010    	0.3040    	-2.0680   
