trajectory	start     	end       	x1        	y1        	x2        	y2        	duration  	distance  	rate      	angle (deg)	msd_y
12	244.95	247.2	-0.302	-0.037	-0.051	-0.083	2.25	0.255	0.113	-10.528	1.081660696177772e-14
12	264.15	265.95	0.055	-0.211	0.243	0.192	1.8	0.444	0.247	64.94	1.081660696177772e-14
12	303.45	304.35	0.143	0.081	0.347	-0.026	0.9	0.231	0.256	-27.814	1.081660696177772e-14
12	306.75	307.5	0.746	-0.149	0.971	0.108	0.75	0.342	0.456	48.816	1.081660696177772e-14
12	309.75	312.6	1.075	-0.185	1.735	-0.08599999999999999	2.85	0.667	0.234	8.528	1.081660696177772e-14
12	313.95	316.05	1.81	-0.163	2.405	-0.188	2.1	0.596	0.284	-2.438	1.081660696177772e-14
206	270.3	273.6	-2.043	0.076	-2.949	-0.066	3.3	0.917	0.278	-171.084	4.40623909523809e-14
206	277.35	278.25	-3.256	-0.06	-3.653	0.059	0.9	0.415	0.461	163.278	4.40623909523809e-14
403	251.55	252.9	-0.509	0.183	-1.324	-0.337	1.35	0.967	0.716	-147.461	6.167180448019269e-14
416	245.55	248.55	-0.489	-0.065	0.604	0.024	3	1.097	0.366	4.669	4.687185409039264e-14
416	249.6	253.65	0.409	0.002	2.171	0.033	4.05	1.762	0.435	1.035	4.687185409039264e-14
496	227.25	228.3	-0.249	-0.377	-0.582	0.033	1.05	0.528	0.503	129.093	1.626791139786642e-14
505	233.4	235.8	-0.831	0.297	-1.228	0.473	2.4	0.434	0.181	156.047	4.54029519753509e-15
505	247.5	253.2	-1.268	0.408	-1.947	0.422	5.7	0.679	0.119	178.821	4.54029519753509e-15
505	270.75	272.55	-2.756	0.381	-3.804	0.474	1.8	1.052	0.584	174.951	4.54029519753509e-15
507	253.65	254.4	-0.745	-0.04	-0.918	0.062	0.75	0.201	0.268	149.449	9.377624412679597e-15
509	235.5	237.3	-0.022	0.002	-0.469	-0.196	1.8	0.489	0.272	-156.127	9.31601131403825e-15
530	281.4	283.65	-1.842	-0.047	-3.222	-0.099	2.25	1.381	0.614	-177.851	5.934758781028058e-14
535	270.45	271.35	-1.095	-0.137	-1.304	-0.149	0.9	0.209	0.233	-176.718	8.546182617699898e-15
552	255.3	257.4	-0.218	-0.014	0.768	0.058	2.1	0.989	0.471	4.183	7.166738365595286e-15
552	257.85	260.55	0.9419999999999999	-0.083	1.824	0.036	2.7	0.89	0.33	7.684	7.166738365595286e-15
556	261.15	262.65	-0.738	0.248	-0.025	-0.321	1.5	0.913	0.608	-38.619	3.863764959635103e-14
556	271.35	274.35	0.345	-0.223	2.095	-0.098	3	1.754	0.585	4.077	3.863764959635103e-14
556	308.1	309.9	2.862	-0.225	3.902	-0.492	1.8	1.074	0.596	-14.385	3.863764959635103e-14
568	241.2	242.25	-0.349	-0.135	0.13	-0.315	1.05	0.512	0.487	-20.621	5.351750552469138e-14
568	284.7	285.9	1.008	-0.292	1.686	-0.138	1.2	0.695	0.579	12.839	5.351750552469138e-14
596	237.3	239.4	-1.922	0.113	-1.253	-0.034	2.1	0.6850000000000001	0.326	-12.365	5.481245290272954e-15
596	259.35	261	-0.759	0.044	-0.052	0.079	1.65	0.708	0.429	2.862	5.481245290272954e-15
596	261.75	262.8	0.108	-0.089	0.385	-0.07099999999999999	1.05	0.278	0.264	3.653	5.481245290272954e-15
596	264.45	265.8	0.638	-0.076	0.98	-0.036	1.35	0.344	0.255	6.709	5.481245290272954e-15
596	273.45	277.35	2.505	-0.08400000000000001	3.812	-0.129	3.9	1.308	0.335	-1.979	5.481245290272954e-15
615	244.05	245.4	0.608	-0.37	-0.167	0.301	1.35	1.025	0.759	139.114	5.831372433027905e-14
615	259.2	259.95	-1.312	-0.239	-1.636	-0.372	0.75	0.35	0.467	-157.799	5.831372433027905e-14
615	265.95	267	-2.925	-0.246	-3.736	-0.168	1.05	0.8149999999999999	0.776	174.521	5.831372433027905e-14
615	284.7	287.1	-4.343	-0.58	-6.066	-0.435	2.4	1.729	0.72	175.178	5.831372433027905e-14
615	295.35	297.15	-6.192	-0.493	-7.301	-0.661	1.8	1.122	0.623	-171.365	5.831372433027905e-14
633	252.9	256.05	-0.2	0.005	0.076	0.016	3.15	0.276	0.08799999999999999	2.189	3.963871988330567e-15
633	260.4	265.05	0.141	0.0003	0.596	-0.023	4.65	0.456	0.098	-2.917	3.963871988330567e-15
641	309.45	313.05	-1.247	-0.187	-0.044	-0.073	3.6	1.208	0.336	5.405	1.975576975619835e-14
641	321.75	323.85	0.364	-0.097	0.849	0.038	2.1	0.504	0.24	15.627	1.975576975619835e-14
641	353.85	355.35	-0.539	0.042	-0.047	-0.321	1.5	0.611	0.408	-36.407	1.975576975619835e-14
668	334.35	338.55	-0.223	-0.056	-0.9429999999999999	-0.012	4.2	0.721	0.172	176.515	1.989685163782712e-14
668	339.45	340.65	-0.799	-0.153	-1.441	0.021	1.2	0.665	0.554	164.846	1.989685163782712e-14
723	249.3	250.35	0.144	-0.074	-0.516	-0.201	1.05	0.672	0.64	-169.082	2.580939018804311e-14
723	266.25	267	-0.728	-0.146	-1.02	-0.126	0.75	0.293	0.39	176.092	2.580939018804311e-14
723	271.8	274.95	-1.42	-0.06	-2.604	-0.28	3.15	1.204	0.382	-169.482	2.580939018804311e-14
723	310.5	311.55	-3.287	-0.205	-3.72	-0.242	1.05	0.435	0.414	-175.114	2.580939018804311e-14
750	242.55	245.25	0.126	-0.298	1.152	-0.06900000000000001	2.7	1.051	0.389	12.586	2.083105350766648e-14
752	227.4	228.6	-0.303	-0.223	-0.773	-0.129	1.2	0.479	0.399	168.702	9.123925253658734e-15
752	239.7	240.75	-1.375	-0.246	-1.802	-0.245	1.05	0.427	0.407	179.891	9.123925253658734e-15
754	267.6	268.35	-0.237	-0.263	-0.703	0.062	0.75	0.5679999999999999	0.758	145.07	6.069361673220678e-14
755	273.45	274.5	0.08599999999999999	-0.196	0.728	0.045	1.05	0.6860000000000001	0.653	20.552	6.030055144286814e-14
755	282.6	283.65	2.177	-0.165	2.566	-0.349	1.05	0.431	0.41	-25.373	6.030055144286814e-14
755	285.75	286.5	3.528	-0.074	4.041	-0.104	0.75	0.514	0.6850000000000001	-3.348	6.030055144286814e-14
787	258.75	259.65	-3.051	-0.108	-3.603	-0.182	0.9	0.5570000000000001	0.619	-172.314	1.920645718142593e-14
787	263.25	264.6	-4.01	-0.182	-4.61	-0.252	1.35	0.604	0.447	-173.324	1.920645718142593e-14
787	270.9	272.1	-5.477	-0.292	-5.957	-0.201	1.2	0.488	0.407	169.3	1.920645718142593e-14
801	369.45	375.45	-4.765	-0.08500000000000001	-1.449	-0.173	6	3.317	0.553	-1.523	3.039719705485612e-14
924	243.15	244.2	-0.569	-0.022	-1.064	-0.101	1.05	0.501	0.477	-170.961	1.015193674330144e-14
924	290.55	291.75	-3.057	-0.147	-3.793	-0.268	1.2	0.746	0.622	-170.631	1.015193674330144e-14
924	295.5	298.65	-4.63	-0.251	-6.939	-0.091	3.15	2.315	0.735	176.046	1.015193674330144e-14
956	365.1	367.5	-0.768	0.256	0.151	-0.403	2.4	1.131	0.471	-35.628	7.895461062973207e-15
959	268.2	269.55	0.521	0.201	-0.247	-0.286	1.35	0.909	0.673	-147.663	1.646146409256223e-14
959	270.45	272.7	-0.476	-0.157	-1.935	-0.083	2.25	1.461	0.649	177.106	1.646146409256223e-14
959	274.05	274.95	-2.202	-0.077	-2.95	-0.284	0.9	0.776	0.862	-164.55	1.646146409256223e-14
959	336.15	337.05	-2.59	-0.334	-3.242	-0.263	0.9	0.656	0.729	173.814	1.646146409256223e-14
959	361.5	363	-3.617	-0.067	-4.815	-0.347	1.5	1.23	0.82	-166.84	1.646146409256223e-14
962	281.7	283.5	-2.543	0.108	-3.784	-0.199	1.8	1.278	0.71	-166.13	4.201072966885804e-14
1014	276	281.55	0.593	0.028	-2.49	-0.09	5.55	3.085	0.556	-177.804	6.307284323487638e-14
1014	372.6	374.25	-1.283	-0.24	-0.647	-0.028	1.65	0.67	0.406	18.434	6.307284323487638e-14
1014	370.05	371.4	-2.439	-0.421	-1.999	-0.008999999999999999	1.35	0.602	0.446	43.088	6.307284323487638e-14
1021	274.5	275.7	-0.122	-0.33	0.294	-0.487	1.2	0.445	0.371	-20.721	7.211956608708595e-14
1021	289.05	292.2	1.163	-1.115	1.514	-1.672	3.15	0.658	0.209	-57.765	7.211956608708595e-14
1099	292.05	297.6	0.106	0.093	-2.491	0.101	5.55	2.597	0.468	179.82	1.155184539536781e-14
1099	306.6	310.95	-3.542	0.181	-5.281	0.167	4.35	1.739	0.4	-179.512	1.155184539536781e-14
1099	318.6	319.35	-5.92	0.329	-6.193	0.425	0.75	0.29	0.386	160.532	1.155184539536781e-14
1169	335.85	337.65	1.806	0.031	-0.163	0.157	1.8	1.973	1.096	176.332	2.784501550515206e-14
1169	344.85	346.65	-0.525	0.198	-2.166	-0.042	1.8	1.658	0.921	-171.693	2.784501550515206e-14
1169	356.7	357.75	-2.648	-0.025	-3.674	-0.066	1.05	1.027	0.978	-177.76	2.784501550515206e-14
1169	372.75	373.8	-4.35	0.129	-4.629	-0.19	1.05	0.424	0.404	-131.15	2.784501550515206e-14
1254	256.2	257.4	-0.206	-0.019	-0.901	0.121	1.2	0.709	0.591	168.589	2.121114910348753e-14
1254	263.1	264.3	-1.755	0.079	-2.486	0.032	1.2	0.732	0.61	-176.346	2.121114910348753e-14
1305	207.9	208.65	0.127	0.067	0.0002	0.112	0.75	0.135	0.179	160.412	8.892651456183136e-15
1305	212.55	215.1	-0.104	0.116	-0.345	0.112	2.55	0.241	0.095	-179.01	8.892651456183136e-15
1396	304.05	306.75	-1.397	-0.109	-0.332	-0.041	2.7	1.067	0.395	3.604	3.446995135518052e-14
1396	329.1	331.8	-0.704	-0.194	0.12	0.23	2.7	0.927	0.343	27.261	3.446995135518052e-14
1396	331.95	334.05	0.283	0.083	0.984	0.167	2.1	0.706	0.336	6.811	3.446995135518052e-14
1446	268.05	269.7	-1.141	0.231	-2.312	-0.08400000000000001	1.65	1.213	0.735	-164.955	6.902101375933341e-14
1446	265.65	266.7	-0.428	0.029	-0.767	-0.049	1.05	0.348	0.331	-167.008	6.902101375933341e-14
1761	367.5	370.05	-0.195	-0.134	0.8149999999999999	-0.162	2.55	1.01	0.396	-1.588	1.922166479620148e-14
1814	294.75	295.5	-0.803	-0.15	-0.593	-0.175	0.75	0.212	0.282	-6.855	1.069838864141458e-14
1814	365.25	366.45	0.096	0.182	0.637	-0.006	1.2	0.573	0.477	-19.154	1.069838864141458e-14
1814	367.65	369.3	0.962	-0.099	1.445	-0.058	1.65	0.485	0.294	4.818	1.069838864141458e-14
938	241.8	243.45	-0.877	0.196	-1.646	-0.338	1.65	0.9360000000000001	0.5669999999999999	-145.223	2.920280006035912e-14
940	300.15	305.1	-0.178	0.112	0.199	0.043	4.95	0.383	0.077	-10.322	1.727903637998332e-14
17	384.9	386.25	0.352	-1.729	-1.637	-1.509	1.35	2.001	1.482	173.708	2.289212918543775e-14
44	295.95	298.5	-0.367	0.082	0.464	-0.502	2.55	1.015	0.398	-35.066	1.345028523308867e-14
44	299.55	301.35	0.78	-0.357	1.595	-0.6870000000000001	1.8	0.879	0.489	-22.048	1.345028523308867e-14
44	302.25	304.35	1.675	-0.709	2.734	-1.091	2.1	1.126	0.536	-19.839	1.345028523308867e-14
170	269.25	270.9	-1.137	-0.466	-2.077	-0.177	1.65	0.983	0.596	162.896	5.451942434555001e-14
170	274.35	275.85	-1.987	-0.174	-3.041	-0.12	1.5	1.055	0.704	177.094	5.451942434555001e-14
170	276.15	276.9	-3.097	-0.354	-3.678	-0.08699999999999999	0.75	0.639	0.852	155.36	5.451942434555001e-14
176	282.45	284.1	-0.955	0.013	-1.899	0.158	1.65	0.955	0.579	171.258	1.599281183069322e-14
200	342.6	344.7	0.387	-0.193	-0.854	-0.067	2.1	1.247	0.594	174.184	1.590935486702481e-14
212	307.65	308.4	-0.304	-0.042	-0.708	0.059	0.75	0.416	0.555	166.062	9.173624029594419e-15
225	335.55	337.8	-0.705	-0.1	-1.55	-0.828	2.25	1.115	0.496	-139.26	8.775145485159786e-15
225	338.4	339.45	-1.643	-1.225	-2.302	-1.269	1.05	0.66	0.629	-176.16	8.775145485159786e-15
252	230.25	231.45	-0.754	-0.859	-0.308	-0.028	1.2	0.9429999999999999	0.786	61.785	1.308998807003567e-14
252	237.45	239.25	0.254	-0.253	0.755	-0.013	1.8	0.555	0.309	25.561	1.308998807003567e-14
252	245.1	246	1.043	-0.112	1.244	-0.254	0.9	0.246	0.273	-35.248	1.308998807003567e-14
252	252.3	255.3	1.414	-0.059	2.094	-0.019	3	0.681	0.227	3.343	1.308998807003567e-14
252	274.2	278.1	2.102	0.068	3.332	-0.075	3.9	1.238	0.318	-6.638	1.308998807003567e-14
304	262.35	264.15	-0.015	-0.063	0.922	0.073	1.8	0.947	0.526	8.295	5.497686167184615e-14
323	308.55	309.9	0.256	0.068	1.101	-0.533	1.35	1.037	0.768	-35.424	1.771226431394541e-14
369	278.85	282	0.8149999999999999	-0.146	2.462	0.02	3.15	1.655	0.525	5.74	1.792268389648436e-14
369	302.1	304.35	2.819	-0.113	4.022	-0.236	2.25	1.209	0.537	-5.816	1.792268389648436e-14
369	305.55	309.15	3.374	-0.089	4.747	-0.247	3.6	1.382	0.384	-6.578	1.792268389648436e-14
386	224.4	225.45	-0.373	-0.275	0.139	-0.101	1.05	0.541	0.515	18.746	4.308548300094521e-14
426	270.75	272.25	0.122	0.277	0.792	0.202	1.5	0.674	0.449	-6.393	1.340523607560258e-14
479	244.8	246.15	-0.594	0.23	-1.095	-0.136	1.35	0.62	0.46	-143.847	6.183332415441482e-14
501	311.55	315.45	-2.761	-0.344	-1.146	-0.353	3.9	1.615	0.414	-0.331	5.536302556046905e-14
501	318.75	319.95	-0.573	-0.399	0.027	-0.42	1.2	0.6	0.5	-2.081	5.536302556046905e-14
501	328.5	334.65	1.003	-0.508	3.051	-0.449	6.15	2.049	0.333	1.647	5.536302556046905e-14
501	340.95	343.95	3.204	-0.441	3.928	-0.415	3	0.724	0.241	2.037	5.536302556046905e-14
501	345.15	346.95	4.147	-0.441	4.716	-0.427	1.8	0.569	0.316	1.383	5.536302556046905e-14
501	360.9	363	5.259	-0.6929999999999999	6.115	-0.63	2.1	0.858	0.409	4.226	5.536302556046905e-14
506	257.1	259.35	-0.635	-0.113	-1.865	0.053	2.25	1.241	0.552	172.285	3.133051306526142e-14
544	327	331.8	-1.264	-0.062	-0.045	0.014	4.8	1.221	0.254	3.546	1.434249237011611e-14
544	332.25	339.15	-0.012	-0.011	2.091	-0.054	6.9	2.103	0.305	-1.177	1.434249237011611e-14
544	339.75	343.05	2.195	-0.012	3.238	-0.419	3.3	1.12	0.339	-21.36	1.434249237011611e-14
556	347.4	348.15	-1.41	-0.037	-1.615	-0.271	0.75	0.311	0.414	-131.259	1.30919523338527e-14
573	247.35	248.7	-0.219	-0.029	0.386	0.02	1.35	0.607	0.45	4.648	3.406304907872263e-14
585	268.65	269.85	-0.059	-0.054	-0.9370000000000001	-0.362	1.2	0.93	0.775	-160.666	2.367909730080062e-14
585	271.95	273.15	-0.99	-0.287	-1.494	0.017	1.2	0.589	0.491	148.856	2.367909730080062e-14
585	280.35	281.55	-2.341	-0.259	-1.798	0.033	1.2	0.616	0.514	28.257	2.367909730080062e-14
585	282.45	283.2	-1.717	-0.11	-1.28	0.035	0.75	0.461	0.614	18.386	2.367909730080062e-14
606	299.1	308.4	-0.187	-0.019	-0.73	-0.08400000000000001	9.300000000000001	0.547	0.059	-173.199	6.146614363333908e-15
628	289.35	297.3	0.003	0.08500000000000001	0.347	-0.016	7.95	0.358	0.045	-16.297	5.375229605723418e-15
631	237.45	238.35	-1.318	-0.463	-1.558	-0.409	0.9	0.246	0.274	167.142	8.564158757101336e-15
631	264	264.9	-1.833	-0.418	-2.056	-0.502	0.9	0.238	0.265	-159.366	8.564158757101336e-15
631	273.3	274.65	-2.483	-0.407	-3.013	-0.376	1.35	0.531	0.393	176.689	8.564158757101336e-15
646	237.9	238.65	-0.178	-0.171	0.054	-0.077	0.75	0.25	0.334	22.047	1.008137357894821e-14
668	235.05	236.7	-0.063	-0.185	-0.826	0.247	1.65	0.876	0.531	150.523	2.858479329759921e-14
704	258.3	261.45	-0.651	-0.056	0.9360000000000001	-0.046	3.15	1.587	0.504	0.359	2.914624115563284e-14
726	209.1	211.2	-0.08500000000000001	-0.158	-0.607	0.212	2.1	0.64	0.305	144.693	2.928316300093432e-14
726	213	214.05	-0.61	-0.289	-0.847	-0.059	1.05	0.33	0.315	135.816	2.928316300093432e-14
729	208.2	209.1	-0.179	-0.115	-0.12	-0.152	0.9	0.07000000000000001	0.078	-32.753	8.777731411468172e-15
780	261.75	262.65	-0.66	-0.484	-1.049	-0.262	0.9	0.448	0.497	150.323	4.093416486874274e-14
788	236.1	237.15	-0.3	0.006	-0.742	-0.293	1.05	0.534	0.508	-145.937	2.877489365045168e-14
802	285.9	287.4	-0.183	0.075	-0.395	-0.07000000000000001	1.5	0.257	0.171	-145.637	1.278968933190934e-14
828	258.3	260.25	-1.494	-0.081	-3.011	-0.123	1.95	1.518	0.778	-178.412	1.10734232781056e-14
839	262.8	264.15	0.492	0.283	-0.196	0.073	1.35	0.719	0.533	-163.023	5.606467271846928e-14
839	295.5	296.4	-1.012	-0.216	-1.671	0.07099999999999999	0.9	0.719	0.799	156.422	5.606467271846928e-14
856	258.6	259.35	-0.261	-0.211	-0.597	-0.351	0.75	0.364	0.486	-157.332	2.236433436938424e-14
861	242.4	244.2	-1.328	-0.092	-0.84	-0.11	1.8	0.488	0.271	-2.113	1.024405478137386e-14
861	250.05	252.6	-0.672	-0.013	-0.057	-0.051	2.55	0.616	0.242	-3.585	1.024405478137386e-14
861	254.4	258	0.032	0.05	1.021	0.041	3.6	0.989	0.275	-0.531	1.024405478137386e-14
861	259.2	261.9	1.103	-0.06	1.724	-0.013	2.7	0.623	0.231	4.311	1.024405478137386e-14
861	268.05	270.15	1.757	0.05	2.333	-0.175	2.1	0.618	0.294	-21.325	1.024405478137386e-14
861	316.5	322.2	1.909	-0.045	3.144	0.101	5.7	1.244	0.218	6.745	1.024405478137386e-14
861	326.55	331.2	3.644	0.123	4.92	-0.064	4.65	1.29	0.277	-8.346	1.024405478137386e-14
861	336.45	340.95	5.231	-0.002	6.184	0.016	4.5	0.953	0.212	1.095	1.024405478137386e-14
865	249.15	250.05	-0.005	-0.153	-0.415	-0.137	0.9	0.41	0.456	177.744	3.087339658350477e-14
865	252.3	253.35	-0.54	-0.189	-0.6889999999999999	-0.188	1.05	0.149	0.142	179.577	3.087339658350477e-14
865	285.15	286.35	-1.799	-0.246	-2.674	-0.746	1.2	1.007	0.84	-150.29	3.087339658350477e-14
874	242.55	244.05	-0.506	-0.15	-0.9419999999999999	-0.031	1.5	0.452	0.301	164.641	3.410674194104288e-14
874	246.3	247.2	-0.986	-0.117	-1.311	-0.222	0.9	0.341	0.379	-162.16	3.410674194104288e-14
884	279.9	281.4	-0.136	-0.188	-0.909	-0.143	1.5	0.774	0.516	176.648	4.162248277408286e-14
884	289.5	297.15	-0.997	-0.187	-3.225	0.073	7.65	2.243	0.293	173.366	4.162248277408286e-14
884	305.1	308.4	-4.113	0.131	-2.467	0.371	3.3	1.663	0.504	8.263999999999999	4.162248277408286e-14
909	250.35	252.3	-0.067	0.168	0.458	0.487	1.95	0.615	0.315	31.351	3.558858814508723e-14
912	225.3	227.1	-0.887	-0.063	-1.827	-0.139	1.8	0.9429999999999999	0.524	-175.404	4.039591193368712e-14
912	248.4	249.45	-2.216	-0.004	-2.611	-0.208	1.05	0.444	0.423	-152.705	4.039591193368712e-14
