trajectory	start     	end       	x1        	y1        	x2        	y2        	duration  	distance  	rate      	angle (deg)	msd_y
1351	542.25	543.15	-0.412	-0.437	-1.225	0.016	0.9	0.931	1.034	150.849	5.891418973702361e-14
1380	433.95	434.85	0.18	0.144	-0.38	0.056	0.9	0.5669999999999999	0.63	-171.112	3.110576793711433e-14
1431	596.85	606	-3.341	0.441	-1.334	0.08699999999999999	9.15	2.038	0.223	-9.999000000000001	2.831404552431907e-14
1456	401.1	402	0.543	-0.165	1.904	-0.172	0.9	1.361	1.512	-0.318	3.667021806355817e-14
1459	574.95	580.5	1.514	1.618	2.704	1.595	5.55	1.19	0.214	-1.121	1.539466680656133e-14
1479	401.25	402	-0.116	0.095	-0.407	0.078	0.75	0.292	0.389	-176.638	2.04852229484072e-14
1498	443.55	444.6	0.209	-0.168	-0.264	0.322	1.05	0.681	0.649	133.964	6.723500835432522e-14
1512	425.4	426.6	0.168	-1.161	-0.296	-0.607	1.2	0.723	0.602	129.949	3.470648576317138e-14
1520	495.15	498.3	4.929	-0.364	2.105	-0.199	3.15	2.829	0.898	176.661	3.495824212512699e-15
1520	500.7	503.85	1.73	-0.447	-0.5649999999999999	-0.628	3.15	2.302	0.731	-175.488	3.495824212512699e-15
1520	505.65	506.55	-1.041	-0.248	-1.835	-0.291	0.9	0.795	0.883	-176.96	3.495824212512699e-15
1520	508.95	509.7	-2.11	-0.296	-2.693	-0.346	0.75	0.585	0.78	-175.051	3.495824212512699e-15
1520	511.8	513.9	-2.988	-0.299	-4.159	-0.091	2.1	1.189	0.5659999999999999	169.886	3.495824212512699e-15
1524	505.2	506.4	-1.169	-0.198	-0.987	-0.108	1.2	0.203	0.169	26.471	2.472743986748756e-14
1524	511.5	512.4	-0.358	-0.153	-0.19	-0.08	0.9	0.183	0.203	23.446	2.472743986748756e-14
1524	514.5	515.85	-0.162	-0.07199999999999999	0.113	-0.098	1.35	0.276	0.205	-5.363	2.472743986748756e-14
1524	523.5	524.25	1.171	-0.115	1.434	-0.209	0.75	0.279	0.372	-19.705	2.472743986748756e-14
1529	539.4	540.9	-0.648	0.164	-1.492	0.068	1.5	0.849	0.5659999999999999	-173.528	1.733620466818555e-14
1529	543.9	545.55	-1.5	0.15	-2.231	-0.012	1.65	0.749	0.454	-167.55	1.733620466818555e-14
1530	586.95	588.9	-0.602	0.45	-0.128	0.25	1.95	0.515	0.264	-22.946	2.486447102958815e-14
1535	425.7	426.45	-0.117	0.017	-0.385	-0.108	0.75	0.296	0.395	-154.923	1.955254663733651e-14
1560	418.5	419.4	-0.02	0.083	-1.051	0.03	0.9	1.032	1.147	-177.067	3.555969191068974e-14
1710	454.65	456	-0.549	-0.002	-1.782	0.948	1.35	1.557	1.153	142.374	3.289425333964647e-14
1724	460.5	461.55	-1.966	-0.025	-2.713	0.118	1.05	0.761	0.724	169.183	5.470352601445425e-14
1727	430.2	430.95	0.076	0.138	-0.356	-0.163	0.75	0.526	0.702	-145.188	5.767524036247755e-14
1774	464.4	465.15	-0.304	0.019	0.123	0.384	0.75	0.5620000000000001	0.749	40.534	5.771736109082054e-14
1777	399.45	400.2	-0.178	-0.066	-0.663	-0.038	0.75	0.486	0.648	176.728	2.619899468315972e-14
1784	451.65	452.85	0.378	-0.234	-0.462	0.25	1.2	0.97	0.8080000000000001	150.013	3.490775621308751e-14
1797	406.35	407.7	0.15	0.008999999999999999	-0.282	0.148	1.35	0.454	0.336	162.115	2.338069306330647e-14
1812	442.65	443.85	-0.8169999999999999	0.998	-0.837	0.999	1.2	0.02	0.017	178.076	2.527160036496879e-14
1812	444.6	446.4	-0.841	1.047	-0.889	1.176	1.8	0.137	0.076	110.51	2.527160036496879e-14
1837	556.8	557.85	-0.358	-0.283	-0.096	-0.244	1.05	0.265	0.252	8.537000000000001	2.41714968190496e-14
1837	562.2	563.1	0.302	-0.266	0.556	-0.08599999999999999	0.9	0.311	0.346	35.36	2.41714968190496e-14
1837	564.6	565.5	0.722	-0.248	0.919	-0.215	0.9	0.2	0.222	9.475	2.41714968190496e-14
1837	585.3	586.05	1.308	-0.151	1.453	-0.125	0.75	0.147	0.197	10.399	2.41714968190496e-14
1912	552.6	553.8	-0.947	0.509	-0.425	0.699	1.2	0.556	0.463	20.065	3.076619651397604e-14
1912	556.2	557.55	0.137	0.748	0.73	0.72	1.35	0.594	0.44	-2.744	3.076619651397604e-14
1912	562.35	563.7	1.674	0.709	2.254	0.735	1.35	0.581	0.43	2.545	3.076619651397604e-14
1912	567	569.4	3.087	0.651	4.143	0.694	2.4	1.057	0.44	2.314	3.076619651397604e-14
1912	572.1	574.2	4.98	0.838	5.734	0.662	2.1	0.774	0.369	-13.128	3.076619651397604e-14
1912	582.75	583.5	8.103	0.877	8.659000000000001	0.754	0.75	0.57	0.759	-12.507	3.076619651397604e-14
1931	428.55	429.6	0.107	-0.68	-0.338	-0.264	1.05	0.609	0.58	136.959	7.085711200703291e-14
2038	517.35	518.25	0.749	-0.629	1.335	-0.522	0.9	0.596	0.662	10.352	3.988121979136001e-14
2038	520.95	523.65	-0.173	-0.182	0.792	-0.467	2.7	1.006	0.373	-16.467	3.988121979136001e-14
2038	525.45	526.5	-0.095	-0.647	0.188	-0.325	1.05	0.428	0.408	48.663	3.988121979136001e-14
2038	529.05	530.25	0.752	-0.229	1.587	-0.508	1.2	0.881	0.734	-18.52	3.988121979136001e-14
2038	538.35	539.4	-1.902	-0.768	-1.154	-0.338	1.05	0.863	0.822	29.869	3.988121979136001e-14
2038	541.35	542.25	-1.785	-0.237	-1.268	0.094	0.9	0.614	0.6820000000000001	32.668	3.988121979136001e-14
2052	436.05	437.55	-0.275	-0.186	-2.096	1.975	1.5	2.826	1.884	130.119	3.303926211168639e-14
2091	428.7	429.6	-0.299	-0.258	-0.621	-0.237	0.9	0.323	0.359	176.321	5.309158496411028e-14
2091	489.45	490.2	-0.695	-0.172	-1.075	0.245	0.75	0.5639999999999999	0.751	132.396	5.309158496411028e-14
2120	548.85	549.75	-0.187	-0.021	-0.765	0.15	0.9	0.603	0.67	163.551	3.863631499678058e-14
2168	407.55	408.6	0.131	-0.631	-0.217	0.092	1.05	0.803	0.764	115.697	4.07623410506705e-14
2274	444.15	444.9	-0.223	0.155	-0.465	-0.163	0.75	0.4	0.533	-127.239	2.418894087829795e-14
2291	421.5	422.85	-0.005	0.014	-0.639	0.571	1.35	0.844	0.626	138.657	3.561344439621915e-14
2347	557.4	558.9	-0.323	-0.232	0.153	-0.116	1.5	0.49	0.327	13.667	2.528703694787327e-14
2347	559.35	560.25	0.118	-0.183	0.419	-0.388	0.9	0.364	0.405	-34.294	2.528703694787327e-14
2347	565.2	566.1	1.324	-0.205	1.592	-0.439	0.9	0.355	0.395	-41.066	2.528703694787327e-14
2347	566.7	567.75	1.59	-0.079	1.807	-0.135	1.05	0.224	0.214	-14.642	2.528703694787327e-14
2386	438.15	438.9	0.947	-0.29	0.236	0.046	0.75	0.786	1.048	154.747	2.860971021469736e-14
2386	448.8	449.55	-0.574	-0.6919999999999999	-1.778	-0.043	0.75	1.368	1.824	151.676	2.860971021469736e-14
2410	409.05	410.25	0.194	-0.361	-0.554	-0.057	1.2	0.8070000000000001	0.673	157.885	6.015655286694103e-14
2466	462.75	463.65	0.032	0.094	-0.268	-0.296	0.9	0.492	0.547	-127.536	4.336278894736844e-14
2474	447.75	448.5	0.036	0.104	-0.182	-0.301	0.75	0.46	0.613	-118.298	3.550121930291712e-14
2531	471.45	472.2	-0.785	-0.134	-0.955	-0.023	0.75	0.203	0.271	146.753	9.24825443786977e-15
2531	475.8	477.75	-1.2	0.089	-1.901	0.189	1.95	0.708	0.363	171.909	9.24825443786977e-15
2534	429.15	430.65	0.016	-0.349	-0.178	0.969	1.5	1.332	0.888	98.377	5.62542171379469e-14
2652	602.25	603.15	0.109	0.308	-0.344	0.168	0.9	0.474	0.527	-162.72	4.931348753879001e-14
2706	509.25	510.75	-2.828	0.166	-2.074	0.14	1.5	0.754	0.503	-1.988	8.55247539210384e-15
2706	521.4	526.05	-1.252	0.094	0.222	-0.022	4.65	1.479	0.318	-4.51	8.55247539210384e-15
2706	538.5	542.4	-3.598	0.077	-2.063	0.274	3.9	1.548	0.397	7.335	8.55247539210384e-15
2723	423.75	424.5	0.164	-0.043	-0.517	0.206	0.75	0.725	0.967	159.928	3.575566806836154e-14
2733	434.25	435.15	-0.228	-0.232	0.487	0.887	0.9	1.328	1.475	57.418	5.820153087032186e-14
2738	423.3	424.5	0.229	0.236	-0.279	0.505	1.2	0.575	0.479	152.093	8.529740198930768e-14
2782	439.95	441	0.306	0.31	-0.6840000000000001	0.534	1.05	1.015	0.967	167.29	1.03528764718493e-13
2784	513.3	514.8	-0.095	-0.264	-1.011	0.855	1.5	1.446	0.964	129.308	4.979672733459352e-14
2810	496.2	497.1	-0.579	-0.359	-0.864	-0.529	0.9	0.332	0.369	-149.197	5.487967854983511e-14
2822	428.1	429	-0.011	-0.176	-0.284	0.089	0.9	0.381	0.423	135.822	3.873195178443576e-14
2830	442.05	443.4	0.427	0.251	-0.18	0.161	1.35	0.614	0.455	-171.602	5.169364507863688e-14
2845	408.15	410.25	-1.584	2.465	-5.131	2.946	2.1	3.58	1.705	172.264	3.104008690793649e-14
2876	452.85	454.2	0.13	0.213	-0.482	0.284	1.35	0.616	0.456	173.319	5.718778871916026e-14
2919	443.1	444	-0.018	0.109	-0.513	-0.759	0.9	0.999	1.11	-119.697	1.251290626502162e-14
2964	409.8	410.55	0.491	-0.293	-0.102	-0.11	0.75	0.621	0.827	162.872	5.13968058058238e-14
2964	503.1	504	-1.039	0.012	-1.467	0.239	0.9	0.485	0.538	152.043	5.13968058058238e-14
3128	432.75	433.5	-0.918	-0.129	-2.119	0.04	0.75	1.213	1.617	172.001	3.261942646193773e-14
3205	433.5	434.85	-0.097	-0.255	-0.458	-1.188	1.35	1.001	0.741	-111.15	8.952546251007736e-14
3205	438.6	439.65	-0.48	-1.914	-1.488	-2.274	1.05	1.07	1.019	-160.351	8.952546251007736e-14
3209	453.15	454.05	-0.045	-0.037	-0.74	-0.091	0.9	0.697	0.775	-175.604	8.016087598155587e-15
3216	455.25	456.15	-0.167	-0.379	0.499	-0.41	0.9	0.667	0.741	-2.661	6.804846209040498e-14
3320	419.1	420	1.123	-0.425	0.032	0.079	0.9	1.202	1.335	155.223	2.09478592853612e-14
3344	547.65	548.4	-0.339	-0.299	0.125	0.178	0.75	0.666	0.887	45.796	6.856105353708841e-14
3344	550.5	551.25	0.645	-0.105	1.377	0.368	0.75	0.872	1.163	32.909	6.856105353708841e-14
3344	552.6	553.5	1.832	0.507	2.45	0.263	0.9	0.665	0.738	-21.591	6.856105353708841e-14
3373	464.1	465	0.5590000000000001	-0.335	-0.542	-0.475	0.9	1.11	1.233	-172.774	5.684111371093749e-14
3375	466.35	467.1	0.402	-0.029	-0.205	-0.738	0.75	0.9330000000000001	1.244	-130.578	5.716918111083219e-14
3385	455.7	456.6	0.591	0.393	-0.538	-0.187	0.9	1.269	1.41	-152.832	3.696417729591841e-14
3399	468.75	469.65	0.392	-0.153	-0.307	0.163	0.9	0.767	0.853	155.639	7.18574619501258e-14
3428	558	558.9	-0.195	-0.5600000000000001	-1.153	0.031	0.9	1.125	1.25	148.36	6.783857033396347e-14
3433	482.55	484.05	-0.961	0.113	-1.043	0.038	1.5	0.111	0.074	-137.692	4.082036838661172e-14
3474	575.1	576.75	0.026	-0.075	0.871	-0.01	1.65	0.848	0.514	4.419	3.543943911056165e-14
3474	579.3	580.8	1.397	0.008999999999999999	2.039	-0.127	1.5	0.656	0.437	-11.954	3.543943911056165e-14
3536	466.8	468.15	0.07199999999999999	0.08699999999999999	0.094	0.106	1.35	0.029	0.022	41.535	2.005025013840831e-14
3581	494.4	495.45	0.899	-1.244	-0.65	0.07099999999999999	1.05	2.032	1.935	139.679	3.537157649518165e-14
