trajectory	start     	end       	x1        	y1        	x2        	y2        	duration  	distance  	rate      	angle (deg)	msd_y
409	114.45	115.35	0.838	-0.077	-0.752	-0.012	0.9	1.592	1.769	177.677	1.360854768500201e-15
409	118.5	119.55	-1.704	-0.272	-5.509	-0.081	1.05	3.81	3.628	177.123	1.360854768500201e-15
464	109.65	110.55	-0.034	0.175	0.291	0.129	0.9	0.328	0.364	-7.962	1.535180452987709e-14
526	98.7	99.90000000000001	-0.06900000000000001	-0.057	-0.6820000000000001	-0.263	1.2	0.646	0.539	-161.48	5.944587292729573e-15
580	99.15000000000001	99.90000000000001	-0.053	0.032	0.002	-0.036	0.75	0.08699999999999999	0.115	-51.134	6.267722696537104e-15
689	105.9	106.65	-0.067	0.066	0.082	0.228	0.75	0.22	0.294	47.559	1.158715171733277e-14
693	104.7	105.9	-0.034	0.207	0.112	0.127	1.2	0.166	0.139	-28.907	1.441797731409873e-14
725	115.95	117.3	-0.134	-0.424	-0.846	-0.614	1.35	0.737	0.546	-165.032	2.08336782759989e-14
783	105.75	108.15	-0.037	0.259	0.286	0.099	2.4	0.361	0.15	-26.367	1.502820342053386e-14
840	107.7	108.9	-0.053	0.094	0.054	0.114	1.2	0.109	0.091	10.168	2.223519297596372e-14
873	137.85	138.75	-0.019	0.151	0.061	-0.064	0.9	0.23	0.255	-69.63	1.181004033767551e-14
908	109.95	112.05	-0.048	0.229	0.141	-0.024	2.1	0.316	0.15	-53.283	1.42210937017747e-14
928	127.2	128.25	-0.011	0.145	0.147	0.344	1.05	0.255	0.242	51.51	1.545842479853551e-14
963	106.95	109.35	-0.142	0.154	0.043	0.18	2.4	0.187	0.078	7.905	1.298248424114387e-14
1048	106.35	107.4	0.106	0.013	-1.499	-0.372	1.05	1.65	1.572	-166.493	1.215825549948978e-14
1098	107.4	108.9	-0.104	0.061	0.144	0.196	1.5	0.282	0.188	28.509	1.173867339108419e-14
1113	146.4	148.8	0.006	0.062	0.92	0.152	2.4	0.918	0.383	5.653	1.826313681695502e-14
1139	117.45	119.1	0.08	0.025	0.36	0.142	1.65	0.303	0.184	22.645	2.541708501249482e-14
1190	98.40000000000001	99.15000000000001	0.059	0.075	-0.254	0.153	0.75	0.323	0.431	166.038	6.022138127447491e-15
1253	146.25	147	-0.04	-0.059	0.059	-0.008	0.75	0.112	0.149	27.21	1.266914962912366e-14
1328	146.55	147.75	-0.061	-0.091	0.259	0.157	1.2	0.405	0.337	37.781	8.991157704065749e-15
1360	117.6	118.8	-0.064	0.027	0.04	0.14	1.2	0.154	0.128	47.542	1.242554222318341e-14
1370	113.1	114	-0.06900000000000001	0.247	0.131	0.012	0.9	0.309	0.343	-49.666	1.344168722255019e-14
1395	134.4	135.3	-0.083	0.18	0.23	0.118	0.9	0.32	0.355	-11.199	1.100709323377741e-14
1409	108.9	113.4	-0.178	0.167	0.08799999999999999	0.066	4.5	0.284	0.063	-20.871	1.246531105676491e-14
1409	121.2	122.4	0.267	-0.048	0.414	0.198	1.2	0.287	0.239	59.106	1.246531105676491e-14
1545	106.05	106.8	-0.018	-0.185	-0.616	-0.626	0.75	0.743	0.991	-143.641	1.17067915500686e-14
1590	150.9	153.15	-0.138	-0.095	0.158	0.109	2.25	0.36	0.16	34.62	1.81636189842456e-14
1665	121.65	122.7	-0.102	0.034	0.274	0.168	1.05	0.399	0.38	19.717	2.12321879681196e-14
1911	114.45	115.35	0.021	-0.024	-0.122	0.139	0.9	0.217	0.241	131.117	7.649358253233648e-15
2004	136.05	136.8	-0.046	0.15	0.253	-0.144	0.75	0.419	0.5590000000000001	-44.474	1.941560552886972e-14
2073	157.5	158.25	-0.027	-0.147	0.109	0.018	0.75	0.214	0.285	50.472	1.022791322314049e-14
18	102.6	103.35	0.13	0.091	-0.07000000000000001	0.283	0.75	0.278	0.37	136.108	1.301981234176001e-14
112	119.55	120.3	-0.05	-0.024	0.082	0.132	0.75	0.204	0.271	49.881	1.024331337395957e-14
142	123.9	124.95	-0.122	-0.029	0.152	0.018	1.05	0.278	0.264	9.755000000000001	8.206340826446276e-15
180	101.85	102.75	-0.27	0.116	-0.275	0.112	0.9	0.006	0.007	-140.215	1.347664635724853e-14
200	103.05	103.8	-0.043	-0.006	0.128	0.036	0.75	0.176	0.235	13.682	8.3404426945496e-15
317	108.9	109.8	-0.507	0.064	-1.246	-0.08500000000000001	0.9	0.754	0.838	-168.667	7.064384311084925e-15
390	105	105.9	0.061	0.024	-0.136	0.007	0.9	0.198	0.219	-175.019	1.662704336904012e-14
443	123.9	124.8	0.038	0.019	0.259	-0.053	0.9	0.232	0.258	-18.02	8.311832460795301e-15
475	113.1	113.85	0.123	0.162	-0.253	-0.125	0.75	0.473	0.631	-142.598	1.225015931955556e-14
705	115.35	117.15	-0.101	0.11	0.187	0.288	1.8	0.339	0.188	31.812	8.778956833948621e-15
740	116.25	117.45	-0.027	-0.045	0.17	0.182	1.2	0.301	0.251	49.158	1.013475195070831e-14
812	116.7	117.6	-0.08599999999999999	0.547	-0.44	0.462	0.9	0.364	0.404	-166.439	5.403361983471068e-15
819	97.34999999999999	98.09999999999999	0.006	-0.048	0.01	-0.05	0.75	0.004	0.005	-29.54	1.456960412958347e-14
901	103.2	103.95	0.155	0.047	-0.358	0.142	0.75	0.522	0.696	169.515	7.560704642857146e-15
916	136.65	137.4	0.018	-0.047	0.277	0.093	0.75	0.295	0.393	28.344	8.470216179414138e-15
917	113.25	114.15	-0.064	0.12	0.08500000000000001	0.002	0.9	0.19	0.212	-38.634	1.29491394211103e-14
955	112.8	113.55	-0.091	0.108	0.147	0.124	0.75	0.239	0.319	3.665	9.092468560032147e-15
967	101.25	102.15	-0.107	0.138	0.08599999999999999	0.194	0.9	0.201	0.224	16.089	9.985721879286708e-15
1022	139.65	141	-0.077	0.156	0.117	0.048	1.35	0.222	0.164	-29.265	1.941038369771902e-14
1026	101.7	103.05	-0.093	0.107	0.03	0.057	1.35	0.133	0.099	-22.385	7.585342506858712e-15
1075	109.8	111.3	0.01	0.014	0.194	0.111	1.5	0.208	0.139	27.797	1.286402609467456e-14
1088	138	139.05	-0.838	-0.156	-1.624	-0.005	1.05	0.8	0.762	169.077	2.458461047958657e-14
1094	128.4	129.9	-0.03	0.028	0.304	0.06900000000000001	1.5	0.337	0.225	7.013	6.199496517945665e-15
1115	114.45	115.8	-0.021	-0.123	0.205	0.034	1.35	0.275	0.204	34.818	7.060654398530769e-15
1150	131.85	132.6	-0.011	0.023	0.11	0.07099999999999999	0.75	0.131	0.174	21.323	1.123906064844802e-14
1154	102.6	103.5	0.106	-0.039	-0.547	0.092	0.9	0.666	0.74	168.63	1.235358174438777e-14
1300	119.85	120.6	-0.139	0.078	0.174	-0.077	0.75	0.35	0.466	-26.225	9.214321864270597e-15
1337	106.95	108	-0.08599999999999999	0.081	0.186	0.103	1.05	0.273	0.26	4.475	8.813699791810938e-15
1357	104.55	106.5	-0.026	0.135	0.229	0.044	1.95	0.27	0.139	-19.659	8.209374526541931e-15
1363	109.05	110.1	-0.003	0.266	0.203	0.002	1.05	0.335	0.319	-51.981	6.90390082644629e-15
1396	107.1	108.15	0.299	0.16	-0.291	0.167	1.05	0.59	0.5620000000000001	179.372	1.316301824000005e-15
1396	108.6	109.35	-0.392	0.11	-0.8139999999999999	0.101	0.75	0.423	0.5629999999999999	-178.694	1.316301824000005e-15
1438	147.15	148.8	0.136	-0.093	-0.131	0.189	1.65	0.388	0.235	133.461	4.23149991506706e-16
1462	161.85	163.35	-0.27	0.165	-0.058	0.015	1.5	0.26	0.174	-35.182	7.261906368227727e-15
1768	148.2	149.55	0.434	0.007	0.104	0.02	1.35	0.33	0.244	177.739	1.074540372000738e-15
1818	168.75	169.5	0.485	0.228	0.198	0.402	0.75	0.335	0.447	148.676	2.524656683975366e-15
1842	157.2	158.55	-0.144	0.098	0.23	0.13	1.35	0.376	0.278	4.886	1.999698828844048e-14
36	116.4	118.05	-0.08	0.129	0.21	0.091	1.65	0.292	0.177	-7.315	1.914730165267297e-14
158	109.8	112.35	-0	0.132	0.459	0.047	2.55	0.467	0.183	-10.495	8.985249999999997e-15
261	104.1	105.15	-0.102	0.285	-0.381	-0.243	1.05	0.597	0.5679999999999999	-117.815	1.422469328824145e-14
287	116.25	117.3	-0.179	0.11	0.032	0.078	1.05	0.213	0.203	-8.401999999999999	1.119804199822221e-14
287	132.9	134.1	0.253	0.105	0.546	0.001	1.2	0.311	0.259	-19.469	1.119804199822221e-14
287	134.4	135.3	0.5600000000000001	0.031	0.741	0.023	0.9	0.181	0.201	-2.439	1.119804199822221e-14
287	135.75	136.5	0.787	-0.05	1.117	0.157	0.75	0.389	0.519	32.112	1.119804199822221e-14
302	99	100.35	-0.05	0.346	0.24	0.14	1.35	0.355	0.263	-35.445	1.24613236607143e-14
412	117.6	119.4	-0	-0.093	0.374	0.093	1.8	0.418	0.232	26.453	1.872015837856388e-14
435	116.1	118.65	-0.08599999999999999	0.093	0.307	0.094	2.55	0.394	0.154	0.139	1.237941876725591e-14
447	98.55	99.90000000000001	-0.008	0.131	0.31	-0.2	1.35	0.46	0.341	-46.166	1.755232731839512e-14
618	110.1	111.75	-0.035	0.339	-0.626	0.227	1.65	0.601	0.364	-169.188	2.048500378755996e-14
647	98.25	99.75	-0.0005	0.101	0.192	0.351	1.5	0.315	0.21	52.38	1.277825216856771e-14
713	101.7	102.45	0.112	-0.08799999999999999	-0.109	0.083	0.75	0.28	0.373	142.101	8.664653813760009e-15
714	108.9	110.1	-0.106	0.19	0.024	0.205	1.2	0.131	0.109	6.76	1.446214235228474e-14
741	126.45	128.7	-0.043	0.165	0.77	0.012	2.25	0.827	0.368	-10.705	2.395866196311854e-14
749	124.5	125.85	-0.08500000000000001	0.431	0.35	0.416	1.35	0.435	0.323	-1.972	1.571851835328712e-14
817	112.95	113.85	-0.248	0.104	-0.707	0.162	0.9	0.463	0.514	172.707	7.592083830629222e-15
895	100.65	103.2	0.014	0.134	0.354	0.08799999999999999	2.55	0.342	0.134	-7.656	2.184306909228014e-14
920	97.2	98.25	-0.045	-0.054	0.122	0.07099999999999999	1.05	0.208	0.198	36.748	2.010071195850682e-14
930	111.15	113.4	-0.171	-0.035	0.445	0.196	2.25	0.658	0.292	20.525	1.420246708578541e-14
937	109.5	110.55	-0.104	0.102	0.16	0.222	1.05	0.29	0.276	24.398	1.316045225017836e-14
986	108.6	109.5	-0.17	0.171	0.203	-0.047	0.9	0.432	0.48	-30.384	1.625251457170812e-14
1030	127.35	128.25	-0.042	0.103	0.08500000000000001	0.131	0.9	0.129	0.144	12.271	1.904994435220513e-14
1048	114	115.95	0.17	0.178	0.334	0.113	1.95	0.177	0.091	-21.52	1.144619883961175e-14
1063	127.5	128.25	-0.018	0.21	0.179	0.019	0.75	0.274	0.366	-44.164	8.938964920978309e-15
1089	115.2	115.95	-0.011	0.171	-0.194	0.065	0.75	0.211	0.282	-149.711	1.441966876963138e-14
1094	103.65	105.45	-0.08	0.047	0.277	0.138	1.8	0.368	0.205	14.356	9.00856066115702e-15
1100	115.05	115.95	-0.003	0.121	-0.338	-0.219	0.9	0.477	0.53	-134.496	1.166185123829342e-14
1105	157.5	159.9	-0.013	0.08699999999999999	0.264	0.01	2.4	0.287	0.12	-15.502	1.494583560628526e-14
1109	130.8	131.7	0.038	0.046	0.282	-0.049	0.9	0.261	0.29	-21.325	1.353539399227111e-14
1211	101.7	102.45	-0.08	0.171	0.15	0.135	0.75	0.233	0.311	-8.733000000000001	7.403529667063015e-15
1285	127.05	128.4	-0.112	0.136	0.187	-0.056	1.35	0.355	0.263	-32.61	1.318365724290695e-14
1289	97.34999999999999	98.84999999999999	-0.115	0.128	0.142	0.239	1.5	0.281	0.187	23.339	9.921580161476359e-15
1294	127.05	128.1	0.077	-0.068	0.274	0.135	1.05	0.283	0.269	45.896	1.306849776133646e-14
1338	103.95	104.7	-0.05	0.215	-0.403	-0.397	0.75	0.708	0.9429999999999999	-119.983	1.097059869654307e-14
1355	131.1	131.85	-0.082	-0.09	0.07000000000000001	-0.016	0.75	0.169	0.225	25.738	1.003594348747107e-14
1358	106.65	107.55	-0.163	-0.114	0.102	0.129	0.9	0.36	0.4	42.457	9.576153799621923e-15
1369	126.45	127.5	-0.03	0.082	0.211	0.041	1.05	0.245	0.233	-9.596	1.701988542868129e-14
1421	116.1	116.85	-0.051	0.082	0.07199999999999999	0.123	0.75	0.13	0.173	18.657	1.3267239375e-14
1503	120.75	122.1	-0.091	0.057	0.294	0.023	1.35	0.387	0.287	-5.148	6.991101936792566e-15
1543	148.95	150.3	-0.144	0.177	0.098	-0.063	1.35	0.34	0.252	-44.801	1.029900462980241e-14
1551	124.8	126.3	-0.133	0.127	0.05	0.111	1.5	0.183	0.122	-4.889	1.271614396193907e-14
1621	107.55	109.35	-0.179	0.168	0.221	0.128	1.8	0.402	0.223	-5.714	1.522193134448796e-14
1639	108.45	109.65	-0.034	0.187	-0.45	0.118	1.2	0.422	0.351	-170.587	1.17470583993928e-14
1643	117.15	118.8	-0.016	0.003	0.242	0.013	1.65	0.258	0.156	2.187	1.880555007478404e-14
1644	105.9	107.25	-0.061	0.168	0.275	0.035	1.35	0.361	0.268	-21.528	1.287671315775329e-14
1656	164.25	165.45	-0.006	0.123	0.171	0.023	1.2	0.204	0.17	-29.456	1.582209482159736e-14
1708	106.95	108.15	0.032	0.152	0.274	0.095	1.2	0.248	0.207	-13.373	9.059482971141593e-15
1779	111.15	113.1	0.04	0.095	0.299	0.177	1.95	0.272	0.139	17.554	7.069286475993188e-15
1781	121.5	122.85	-0.006	-0.08500000000000001	0.219	-0.116	1.35	0.228	0.169	-7.938	1.286138207965147e-14
1781	124.2	126.15	0.282	-0.012	0.626	-0.191	1.95	0.388	0.199	-27.47	1.286138207965147e-14
1853	124.8	126.9	-0.064	0.324	0.075	0.063	2.1	0.296	0.141	-61.975	1.187259621873339e-14
1933	105.15	106.5	-0.117	0.122	0.146	0.008999999999999999	1.35	0.286	0.212	-23.345	1.090137304219295e-14
1976	113.25	114.3	-0.034	-0.052	0.08799999999999999	0.096	1.05	0.192	0.182	50.593	8.249075295165959e-15
2000	130.65	132	0.024	0.043	0.133	0.041	1.35	0.109	0.081	-1.219	9.763696537051031e-15
2076	113.55	114.6	-0.115	-0.038	0.166	0.024	1.05	0.288	0.275	12.349	1.388270620527399e-14
2153	147.9	148.8	0.008	0.092	-0.226	0.098	0.9	0.234	0.26	178.533	8.782676845791579e-15
9	99.75	100.5	-0.147	0.09	-0.536	-0.248	0.75	0.515	0.6870000000000001	-138.975	1.023977189178982e-15
45	101.55	102.75	-0.019	0.244	0.16	0.162	1.2	0.197	0.164	-24.462	1.105956746173014e-14
78	103.35	104.55	-0.16	0.108	0.197	0.058	1.2	0.36	0.3	-7.992	7.861870615338883e-15
109	109.95	111	-0.032	0.091	0.186	0.151	1.05	0.226	0.215	15.304	6.101002971884737e-15
281	103.95	104.85	-0.0004	0.192	0.08599999999999999	0.08	0.9	0.142	0.157	-52.238	1.090324221453288e-14
361	106.95	108.45	-0.06900000000000001	-0.013	0.19	0.038	1.5	0.264	0.176	11.059	1.418398423469388e-14
366	113.55	114.6	0.035	0.11	0.106	0.184	1.05	0.102	0.097	46.405	1.092502089404179e-14
393	136.05	136.95	0.022	-0.04	0.282	0.093	0.9	0.291	0.324	27.097	8.731433714236137e-15
466	143.25	144.9	-0.066	0.161	0.232	0.07199999999999999	1.65	0.311	0.188	-16.678	1.34112813495252e-14
580	123.3	124.2	0.24	0.047	-0.498	-0.008	0.9	0.74	0.822	-175.757	1.028668388586257e-14
658	110.55	112.05	-0.035	-0.08799999999999999	0.386	0.06900000000000001	1.5	0.449	0.299	20.382	1.498433680499919e-14
761	126.75	127.65	0.002	-0.181	0.107	-0.068	0.9	0.154	0.171	46.811	2.492553361426872e-14
849	118.2	119.1	-0.061	0.08500000000000001	0.08	0.07199999999999999	0.9	0.141	0.157	-5.448	1.116037584550534e-14
897	115.65	116.55	0.042	-0.029	0.272	-0.113	0.9	0.245	0.272	-19.998	1.036536928829717e-14
1062	154.2	156.45	-0.056	0.079	2.011	-0.165	2.25	2.082	0.925	-6.744	1.91130736116071e-14
1062	157.2	159.45	1.451	-0.003	2.522	-0.07000000000000001	2.25	1.073	0.477	-3.591	1.91130736116071e-14
1069	135.3	137.4	-0.238	0.473	-1.126	0.174	2.1	0.9370000000000001	0.446	-161.406	3.620454886889671e-15
1136	127.95	129	-0.021	0.076	-0.035	0.04	1.05	0.04	0.038	-111.345	6.376589685223722e-15
1251	134.85	135.6	-0.034	0.123	0.102	-0.027	0.75	0.203	0.271	-47.934	1.048203399437435e-14
1412	111.6	112.5	0.03	0.077	-0.506	0.187	0.9	0.547	0.608	168.384	1.227598763107499e-14
1506	130.8	131.7	0.027	-0.099	0.154	0.18	0.9	0.306	0.34	65.629	8.910992116342151e-15
1696	113.85	114.6	-0.035	0.056	0.046	0.134	0.75	0.113	0.151	43.85	9.733889648437499e-15
1743	121.05	121.8	0.022	0.21	0.134	0.225	0.75	0.113	0.151	7.436	1.348648846611178e-14
1803	103.8	104.85	-0.011	-0.102	0.075	0.323	1.05	0.434	0.413	78.504	3.378705175963139e-14
1956	154.2	154.95	-0.019	-0.115	0.09	0.027	0.75	0.179	0.238	52.466	2.507920644359969e-14
2136	154.05	155.25	-0.03	-0.103	0.224	0.147	1.2	0.356	0.297	44.449	2.23927078862871e-14
127	119.1	120.15	-0.064	0.022	0.136	0.195	1.05	0.264	0.252	40.812	2.176483474170917e-14
161	171.45	172.8	-0.474	0.092	-0.795	0.105	1.35	0.322	0.238	177.564	1.609210354685663e-15
195	106.35	108.3	-0.098	0.024	0.371	0.19	1.95	0.497	0.255	19.52	8.661592790096754e-15
609	121.35	122.55	-0.045	0.183	0.376	0.145	1.2	0.422	0.352	-5.094	9.587553047091399e-15
650	123.3	124.5	0.037	0.131	0.318	0.052	1.2	0.292	0.244	-15.559	1.087822541859189e-14
727	117.6	118.5	-0.136	0.223	0.077	0.059	0.9	0.269	0.299	-37.623	1.577515854006194e-14
729	120.9	121.65	-0.093	-0.179	0.053	0.07000000000000001	0.75	0.288	0.384	59.639	7.458443930211203e-15
801	100.65	101.4	-0.011	0.164	0.219	0.075	0.75	0.247	0.329	-21.132	1.406703998462129e-14
851	121.95	123	-0.094	0.18	0.202	0.109	1.05	0.304	0.29	-13.399	1.425914349365236e-14
887	109.8	110.55	-0.098	0.17	0.126	0.12	0.75	0.229	0.306	-12.563	6.653583322653677e-15
916	111.6	112.5	-0.011	-0.031	0.224	0.057	0.9	0.251	0.279	20.649	9.38861783255121e-15
1095	104.85	105.75	-0.046	0.07099999999999999	0.134	-0.037	0.9	0.211	0.234	-30.96	9.059606425382645e-15
1107	126.15	126.9	-0.034	-0.007	0.168	-0.017	0.75	0.202	0.269	-2.808	1.352550630541263e-14
1211	121.2	122.85	-0.045	-0.067	0.154	0.079	1.65	0.247	0.15	36.465	2.132716506920185e-14
1221	153.15	154.5	-0.096	-0.25	0.32	0.125	1.35	0.5600000000000001	0.415	42.004	1.163406190400001e-14
1240	129.3	132	-0.11	-0.078	0.349	0.037	2.7	0.473	0.175	14.1	1.015381027384478e-14
1248	97.05	97.8	-0.04	0.017	0.056	0.038	0.75	0.098	0.131	12.314	1.092230091346156e-14
1287	122.55	126.3	-0.221	0.115	0.6830000000000001	0.068	3.75	0.905	0.241	-2.958	7.453457472451786e-15
1287	131.4	133.2	1.782	0.07099999999999999	2.125	0.052	1.8	0.343	0.191	-3.278	7.453457472451786e-15
1287	134.85	135.75	2.402	0.196	2.747	0.102	0.9	0.358	0.398	-15.122	7.453457472451786e-15
1300	116.25	118.5	-0.114	0.024	0.707	-0.0003	2.25	0.821	0.365	-1.689	1.442568999999999e-14
1328	108.75	109.5	-0.008	0.203	0.101	0.141	0.75	0.125	0.167	-29.725	1.184365913600001e-14
1354	109.8	111	-0.054	0.099	0.16	0.011	1.2	0.232	0.193	-22.352	8.634159780898553e-15
1379	117.6	118.35	-0.083	0.065	0.163	0.097	0.75	0.249	0.331	7.5	2.12330530309902e-14
1530	105.9	107.25	-0.038	-0.057	0.304	0.351	1.35	0.533	0.395	50.008	2.466914512089998e-14
1542	139.8	140.55	-0.08	0.264	0.162	0.293	0.75	0.243	0.325	6.967	1.678090087148319e-14
1563	105.75	106.5	-0.0008	0.054	0.133	0.08500000000000001	0.75	0.137	0.183	12.885	1.032307601097767e-14
1576	115.8	118.8	-0.006	0.058	0.293	0.07099999999999999	3	0.299	0.1	2.48	1.444297307238414e-14
1630	113.25	114.45	-0.117	0.064	0.309	-0.617	1.2	0.803	0.669	-57.99	1.621131666666668e-14
1658	153.45	156.6	-0.026	0.093	0.776	-0.16	3.15	0.841	0.267	-17.548	2.188075417756293e-14
1699	104.4	105.15	-0.098	-0.126	-0.118	-0.124	0.75	0.021	0.028	174.789	6.469079296000007e-15
1915	129.3	130.5	-0.029	0.162	0.205	-0.135	1.2	0.378	0.315	-51.799	1.481537827712277e-14
2055	132	133.65	-0.043	-0.161	0.293	0.142	1.65	0.453	0.274	42.053	1.104855366780045e-14
2056	118.2	119.1	0.066	0.083	0.378	0.07199999999999999	0.9	0.312	0.347	-1.981	1.709564086076816e-14
