trajectory	start     	end       	x1        	y1        	x2        	y2        	duration  	distance  	rate      	angle (deg)	msd_y
58	189.6	190.65	-0.167	0.023	-0.55	0.045	1.05	0.384	0.365	176.725	2.343772346970215e-14
98	195.45	196.5	-0.057	-0.082	0.314	0.028	1.05	0.387	0.368	16.416	1.693066339309107e-14
197	205.35	210.75	-1.024	-0.148	1.624	-0.198	5.4	2.648	0.49	-1.094	6.830458656805257e-15
197	214.5	217.05	1.875	-0.269	3.008	-0.123	2.55	1.142	0.448	7.342	6.830458656805257e-15
197	218.55	220.8	3.257	-0.119	4.306	-0.076	2.25	1.05	0.467	2.371	6.830458656805257e-15
197	222.45	223.35	4.451	0.107	4.788	-0.002	0.9	0.354	0.394	-18.031	6.830458656805257e-15
197	225.6	229.2	5.168	0.045	6.73	0.211	3.6	1.571	0.436	6.076	6.830458656805257e-15
197	229.2	230.55	6.824	0.139	7.466	0.222	1.35	0.647	0.48	7.398	6.830458656805257e-15
213	140.55	141.3	0.181	0.118	0.536	0.233	0.75	0.373	0.497	17.902	1.639284705322178e-14
213	148.5	150.45	1.28	0.165	1.595	0.065	1.95	0.331	0.17	-17.667	1.639284705322178e-14
340	124.35	125.25	-0.294	0.411	-0.653	-0.163	0.9	0.677	0.752	-122.029	4.405989604129209e-14
357	204.9	205.95	-0.153	0.148	-0.053	-0.094	1.05	0.262	0.25	-67.583	1.091785610899876e-14
395	151.2	152.7	-0.353	0.016	-1.103	0.102	1.5	0.755	0.503	173.466	4.547909679238178e-14
404	162.3	163.2	-0.106	-0.097	-0.541	0.038	0.9	0.455	0.506	162.756	8.432312304907548e-15
427	122.1	123.6	-0.32	-0.068	-0.922	-0.061	1.5	0.602	0.401	179.343	1.142461151187006e-14
536	150.75	151.8	-0.246	-0.08400000000000001	0.052	-0.273	1.05	0.353	0.336	-32.446	1.814739393519366e-14
548	182.4	186.75	-0.884	0.06900000000000001	0.427	-0.001	4.35	1.313	0.302	-3.058	4.215101395916021e-15
548	190.65	194.1	0.427	0.07099999999999999	1.375	-0.337	3.45	1.032	0.299	-23.258	4.215101395916021e-15
548	198.75	200.25	2.375	-0.764	2.716	-0.391	1.5	0.505	0.337	47.537	4.215101395916021e-15
560	132.45	133.5	0.055	0.095	0.324	0.101	1.05	0.269	0.256	1.453	2.730525523915547e-14
571	123.9	124.8	-0.253	0.362	-0.099	0.205	0.9	0.22	0.245	-45.63	8.490793964580904e-15
583	124.5	130.8	-0.21	0.094	2.047	0.013	6.3	2.258	0.358	-2.059	1.704299397295012e-14
611	127.5	129.45	-0.538	-0.018	-1.605	0.171	1.95	1.084	0.556	169.945	4.676396443213296e-14
660	121.5	122.7	-0.332	0.238	-0.066	-0.078	1.2	0.413	0.344	-49.933	1.392620060810585e-14
677	126.15	126.9	-0.195	0.19	0.021	0.013	0.75	0.279	0.373	-39.365	2.893685483916556e-14
715	135.75	139.5	-0.774	0.254	-2.401	0.06	3.75	1.639	0.437	-173.207	1.094066081969981e-14
735	136.35	142.65	-0.163	0.08599999999999999	0.612	0.541	6.3	0.898	0.143	30.385	3.600268951169682e-14
735	144.6	145.95	0.631	0.554	0.965	0.338	1.35	0.398	0.295	-32.868	3.600268951169682e-14
738	132.9	134.4	-0.254	0.119	0.134	0.08	1.5	0.39	0.26	-5.689	4.480191658688867e-14
841	127.2	128.1	-0.172	0.034	-0.452	0.237	0.9	0.346	0.384	144.102	7.554714926095121e-15
841	132.45	133.35	-0.702	0.27	-0.945	0.192	0.9	0.255	0.284	-162.168	7.554714926095121e-15
842	134.55	135.9	-1.168	0.391	-2.216	-0.021	1.35	1.126	0.834	-158.535	2.121333205418382e-14
843	239.25	244.35	0.533	0.122	-2.597	-0.063	5.1	3.135	0.615	-176.608	6.632817943412781e-15
854	154.35	161.1	-0.318	-0.037	-3.349	-0.281	6.75	3.041	0.45	-175.393	1.446519401041665e-14
856	121.65	125.1	-0.37	0.055	-2.593	0.317	3.45	2.238	0.649	173.266	1.064805763123678e-14
966	127.5	129.3	0.067	0.59	-5.742	-0.14	1.8	5.855	3.253	-172.838	3.831651548646445e-14
966	129.75	131.1	-7.508	-0.129	-12.101	-0.168	1.35	4.593	3.402	-179.511	3.831651548646445e-14
966	131.85	132.6	-12.955	-0.092	-15.313	-0.206	0.75	2.361	3.148	-177.245	3.831651548646445e-14
966	135.45	136.2	-15.771	0.074	-16.646	-0.08500000000000001	0.75	0.889	1.186	-169.704	3.831651548646445e-14
998	190.05	194.1	-0.285	-0.146	0.626	-0.351	4.05	0.9340000000000001	0.231	-12.673	2.195318642818988e-14
998	195.15	196.5	0.721	-0.471	1.22	-0.413	1.35	0.502	0.372	6.656	2.195318642818988e-14
1012	180	181.8	-0.137	0.199	-1.232	0.264	1.8	1.097	0.609	176.594	4.414167230980773e-14
1039	212.85	214.65	-0.101	-0.006	0.346	0.432	1.8	0.626	0.348	44.404	2.571661213461302e-14
1060	121.35	122.1	-0.17	0.402	-1.805	-0.641	0.75	1.939	2.586	-147.464	2.246384660577896e-14
1068	167.4	168.6	-0.424	0.203	-1.315	-0.04	1.2	0.924	0.77	-164.735	1.957979049417361e-14
1070	176.55	179.85	-1.584	-0.194	-2.325	-0.029	3.3	0.759	0.23	167.413	5.864881719700125e-14
1078	178.2	179.85	0.08400000000000001	-0.203	0.698	-0.343	1.65	0.63	0.382	-12.818	3.803600577942881e-14
1153	152.1	153.15	-0.16	0.033	-0.525	0.254	1.05	0.427	0.406	148.843	1.678679211909533e-14
1190	204	204.9	-0.029	0.322	-1.157	0.045	0.9	1.162	1.291	-166.179	5.17387275379013e-14
1197	167.7	169.2	-1.636	0.089	-2.731	0.216	1.5	1.102	0.735	173.407	2.726811677792161e-14
1197	174.9	180	-3.217	0.352	-5.848	0.139	5.1	2.64	0.518	-175.373	2.726811677792161e-14
1212	154.5	155.7	0.214	0.053	0.778	0.008999999999999999	1.2	0.5659999999999999	0.471	-4.452	1.517709035730099e-14
1219	127.65	133.05	1.676	0.104	3.689	0.073	5.4	2.013	0.373	-0.887	1.6997184337911e-14
1331	175.65	176.4	-0.062	0.017	0.349	0.034	0.75	0.411	0.548	2.338	4.958668476954196e-14
1340	302.55	304.35	-0.034	0.026	0.761	0.471	1.8	0.911	0.506	29.264	1.03773538244385e-13
1466	170.4	171.9	-0.268	0.5580000000000001	-1.227	-0.083	1.5	1.154	0.769	-146.228	4.366910297283949e-14
1564	185.7	187.35	-0.583	0.097	-1.421	0.056	1.65	0.839	0.508	-177.204	8.649146199974758e-15
1647	137.85	138.75	-0.246	0.0003	-0.659	0.241	0.9	0.478	0.531	149.798	2.023387763305784e-14
1731	176.1	180.15	-4.133	0.766	-5.662	0.548	4.05	1.544	0.381	-171.885	1.343915761301314e-14
2188	135.15	135.9	-0.748	0.022	-0.29	-0.018	0.75	0.46	0.613	-5.085	2.351006868480725e-14
2188	175.2	177.6	-1.197	-0.065	-0.063	-0.068	2.4	1.134	0.473	-0.163	2.351006868480725e-14
2188	177.9	178.65	0.059	0.094	0.418	-0.076	0.75	0.397	0.529	-25.276	2.351006868480725e-14
2213	185.85	186.75	-0.521	0.3	-1.283	-0.187	0.9	0.904	1.005	-147.429	1.538124239017831e-13
2438	290.55	291.9	1.494	0.105	1.15	-0.101	1.35	0.401	0.297	-149.141	6.907973678911561e-15
2438	345.9	346.95	0.593	-0.096	0.339	-0.008	1.05	0.269	0.256	160.986	6.907973678911561e-15
2501	321	322.35	0.08	0.227	-0.224	0.538	1.35	0.434	0.322	134.402	1.150408404535147e-13
9	123.9	125.4	-0.9409999999999999	0.166	-1.673	0.155	1.5	0.732	0.488	-179.153	2.089839778546712e-14
75	171	172.5	-0.182	-0.044	-0.878	0.038	1.5	0.701	0.467	173.298	2.965317871918861e-16
75	174.3	177.45	-0.89	0.093	-2.547	-0.06	3.15	1.664	0.528	-174.748	2.965317871918861e-16
77	136.2	137.7	-0.5639999999999999	-0.013	-1.341	0.207	1.5	0.8070000000000001	0.538	164.204	9.666501997352056e-15
77	138	138.9	-1.037	0.23	-2.167	0.143	0.9	1.133	1.259	-175.574	9.666501997352056e-15
120	124.2	125.25	0.192	0.08599999999999999	-0.491	0.004	1.05	0.6879999999999999	0.655	-173.084	6.470220131455865e-16
120	135	135.9	-2.001	-0.099	-3.033	-0.202	0.9	1.037	1.152	-174.303	6.470220131455865e-16
135	173.7	175.2	-0.319	0.179	0.428	0.296	1.5	0.756	0.504	8.917999999999999	4.344562311604817e-14
140	203.4	207	-0.025	0.062	1.509	-0.037	3.6	1.537	0.427	-3.708	1.415148356090007e-14
230	228.45	229.8	10.84	-0.869	9.502000000000001	-0.462	1.35	1.398	1.036	163.086	1.0825179415789e-14
230	232.8	234.3	9.368	-0.546	8.518000000000001	-0.393	1.5	0.864	0.576	169.785	1.0825179415789e-14
230	236.55	238.35	8.105	-0.496	5.956	-0.373	1.8	2.152	1.196	176.733	1.0825179415789e-14
230	239.55	246.75	5.816	-0.283	1.15	0.227	7.2	4.694	0.652	173.773	1.0825179415789e-14
245	151.65	153.15	-0.994	0.344	-1.672	0.527	1.5	0.702	0.468	164.91	3.525326016710957e-14
248	141.6	142.5	-0.107	0.082	0.16	0.128	0.9	0.271	0.301	9.803000000000001	2.705089312021429e-14
