trajectory	start     	end       	x1        	y1        	x2        	y2        	duration  	distance  	rate      	angle (deg)	msd_y
3578	163.8	165	-0.016	0.012	-0.578	-0.118	1.2	0.576	0.48	-166.959	1.462283216415205e-14
3685	166.65	170.4	0.026	-0.218	0.736	-0.08799999999999999	3.75	0.722	0.193	10.358	1.007479841434163e-14
3763	143.85	144.75	0.046	-0.261	0.243	0.162	0.9	0.467	0.519	65.062	2.782651934730098e-14
3871	134.25	135.45	0.029	-0.094	-0.6899999999999999	-0.051	1.2	0.72	0.6	176.636	1.653058682249816e-14
4010	127.2	128.55	-0.123	-0.193	0.504	0.095	1.35	0.6899999999999999	0.511	24.649	1.803507467917914e-14
4040	154.5	155.55	-0.123	-0.049	-0.493	-0.298	1.05	0.446	0.424	-146.037	1.56970813207126e-14
4732	135.15	136.2	0.099	-0.363	-0.187	-0.25	1.05	0.308	0.293	158.543	2.687391881696093e-14
5017	114.75	115.5	-0.056	-0.083	-0.395	0.348	0.75	0.549	0.732	128.183	1.869181219425974e-14
5199	137.1	138.3	-0.07199999999999999	0.029	-0.45	-0.008999999999999999	1.2	0.38	0.316	-174.242	1.337995131719473e-14
5234	141.9	142.65	-0.016	-0.123	0.184	0.13	0.75	0.322	0.429	51.606	2.97080439751046e-14
5293	138.9	140.25	0.09	-0.316	0.394	-0.18	1.35	0.333	0.247	24.183	1.957186240564889e-14
5816	206.85	207.9	2.146	0.089	1.262	0.176	1.05	0.887	0.845	174.414	4.833656244221559e-15
7132	165	166.8	0.8129999999999999	0.077	1.808	-0.077	1.8	1.007	0.5590000000000001	-8.762	2.87038720338319e-14
7132	172.65	173.7	2.344	-0.059	3.106	0.548	1.05	0.974	0.927	38.539	2.87038720338319e-14
7445	171.15	172.35	1.445	-0.303	1.022	-0.313	1.2	0.423	0.352	-178.64	4.259507265212172e-15
7445	173.25	174	0.8159999999999999	-0.366	0.333	-0.136	0.75	0.535	0.714	154.467	4.259507265212172e-15
7491	224.1	227.25	-0.082	-0.128	1.478	-0.054	3.15	1.562	0.496	2.704	2.365787490010122e-14
7997	292.65	293.85	3.154	0.057	3.638	0.019	1.2	0.486	0.405	-4.494	1.74383320040094e-14
8140	207.15	208.05	-0.203	0.3	0.056	0.425	0.9	0.288	0.32	25.752	2.451614097070042e-14
8261	242.25	244.35	-0.28	0.004	0.634	0.043	2.1	0.914	0.435	2.469	6.536438719375003e-14
8592	207.3	208.05	1.443	-0.611	0.838	-0.165	0.75	0.752	1.002	143.576	4.239219349245539e-15
2	116.25	117.15	0.174	0.065	0.299	0.173	0.9	0.165	0.183	40.856	1.821435906176445e-14
295	149.7	150.6	-0.027	0.065	-0.168	-0.055	0.9	0.185	0.205	-139.686	9.901758976000005e-15
298	208.5	210.15	-0.034	-0.135	0.6899999999999999	-0.079	1.65	0.725	0.44	4.43	1.735357168484177e-14
637	120	120.9	0.027	-0.258	-0.27	-0.048	0.9	0.365	0.405	144.69	2.226881965277777e-14
684	120.9	122.1	-0.051	0.046	0.475	-0.185	1.2	0.575	0.479	-23.634	1.348991061533888e-14
697	123.15	124.05	-0.018	-0.012	0.262	-0.141	0.9	0.308	0.342	-24.715	3.047589441264777e-15
791	126.6	128.1	-0.08500000000000001	-0.023	0.165	0.064	1.5	0.264	0.176	19.318	1.263459290360982e-14
822	139.05	139.8	-0.013	-0.166	0.224	-0.216	0.75	0.242	0.323	-11.886	2.047797476788576e-14
885	133.65	134.4	0.152	-0.114	0.507	-0.132	0.75	0.356	0.474	-2.778	3.311728604444446e-14
1030	131.25	132.15	-0.722	-0.099	-1.154	0.18	0.9	0.514	0.571	147.168	3.219336930596423e-14
1105	136.05	136.8	-0.08	-0.264	-0.341	-0.025	0.75	0.354	0.472	137.456	3.984645182141485e-14
1430	210.6	212.25	-0.08	-0.149	0.63	-0.056	1.65	0.716	0.434	7.442	1.417120062195493e-14
1770	147.75	148.65	-0.091	-0.187	-0.301	-0.107	0.9	0.225	0.25	158.973	1.474992036088215e-14
2137	144	145.2	0.286	-0.318	0.63	-0.149	1.2	0.383	0.319	26.195	2.542946591220848e-14
2137	147.15	148.95	0.864	0.215	1.645	0.285	1.8	0.784	0.436	5.141	2.542946591220848e-14
2137	157.2	158.85	2.75	0.285	3.328	0.385	1.65	0.586	0.355	9.863	2.542946591220848e-14
2137	159.75	160.5	3.512	0.416	3.763	0.549	0.75	0.284	0.379	27.997	2.542946591220848e-14
2159	138.75	140.1	0.042	-0.153	0.909	-0.125	1.35	0.868	0.643	1.837	3.564803874069186e-14
2204	113.4	114.6	-0.11	-0.157	-0.848	-0.08599999999999999	1.2	0.741	0.617	174.532	2.371525533997863e-14
2303	147.75	148.5	-0.005	-0.025	0.379	0.066	0.75	0.395	0.526	13.322	2.692020118254846e-14
2333	122.55	124.05	-0.08	-0.168	0.272	-0.322	1.5	0.384	0.256	-23.681	2.717920675555554e-14
2349	212.55	213.45	-0.04	-0.165	0.178	-0.309	0.9	0.261	0.29	-33.501	3.573940515927822e-14
2437	163.8	165.75	2.032	-0.48	2.837	-0.52	1.95	0.806	0.413	-2.88	1.419892138421497e-14
2608	168.45	169.2	0.221	0.545	0.578	0.374	0.75	0.395	0.527	-25.546	1.830023592093342e-14
2713	131.85	132.75	0.051	-0.094	-0.514	-0.044	0.9	0.5669999999999999	0.63	174.884	5.263839248283037e-15
2718	138.9	140.4	-0.021	-0.351	0.542	-0.028	1.5	0.649	0.433	29.836	1.728241847554357e-14
2747	152.55	153.75	-1.352	-0.427	-1.062	-0.216	1.2	0.358	0.299	36.059	2.401205136110998e-14
2752	129.15	129.9	0.099	-0.207	-0.398	-0.415	0.75	0.539	0.719	-157.332	4.22597312510926e-14
2843	153.75	154.95	-0.045	-0.073	0.474	-0.076	1.2	0.518	0.432	-0.343	1.532779884943463e-14
2895	119.55	120.45	0.16	-0.238	-0.19	0.135	0.9	0.512	0.569	133.173	1.543791991561524e-14
2895	132	133.2	-0.269	-0.125	-1.131	0.065	1.2	0.883	0.736	167.593	1.543791991561524e-14
2956	125.1	126	0.122	-0.262	-0.4	-0.256	0.9	0.522	0.58	179.361	1.964532043228237e-14
2985	197.1	200.85	-0.037	0.248	1.109	0.449	3.75	1.163	0.31	9.922000000000001	7.517271935999981e-15
3084	158.1	158.85	0.118	0.053	-0.115	0.186	0.75	0.268	0.358	150.475	2.54543191673077e-14
3147	126.45	127.35	-0.011	-0.043	0.318	0.07199999999999999	0.9	0.349	0.388	19.254	1.723575140148652e-14
3194	211.35	213.45	-0.06900000000000001	-0.07000000000000001	0.091	-0.08599999999999999	2.1	0.161	0.077	-5.548	2.100834526411187e-14
3267	126.6	127.35	1.861	-2.409	1.419	-2.464	0.75	0.445	0.593	-172.961	2.03539210118491e-14
3282	132.6	134.7	0.075	0.039	0.667	-0.252	2.1	0.66	0.314	-26.186	2.589442440867451e-14
3290	136.05	137.25	-0.011	0.07000000000000001	-0.624	0.002	1.2	0.617	0.514	-173.612	1.88876993996238e-14
3301	123.15	123.9	-0.022	-0.221	0.245	-0.634	0.75	0.492	0.656	-57.089	2.916740051020407e-14
3425	143.7	145.2	-0.061	-0.166	-0.5629999999999999	0.163	1.5	0.6	0.4	146.793	3.292743381944446e-14
3452	193.2	194.1	0.008	-0.013	0.347	-0.104	0.9	0.351	0.39	-15.024	2.364724436134389e-14
3480	123.75	124.8	-0.038	-0.123	0.339	0.049	1.05	0.415	0.395	24.537	2.249678432854623e-14
3516	186.3	187.95	-1.232	-0.208	-2.522	-0.427	1.65	1.308	0.793	-170.361	3.089216240586605e-14
3516	188.4	190.5	-2.971	-0.476	-4.16	-0.723	2.1	1.214	0.578	-168.279	3.089216240586605e-14
3537	133.95	134.85	0.347	-0.156	-0.315	0.105	0.9	0.712	0.791	158.5	1.607989861002604e-14
3544	134.55	135.45	-0.048	-0.122	0.157	0.135	0.9	0.329	0.365	51.462	1.327333102055912e-14
3544	136.05	137.25	0.219	-0.029	0.582	-0.081	1.2	0.367	0.306	-8.121	1.327333102055912e-14
3547	185.4	191.55	-1.92	0.138	0.102	-0.079	6.15	2.034	0.331	-6.135	1.453604429083005e-14
3547	200.85	201.9	1.491	-0.03	1.918	-0.198	1.05	0.459	0.437	-21.458	1.453604429083005e-14
3547	226.2	227.25	4.296	-0.173	4.603	-0.271	1.05	0.322	0.307	-17.579	1.453604429083005e-14
3547	232.65	233.7	3.834	-0.224	4.19	-0.244	1.05	0.357	0.34	-3.233	1.453604429083005e-14
3547	255.45	258.6	3.306	-0.179	4.675	-0.191	3.15	1.37	0.435	-0.533	1.453604429083005e-14
3607	134.7	135.45	0.013	0.123	0.267	0.092	0.75	0.256	0.342	-7.078	2.37416432115651e-14
3662	214.2	215.55	0.029	-0.126	0.698	-0.01	1.35	0.679	0.503	9.861000000000001	1.983569632752376e-14
3736	128.55	129.3	0.083	0.104	0.222	0.019	0.75	0.163	0.217	-31.404	1.890746041587901e-14
3800	115.2	117.45	-0.003	0.039	0.45	0.07199999999999999	2.25	0.454	0.202	4.139	2.355752731206057e-14
3819	125.1	128.25	-0.536	0.16	0.19	-0.041	3.15	0.754	0.239	-15.52	4.237779931329808e-14
3819	134.85	138	-0.571	-0.227	-0.043	0.033	3.15	0.588	0.187	26.187	4.237779931329808e-14
3819	141.75	143.1	0.229	-0.199	0.741	-0.233	1.35	0.513	0.38	-3.871	4.237779931329808e-14
3819	144.15	147.75	-0.062	-0.124	1.25	-0.416	3.6	1.344	0.373	-12.541	4.237779931329808e-14
3819	164.7	165.6	2.987	-0.044	3.283	-0.258	0.9	0.365	0.406	-35.858	4.237779931329808e-14
3928	127.8	128.85	0.03	0.1	0.512	0.128	1.05	0.482	0.459	3.304	2.313355779513451e-14
3966	132.75	134.55	-0.043	-0.187	-0.453	0.049	1.8	0.473	0.263	150.091	3.054563848487654e-14
3984	160.95	163.05	-0.744	0.044	-1.029	0.156	2.1	0.306	0.146	158.552	2.743100936170483e-14
4206	131.7	132.75	-0.378	-0.285	-0.654	-0.054	1.05	0.36	0.343	140.176	3.441959231119357e-14
4229	146.85	147.75	-0.038	-0.193	0.261	-0.133	0.9	0.305	0.339	11.337	1.693020601716704e-14
5002	135.15	136.8	-0.037	-0.421	-0.478	-0.6879999999999999	1.65	0.516	0.313	-148.805	1.616078973293021e-14
5173	164.4	167.7	-0.227	-0.031	1.115	-0.106	3.3	1.345	0.407	-3.212	2.156718276643992e-14
5173	171.15	172.05	1.707	0.073	2.133	0.428	0.9	0.555	0.616	39.873	2.156718276643992e-14
5331	142.5	143.25	-0.144	0.07199999999999999	0.794	-0.497	0.75	1.097	1.462	-31.25	3.626699589086127e-14
5350	132.75	133.95	1.675	0.163	0.986	0.116	1.2	0.6909999999999999	0.576	-176.078	1.536728651373403e-14
5350	136.35	137.55	0.672	0.301	0.138	0.155	1.2	0.554	0.462	-164.784	1.536728651373403e-14
5350	137.7	138.45	-0.157	0.029	-0.802	-0.057	0.75	0.651	0.867	-172.355	1.536728651373403e-14
5441	295.2	296.85	0.054	-0.077	0.645	-0.244	1.65	0.614	0.372	-15.811	5.532064322018171e-14
5441	298.95	299.85	1.096	0.137	1.525	0.06	0.9	0.436	0.484	-10.178	5.532064322018171e-14
43	186	187.05	-0.246	-0.192	-0.35	-0.273	1.05	0.132	0.125	-142.193	2.098790666537468e-14
143	158.55	160.95	-0.282	0.017	-1	-0.15	2.4	0.738	0.307	-166.916	1.589658663932674e-14
495	139.35	140.25	0.083	0.301	-0.198	-0.217	0.9	0.59	0.655	-118.523	9.213103920325964e-15
620	133.8	134.7	0.126	-0.258	-0.274	-0.136	0.9	0.418	0.465	163.082	1.379734487946704e-14
673	152.4	153.3	0.138	0.005	0.014	-0.023	0.9	0.126	0.14	-167.464	5.30142282491102e-15
810	116.55	117.45	0.016	-0.029	-0.328	0.248	0.9	0.442	0.491	141.094	1.078417032055201e-14
1034	130.05	130.95	0.08599999999999999	0.093	-0.304	-0.385	0.9	0.617	0.6860000000000001	-129.231	1.134646981956316e-14
1148	157.05	159.15	-0.083	0.175	0.282	0.569	2.1	0.537	0.256	47.247	1.531282818262166e-14
1173	170.25	171	-0.0008	0.161	-0.55	-0.014	0.75	0.577	0.769	-162.368	3.957481013056974e-15
1250	121.95	122.7	-0.019	-0.223	0.058	-0.089	0.75	0.155	0.206	60.248	1.405453084627668e-14
1507	141.15	142.5	-0.037	-0.013	0.49	0.007	1.35	0.527	0.39	2.127	1.410072740773744e-14
1643	124.35	125.55	0.03	0.017	0.362	0.045	1.2	0.332	0.277	4.904	1.765470730888429e-14
1670	112.2	113.1	0.03	-0.052	-0.229	-0.289	0.9	0.351	0.39	-137.637	1.779286756679116e-14
1737	131.7	132.6	-0.79	-0.068	-1.262	-0.22	0.9	0.496	0.551	-162.189	1.717560999183673e-14
1863	170.4	171.15	0.077	0.154	-0.587	0.6889999999999999	0.75	0.852	1.137	141.167	2.318597894409601e-14
1884	121.65	122.7	0.11	-0.159	-0.41	-0.167	1.05	0.52	0.495	-179.106	6.330132963988912e-15
2125	132	135.9	-0.93	0.516	-2.29	0.289	3.9	1.379	0.354	-170.508	1.595752662339991e-14
2156	165.9	167.4	-0.47	-0.057	0.03	0.051	1.5	0.512	0.342	12.186	1.144176150052078e-14
2567	169.35	171.15	-1.213	-0.15	-2.109	-0.54	1.8	0.977	0.543	-156.452	1.777812061139478e-14
3040	244.05	246.3	-0.066	-0.07099999999999999	0.648	-0.051	2.25	0.714	0.317	1.617	1.320057880208333e-14
3598	174.15	175.65	-0.029	0.032	-0.514	0.118	1.5	0.492	0.328	169.9	9.349977688530813e-15
4068	124.95	125.7	2.304	-0.028	0.718	-0.15	0.75	1.59	2.12	-175.612	1.498531319722221e-14
4568	141.3	142.5	0.208	0.081	-0.726	-0.093	1.2	0.95	0.792	-169.449	1.168252851728394e-14
4869	166.05	167.4	0.08799999999999999	-0.144	-0.36	-0.014	1.35	0.467	0.346	163.804	2.519336303710938e-14
5177	144.3	145.5	0.427	-0.047	-1.094	0.226	1.2	1.546	1.288	169.817	3.572691942111029e-14
5211	186	188.7	-0.219	0.096	-1.979	-0.216	2.7	1.788	0.662	-169.932	2.304502420656267e-14
5626	154.35	155.1	0.03	-0.113	-0.442	0.139	0.75	0.535	0.714	151.87	1.843777561139478e-14
5946	133.65	135.3	1.314	0.058	0.08	0.091	1.65	1.234	0.748	178.476	2.715473292707106e-15
6006	162.9	164.55	0.947	-0.334	-0.502	0.07099999999999999	1.65	1.505	0.912	164.389	1.864015418265272e-14
6189	157.2	160.2	1.01	-0.099	-0.554	0.036	3	1.569	0.523	175.077	1.308992289565463e-14
6368	180.15	180.9	-0.045	-0.26	0.626	-0.407	0.75	0.6860000000000001	0.915	-12.411	1.423143614990234e-14
6523	203.4	204.3	0.054	0.029	0.666	-0.065	0.9	0.618	0.6870000000000001	-8.804	1.797988030122868e-14
6523	214.65	215.85	2.941	0.112	3.683	-0.197	1.2	0.804	0.67	-22.585	1.797988030122868e-14
6523	217.35	219.15	3.846	-0.075	4.774	0.007	1.8	0.9320000000000001	0.518	5.103	1.797988030122868e-14
7161	176.55	177.3	0.059	0.615	-0.08799999999999999	0.114	0.75	0.522	0.696	-106.372	2.660638143218322e-14
90	136.2	137.25	-0.28	0.239	0.104	0.162	1.05	0.392	0.373	-11.439	3.58602272208784e-15
123	131.55	132.3	-0.09	-0.185	-0.358	0.06	0.75	0.364	0.485	137.605	1.380394866849251e-14
151	132.3	133.35	-0.08	0.198	0.498	-0.007	1.05	0.613	0.584	-19.544	7.647429846813958e-14
215	135.6	136.5	-0.211	-0.124	0.093	-0.028	0.9	0.319	0.354	17.578	1.620025946513457e-14
377	156.6	157.35	-0.08599999999999999	-0.12	0.229	-0.152	0.75	0.317	0.422	-5.823	1.571530035513984e-14
704	126.45	128.7	0.034	-0.122	0.486	0.049	2.25	0.484	0.215	20.67	3.346567816252932e-14
772	217.8	220.8	0.912	0.094	2.165	0.111	3	1.253	0.418	0.768	2.376256066172945e-14
949	133.95	134.7	0.078	0.129	0.344	0.066	0.75	0.273	0.364	-13.353	1.470193918300289e-14
1042	160.05	162.15	-0.197	-0.154	0.6860000000000001	0.258	2.1	0.974	0.464	24.998	1.181320071285364e-14
1267	151.5	152.25	0.056	-0.08	-0.12	-0.145	0.75	0.188	0.25	-159.528	3.715009689321557e-15
1283	142.5	143.25	0.454	-0.039	-0.288	0.176	0.75	0.773	1.031	163.825	2.340723330665717e-14
1288	168	174.45	-0.013	-0.167	1.286	-0.301	6.45	1.306	0.202	-5.881	1.705121287587885e-14
1891	136.2	138.15	-0.106	-0.023	0.653	-0.096	1.95	0.762	0.391	-5.53	2.099405087736494e-14
1897	124.2	126.15	-0.082	-0.011	0.534	-0.416	1.95	0.737	0.378	-33.32	1.654607363315698e-14
1992	142.2	143.55	-0.112	-0.182	0.374	-0.127	1.35	0.489	0.363	6.447	1.648678286882667e-14
1992	144.9	145.65	0.382	-0.292	0.59	-0.168	0.75	0.242	0.323	30.693	1.648678286882667e-14
2224	145.65	146.55	0.243	0.141	0.714	-0.153	0.9	0.555	0.616	-32.005	2.7489936775e-14
2242	172.65	174	-0.458	-0.065	-0.182	0.154	1.35	0.352	0.261	38.512	2.141738459276845e-14
2559	157.05	158.85	-0.01	-0.163	0.853	0.007	1.8	0.879	0.488	11.205	1.712437692113882e-14
2638	137.1	139.5	-0.296	0.042	-1.286	-0.144	2.4	1.008	0.42	-169.353	1.375574148056294e-14
2708	126.6	127.35	-0.048	-0.013	-0.365	0.097	0.75	0.335	0.447	160.862	1.498870016024132e-14
2911	135.3	136.35	-0.008	-0.129	-0.579	-0.154	1.05	0.572	0.545	-177.414	9.085552971903442e-15
2967	121.5	122.25	0.122	0.0005	-0.304	-0.219	0.75	0.479	0.638	-152.735	4.078641229142309e-14
3157	128.25	129.6	-0.066	-0.07099999999999999	0.267	-0.253	1.35	0.379	0.281	-28.597	2.928562023331045e-14
3673	128.1	128.85	-0.341	-0.016	-0.77	-0.166	0.75	0.454	0.606	-160.648	4.899510175382649e-15
3731	152.55	153.3	-0.501	-0.122	-0.955	-0.117	0.75	0.454	0.606	179.378	1.445084469135802e-14
4167	196.2	197.55	-1.058	-0.272	-1.395	0.125	1.35	0.521	0.386	130.411	1.277084105228582e-14
4167	201.15	202.05	-2.685	0.09	-2.054	0.145	0.9	0.633	0.703	4.981	1.277084105228582e-14
4167	202.8	204.6	-1.59	0.077	-1.115	0.004	1.8	0.481	0.267	-8.717000000000001	1.277084105228582e-14
4167	207	208.65	-0.28	0.205	0.302	-0.03	1.65	0.628	0.381	-21.951	1.277084105228582e-14
4167	220.95	222.3	0.362	0.254	1.054	0.189	1.35	0.696	0.515	-5.302	1.277084105228582e-14
4167	223.2	224.55	1.634	0.107	2.104	0.172	1.35	0.475	0.352	7.91	1.277084105228582e-14
4193	135.3	137.7	0.094	0.004	0.894	0.175	2.4	0.8179999999999999	0.341	12.062	2.797786257887516e-14
4199	146.25	147.3	0.195	0.131	0.643	0.251	1.05	0.464	0.442	14.99	7.804851636610324e-14
4199	148.2	150.9	0.768	-0.108	1.878	0.239	2.7	1.163	0.431	17.317	7.804851636610324e-14
4411	194.7	196.2	0.062	-0.103	0.517	0.035	1.5	0.475	0.317	16.879	2.70319278631306e-14
4411	196.8	197.85	0.581	-0.108	1.021	-0.212	1.05	0.452	0.431	-13.301	2.70319278631306e-14
4424	138.9	140.1	-0.027	0.219	0.261	-0.06900000000000001	1.2	0.408	0.34	-45.069	1.380306170752325e-14
4468	165.6	166.5	-0.232	-0.302	-0.915	-0.07099999999999999	0.9	0.721	0.801	161.365	3.836684400756145e-14
4894	184.95	187.8	-0.173	-0.131	-1.44	-0.066	2.85	1.269	0.445	177.047	2.845062047641238e-14
4986	138	138.75	0.405	-0.08	0.038	-0.043	0.75	0.368	0.491	174.132	3.28474737770805e-15
4986	140.85	142.05	0.06900000000000001	0.056	-0.507	0.031	1.2	0.577	0.48	-177.476	3.28474737770805e-15
5161	168	169.5	0.08	-0.181	0.494	-0.08	1.5	0.427	0.284	13.693	2.278808384006663e-14
5669	174.9	176.1	0.448	-0.249	-0.114	0.076	1.2	0.649	0.541	149.906	1.896044784780023e-14
5669	183.15	183.9	-0.357	0.078	-0.6850000000000001	0.259	0.75	0.375	0.5	151.055	1.896044784780023e-14
5827	244.2	246.15	-0.104	-0.008	0.483	0.073	1.95	0.593	0.304	7.865	1.583323126951093e-14
5827	252.6	253.5	1.301	-1.548	1.706	0.216	0.9	1.809	2.011	77.07299999999999	1.583323126951093e-14
5827	255	256.35	1.072	-0.014	1.592	-0.255	1.35	0.573	0.425	-24.932	1.583323126951093e-14
5827	257.85	259.2	0.904	-0.022	1.574	0.003	1.35	0.671	0.497	2.204	1.583323126951093e-14
5947	153.75	154.95	2.789	-0.254	1.83	-0.074	1.2	0.975	0.8129999999999999	169.387	2.496502778583016e-15
6379	227.25	228.15	-0.901	-0.142	-1.342	-0.266	0.9	0.459	0.51	-164.281	1.714039582766434e-14
211	177.45	180.9	4.805	0.089	6.43	-0.153	3.45	1.643	0.476	-8.459	1.930844466420632e-14
669	134.85	136.05	-0.13	-0.074	-2.262	-0.021	1.2	2.133	1.778	178.571	3.452648774860963e-15
1815	126.75	127.5	0.173	-0.101	0.597	-0.113	0.75	0.424	0.5659999999999999	-1.554	3.816282548420493e-14
2229	153	154.5	-0.2	0.051	0.27	0.008999999999999999	1.5	0.472	0.315	-5.097	1.294578102458908e-14
2296	173.25	177.45	-0.206	-0.035	1.526	-0.063	4.2	1.733	0.413	-0.916	1.165413193626388e-14
2419	141.6	143.4	-0.328	-0.083	-0.8100000000000001	0.019	1.8	0.492	0.273	168.077	1.587807947845805e-14
2520	155.85	156.75	2.589	0.199	1.426	0.235	0.9	1.164	1.293	178.219	1.116521469032726e-14
2647	120.45	121.8	-0.054	0.063	-3.077	0.393	1.35	3.04	2.252	173.782	1.415178518860947e-14
2726	125.85	126.9	0.299	-0.08699999999999999	-0.699	-0.09	1.05	0.998	0.951	-179.815	1.33631704888889e-14
2726	127.65	129	-0.83	-0.157	-1.456	-0.123	1.35	0.627	0.464	176.815	1.33631704888889e-14
3001	190.95	192.75	-0.034	0.114	-2.741	0.067	1.8	2.708	1.504	-179	7.957612029829184e-15
3028	152.85	153.6	-0.093	-0.171	0.248	-0.201	0.75	0.342	0.456	-5.046	2.450111133582304e-14
3145	134.4	135.75	0.173	-0.068	0.464	-0.07099999999999999	1.35	0.291	0.216	-0.758	1.935899546967456e-14
3732	130.35	131.7	0.211	-0.164	0.618	-0.292	1.35	0.426	0.316	-17.596	2.077709051077125e-14
3826	117.6	118.35	0.003	-0.373	-0.333	-0.143	0.75	0.408	0.544	145.514	2.02220400068587e-14
4044	126.45	127.2	0.021	-0.013	0.315	0.144	0.75	0.333	0.444	27.936	3.001235770136819e-15
4061	132.45	133.95	0.11	0.224	-0.461	-0.404	1.5	0.849	0.5659999999999999	-132.278	5.517311640392619e-15
4609	187.65	188.55	0.019	0.019	0.262	-0.05	0.9	0.253	0.281	-15.868	1.851460271033582e-14
