 	trajectory	start	end
1	9	82.500	109.200
2	28	81.900	99.750
3	59	81.300	107.850
4	75	80.700	100.200
5	77	85.650	130.500
6	120	83.700	120.750
7	135	81.900	168.450
8	140	150.900	184.200
9	177	82.200	98.550
10	187	80.550	93.300
11	199	80.850	94.950
12	216	85.050	114.300
13	230	126.450	218.850
14	245	84.000	128.850
15	248	84.150	132.600
16	267	80.550	93.750
17	270	80.550	103.050
18	296	81.900	123.150
19	303	81.900	102.300
20	339	82.650	117.150
21	387	81.750	103.800
22	397	82.500	143.550
23	413	95.100	184.200
24	419	126.000	261.750
25	421	81.300	109.500
26	443	82.800	131.400
27	457	86.100	117.600
28	488	88.650	144.750
29	489	153.150	164.550
30	495	81.300	98.100
31	507	114.750	129.150
32	533	82.050	134.550
33	537	82.500	112.050
34	538	89.100	173.850
35	543	81.000	138.450
36	545	81.150	137.550
37	547	85.500	105.900
38	548	80.550	99.000
39	562	83.700	142.950
40	566	80.400	120.450
41	572	81.300	116.850
42	581	82.950	131.400
43	616	80.700	97.050
44	618	112.500	130.800
45	623	81.750	110.550
46	633	122.250	138.750
47	636	80.850	137.100
48	687	80.850	115.350
49	713	82.950	184.350
50	717	80.400	95.700
51	720	82.050	112.200
52	729	81.450	107.850
53	730	83.850	120.750
54	733	80.100	97.050
55	755	81.300	156.750
56	769	80.850	146.250
57	792	81.450	123.750
58	798	84.750	140.400
59	812	81.600	107.700
60	816	82.800	136.950
61	819	113.700	158.400
62	831	83.850	115.500
63	834	88.050	162.000
64	839	85.950	130.800
65	842	87.750	183.600
66	864	82.950	113.100
67	869	83.700	165.150
68	882	81.450	118.800
69	885	80.850	101.400
70	899	82.200	162.450
71	914	82.200	147.600
72	916	81.450	137.400
73	927	81.900	113.250
74	931	81.750	102.000
75	932	80.400	93.000
76	933	85.500	115.200
77	936	134.400	205.500
78	972	80.100	109.650
79	1000	81.900	140.100
80	1015	82.650	102.900
81	1043	81.000	179.700
82	1048	81.900	195.600
83	1059	80.100	113.850
84	1065	84.300	190.350
85	1073	85.350	160.800
86	1120	91.050	201.450
87	1125	85.200	122.100
88	1139	96.000	189.450
89	1142	93.000	217.500
90	1155	85.500	127.650
91	1170	82.800	109.050
92	1172	84.900	117.000
93	1189	84.450	112.950
94	1196	84.750	103.350
95	1217	87.150	126.750
96	1235	85.050	105.750
97	1236	82.800	124.350
98	1243	83.850	107.550
99	1282	93.600	227.400
100	1299	84.600	107.400
101	1333	82.650	111.900
102	1352	82.500	101.550
103	1358	81.450	94.500
104	1360	82.500	104.850
105	1444	85.650	138.750
106	1445	87.900	105.450
107	1458	108.450	136.500
108	1460	150.150	229.800
109	1550	83.550	113.700
110	1574	90.450	140.550
111	1709	82.800	111.300
112	1761	144.150	194.100
113	1794	82.200	123.000
114	1801	80.250	94.050
115	1802	82.350	95.700
116	1829	85.200	112.650
117	1844	89.700	119.550
118	1883	97.050	112.200
119	1901	101.100	116.400
120	1902	106.500	115.350
121	1918	109.800	130.650
122	1927	119.400	142.650
123	1950	113.550	145.800
124	1975	156.150	170.250
125	2004	159.000	179.400
126	2021	142.950	160.950
127	2033	154.800	162.000
128	2072	158.400	176.850
129	2082	171.750	241.200
130	2103	197.250	218.550
131	2108	197.550	241.650
132	2116	182.400	200.700
133	2146	204.900	211.950
134	2183	216.600	232.050
135	2199	231.300	249.150
136	2231	261.600	279.150
