 	trajectory	start	end
1	58	83.550	129.000
2	185	81.150	95.550
3	187	87.900	134.400
4	218	80.550	101.100
5	222	83.100	126.150
6	223	88.500	213.750
7	282	83.550	124.350
8	299	99.450	175.350
9	323	80.550	97.800
10	335	80.250	103.200
11	354	93.450	166.950
12	359	82.950	106.500
13	370	82.800	115.800
14	381	82.350	117.150
15	402	82.350	146.850
16	425	87.150	116.250
17	430	88.650	108.900
18	479	82.950	119.250
19	489	88.350	172.800
20	491	88.950	137.400
21	511	82.500	101.700
22	515	82.200	176.700
23	543	85.050	163.050
24	566	87.600	125.850
25	583	87.450	129.600
26	603	83.250	111.300
27	614	91.050	116.100
28	615	93.000	122.400
29	621	92.700	127.950
30	622	85.500	109.650
31	636	80.700	109.950
32	672	83.700	110.400
33	674	87.300	121.800
34	687	89.700	197.250
35	727	84.450	262.950
36	750	81.300	93.750
37	766	82.800	113.400
38	792	81.150	124.050
39	855	84.900	199.050
40	862	80.550	122.400
41	878	81.600	100.350
42	895	83.100	104.850
43	904	123.150	189.900
44	915	94.500	129.300
45	929	82.050	103.800
46	946	89.400	177.300
47	1048	81.600	130.350
48	1122	123.300	167.850
49	1330	93.000	125.400
50	1474	80.100	87.900
51	1599	95.250	104.100
52	1620	83.400	106.500
53	1624	82.200	101.700
54	1691	81.000	90.600
55	1696	81.300	92.100
56	1710	107.400	118.500
57	1723	88.500	127.950
58	1725	118.800	172.350
59	1761	85.950	102.000
60	1816	104.550	112.200
61	1826	96.900	116.550
62	1830	102.900	121.050
63	1835	95.250	111.300
64	1838	95.850	116.700
65	1847	92.850	118.650
66	1857	90.450	136.050
67	1909	100.800	112.800
68	1968	124.200	129.000
69	1986	136.800	248.850
70	2011	131.400	140.400
71	2015	121.200	127.350
72	2017	145.500	158.700
73	2037	128.850	158.400
74	2051	134.400	156.300
75	2087	153.750	174.150
76	2097	143.850	165.900
77	2145	165.750	193.500
78	2174	195.600	222.000
79	2203	186.750	199.800
80	2219	202.500	212.850
81	2246	213.150	222.300
82	2271	227.850	249.600
83	2272	228.150	241.800
