 	trajectory	start	end
1	44	105.600	119.100
2	122	80.700	94.800
3	218	86.550	118.800
4	221	83.550	99.300
5	242	106.350	160.950
6	248	80.850	116.850
7	251	81.750	106.650
8	256	89.700	98.550
9	257	83.400	146.700
10	325	83.400	117.900
11	330	82.500	135.300
12	338	85.650	131.100
13	341	87.300	157.950
14	345	81.150	107.550
15	356	83.100	126.900
16	358	81.000	96.300
17	384	89.250	195.450
18	405	87.300	162.600
19	406	83.250	138.000
20	423	81.900	93.450
21	429	84.450	129.450
22	431	82.950	116.400
23	432	84.300	121.350
24	440	85.800	129.300
25	452	80.850	152.100
26	466	84.000	130.650
27	492	82.950	123.900
28	495	84.150	161.700
29	519	83.700	112.050
30	529	84.600	138.300
31	541	81.150	109.800
32	559	90.150	205.200
33	562	83.400	255.600
34	564	81.750	103.650
35	565	81.900	122.100
36	575	85.050	139.350
37	577	83.250	167.250
38	600	87.000	174.300
39	602	83.100	129.450
40	604	93.150	131.400
41	606	82.050	104.400
42	607	81.150	127.800
43	643	83.850	116.700
44	660	82.500	105.300
45	669	87.600	155.250
46	685	91.350	227.250
47	686	85.200	109.650
48	690	108.300	165.750
49	705	91.350	181.200
50	722	88.500	166.500
51	726	81.300	133.800
52	752	80.700	126.300
53	772	100.200	183.150
54	789	80.550	92.550
55	799	87.750	153.450
56	826	84.750	98.550
57	829	84.150	122.250
58	832	82.350	113.700
59	846	82.950	106.500
60	904	85.950	127.950
61	918	95.250	131.850
62	921	84.300	121.200
63	931	80.250	199.050
64	938	81.900	145.950
65	944	85.800	142.650
66	949	83.550	123.000
67	958	85.650	134.700
68	969	107.250	153.150
69	975	85.500	138.000
70	995	94.800	134.700
71	1009	82.950	151.500
72	1054	89.250	125.250
73	1063	92.850	114.900
74	1072	85.500	131.250
75	1075	89.700	127.350
76	1110	84.450	132.000
77	1116	85.050	113.100
78	1125	84.300	145.050
79	1141	91.650	132.600
80	1144	117.600	220.950
81	1174	92.250	129.600
82	1182	87.150	115.350
83	1237	105.000	122.550
84	1283	80.550	103.200
85	1300	82.650	124.950
86	1345	83.100	107.250
87	1389	82.950	95.400
88	1424	98.850	120.450
89	1445	82.050	99.450
90	1454	83.100	97.800
91	1460	84.600	102.150
92	1473	87.750	114.750
93	1475	86.400	100.800
94	1487	103.500	140.850
95	1489	87.600	139.800
96	1508	119.250	138.300
97	1678	110.100	133.200
98	1720	82.650	96.900
99	1743	96.900	116.250
100	1746	95.850	108.600
101	1749	94.500	184.200
102	1756	95.250	125.550
103	1760	96.600	121.800
104	1764	123.300	169.050
105	1765	93.450	109.500
106	1767	123.150	241.500
107	1768	122.100	130.500
108	1781	143.250	156.750
109	1806	146.700	255.150
110	1810	103.950	121.050
111	1860	112.500	132.000
112	1863	114.300	124.350
113	1882	116.700	136.500
114	1886	145.650	212.550
115	1893	120.750	226.050
116	1931	126.750	151.950
117	1948	156.450	235.800
118	1950	163.050	197.250
119	1951	130.650	158.550
120	1968	139.500	170.400
121	1970	141.750	160.200
122	1987	145.200	175.650
123	2001	170.100	184.950
124	2013	160.200	202.950
125	2039	168.750	183.600
126	2046	167.400	182.850
127	2058	181.500	234.450
128	2071	179.400	196.500
129	2087	188.100	201.600
130	2090	192.300	199.650
131	2099	195.450	202.200
132	2102	217.950	226.350
133	2113	203.100	231.000
134	2176	246.000	273.750
135	2177	240.000	254.250
