 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	26	109.800	110.850	-0.122	-0.094	-0.705	0.222	1.050	0.663	0.632	151.539
2	26	116.850	117.900	-3.010	0.626	-3.786	-0.004	1.050	1.000	0.952	-140.909
3	58	189.600	190.650	-0.167	0.023	-0.550	0.045	1.050	0.384	0.365	176.725
4	98	195.450	196.500	-0.057	-0.082	0.314	0.028	1.050	0.387	0.368	16.416
5	197	205.350	210.750	-1.024	-0.148	1.624	-0.198	5.400	2.648	0.490	-1.094
6	197	214.500	217.050	1.875	-0.269	3.008	-0.123	2.550	1.142	0.448	7.342
7	197	218.550	220.800	3.257	-0.119	4.306	-0.076	2.250	1.050	0.467	2.371
8	197	222.450	223.350	4.451	0.107	4.788	-0.002	0.900	0.354	0.394	-18.031
9	197	225.600	229.200	5.168	0.045	6.730	0.211	3.600	1.571	0.436	6.076
10	197	229.200	230.550	6.824	0.139	7.466	0.222	1.350	0.647	0.480	7.398
11	213	140.550	141.300	0.181	0.118	0.536	0.233	0.750	0.373	0.497	17.902
12	213	148.500	150.450	1.280	0.165	1.595	0.065	1.950	0.331	0.170	-17.667
13	245	139.500	140.100	-0.192	-0.014	-0.065	-0.032	0.600	0.128	0.214	-8.182
14	340	124.350	125.250	-0.294	0.411	-0.653	-0.163	0.900	0.677	0.752	-122.029
15	357	204.900	205.950	-0.153	0.148	-0.053	-0.094	1.050	0.262	0.250	-67.583
16	358	109.350	109.950	-0.482	0.032	-0.269	-0.002	0.600	0.216	0.359	-8.997
17	358	110.250	111	-0.244	0.074	-0.051	0.011	0.750	0.203	0.271	-18.050
18	358	111.750	112.650	-0.080	0.059	0.167	-0.065	0.900	0.277	0.307	-26.791
19	395	151.200	152.700	-0.353	0.016	-1.103	0.102	1.500	0.755	0.503	173.466
20	404	162.300	163.200	-0.106	-0.097	-0.541	0.038	0.900	0.455	0.506	162.756
21	408	109.650	110.550	-0.270	-0.018	-0.715	0.225	0.900	0.507	0.564	151.319
22	427	122.100	123.600	-0.320	-0.068	-0.922	-0.061	1.500	0.602	0.401	179.343
23	453	130.650	131.400	-0.919	-0.124	-1.454	0.130	0.750	0.592	0.790	154.611
24	464	139.200	139.500	-0.080	-0.068	-0.415	0.112	0.300	0.380	1.268	151.750
25	470	160.950	161.250	-0.083	0.138	0.128	0.093	0.300	0.216	0.719	-12.039
26	509	90.450	91.050	-0.261	0.188	-0.210	0.335	0.600	0.155	0.259	70.816
27	532	147	147.600	-0.227	0.061	-0.493	0.263	0.600	0.334	0.557	142.787
28	536	150.750	151.800	-0.246	-0.084	0.052	-0.273	1.050	0.353	0.336	-32.446
29	548	182.400	186.750	-0.884	0.069	0.427	-0.001	4.350	1.313	0.302	-3.058
30	548	190.650	194.100	0.427	0.071	1.375	-0.337	3.450	1.032	0.299	-23.258
31	548	198.750	200.250	2.375	-0.764	2.716	-0.391	1.500	0.505	0.337	47.537
32	560	132.450	133.500	0.055	0.095	0.324	0.101	1.050	0.269	0.256	1.453
33	560	134.550	134.850	0.453	0.045	0.599	0.027	0.300	0.147	0.490	-7.028
34	560	136.350	136.950	1.072	0.202	1.289	-0.137	0.600	0.403	0.672	-57.425
35	571	123.900	124.800	-0.253	0.362	-0.099	0.205	0.900	0.220	0.245	-45.630
36	583	115.500	120	-2.320	0.138	-0.779	-0.023	4.500	1.549	0.344	-5.974
37	583	124.500	130.800	-0.210	0.094	2.047	0.013	6.300	2.258	0.358	-2.059
