 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	3	100.650	101.400	-0.010	0.029	0.176	0.062	0.750	0.188	0.251	10.008
2	30	106.500	107.850	-0.074	0.159	0.149	0.109	1.350	0.228	0.169	-12.647
3	65	103.950	104.400	-0.045	0.534	-0.160	0.003	0.450	0.543	1.207	-102.248
4	66	121.950	123.600	-0.074	0.201	-3.648	0.089	1.650	3.576	2.167	-178.202
5	76	107.400	108.150	-0.832	0.155	-1.602	0.096	0.750	0.772	1.029	-175.685
6	100	99.750	100.500	-0.118	0.087	0.110	0.152	0.750	0.238	0.317	15.802
7	133	110.400	110.850	0.048	-0.025	-0.048	0.346	0.450	0.383	0.851	104.518
8	155	111.450	111.900	0.018	0.147	-0.298	0.141	0.450	0.315	0.701	-178.853
9	192	95.100	95.550	0.003	0.342	-0.098	-0.054	0.450	0.408	0.907	-104.301
10	200	104.100	105.150	0.302	-0.168	-0.267	0.468	1.050	0.853	0.813	131.882
11	223	117.450	117.900	-0.021	0.038	0.126	0.149	0.450	0.185	0.410	37.146
12	234	97.200	97.800	0.173	0.313	-0.237	0.037	0.600	0.494	0.823	-146.041
13	367	168.600	169.950	-0.035	0.045	-0.253	0.050	1.350	0.218	0.161	178.646
14	409	114.450	115.350	0.838	-0.077	-0.752	-0.012	0.900	1.592	1.769	177.677
15	409	118.500	119.550	-1.704	-0.272	-5.509	-0.081	1.050	3.810	3.628	177.123
16	464	109.650	110.550	-0.034	0.175	0.291	0.129	0.900	0.328	0.364	-7.962
17	512	102.600	103.350	-0.050	0.084	-0.104	0.266	0.750	0.189	0.253	106.691
18	526	98.700	99.900	-0.069	-0.057	-0.682	-0.263	1.200	0.646	0.539	-161.480
19	580	99.150	99.900	-0.053	0.032	0.002	-0.036	0.750	0.087	0.115	-51.134
20	596	99.600	101.550	-0.106	0.249	0.197	0.076	1.950	0.348	0.179	-29.771
21	596	102.750	103.650	0.246	0.213	0.400	0.148	0.900	0.167	0.186	-23.118
22	606	119.100	119.550	-0.062	-0.016	0.048	0.041	0.450	0.124	0.276	27.166
23	689	105.900	106.650	-0.067	0.066	0.082	0.228	0.750	0.220	0.294	47.559
24	693	104.700	105.900	-0.034	0.207	0.112	0.127	1.200	0.166	0.139	-28.907
25	725	115.950	117.300	-0.134	-0.424	-0.846	-0.614	1.350	0.737	0.546	-165.032
26	783	105.750	108.150	-0.037	0.259	0.286	0.099	2.400	0.361	0.150	-26.367
27	793	99.300	100.050	0.067	0.126	-0.550	0.686	0.750	0.834	1.112	137.796
28	798	143.250	143.850	0.136	0.006	-0.424	-0.152	0.600	0.582	0.970	-164.180
29	840	107.700	108.900	-0.053	0.094	0.054	0.114	1.200	0.109	0.091	10.168
30	873	137.850	138.750	-0.019	0.151	0.061	-0.064	0.900	0.230	0.255	-69.630
31	908	109.950	112.050	-0.048	0.229	0.141	-0.024	2.100	0.316	0.150	-53.283
32	911	123.900	124.350	-0.034	0.087	0.134	-0.012	0.450	0.195	0.434	-30.712
33	928	127.200	128.250	-0.011	0.145	0.147	0.344	1.050	0.255	0.242	51.510
34	939	105.600	106.800	-0.093	0.151	0.085	0.218	1.200	0.190	0.158	20.790
