 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	1	175.950	176.550	-0.011	-0.022	-0.094	-0.050	0.600	0.088	0.146	-161.896
2	1	178.950	179.550	-0.357	-0.160	-0.475	-0.090	0.600	0.138	0.230	149.265
3	1	180	180.900	-0.485	-0.162	-0.586	-0.209	0.900	0.111	0.124	-154.989
4	22	123.600	124.200	-0.146	-3.609E-4	-0.587	-0.065	0.600	0.446	0.744	-171.672
5	115	141.300	142.050	-0.029	-0.149	0.067	-0.214	0.750	0.116	0.154	-33.940
6	151	122.700	123.750	0.051	-0.329	-0.066	-0.232	1.050	0.152	0.145	140.137
7	176	120.300	121.050	-0.130	-0.440	-0.290	-0.452	0.750	0.160	0.214	-175.543
8	276	151.800	153.600	0.136	-0.228	0.414	-0.074	1.800	0.318	0.177	28.924
9	307	131.700	132.750	0.082	-0.090	0.450	-0.055	1.050	0.370	0.352	5.489
10	318	125.550	126.900	-0.270	-0.246	-0.430	-0.353	1.350	0.193	0.143	-146.179
11	379	124.650	125.550	-0.088	-0.089	0.088	-0.037	0.900	0.183	0.204	16.421
12	470	163.650	164.700	-0.082	-0.149	0.155	-0.065	1.050	0.251	0.239	19.449
13	523	151.500	152.700	1.781	-0.313	2.112	-0.249	1.200	0.337	0.281	10.896
14	523	156.750	158.100	2.646	-0.290	3.192	-0.172	1.350	0.558	0.413	12.203
15	533	112.500	113.250	0.085	-0.135	-0.240	-0.268	0.750	0.351	0.468	-157.700
16	589	162.150	165.750	0.022	-0.123	0.306	-0.083	3.600	0.286	0.079	8.071
17	608	151.050	153.150	-0.125	0.101	-0.117	0.102	2.100	0.008	0.004	6.525
18	656	145.500	146.100	-0.010	-0.037	0.211	-0.311	0.600	0.352	0.586	-51.118
19	657	135.600	136.500	-0.021	-0.125	0.128	-0.058	0.900	0.163	0.181	24.272
20	663	174.600	175.500	0.032	-0.152	-0.210	-0.287	0.900	0.277	0.308	-150.745
21	687	128.550	130.500	0.040	-0.176	-0.643	0.082	1.950	0.730	0.374	159.362
22	716	125.100	125.850	0.091	0.170	-0.154	0.028	0.750	0.283	0.378	-149.760
23	736	139.800	141.150	-0.088	-0.132	-0.438	-0.006	1.350	0.372	0.276	160.295
24	829	188.250	189.450	0.037	0.135	-0.350	0.140	1.200	0.387	0.323	179.375
25	964	141	143.400	0.307	-0.090	-1.122	-0.012	2.400	1.431	0.596	176.846
26	964	148.800	150	-1.282	-0.060	-2.158	0.045	1.200	0.883	0.736	173.218
27	964	150.450	151.200	-2.381	-0.088	-2.901	-0.023	0.750	0.524	0.699	172.843
28	1009	164.250	165.300	-0.022	-0.156	0.096	0.078	1.050	0.262	0.250	63.175
29	1532	133.200	134.400	-0.062	-3.765E-4	0.162	-0.210	1.200	0.307	0.256	-43.155
30	1570	201	201.600	-0.094	-0.082	0.030	-0.049	0.600	0.129	0.215	14.693
31	1617	190.650	192.750	0.117	0.341	-2.294	0.211	2.100	2.415	1.150	-176.902
32	1621	210.600	212.550	-0.114	0.009	0.347	-0.195	1.950	0.504	0.258	-23.889
33	1664	258.150	258.900	1.147	0.244	0.622	0.016	0.750	0.572	0.763	-156.498
34	1678	169.350	170.100	-0.032	-0.436	-0.328	-0.004	0.750	0.524	0.698	124.425
35	1682	133.950	134.550	0.736	0.107	0.530	0.082	0.600	0.208	0.346	-173.296
36	1695	158.100	158.850	-0.016	0.033	0.162	-0.115	0.750	0.231	0.308	-39.741
37	1725	233.100	234.450	-0.712	0.189	-1.090	0.227	1.350	0.379	0.281	174.274
38	1744	181.500	182.550	-0.450	-0.143	-1.163	-0.038	1.050	0.721	0.687	171.577
39	1847	218.100	219.150	-0.242	0.136	-0.400	0.130	1.050	0.159	0.151	-177.863
