 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	35	68.550	69.150	0.082	0.012	0.177	-0.128	0.600	0.169	0.282	-55.840
2	35	75	76.650	0.314	0.052	0.584	0.063	1.650	0.270	0.164	2.264
3	47	63.450	64.200	-0.058	-0.121	0.102	-0.124	0.750	0.160	0.213	-1.401
4	58	105.450	106.950	0.070	0.081	0.425	-0.134	1.500	0.415	0.277	-31.207
5	125	73.200	74.100	-0.045	-0.050	-0.227	-0.077	0.900	0.184	0.204	-171.452
6	125	74.700	75.750	-0.207	-0.097	-0.421	0.074	1.050	0.274	0.261	141.342
7	178	124.500	126.300	0.017	-0.060	0.139	0.058	1.800	0.170	0.094	44.165
8	197	113.550	114.150	0.108	0.113	0.041	0.285	0.600	0.185	0.308	111.261
9	215	80.700	81.300	-0.558	0.348	-0.750	0.474	0.600	0.229	0.382	146.835
10	227	87.450	88.200	0.057	-0.086	-0.334	-0.161	0.750	0.398	0.531	-169.116
11	305	98.400	99.450	0.042	0.004	0.154	0.030	1.050	0.115	0.110	13.088
12	322	76.650	80.400	-0.114	-0.194	-1.914	-0.136	3.750	1.801	0.480	178.162
13	389	89.850	90.750	0.108	-0.054	-0.621	0.280	0.900	0.802	0.891	155.364
14	435	79.500	80.250	0.051	-0.022	0.192	-0.128	0.750	0.176	0.235	-36.882
15	470	64.500	65.250	-0.079	-0.105	0.111	-0.122	0.750	0.191	0.254	-5.219
16	535	72.150	72.600	0.109	-0.154	-0.285	0.223	0.450	0.545	1.211	136.292
17	544	77.400	77.700	0.038	-0.137	0.133	-0.085	0.300	0.108	0.361	28.695
18	564	69	70.050	0.036	-0.022	-0.125	-0.073	1.050	0.169	0.161	-162.723
19	582	84.900	85.950	-0.793	0.076	-1.300	-0.190	1.050	0.572	0.545	-152.384
20	596	74.100	74.700	0.037	-0.033	-0.234	-0.188	0.600	0.312	0.520	-150.299
21	606	239.850	242.400	0.157	0.013	0.880	0.034	2.550	0.723	0.284	1.708
22	608	66.900	67.500	0.132	0.073	-0.293	-0.009	0.600	0.433	0.721	-169.196
23	608	82.200	83.550	-0.257	-0.185	-0.014	-0.223	1.350	0.246	0.182	-8.763
24	608	85.650	87.300	-0.319	-0.231	0.045	-0.146	1.650	0.374	0.227	13.245
25	608	90.150	92.250	-0.574	-0.360	0.127	-0.004	2.100	0.786	0.374	26.882
26	608	94.200	95.400	0.567	-0.117	1.105	-0.013	1.200	0.548	0.457	10.918
27	642	92.850	94.350	0.118	0.033	0.489	-0.415	1.500	0.582	0.388	-50.389
28	644	69.600	70.650	-0.008	0.006	0.202	-0.147	1.050	0.260	0.247	-36.019
29	724	64.050	64.800	0.081	-0.131	0.078	-0.115	0.750	0.017	0.023	100.151
30	725	123.150	125.100	0.455	-0.149	0.956	0.021	1.950	0.529	0.271	18.784
31	743	91.350	92.400	0.215	-0.156	-0.039	-0.084	1.050	0.264	0.251	164.270
32	771	63.150	63.600	0.031	-0.272	-0.121	-0.047	0.450	0.272	0.604	123.980
33	785	72.900	73.350	0.063	-0.168	0.121	-0.242	0.450	0.094	0.209	-52.022
34	820	71.250	72.150	0.137	-0.039	3.000E-4	-0.105	0.900	0.152	0.169	-154.328
35	844	105.600	107.850	0.169	-0.073	0.654	-0.118	2.250	0.487	0.217	-5.368
36	959	61.650	62.250	0.089	-0.051	-0.130	-0.344	0.600	0.366	0.610	-126.767
37	962	64.200	64.650	-0.041	-0.133	-0.125	-0.040	0.450	0.126	0.280	131.893
38	968	121.800	124.050	-0.012	-0.117	-0.584	-0.490	2.250	0.683	0.303	-146.923
39	970	86.550	87.900	0.013	-0.049	-0.409	-0.108	1.350	0.426	0.316	-172.082
40	1016	66.150	67.500	0.110	-0.097	-0.150	-0.619	1.350	0.583	0.432	-116.468
41	1069	73.500	74.550	0.069	0.002	-0.240	-0.027	1.050	0.310	0.296	-174.542
42	1102	73.800	74.250	0.150	-0.075	-0.169	0.032	0.450	0.336	0.748	161.467
43	1137	81	81.900	0.062	0.066	-0.329	-0.113	0.900	0.430	0.478	-155.394
44	1153	100.950	102	0.974	-0.277	0.614	-0.101	1.050	0.401	0.382	153.958
45	1153	106.050	107.400	-0.100	0.026	-0.454	0.100	1.350	0.361	0.268	168.330
46	1172	74.850	75.450	0.228	-0.084	0.017	0.045	0.600	0.247	0.412	148.512
47	1172	79.050	79.350	-0.136	-0.032	-0.282	0.120	0.300	0.211	0.703	133.847
48	1173	106.800	107.700	2.274	-0.617	0.610	-0.446	0.900	1.673	1.859	174.145
49	1173	144.450	145.350	-3.710	0.644	-4.709	1.054	0.900	1.080	1.200	157.691
50	1179	80.400	81.150	-0.164	0.070	-1.039	-0.168	0.750	0.907	1.209	-164.778
51	1220	87.900	88.200	0.282	-0.019	0.077	0.133	0.300	0.255	0.851	143.444
52	1220	100.200	101.250	-0.120	0.149	-0.506	0.218	1.050	0.392	0.373	169.866
53	1244	114.450	115.200	0.330	0.021	0.089	0.029	0.750	0.241	0.321	178.261
54	1262	127.200	129.150	0.116	0.190	-0.653	0.172	1.950	0.769	0.394	-178.664
55	1271	153.600	153.900	-0.124	0.058	-0.412	-0.015	0.300	0.297	0.990	-165.777
56	1271	155.250	155.700	-0.578	-0.044	-1.006	0.185	0.450	0.485	1.078	151.889
57	1324	194.250	195.450	-0.002	-0.007	0.089	-0.089	1.200	0.122	0.102	-42.011
58	1327	195	198.300	1.575	-0.023	0.567	0.163	3.300	1.025	0.311	169.537
59	1327	205.950	207	-0.053	0.116	-0.288	0.120	1.050	0.235	0.224	178.979
60	1327	240.750	244.500	-0.689	-0.029	-1.246	0.034	3.750	0.561	0.149	173.508
