 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	2	237.450	238.050	-0.157	0.100	-0.065	-0.104	0.600	0.224	0.374	-65.774
2	2	239.700	240.300	-0.105	-0.258	-0.028	-0.114	0.600	0.163	0.272	61.889
3	14	226.050	226.950	-0.261	-0.139	-0.070	-0.077	0.900	0.201	0.223	17.946
4	14	232.500	233.550	-0.083	-0.238	0.059	-0.157	1.050	0.164	0.156	29.836
5	103	323.700	363.150	-0.260	-0.147	-1.250	0.034	39.450	1.006	0.026	169.629
6	131	306.600	398.400	-1.548	-0.161	1.683	-0.213	91.800	3.231	0.035	-0.918
7	143	261.150	261.600	-0.264	0.076	-0.397	0.053	0.450	0.135	0.300	-170.464
8	143	264.750	265.050	-0.455	-0.176	-0.493	-0.088	0.300	0.096	0.320	113.356
9	156	306	365.250	0.344	-0.098	-1.691	-0.483	59.250	2.071	0.035	-169.289
10	182	232.950	234	0.734	-0.025	0.235	-0.098	1.050	0.504	0.480	-171.734
11	182	241.200	241.800	-0.376	-0.028	-0.733	-0.004	0.600	0.358	0.596	176.123
12	182	271.500	272.100	-1.388	0.003	-1.685	0.165	0.600	0.338	0.564	151.359
13	182	277.200	278.100	-1.786	-0.088	-2.365	0.051	0.900	0.595	0.662	166.531
14	182	279.150	280.050	-2.541	-0.162	-2.866	0.040	0.900	0.383	0.425	148.147
15	182	287.550	289.500	-2.733	0.098	-3.821	-0.029	1.950	1.095	0.562	-173.359
16	182	292.950	294.300	-3.996	0.248	-4.751	0.158	1.350	0.760	0.563	-173.218
17	182	294.450	297	-4.885	0.139	-6.490	0.294	2.550	1.612	0.632	174.495
18	182	301.500	302.250	-6.872	0.425	-7.240	0.260	0.750	0.403	0.538	-155.845
19	182	302.550	304.800	-7.322	0.253	-8.560	0.133	2.250	1.244	0.553	-174.479
20	182	307.200	310.050	-8.533	0.343	-10.288	0.145	2.850	1.766	0.620	-173.557
21	182	311.400	312.600	-10.148	0.155	-9.332	0.154	1.200	0.816	0.680	-0.030
22	182	315.300	317.550	-8.700	0.184	-7.317	0.209	2.250	1.383	0.615	1.067
23	184	255.900	256.950	-1.169	-0.037	-1.628	0.307	1.050	0.574	0.546	143.133
24	188	293.250	314.250	-0.652	-0.086	-1.631	0.020	21	0.985	0.047	173.818
25	202	245.850	259.800	0.061	-0.182	-0.752	0.081	13.950	0.854	0.061	162.093
26	236	322.050	399.450	0.378	0.001	-2.101	-0.216	77.400	2.489	0.032	-174.985
27	241	185.700	186.300	-2.198	-0.093	-2.790	-0.243	0.600	0.611	1.018	-165.769
28	256	265.050	266.100	0.607	-0.216	0.356	-0.135	1.050	0.264	0.251	162.223
29	272	270.900	273.150	-0.207	0.498	-0.567	-0.109	2.250	0.706	0.314	-120.664
30	278	253.650	255.750	-0.304	-0.253	-0.664	-0.134	2.100	0.379	0.181	161.655
31	279	239.550	240.450	-0.618	-0.318	-0.434	-0.020	0.900	0.350	0.389	58.298
32	287	219.600	220.950	-0.613	-0.195	-0.874	-0.026	1.350	0.311	0.230	147.052
33	291	223.800	224.400	0.061	-0.181	-0.243	-0.018	0.600	0.345	0.575	151.869
34	291	230.400	230.550	-0.461	NaN	-0.461	NaN	0.150	NaN	NaN	NaN
35	291	240.600	241.050	-0.594	0.040	-0.818	-0.109	0.450	0.269	0.598	-146.366
