 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	2	222.450	223.500	-0.136	0.003	0.358	-0.104	1.050	0.506	0.482	-12.240
2	46	126.600	127.050	-0.067	-0.067	0.154	-0.008	0.450	0.229	0.508	15.057
3	51	144.150	144.600	-0.011	0.290	0.184	-0.029	0.450	0.374	0.831	-58.531
4	83	140.550	141	-0.098	0.077	-0.243	0.166	0.450	0.171	0.380	148.392
5	84	133.350	134.250	0.107	-0.090	-0.288	-0.307	0.900	0.451	0.501	-151.207
6	120	126.150	126.900	-0.245	-0.021	0.082	0.041	0.750	0.332	0.443	10.751
7	130	164.100	164.550	0.154	-0.922	-0.061	-0.648	0.450	0.348	0.774	128.000
8	214	196.200	196.650	-0.046	-0.073	0.094	-0.076	0.450	0.141	0.313	-1.071
9	325	117.900	119.100	0.088	-0.371	-0.286	-0.256	1.200	0.392	0.327	162.796
10	349	130.650	131.850	0.018	0.177	-0.805	-0.074	1.200	0.860	0.717	-163.013
11	461	197.250	198.150	0.094	0.239	0.400	0.355	0.900	0.327	0.363	20.806
12	482	135.600	136.650	-0.070	0.029	0.134	0.190	1.050	0.261	0.248	38.214
13	488	125.700	126.900	0.114	-0.241	-0.440	0.160	1.200	0.683	0.570	144.095
14	564	118.200	118.800	-0.037	0.042	-0.205	-0.469	0.600	0.538	0.897	-108.194
15	654	120	120.900	0.152	-0.089	-0.149	-0.082	0.900	0.301	0.334	178.766
16	670	133.650	134.850	0.128	0.014	-0.130	-0.123	1.200	0.292	0.243	-151.975
17	793	134.550	135.450	-0.946	0.258	-1.490	0.061	0.900	0.579	0.643	-160.086
18	889	121.050	121.950	-0.037	0.126	0.037	0.147	0.900	0.076	0.085	15.455
19	920	240.300	242.400	0.131	-0.103	0.613	-0.094	2.100	0.482	0.229	0.984
20	949	131.100	132.300	-0.019	-0.018	-0.814	-0.018	1.200	0.795	0.663	-179.971
21	1058	141.900	142.500	-0.117	-0.287	0.250	-0.162	0.600	0.387	0.645	18.864
22	1081	117.150	118.350	0.046	-0.138	-0.498	0.031	1.200	0.570	0.475	162.729
23	1102	157.350	158.550	-0.198	-0.012	-0.651	-0.297	1.200	0.535	0.446	-147.789
24	1136	118.200	119.250	0.046	-0.068	-0.290	-0.103	1.050	0.338	0.322	-174.042
25	1160	127.800	128.850	0.126	-0.129	-0.112	0.017	1.050	0.280	0.266	148.454
26	1208	146.550	147.600	0.010	0.143	-0.248	-0.100	1.050	0.354	0.337	-136.651
27	1219	132.600	133.500	0.030	-0.107	0.304	-0.128	0.900	0.274	0.305	-4.441
