 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	7	129.300	129.900	0.093	-0.038	-0.003	0.440	0.600	0.488	0.813	101.347
2	9	97.650	98.100	0.195	0.326	-0.122	0.232	0.450	0.331	0.735	-163.407
3	9	99.750	100.500	-0.147	0.090	-0.536	-0.248	0.750	0.515	0.687	-138.975
4	40	111.450	112.050	-0.019	0.448	-0.544	0.464	0.600	0.525	0.875	178.287
5	45	101.550	102.750	-0.019	0.244	0.160	0.162	1.200	0.197	0.164	-24.462
6	57	96.900	97.500	0.365	-0.002	-0.616	-0.245	0.600	1.010	1.684	-166.090
7	78	103.350	104.550	-0.160	0.108	0.197	0.058	1.200	0.360	0.300	-7.992
8	86	174.450	175.500	0.224	-0.014	-0.621	-0.189	1.050	0.863	0.822	-168.315
9	109	109.950	111	-0.032	0.091	0.186	0.151	1.050	0.226	0.215	15.304
10	145	100.500	101.100	0.080	0.025	-0.280	-0.007	0.600	0.361	0.602	-174.876
11	159	103.650	105	6.301	-0.723	5.544	-0.177	1.350	0.933	0.691	144.191
12	231	103.350	103.800	-0.046	0.158	-0.426	0.355	0.450	0.427	0.950	152.559
13	242	132.450	133.050	0.024	0.114	0.163	-0.206	0.600	0.349	0.582	-66.500
14	249	88.200	89.250	-0.059	0.261	-0.248	-0.013	1.050	0.333	0.317	-124.562
15	281	103.950	104.850	-4.000E-4	0.192	0.086	0.080	0.900	0.142	0.157	-52.238
16	312	101.850	102.300	-0.013	0.057	0.027	0.250	0.450	0.197	0.439	78.308
17	361	106.950	108.450	-0.069	-0.013	0.190	0.038	1.500	0.264	0.176	11.059
18	366	113.550	114.600	0.035	0.110	0.106	0.184	1.050	0.102	0.097	46.405
19	373	93	93.600	0.018	0.001	-0.288	0.128	0.600	0.331	0.552	157.419
20	393	136.050	136.950	0.022	-0.040	0.282	0.093	0.900	0.291	0.324	27.097
21	466	143.250	144.900	-0.066	0.161	0.232	0.072	1.650	0.311	0.188	-16.678
22	579	111.750	112.200	0.021	0.072	0.174	0.202	0.450	0.201	0.447	40.291
23	580	123.300	124.200	0.240	0.047	-0.498	-0.008	0.900	0.740	0.822	-175.757
24	627	97.800	98.550	-0.088	0.311	0.093	-0.188	0.750	0.530	0.707	-70.062
25	658	110.550	112.050	-0.035	-0.088	0.386	0.069	1.500	0.449	0.299	20.382
26	701	154.950	155.550	-0.061	-0.014	0.088	0.149	0.600	0.221	0.368	47.688
27	735	103.800	105.900	-0.069	-0.027	0.226	0.103	2.100	0.322	0.153	23.785
28	761	126.750	127.650	0.002	-0.181	0.107	-0.068	0.900	0.154	0.171	46.811
29	800	100.500	101.700	0.019	0.132	-0.307	-0.019	1.200	0.360	0.300	-155.151
30	805	98.100	99	-0.021	0.038	0.142	0.137	0.900	0.191	0.212	31.368
31	849	118.200	119.100	-0.061	0.085	0.080	0.072	0.900	0.141	0.157	-5.448
32	890	113.700	114.750	-0.082	0.008	0.099	0.021	1.050	0.181	0.173	4.138
33	897	115.650	116.550	0.042	-0.029	0.272	-0.113	0.900	0.245	0.272	-19.998
34	914	102.300	104.250	0.018	0.173	0.208	0.099	1.950	0.204	0.105	-21.341
35	985	101.850	103.800	-0.061	0.195	0.200	0.001	1.950	0.325	0.167	-36.582
36	1004	109.650	110.100	-0.080	-0.002	0.016	0.187	0.450	0.212	0.472	63.112
37	1043	115.500	116.100	-0.053	0.226	-0.309	-0.030	0.600	0.362	0.603	-135.051
38	1053	99.450	99.900	0.018	0.149	-0.125	0.153	0.450	0.142	0.317	178.276
39	1062	154.200	156.450	-0.056	0.079	2.011	-0.165	2.250	2.082	0.925	-6.744
40	1062	157.200	159.450	1.451	-0.003	2.522	-0.070	2.250	1.073	0.477	-3.591
41	1069	129.150	129.750	1.446	-0.076	0.971	0.076	0.600	0.499	0.831	162.299
42	1069	135.300	137.400	-0.238	0.473	-1.126	0.174	2.100	0.937	0.446	-161.406
43	1116	114.900	115.500	0.032	0.050	0.170	0.292	0.600	0.279	0.465	60.458
44	1136	127.950	129	-0.021	0.076	-0.035	0.040	1.050	0.040	0.038	-111.345
