 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	36	116.400	118.050	-0.080	0.129	0.210	0.091	1.650	0.292	0.177	-7.315
2	92	101.250	101.850	0.030	0.127	-0.275	0.155	0.600	0.307	0.511	174.831
3	104	94.650	95.550	-0.238	-0.078	-0.106	-0.089	0.900	0.133	0.148	-4.429
4	104	96.600	97.200	-0.088	0.161	0.054	0.041	0.600	0.187	0.311	-40.256
5	158	109.800	112.350	-0	0.132	0.459	0.047	2.550	0.467	0.183	-10.495
6	180	141.150	142.050	0.032	-0.059	-0.107	-0.135	0.900	0.159	0.176	-151.334
7	213	115.050	115.650	-0.078	-0.030	0.157	0.136	0.600	0.288	0.480	35.241
8	222	117.300	118.500	-0.050	0.041	0.154	0.089	1.200	0.209	0.174	13.194
9	250	102.900	104.550	-0.072	0.100	0.067	0.168	1.650	0.155	0.094	26.144
10	261	104.100	105.150	-0.102	0.285	-0.381	-0.243	1.050	0.597	0.568	-117.815
11	270	108.900	110.700	0.232	0.122	-0.155	-0.191	1.800	0.498	0.277	-141.060
12	287	116.250	117.300	-0.179	0.110	0.032	0.078	1.050	0.213	0.203	-8.402
13	287	132.900	134.100	0.253	0.105	0.546	0.001	1.200	0.311	0.259	-19.469
14	287	134.400	135.300	0.560	0.031	0.741	0.023	0.900	0.181	0.201	-2.439
15	287	135.750	136.500	0.787	-0.050	1.117	0.157	0.750	0.389	0.519	32.112
16	297	110.400	111.600	-0.307	-0.076	-0.776	-0.164	1.200	0.477	0.397	-169.437
17	302	99	100.350	-0.050	0.346	0.240	0.140	1.350	0.355	0.263	-35.445
18	304	102.300	104.100	1.019	-0.102	-0.482	-0.016	1.800	1.503	0.835	176.736
19	306	109.500	110.550	0.016	-0.063	0.283	0.182	1.050	0.362	0.345	42.464
20	412	117.600	119.400	-0	-0.093	0.374	0.093	1.800	0.418	0.232	26.453
21	431	105.150	106.500	-0.467	0.169	-0.179	0.147	1.350	0.289	0.214	-4.385
22	435	116.100	118.650	-0.086	0.093	0.307	0.094	2.550	0.394	0.154	0.139
23	441	99.900	100.800	-0.102	0.163	0.136	-0.157	0.900	0.398	0.443	-53.240
24	447	98.550	99.900	-0.008	0.131	0.310	-0.200	1.350	0.460	0.341	-46.166
25	496	105.450	105.900	-0.125	3.469E-18	-0.278	0.019	0.450	0.155	0.344	172.875
26	508	99.750	100.350	-0.138	0.069	-0.490	0.488	0.600	0.548	0.913	129.994
27	549	102.600	103.200	-0.008	0.227	0.061	0.082	0.600	0.161	0.268	-64.644
28	553	108.300	109.350	0.006	0.289	0.234	0.100	1.050	0.295	0.281	-39.718
29	570	101.850	103.200	-0.046	0.149	0.080	0.048	1.350	0.162	0.120	-38.496
30	592	113.400	114.450	-0.374	0.211	0.374	-0.163	1.050	0.837	0.797	-26.565
31	604	110.700	111.150	-0.174	-0.009	-0.454	0.444	0.450	0.533	1.184	121.699
32	618	110.100	111.750	-0.035	0.339	-0.626	0.227	1.650	0.601	0.364	-169.188
33	631	113.850	114.750	-0.077	0.065	0.021	0.251	0.900	0.210	0.233	62.287
34	639	99.150	102.900	2.837	-0.883	-0.213	0.204	3.750	3.237	0.863	160.390
35	647	98.250	99.750	-5.000E-4	0.101	0.192	0.351	1.500	0.315	0.210	52.380
36	667	97.800	98.700	0.005	0.161	0.197	0.185	0.900	0.194	0.215	7.259
37	680	108.150	109.050	0.042	-0.024	-0.142	0.255	0.900	0.334	0.371	123.437
38	706	106.950	107.700	-0.064	0.291	0.059	0.089	0.750	0.237	0.315	-58.615
39	713	101.700	102.450	0.112	-0.088	-0.109	0.083	0.750	0.280	0.373	142.101
40	714	108.900	110.100	-0.106	0.190	0.024	0.205	1.200	0.131	0.109	6.760
41	732	99.300	99.900	-0.014	0.036	0.122	0.163	0.600	0.185	0.309	42.842
42	741	126.450	128.700	-0.043	0.165	0.770	0.012	2.250	0.827	0.368	-10.705
43	742	109.500	110.850	-0.077	0.145	0.245	0.043	1.350	0.337	0.250	-17.556
44	749	124.500	125.850	-0.085	0.431	0.350	0.416	1.350	0.435	0.323	-1.972
45	817	112.950	113.850	-0.248	0.104	-0.707	0.162	0.900	0.463	0.514	172.707
46	872	117.450	117.900	0.507	-0.124	0.235	0.026	0.450	0.311	0.690	151.123
47	872	121.500	122.700	-0.070	0.074	-1.392	0.295	1.200	1.340	1.117	170.496
48	880	115.350	115.800	0.075	-0.026	-0.141	-0.070	0.450	0.220	0.490	-168.448
49	881	97.350	97.800	0.294	0.104	-0.146	-0.029	0.450	0.459	1.021	-163.249
50	891	97.500	99.300	2.000E-4	0.085	0.298	0.075	1.800	0.298	0.165	-1.813
51	895	100.650	103.200	0.014	0.134	0.354	0.088	2.550	0.342	0.134	-7.656
52	900	124.500	131.400	-0.195	0.095	2.301	0.199	6.900	2.498	0.362	2.392
53	905	101.700	103.200	-0.040	0.315	0.171	0.135	1.500	0.277	0.185	-40.426
54	908	101.400	102.450	0.011	0.118	0.267	0.242	1.050	0.284	0.271	25.703
55	914	94.800	95.400	-0.042	0.426	0.232	0.416	0.600	0.274	0.456	-1.968
56	920	97.200	98.250	-0.045	-0.054	0.122	0.071	1.050	0.208	0.198	36.748
57	930	111.150	113.400	-0.171	-0.035	0.445	0.196	2.250	0.658	0.292	20.525
58	937	109.500	110.550	-0.104	0.102	0.160	0.222	1.050	0.290	0.276	24.398
59	975	103.500	103.950	-0.030	0.322	-0.232	0.082	0.450	0.313	0.696	-130.094
