 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	2	302.850	312.600	-1.096	-0.508	-0.494	-0.707	9.750	0.634	0.065	-18.308
2	5	293.550	325.200	0.269	0.185	-1.612	-0.426	31.650	1.978	0.062	-161.989
3	22	316.350	337.200	0.053	0.056	-0.399	-0.194	20.850	0.516	0.025	-151.070
4	27	278.550	282.450	-1.085	-0.342	-1.549	-0.302	3.900	0.466	0.119	175.120
5	27	287.700	288.300	-1.458	-0.309	-1.637	-0.470	0.600	0.241	0.402	-137.959
6	34	285.900	304.500	-0.271	-0.125	-1.404	-0.090	18.600	1.134	0.061	178.233
7	34	304.500	308.100	-1.414	-0.128	0.047	-0.132	3.600	1.461	0.406	-0.171
8	40	339.300	339.600	-0.385	-0.200	-0.339	-0.106	0.300	0.105	0.349	63.925
9	40	363.150	364.050	0.242	-0.198	0.434	-0.199	0.900	0.192	0.213	-0.269
10	40	371.700	372	0.712	0.078	0.856	0.086	0.300	0.144	0.481	3.180
11	40	374.700	375.600	0.896	-0.019	1.338	-0.017	0.900	0.442	0.491	0.249
12	40	376.200	377.550	1.674	-0.003	2.304	-0.215	1.350	0.665	0.492	-18.585
13	40	382.350	383.100	2.269	-0.279	2.700	-0.132	0.750	0.455	0.607	18.874
14	40	384	384.450	2.936	-0.254	3.074	-0.148	0.450	0.174	0.387	37.648
15	40	385.650	390.900	3.304	-0.412	6.210	-0.167	5.250	2.916	0.555	4.815
16	57	204.750	205.050	-0.267	-0.368	-0.291	-0.281	0.300	0.090	0.301	105.422
17	63	203.100	203.400	-0.249	0.232	-0.969	-0.067	0.300	0.780	2.599	-157.448
18	65	247.800	248.100	-1.493	-1.157	-1.905	-2.342	0.300	1.255	4.182	-109.172
19	70	223.950	224.400	-0.496	-0.306	-0.696	-0.499	0.450	0.278	0.618	-136.025
20	70	227.250	227.850	-0.829	-0.221	-0.952	-0.088	0.600	0.181	0.302	132.666
21	70	228	228.450	-1.008	0.160	-1.098	-0.224	0.450	0.395	0.877	-103.183
22	70	229.200	229.650	-1.096	-0.343	-1.183	0.113	0.450	0.464	1.031	100.812
23	74	365.400	365.700	-0.107	0.090	-0.131	0.077	0.300	0.027	0.091	-151.557
24	74	367.200	368.250	-0.203	0.072	-0.280	0.135	1.050	0.100	0.095	140.422
25	82	383.700	383.850	-0.081	NaN	-0.081	NaN	0.150	NaN	NaN	NaN
26	82	386.550	386.850	-0.192	-0.056	-0.209	-0.041	0.300	0.023	0.076	138.576
27	84	286.800	399.600	-3.066	-0.112	2.443	0.371	112.800	5.530	0.049	5.018
28	85	282.600	282.750	0.120	NaN	0.120	NaN	0.150	NaN	NaN	NaN
29	117	292.050	293.100	-0.311	0.303	-0.492	-0.075	1.050	0.419	0.399	-115.575
30	117	301.650	302.550	-0.705	0.037	-0.803	-0.008	0.900	0.108	0.120	-155.338
31	120	363.450	364.500	0.073	0.043	0.724	-0.075	1.050	0.662	0.630	-10.340
32	125	212.850	213.300	0.033	-0.134	-0.594	-0.273	0.450	0.642	1.427	-167.478
33	125	233.700	234.300	-1.129	-0.276	-1.441	0.070	0.600	0.466	0.776	132.060
34	125	236.400	237.450	-1.756	0.281	-2.122	-0.259	1.050	0.652	0.621	-124.138
35	134	245.100	245.700	-0.642	-0.309	-0.334	-0.382	0.600	0.316	0.527	-13.225
36	139	259.050	260.850	-0.254	-0.038	0.559	-0.120	1.800	0.817	0.454	-5.798
37	147	201.150	201.600	-0.647	-0.273	-0.679	-0.301	0.450	0.043	0.095	-138.311
38	150	314.100	314.850	-0.568	-0.258	-0.945	-0.653	0.750	0.546	0.729	-133.630
39	151	172.200	172.500	-0.508	0.194	-0.935	-0.100	0.300	0.518	1.728	-145.452
40	154	294	295.200	-0.485	-0.135	-1.061	-0.236	1.200	0.585	0.487	-170.049
41	160	224.550	225.150	0.082	-0.139	-1	-0.325	0.600	1.098	1.830	-170.264
42	160	261.600	262.500	-0.928	-0.216	-1.189	-0.419	0.900	0.330	0.367	-142.171
43	190	252.600	253.650	-0.022	0.132	-0.894	-0.291	1.050	0.969	0.923	-154.123
44	190	283.950	285.150	-2.294	0.634	-3.584	0.615	1.200	1.290	1.075	-179.142
45	212	258.600	260.100	-0.405	0.122	-1.600	-0.279	1.500	1.260	0.840	-161.460
46	233	284.550	285.150	-0.182	-0.204	-0.338	0.013	0.600	0.268	0.446	125.666
47	242	292.200	394.650	1.043	0.052	-1.219	-0.056	102.450	2.265	0.022	-177.278
48	251	292.200	311.850	-0.369	-0.160	-0.865	-0.468	19.650	0.584	0.030	-148.189
49	251	311.400	311.850	-0.816	-0.573	-0.865	-0.481	0.450	0.104	0.230	118.235
50	257	313.050	313.650	-0.492	-0.063	-0.660	-0.066	0.600	0.168	0.280	-179.241
51	257	313.950	314.550	-0.988	0.005	-1.452	0.188	0.600	0.499	0.832	158.442
52	257	315	315.900	-1.327	-0.086	-2.055	0.110	0.900	0.754	0.838	164.878
53	257	318	318.750	-2.305	0.244	-2.846	0.376	0.750	0.557	0.743	166.282
54	259	227.850	228.450	-0.017	0.055	-0.121	0.140	0.600	0.134	0.224	140.730
55	259	240.450	240.750	-0.178	-0.115	-0.223	-0.059	0.300	0.072	0.239	128.784
56	259	245.550	246.450	-0.395	-0.133	-0.548	0.016	0.900	0.214	0.237	135.722
57	262	344.100	345.600	-0.688	-0.621	-0.191	-0.383	1.500	0.551	0.367	25.585
58	267	337.050	337.350	-0.133	-0.325	-0.373	-0.728	0.300	0.469	1.564	-120.775
59	276	249.150	250.200	-0.739	-0.282	-0.371	-0.438	1.050	0.400	0.381	-23.039
