 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	51	174	174.600	0.048	0.048	-0.107	0.086	0.600	0.160	0.266	166.475
2	325	154.200	155.100	-0.072	-0.117	0.269	-0.197	0.900	0.350	0.389	-13.316
3	410	146.400	148.050	-0.150	0.032	0.741	-0.064	1.650	0.896	0.543	-6.119
4	573	176.400	181.200	-0.042	0.105	1.805	-0.121	4.800	1.860	0.388	-6.990
5	617	135.750	136.500	0.070	-0.162	-0.074	0.084	0.750	0.285	0.380	120.321
6	714	124.050	124.950	0.064	-0.296	-0.283	0.201	0.900	0.606	0.673	124.981
7	754	135.300	137.400	-0.261	-0.039	0.395	0.032	2.100	0.660	0.314	6.135
8	754	138.750	139.800	0.832	0.090	1.328	-0.008	1.050	0.506	0.482	-11.189
9	754	143.250	143.700	1.333	0.008	1.666	-0.118	0.450	0.356	0.791	-20.797
10	1001	121.350	122.550	-0.053	-0.001	0.296	0.044	1.200	0.352	0.293	7.361
11	1001	122.700	123.450	0.266	-0.367	0.446	-0.106	0.750	0.318	0.423	55.301
12	1218	192.150	193.800	-0.050	-0.001	0.690	-0.035	1.650	0.740	0.448	-2.632
13	1350	144.300	144.750	0.014	-0.188	-0.464	-0.186	0.450	0.478	1.063	179.742
14	1350	148.050	149.100	-1.576	-0.049	-2.347	0.073	1.050	0.781	0.744	171.014
15	1364	150.750	152.100	0.261	-0.335	-0.826	0.067	1.350	1.158	0.858	159.710
16	1370	113.100	113.700	-0.064	-0.188	-0.504	0.033	0.600	0.492	0.820	153.362
17	1427	121.350	122.400	-0.018	-0.250	0.349	0.050	1.050	0.474	0.451	39.356
18	1487	140.400	141.900	-0.208	0.004	-0.984	-0.131	1.500	0.788	0.525	-170.119
19	1487	148.200	149.250	-1.459	-0.465	-1.906	-0.492	1.050	0.447	0.426	-176.620
20	1518	122.550	123.300	0.059	-0.042	-0.542	0.132	0.750	0.626	0.835	163.875
21	1586	246.300	248.700	-1.246	-0.045	-0.333	0.106	2.400	0.926	0.386	9.364
22	1586	251.850	254.850	0.267	0.031	1.989	0.053	3	1.722	0.574	0.734
23	1586	263.250	264.600	3.016	0.106	3.525	-0.061	1.350	0.536	0.397	-18.194
24	1586	269.700	273.600	4.944	0.107	7.006	-0.084	3.900	2.071	0.531	-5.281
25	1586	275.100	277.200	7.306	-0.033	8.528	0.038	2.100	1.224	0.583	3.312
26	1586	287.100	294	5.720	0.014	9.160	-0.037	6.900	3.440	0.499	-0.847
27	1586	295.500	296.550	9.434	0.095	10.062	-0.100	1.050	0.659	0.627	-17.300
28	1598	135.450	137.100	-0.013	-0.094	-0.688	-0.368	1.650	0.729	0.442	-157.892
29	1599	167.850	169.050	-0.678	-0.001	-0.112	-0.007	1.200	0.566	0.472	-0.610
30	1726	125.700	126.450	0.035	0.099	-0.210	-0.167	0.750	0.361	0.481	-132.721
31	1857	162.450	163.500	-0.096	-0.127	-0.563	0.350	1.050	0.667	0.636	134.438
