 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	16	86.550	87.450	1.000E-4	-0.134	0.232	0.013	0.900	0.275	0.305	32.490
2	43	72.300	72.900	0.071	-0.169	0.156	-0.072	0.600	0.129	0.215	48.840
3	142	138.900	142.800	0.074	-0.143	0.219	-0.155	3.900	0.146	0.037	-4.888
4	185	72.300	73.200	0.068	-0.056	0.115	-0.205	0.900	0.156	0.173	-72.455
5	190	67.950	68.400	0.160	-0.253	-0.019	-0.181	0.450	0.193	0.429	157.877
6	198	68.100	68.850	0.068	-0.253	0.141	-0.192	0.750	0.096	0.127	40.226
7	208	120.600	123.450	-0.119	0.037	0.700	-0.126	2.850	0.835	0.293	-11.278
8	216	75.750	77.700	0.037	-0.040	0.259	-0.077	1.950	0.225	0.115	-9.274
9	218	86.700	87.150	0.066	-0.094	0.154	-0.101	0.450	0.088	0.196	-4.283
10	218	87.750	88.650	0.121	-0.271	0.202	-9.518E-4	0.900	0.282	0.314	73.328
11	237	85.650	88.950	-0.550	-0.130	0.047	-0.089	3.300	0.598	0.181	3.938
12	237	90	90.750	0.074	-0.090	0.310	-0.196	0.750	0.259	0.345	-24.302
13	237	94.200	95.850	0.401	-0.162	0.800	-0.066	1.650	0.410	0.249	13.554
14	237	98.850	100.650	1.396	-0.261	2.094	-0.046	1.800	0.730	0.406	17.130
15	237	112.800	115.200	2.238	-0.070	3.120	0.044	2.400	0.889	0.371	7.359
16	240	68.850	70.200	0.123	-0.091	-0.128	-0.052	1.350	0.254	0.188	171.186
17	270	67.800	69.150	0.044	-0.310	0.090	-0.259	1.350	0.069	0.051	48.049
18	285	96.900	97.800	0.007	-0.215	0.065	-0.106	0.900	0.124	0.138	62.061
19	285	98.400	99.600	0.081	-0.109	0.179	-0.135	1.200	0.101	0.085	-14.981
20	289	118.050	118.950	0.050	-0.244	0.187	0.071	0.900	0.344	0.382	66.502
21	316	70.500	72.750	-0.101	-0.156	0.108	-0.047	2.250	0.236	0.105	27.465
22	322	130.650	133.800	0.021	-0.013	0.573	-0.200	3.150	0.583	0.185	-18.689
23	333	57.150	58.200	-0.203	-0.241	1.209	-1.296	1.050	1.763	1.679	-36.782
24	334	60.300	61.350	0.088	-0.283	-0.443	0.074	1.050	0.640	0.609	146.093
25	361	72.150	73.050	0.046	0.026	0.221	-0.129	0.900	0.234	0.260	-41.671
26	377	196.050	201.150	-0.595	0.135	1.139	-0.376	5.100	1.808	0.354	-16.416
27	377	204.300	211.200	1.390	-0.387	3.352	-0.657	6.900	1.981	0.287	-7.857
28	377	214.350	217.050	3.836	-0.618	4.898	-0.668	2.700	1.063	0.394	-2.677
29	377	217.800	219.450	4.933	-0.546	5.951	-0.591	1.650	1.019	0.618	-2.536
30	377	226.500	226.950	6.505	-0.935	6.886	-0.908	0.450	0.382	0.849	4.151
31	415	59.700	60.150	0.091	0.093	-0.368	-0.267	0.450	0.583	1.296	-141.882
32	432	63.150	64.050	-0.047	-0.112	0.073	-0.113	0.900	0.120	0.133	-0.480
33	437	147	148.800	-0.034	-0.076	0.258	-0.062	1.800	0.292	0.162	2.799
34	446	87.750	88.950	-0.524	-0.123	-1.236	-0.158	1.200	0.713	0.594	-177.191
35	447	74.250	76.650	0.081	-0.193	0.288	-0.075	2.400	0.238	0.099	29.654
36	448	52.050	52.650	0.165	0.060	-0.533	-0.109	0.600	0.718	1.197	-166.447
37	455	72.300	73.200	-0.216	0.054	-0.943	-0.198	0.900	0.770	0.855	-160.859
38	456	67.800	69.150	0.107	-0.124	0.264	-0.200	1.350	0.174	0.129	-25.879
39	499	74.100	76.200	-0.059	-0.104	-1.038	-0.017	2.100	0.983	0.468	174.917
40	517	92.700	93.900	0.051	0.045	0.293	-0.147	1.200	0.309	0.257	-38.444
41	541	66.450	67.050	0.129	-0.177	-0.124	0.004	0.600	0.311	0.518	144.425
42	544	66.300	66.750	-0.020	-0.411	-0.936	-0.312	0.450	0.921	2.047	173.819
43	554	78.150	80.400	-0.048	-0.108	0.250	-0.064	2.250	0.301	0.134	8.318
44	554	85.950	87.150	0.387	-0.050	0.523	-0.003	1.200	0.144	0.120	19.106
45	569	78.750	79.650	0.092	0.042	-0.179	-0.148	0.900	0.331	0.368	-145.005
