 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	53	114.900	115.500	-0.014	-0.040	0.106	-0.063	0.600	0.122	0.204	-10.658
2	61	112.350	112.950	-0.054	-0.108	-0.709	-0.211	0.600	0.662	1.104	-171.073
3	69	97.650	98.400	0.010	0.172	0.110	0.105	0.750	0.121	0.162	-33.745
4	127	119.100	120.150	-0.064	0.022	0.136	0.195	1.050	0.264	0.252	40.812
5	161	171.450	172.800	-0.474	0.092	-0.795	0.105	1.350	0.322	0.238	177.564
6	192	97.800	99.750	0.005	-0.008	0.214	0.204	1.950	0.298	0.153	45.346
7	195	106.350	108.300	-0.098	0.024	0.371	0.190	1.950	0.497	0.255	19.520
8	212	98.100	98.550	0.018	0.214	-0.509	-0.140	0.450	0.635	1.410	-146.037
9	297	89.400	90.150	0.090	0.225	-0.046	0.133	0.750	0.164	0.219	-145.786
10	302	104.850	107.100	0.069	-0.195	-0.630	-0.221	2.250	0.700	0.311	-177.940
11	371	118.500	118.950	-0.126	0.094	-0.382	0.211	0.450	0.281	0.625	155.550
12	410	99.150	100.500	0.003	0.181	-0.186	-0.003	1.350	0.263	0.195	-135.777
13	430	103.800	104.400	-0.021	0.237	-0.579	-0.172	0.600	0.692	1.153	-143.790
14	436	116.400	116.850	-0.219	0.146	-0.506	-0.042	0.450	0.342	0.760	-146.830
15	464	108.600	109.200	-0.259	-0.021	-0.576	0.501	0.600	0.611	1.018	121.240
16	486	115.050	115.650	-0.061	0.125	-0.469	0.106	0.600	0.408	0.681	-177.364
17	497	126.600	127.050	0.056	-0.302	0.038	-0.312	0.450	0.020	0.044	-151.627
18	498	103.500	104.100	0.189	0.259	0.304	0.231	0.600	0.119	0.198	-13.978
19	609	121.350	122.550	-0.045	0.183	0.376	0.145	1.200	0.422	0.352	-5.094
20	616	124.350	124.950	0.037	0.111	-0.299	1.053	0.600	1.000	1.667	109.630
21	650	123.300	124.500	0.037	0.131	0.318	0.052	1.200	0.292	0.244	-15.559
22	676	125.700	126.750	5.622	0.049	4.571	0.079	1.050	1.052	1.002	178.323
23	676	129.300	129.900	4.403	-0.022	3.496	0.022	0.600	0.908	1.514	177.202
24	708	100.500	101.700	0.032	0.338	-0.298	0.319	1.200	0.330	0.275	-176.755
25	727	117.600	118.500	-0.136	0.223	0.077	0.059	0.900	0.269	0.299	-37.623
26	729	120.900	121.650	-0.093	-0.179	0.053	0.070	0.750	0.288	0.384	59.639
27	762	100.800	102.600	0.187	0.041	-0.984	0.309	1.800	1.201	0.667	167.118
28	780	118.500	118.950	-0.019	-0.030	0.210	0.164	0.450	0.300	0.666	40.237
29	801	100.650	101.400	-0.011	0.164	0.219	0.075	0.750	0.247	0.329	-21.132
