 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	16	618.150	618.900	-0.357	-0.266	0.168	-0.235	0.750	0.526	0.701	3.382
2	16	621.150	621.750	0.774	-0.408	1.011	-0.057	0.600	0.423	0.706	55.967
3	16	622.350	623.400	1.196	-0.206	1.778	-0.395	1.050	0.612	0.583	-18.039
4	65	428.550	429.300	0.085	-0.183	-1.034	0.179	0.750	1.176	1.568	162.065
5	61	476.100	477	0.043	0.373	-0.620	0.016	0.900	0.753	0.836	-151.723
6	107	489.750	491.100	0.060	0.099	-0.534	-0.262	1.350	0.695	0.515	-148.756
7	99	556.950	557.550	-0.389	0.142	-0.240	0.218	0.600	0.167	0.279	27.093
8	99	558	558.750	-0.123	0.243	0.114	0.285	0.750	0.241	0.321	10.078
9	107	489.750	491.550	0.060	0.158	-0.416	-0.276	1.800	0.645	0.358	-137.605
10	173	431.100	432	-0.272	0.118	-0.764	-0.007	0.900	0.508	0.564	-165.739
11	173	444.600	445.050	-0.855	0.016	-1.473	-0.055	0.450	0.622	1.382	-173.480
12	290	538.200	539.100	0.193	-0.132	0.649	-0.646	0.900	0.687	0.763	-48.419
13	290	540.600	541.500	0.920	-0.322	1.091	-0.396	0.900	0.186	0.207	-23.342
14	304	476.850	477.300	-0.195	0.284	-0.032	0.232	0.450	0.171	0.381	-17.878
15	317	430.950	431.700	-0.295	0.263	-0.522	-0.159	0.750	0.478	0.638	-118.324
16	379	612	614.550	-1.467	0.256	-3.237	0.192	2.550	1.771	0.695	-177.940
17	382	476.550	477.600	0.296	-0.031	-0.310	-0.420	1.050	0.720	0.686	-147.290
18	382	478.950	480.300	-0.476	-0.338	-1.144	-0.295	1.350	0.669	0.496	176.309
19	399	390.900	391.950	-0.272	0.050	-0.739	0.003	1.050	0.469	0.447	-174.298
20	416	389.400	389.850	-0.158	-0.296	0.486	1.626	0.450	2.028	4.506	71.482
21	417	416.250	417.600	-0.111	-0.290	-0.416	-0.151	1.350	0.335	0.248	155.513
22	441	537.450	539.550	-0.968	-0.547	-0.316	-0.303	2.100	0.696	0.332	20.554
23	441	550.200	550.650	1.234	-0.052	1.450	-0.043	0.450	0.216	0.480	2.188
24	441	560.850	561.600	2.173	0.012	2.352	-0.030	0.750	0.184	0.245	-13.336
25	465	444.300	445.500	-0.868	0.205	-1.059	0.251	1.200	0.196	0.164	166.704
26	527	414	414.750	-0.368	-0.028	-0.845	0.122	0.750	0.500	0.667	162.537
27	626	434.100	435	0.236	0.086	-0.622	-0.037	0.900	0.867	0.963	-171.811
28	626	462.450	463.500	-0.262	-0.164	-0.772	-0.099	1.050	0.514	0.490	172.674
29	671	576.600	577.200	-0.628	0.082	-0.959	0.060	0.600	0.332	0.553	-176.135
30	671	579.150	580.200	-1.762	0.153	-2.438	0.116	1.050	0.677	0.645	-176.841
31	671	588.150	589.500	-2.705	0.146	-4.427	0.158	1.350	1.722	1.276	179.585
32	674	510.900	511.500	-1.248	-0.552	-0.902	-0.177	0.600	0.510	0.850	47.292
33	674	511.950	512.400	-0.839	-0.118	-0.396	-0.100	0.450	0.443	0.985	2.394
34	674	513.900	515.100	0.035	-0.264	0.508	-0.011	1.200	0.536	0.447	28.118
35	674	516.900	517.500	0.501	-0.309	0.904	-0.352	0.600	0.405	0.676	-6.113
36	674	519	519.750	0.638	-0.252	1.120	-0.261	0.750	0.482	0.643	-1.028
