 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	40	146.850	147.300	0.149	-0.154	-0.950	0.188	0.450	1.151	2.559	162.680
2	43	186	187.050	-0.246	-0.192	-0.350	-0.273	1.050	0.132	0.125	-142.193
3	143	158.550	160.950	-0.282	0.017	-1	-0.150	2.400	0.738	0.307	-166.916
4	205	136.950	137.550	0.186	-0.084	0.280	-0.224	0.600	0.169	0.281	-55.994
5	495	139.350	140.250	0.083	0.301	-0.198	-0.217	0.900	0.590	0.655	-118.523
6	547	118.350	119.700	0.117	-0.093	-0.587	0.171	1.350	0.752	0.557	159.397
7	584	178.500	179.100	0.003	-0.051	0.211	-0.115	0.600	0.217	0.362	-16.909
8	620	133.800	134.700	0.126	-0.258	-0.274	-0.136	0.900	0.418	0.465	163.082
9	673	152.400	153.300	0.138	0.005	0.014	-0.023	0.900	0.126	0.140	-167.464
10	810	116.550	117.450	0.016	-0.029	-0.328	0.248	0.900	0.442	0.491	141.094
11	832	120.750	121.350	0.072	-0.133	-0.406	-0.079	0.600	0.481	0.802	173.508
12	1034	130.050	130.950	0.086	0.093	-0.304	-0.385	0.900	0.617	0.686	-129.231
13	1148	157.050	159.150	-0.083	0.175	0.282	0.569	2.100	0.537	0.256	47.247
14	1153	159	159.450	0.019	-0.077	-0.072	-0.237	0.450	0.184	0.409	-119.683
15	1173	170.250	171	-8.000E-4	0.161	-0.550	-0.014	0.750	0.577	0.769	-162.368
16	1194	163.650	164.100	0.139	0.162	0.374	0.188	0.450	0.237	0.526	6.376
17	1250	121.950	122.700	-0.019	-0.223	0.058	-0.089	0.750	0.155	0.206	60.248
18	1432	120.900	121.650	-0.125	0.340	-0.272	0.150	0.750	0.240	0.320	-127.878
19	1464	167.700	168.150	-0.155	-0.222	-0.706	-0.188	0.450	0.551	1.225	176.461
20	1507	141.150	142.500	-0.037	-0.013	0.490	0.007	1.350	0.527	0.390	2.127
21	1643	124.350	125.550	0.030	0.017	0.362	0.045	1.200	0.332	0.277	4.904
22	1670	112.200	113.100	0.030	-0.052	-0.229	-0.289	0.900	0.351	0.390	-137.637
23	1737	131.700	132.600	-0.790	-0.068	-1.262	-0.220	0.900	0.496	0.551	-162.189
24	1863	170.400	171.150	0.077	0.154	-0.587	0.689	0.750	0.852	1.137	141.167
25	1884	121.650	122.700	0.110	-0.159	-0.410	-0.167	1.050	0.520	0.495	-179.106
26	2125	132	135.900	-0.930	0.516	-2.290	0.289	3.900	1.379	0.354	-170.508
27	2156	165.900	167.400	-0.470	-0.057	0.030	0.051	1.500	0.512	0.342	12.186
28	2203	128.100	129.150	-0.037	-0.247	0.366	-0.311	1.050	0.408	0.389	-9.051
29	2454	146.700	147.150	-0.070	-0.087	-0.426	-0.341	0.450	0.437	0.970	-144.435
30	2567	169.350	171.150	-1.213	-0.150	-2.109	-0.540	1.800	0.977	0.543	-156.452
31	2576	140.100	142.200	0.322	0.074	0.979	0.040	2.100	0.658	0.314	-2.949
32	3040	244.050	246.300	-0.066	-0.071	0.648	-0.051	2.250	0.714	0.317	1.617
33	3598	174.150	175.650	-0.029	0.032	-0.514	0.118	1.500	0.492	0.328	169.900
34	4068	124.950	125.700	2.304	-0.028	0.718	-0.150	0.750	1.590	2.120	-175.612
35	4568	141.300	142.500	0.208	0.081	-0.726	-0.093	1.200	0.950	0.792	-169.449
36	4869	166.050	167.400	0.088	-0.144	-0.360	-0.014	1.350	0.467	0.346	163.804
37	5177	144.300	145.500	0.427	-0.047	-1.094	0.226	1.200	1.546	1.288	169.817
38	5211	186	188.700	-0.219	0.096	-1.979	-0.216	2.700	1.788	0.662	-169.932
39	5221	166.050	168.150	-0.042	-0.081	-0.987	0.281	2.100	1.013	0.482	159.038
40	5331	181.500	181.950	0.024	0.322	-0.483	0.181	0.450	0.526	1.170	-164.444
41	5531	145.050	146.550	1.485	0.205	0.696	-0.084	1.500	0.840	0.560	-159.884
42	5567	169.350	169.950	-0.338	0.305	-0.517	0.217	0.600	0.200	0.333	-153.924
43	5571	145.650	146.250	-0.003	-0.143	0.139	0.118	0.600	0.297	0.495	61.365
44	5624	144.450	144.900	0.226	-0.053	-0.216	0.367	0.450	0.609	1.354	136.465
45	5626	154.350	155.100	0.030	-0.113	-0.442	0.139	0.750	0.535	0.714	151.870
46	5810	152.250	153.450	0.173	-0.057	0.613	0.113	1.200	0.472	0.393	21.128
47	5946	133.650	135.300	1.314	0.058	0.080	0.091	1.650	1.234	0.748	178.476
48	6006	162.900	164.550	0.947	-0.334	-0.502	0.071	1.650	1.505	0.912	164.389
49	6162	182.550	183.150	0.346	-0.034	-0.149	0.027	0.600	0.498	0.830	172.966
50	6189	157.200	160.200	1.010	-0.099	-0.554	0.036	3	1.569	0.523	175.077
51	6360	167.700	168.150	0.037	-2.848	-0.360	0.583	0.450	3.454	7.675	96.597
52	6368	180.150	180.900	-0.045	-0.260	0.626	-0.407	0.750	0.686	0.915	-12.411
53	6381	200.400	200.850	0.042	-0.060	-0.088	0.028	0.450	0.157	0.348	145.757
54	6523	203.400	204.300	0.054	0.029	0.666	-0.065	0.900	0.618	0.687	-8.804
55	6523	214.650	215.850	2.941	0.112	3.683	-0.197	1.200	0.804	0.670	-22.585
56	6523	217.350	219.150	3.846	-0.075	4.774	0.007	1.800	0.932	0.518	5.103
57	6600	176.100	176.850	-0.550	0.147	-1.200	0.070	0.750	0.654	0.872	-173.290
58	6672	181.050	181.650	0.115	0.117	-0.296	0.069	0.600	0.414	0.690	-173.402
59	6961	185.550	186	0.339	0.297	-0.189	0.092	0.450	0.566	1.259	-158.762
60	7021	207.600	208.350	0.077	0.142	-0.368	0.341	0.750	0.487	0.650	155.883
61	7051	194.250	194.700	-0.054	-0.098	-0.160	-0.163	0.450	0.124	0.275	-148.507
62	7161	176.550	177.300	0.059	0.615	-0.088	0.114	0.750	0.522	0.696	-106.372
