 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	29	161.400	162.300	-0.014	-0.178	-0.117	-0.155	0.900	0.105	0.117	167.080
2	161	125.700	126.600	-0.453	0.047	-0.502	0.096	0.900	0.070	0.077	135.335
3	189	185.700	186.150	-0.130	-0.021	0.083	-0.088	0.450	0.223	0.496	-17.547
4	245	115.650	117	0.173	-0.064	-0.288	-0.110	1.350	0.463	0.343	-174.270
5	333	190.950	192.150	-0.045	0.012	0.285	-0.057	1.200	0.337	0.281	-11.828
6	333	193.950	194.700	0.482	-0.014	0.574	-0.041	0.750	0.097	0.129	-16.467
7	353	165.750	166.350	-0.090	-0.091	-0.683	0.031	0.600	0.606	1.010	168.323
8	376	197.100	197.700	0.053	-0.065	0.226	-0.060	0.600	0.173	0.288	1.877
9	487	130.800	131.550	0.078	-0.011	-0.186	-0.416	0.750	0.484	0.645	-123.094
10	487	137.400	138.450	-0.403	-1.651	-1.154	-0.328	1.050	1.520	1.448	119.577
11	511	124.050	124.800	0.125	-0.328	-0.098	-0.203	0.750	0.255	0.340	150.741
12	511	130.350	130.800	0.002	-0.347	-0.270	-0.269	0.450	0.283	0.629	164.045
13	540	128.100	128.700	-0.069	-0.113	0.125	-0.163	0.600	0.200	0.333	-14.596
14	549	134.850	136.050	-0.138	-0.020	-0.566	-0.121	1.200	0.440	0.367	-166.821
15	549	136.500	137.550	-0.947	0.547	-1.626	-1.374	1.050	2.037	1.940	-109.454
16	552	140.100	140.700	-0.131	-0.045	-0.442	-0.193	0.600	0.344	0.573	-154.465
17	666	145.650	146.400	0.051	0.156	0.261	-0.091	0.750	0.323	0.431	-49.601
18	673	122.100	122.850	0.003	-0.114	0.163	-0.056	0.750	0.170	0.227	19.804
19	698	170.700	171.750	-0.101	-0.141	0.272	-0.027	1.050	0.390	0.371	17.103
20	767	144.600	145.500	0.093	-0.376	-1.354	-0.094	0.900	1.474	1.637	168.962
21	847	158.700	159.450	-0.042	-0.131	-0.288	-0.252	0.750	0.275	0.366	-153.825
22	847	159.900	160.950	-0.384	-0.127	-0.890	-0.256	1.050	0.522	0.497	-165.707
23	847	161.100	163.650	-0.850	-0.181	-1.851	-0.300	2.550	1.009	0.396	-173.225
24	861	107.100	107.850	0.048	-0.057	-0.077	-0.147	0.750	0.154	0.205	-144.140
25	906	112.500	112.800	0.125	-0.176	-0.088	-0.115	0.300	0.221	0.738	164.055
26	925	126.600	127.350	0.018	0.096	-0.136	-0.198	0.750	0.332	0.443	-117.536
27	1050	94.350	95.100	0.083	-0.195	-0.037	-0.130	0.750	0.136	0.182	151.733
28	1070	143.850	144.450	-0.003	-0.261	0.042	-0.196	0.600	0.079	0.132	55.421
29	1120	125.700	126.450	-0.155	-0.169	0.157	-0.412	0.750	0.395	0.527	-37.912
30	1259	106.500	107.400	0.086	0.142	-0.206	0.073	0.900	0.301	0.334	-166.786
31	1320	121.350	122.100	0.131	0.105	-0.259	-0.015	0.750	0.408	0.544	-162.991
32	1340	181.050	181.800	-0.018	0.038	0.194	-0.204	0.750	0.321	0.428	-48.898
33	1437	119.100	119.550	0.157	-0.120	-0.045	-0.120	0.450	0.202	0.448	-179.959
34	1437	138	138.750	-0.189	-0.288	-0.352	-0.216	0.750	0.178	0.238	156.235
35	1555	132.750	133.500	0.403	-0.232	-0.192	0.013	0.750	0.644	0.858	157.640
36	1600	145.200	146.100	-0.072	-0.558	-0.235	0.443	0.900	1.014	1.127	99.260
37	1621	192.900	194.100	0.032	0.188	0.093	0.202	1.200	0.062	0.052	12.942
38	1650	160.950	161.850	0.027	-0.073	-0.278	-0.019	0.900	0.310	0.345	170.062
39	1658	164.100	165.300	-0.467	0.004	-0.179	-0.019	1.200	0.289	0.241	-4.661
40	1707	203.100	203.850	-0.045	-0.087	0.032	-0.105	0.750	0.079	0.105	-13.243
41	1814	231.600	232.200	-0.062	0.163	0.133	0.337	0.600	0.262	0.436	41.777
42	1888	259.950	260.850	-0.050	-0.009	0.598	-0.815	0.900	1.034	1.149	-51.201
43	1893	298.350	299.400	0.731	-0.294	-0.448	-0.594	1.050	1.217	1.159	-165.731
