 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	29	161.400	162.300	-0.014	-0.178	-0.117	-0.155	0.900	0.105	0.117	167.080
2	33	96.750	97.500	0.096	-0.077	-0.389	0.115	0.750	0.522	0.696	158.303
3	54	80.400	81.150	0.046	-0.104	-0.069	-0.190	0.750	0.144	0.192	-143.104
4	168	167.550	168.450	-0.146	-0.320	0.235	0.087	0.900	0.558	0.620	46.941
5	189	185.700	186.450	-0.130	-0.045	0.197	-0.086	0.750	0.329	0.439	-7.232
6	245	115.650	117	0.173	-0.064	-0.288	-0.110	1.350	0.463	0.343	-174.270
7	333	190.950	192	-0.045	0.045	0.176	-0.058	1.050	0.244	0.232	-24.991
8	333	193.950	194.700	0.482	-0.014	0.574	-0.041	0.750	0.097	0.129	-16.467
9	351	124.200	124.800	-0.002	-0.089	-0.085	-0.086	0.600	0.083	0.139	178.468
10	376	197.100	198	0.053	-0.062	0.392	-0.059	0.900	0.339	0.377	0.415
11	392	152.550	153.450	-0.438	-0.201	-1.080	-0.136	0.900	0.645	0.717	174.196
12	400	118.650	118.950	0.082	0.040	0.006	-0.014	0.300	0.093	0.309	-144.118
13	487	130.800	131.550	0.078	-0.011	-0.186	-0.416	0.750	0.484	0.645	-123.094
14	487	137.400	138.450	-0.403	-1.651	-1.154	-0.328	1.050	1.520	1.448	119.577
15	511	124.050	124.950	0.125	-0.257	-0.216	-0.365	0.900	0.358	0.397	-162.403
16	540	128.100	128.700	-0.069	-0.113	0.125	-0.163	0.600	0.200	0.333	-14.596
17	549	134.550	136.050	-0.043	-0.042	-0.566	-0.106	1.500	0.527	0.351	-173.031
18	549	136.350	137.550	-1.038	0.187	-1.626	-1.353	1.200	1.648	1.373	-110.872
19	556	151.200	151.650	0.128	-0.287	-0.282	-0.011	0.450	0.494	1.098	146.008
20	666	145.350	146.550	-0.054	0.149	0.318	-0.080	1.200	0.437	0.364	-31.513
21	673	122.100	123	0.003	-0.148	0.269	0.072	0.900	0.345	0.383	39.600
22	698	170.700	171.750	-0.101	-0.141	0.272	-0.027	1.050	0.390	0.371	17.103
23	785	162	162.600	-0.086	-0.118	0.032	-0.134	0.600	0.120	0.199	-7.845
24	847	160.050	163.650	-0.430	-0.128	-1.851	-0.296	3.600	1.431	0.397	-173.221
25	1050	94.350	95.100	0.083	-0.195	-0.037	-0.130	0.750	0.136	0.182	151.733
26	1120	125.700	126.450	-0.155	-0.169	0.157	-0.412	0.750	0.395	0.527	-37.912
27	1259	106.500	107.400	0.086	0.142	-0.206	0.073	0.900	0.301	0.334	-166.786
28	1437	119.100	119.550	0.157	-0.120	-0.045	-0.120	0.450	0.202	0.448	-179.959
29	1437	138	138.900	-0.189	-0.271	-0.416	-0.233	0.900	0.230	0.256	170.511
30	1481	125.250	125.700	-0.026	-0.124	0.093	-0.031	0.450	0.150	0.334	38.087
31	1519	138.450	138.900	0.056	-0.045	-0.171	-0.068	0.450	0.228	0.507	-174.199
32	1555	132.750	133.350	0.403	-0.168	-0.048	-0.160	0.600	0.451	0.752	178.920
33	1600	144.450	145.500	0.042	-0.386	-0.072	-0.434	1.050	0.124	0.118	-156.860
34	1650	160.950	161.850	0.027	-0.073	-0.278	-0.019	0.900	0.310	0.345	170.062
35	1661	160.050	161.100	0.090	0.109	-0.403	-0.039	1.050	0.514	0.490	-163.320
36	1672	180.150	180.750	0.123	0.109	-0.358	0.122	0.600	0.482	0.803	178.395
37	1686	172.800	174.300	0.002	-0.027	0.118	-0.097	1.500	0.136	0.091	-30.767
38	1688	185.400	186.600	-0.390	-0.059	-0.648	0.060	1.200	0.284	0.236	155.206
39	1707	203.100	203.850	-0.045	-0.087	0.032	-0.105	0.750	0.079	0.105	-13.243
